id,width,height,x,y,area,terrain_type,group,is_special,click_interface,interface_desc,unlock_type,block_type,plot_restriction,ini_building,set_building,cond_type,cond_amount,cond_target,cost_type,cost_amount,cost_target,cond_desc,require_pve,waiting_time,prefab,prefab_group,power,extra_around,order,ini_building_1,set_building_1
4014,2,2,36,18,4,1,,1,1,Please Attack and destroy it! Eliminate the annoying smog there; finally ridding us of this freaking Atmospheric Manipulator.,0,0,,60004;0;0;0,,1,34.0,0,1,2400000000000.0,0,,201034,0,NUnlockTile_5014,,2200,,34007,60004;0;0;0,
4001,2,2,34,28,4,1,4001,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,114001;0;0;1,1,35.0,0,1,4400000000000.0,0,,999034,0,NUnlockTile_5001,A4_1,2300,,35008,,114001;0;0;1
4004,2,2,36,26,4,1,4001,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,,1,35.0,0,1,4400000000000.0,0,,999034,0,NUnlockTile_5004,B3,2300,,35008,,
4006,2,2,38,24,4,1,4001,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,114002;0;0;1,1,35.0,0,1,4400000000000.0,0,,999034,0,NUnlockTile_5006,A1_3,2300,,35008,,114002;0;0;1
4009,2,2,32,18,4,1,4009,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,114005;0;0;1,1,36.0,0,1,16000000000000.0,0,,999035,0,NUnlockTile_5009,A3_2,2300,,36009,,114005;0;0;1
4010,2,2,30,16,4,1,4009,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,,1,36.0,0,1,16000000000000.0,0,,999035,0,NUnlockTile_5010,A4_2,2400,,36009,,
4015,2,2,34,16,4,1,4009,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,114006;0;0;1,1,36.0,0,1,16000000000000.0,0,,999035,0,NUnlockTile_5015,A2_2,2400,,36009,,114006;0;0;1
4016,2,2,32,14,4,1,4009,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,114007;0;0;1,1,36.0,0,1,16000000000000.0,0,,999035,0,NUnlockTile_5016,A1_1,2400,,36009,,114007;0;0;1
4018,2,2,42,20,4,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,114034;0;0;1,1,37.0,0,1,31000000000000.0,0,,999036,0,NUnlockTile_5018,,2400,,37010,,114034;0;0;1
4019,2,2,40,18,4,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,114010;0;0;1,1,37.0,0,1,31000000000000.0,0,,999036,0,NUnlockTile_5019,,2400,,37011,,114010;0;0;1
4020,2,2,38,16,4,1,,2,1,The REAL Dark Legion treasure: General R&D; Gems and gold coins scattered all over the place.,0,0,,114011;0;0;1,,1,37.0,0,1,31000000000000.0,0,,999037,0,NUnlockTile_5020,,2500,,37012,114011;0;0;1,
4021,2,2,36,14,4,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,114035;0;0;1,1,37.0,0,1,31000000000000.0,0,,101036,0,NUnlockTile_5021,,2500,,37013,,114035;0;0;1
4027,2,2,42,16,4,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,2,0,,,114020;0;0;1,1,38.0,0,1,53000000000000.0,0,,1,0,NUnlockTile_5027,,2500,,38014,,114020;0;0;1
4032,2,2,44,14,4,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,114036;0;0;1,1,38.0,0,1,53000000000000.0,0,,301037,0,NUnlockTile_5032,,2500,,38015,,114036;0;0;1
4036,2,2,46,12,4,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,114021;0;0;1,1,38.0,0,1,53000000000000.0,0,,999037,0,NUnlockTile_5036,,2600,,38016,,114021;0;0;1
4028,4,2,38,12,4,1,4028,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,114019;0;0;1,1,39.0,0,1,97000000000000.0,0,,999038,0,NUnlockTile_5028,A1_5,2600,,39017,,114019;0;0;1
4033,4,2,40,10,4,1,4028,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,,1,39.0,0,1,97000000000000.0,0,,999038,0,NUnlockTile_5033,A1_4,2600,,39017,,
4022,2,2,34,12,4,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,114037;0;0;1,1,40.0,0,1,180000000000000.0,0,,101039,0,NUnlockTile_5022,,2600,,40018,4301;0;0;0,
4029,2,2,36,10,4,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,114022;0;0;1,1,40.0,0,1,180000000000000.0,0,,201039,0,NUnlockTile_5029,,2600,,40019,,114022;0;0;1
4034,2,2,38,8,4,1,,2,1,The REAL Dark Legion treasure: General R&D; Gems and gold coins scattered all over the place.,0,0,,114023;0;0;1,,1,40.0,0,1,180000000000000.0,0,,301040,0,NUnlockTile_5034,,2700,,40020,114023;0;0;1,
4037,2,2,44,10,4,1,,2,1,The REAL Dark Legion treasure: General R&D; Gems and gold coins scattered all over the place.,0,0,,114024;0;0;1,,1,41.0,0,1,1000000000000000.0,0,,999041,0,NUnlockTile_5037,,2700,,41021,114024;0;0;1,
4038,2,2,42,8,4,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,2,0,,,114025;0;0;1,1,41.0,0,1,1000000000000000.0,0,,1,0,NUnlockTile_5038,,2700,,41022,,114025;0;0;1
4039,2,2,40,6,4,1,,3,0,Search carefully. We might find some lost reinforcements here.,0,0,,,114026;0;0;1,1,41.0,0,1,1000000000000000.0,0,,999040,0,NUnlockTile_5039,,2700,,41023,,114026;0;0;1
4040,2,2,38,4,4,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,114009;0;0;1,1,41.0,0,1,1000000000000000.0,0,,101040,0,NUnlockTile_5040,,2800,,41024,,114009;0;0;1
4041,2,2,46,8,4,1,4041,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,114027;0;0;1,1,42.0,0,1,1700000000000000.0,0,,201042,0,NUnlockTile_5041,A3_1,2800,,42025,,114027;0;0;1
4042,2,2,44,6,4,1,4041,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,114029;0;0;1,1,42.0,0,1,1700000000000000.0,0,,201042,0,NUnlockTile_5042,B2_2,2800,,42025,,114029;0;0;1
4043,2,2,42,4,4,1,4041,2,1,The REAL Dark Legion treasure: General R&D; Gems and gold coins scattered all over the place.,0,0,,114030;0;0;1,,1,42.0,0,1,1700000000000000.0,0,,201042,0,NUnlockTile_5043,A1_2,2800,,42025,114030;0;0;1,
4023,2,2,32,10,4,1,4023,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,114012;0;0;1,1,43.0,0,1,3200000000000000.0,0,,999043,0,NUnlockTile_5023,A3_2,2900,,43026,,114012;0;0;1
4024,2,2,30,8,4,1,4023,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,114013;0;0;1,1,43.0,0,1,3200000000000000.0,0,,999043,0,NUnlockTile_5024,B4_2,2900,,43026,,114013;0;0;1
4044,2,2,28,6,4,1,4023,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,114014;0;0;1,1,43.0,0,1,3200000000000000.0,0,,999043,0,NUnlockTile_5044,A4_1,2900,,43026,,114014;0;0;1
4047,2,2,34,8,4,1,4023,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,114015;0;0;1,1,43.0,0,1,3200000000000000.0,0,,999043,0,NUnlockTile_5047,B3_1,2900,,43026,,114015;0;0;1
4046,2,2,32,6,4,1,4023,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,,1,43.0,0,1,3200000000000000.0,0,,999043,0,NUnlockTile_5046,B2_1,2900,,43026,,
4045,2,2,30,4,4,1,4023,2,1,The REAL Dark Legion treasure: General R&D; Gems and gold coins scattered all over the place.,0,0,,114016;0;0;1,,1,43.0,0,1,3200000000000000.0,0,,999043,0,NUnlockTile_5045,A1_1,3000,,43026,114016;0;0;1,
4035,2,2,36,6,4,1,4023,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,,1,43.0,0,1,3200000000000000.0,0,,999043,0,NUnlockTile_5035,A1_3,3000,,43026,,
4026,2,2,44,18,4,1,4026,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,114017;0;0;1,1,45.0,0,1,1.4e+16,0,,999044,0,NUnlockTile_5026,A4,3000,,45027,,114017;0;0;1
4031,2,2,46,16,4,1,4026,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,114018;0;0;1,1,45.0,0,1,1.4e+16,0,,999044,0,NUnlockTile_5031,A1_3,3000,,45027,,114018;0;0;1
5003,2,2,42,24,5,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115002;0;0;1,1,46.0,0,1,5.7e+16,0,,201045,0,NUnlockTile_6003,,3100,,46001,,115002;0;0;1
5004,2,2,44,22,5,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115060;0;0;1,1,46.0,0,1,5.7e+16,0,,301045,0,NUnlockTile_6004,,3100,,46002,,115060;0;0;1
5005,2,2,46,20,5,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115003;0;0;1,1,46.0,0,1,5.7e+16,0,,999045,0,NUnlockTile_6005,,3100,,46003,,115003;0;0;1
5008,2,2,48,18,5,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,2,0,,,115004;0;0;1,1,47.0,0,1,1.2e+17,0,,1,0,NUnlockTile_6008,,3100,,47004,,115004;0;0;1
5001,2,2,38,28,5,1,5001,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115001;0;0;1,1,47.0,0,1,1.2e+17,0,,999046,0,NUnlockTile_6001,A4,3200,,47005,,115001;0;0;1
5002,2,2,40,26,5,1,5001,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,,1,47.0,0,1,1.2e+17,0,,999046,0,NUnlockTile_6002,A1_3,3200,,47005,,
5041,2,2,44,26,5,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,2,0,,,115005;0;0;1,1,48.0,0,1,2.5e+17,0,,1,0,NUnlockTile_6041,,3200,,48006,,115005;0;0;1
5030,2,2,40,30,5,1,5030,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115007;0;0;1,1,48.0,0,1,2.5e+17,0,,999047,0,NUnlockTile_6030,A4,3200,,48007,,115007;0;0;1
5037,2,2,42,28,5,1,5030,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,,1,48.0,0,1,2.5e+17,0,,999047,0,NUnlockTile_6037,A1_3,3300,,48007,,
5040,2,2,46,28,5,1,,1,1,Please Attack and destroy it! Eliminate the annoying smog there; finally ridding us of this freaking Atmospheric Manipulator.,0,0,,60005;0;0;0,,1,49.0,0,1,5.5e+17,0,,999049,0,NUnlockTile_6040,,3300,,49008,60005;0;0;0,
5036,2,2,44,30,5,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115006;0;0;1,1,49.0,0,1,5.5e+17,0,,999048,0,NUnlockTile_6036,,3300,,49009,,115006;0;0;1
5029,2,2,42,32,5,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,2,0,,,115008;0;0;1,1,49.0,0,1,5.5e+17,0,,1,0,NUnlockTile_6029,,3300,,49010,,115008;0;0;1
5045,2,2,48,26,5,1,5045,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,,1,50.0,0,1,1.2e+18,0,,999050,0,NUnlockTile_6045,A1_1,3400,,50011,,
5052,2,2,52,22,5,1,5045,2,1,The REAL Dark Legion treasure: General R&D; Gems and gold coins scattered all over the place.,0,0,,115015;0;0;1,,1,50.0,0,1,1.2e+18,0,,999050,0,NUnlockTile_6052,A2_2,3400,,50011,115015;0;0;1,
5049,2,2,50,24,5,1,5045,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,4001;0;0;0,,1,50.0,0,1,1.2e+18,0,,999050,0,NUnlockTile_6049,B3_1,3400,,50011,,
5050,2,2,48,22,5,1,5045,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115016;0;0;1,1,50.0,0,1,1.2e+18,0,,999050,0,NUnlockTile_6050,A4_3,3400,,50011,,115016;0;0;1
5046,2,2,46,24,5,1,5045,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,,1,50.0,0,1,1.2e+18,0,,999050,0,NUnlockTile_6046,C0,3400,,50011,,
5053,2,2,50,20,5,1,5045,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115017;0;0;1,1,50.0,0,1,1.2e+18,0,,999050,0,NUnlockTile_6053,A1_1,3500,,50011,,115017;0;0;1
5060,2,2,54,20,5,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115009;0;0;1,1,51.0,0,1,2.8e+18,0,,201050,0,NUnlockTile_6060,,3500,,51012,,115009;0;0;1
5055,2,2,52,18,5,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115014;0;0;1,1,51.0,0,1,2.8e+18,0,,301050,0,NUnlockTile_6055,,3500,,51013,,115014;0;0;1
5056,2,2,50,16,5,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115018;0;0;1,1,51.0,0,1,2.8e+18,0,,999050,0,NUnlockTile_6056,,3500,,51014,,115018;0;0;1
5059,2,2,56,18,5,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115019;0;0;1,1,52.0,0,1,5.2e+18,0,,999051,0,NUnlockTile_6059,,3600,,52015,,115019;0;0;1
5058,2,2,54,16,5,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,2,0,,,115020;0;0;1,1,52.0,0,1,5.2e+18,0,,1,0,NUnlockTile_6058,,3600,,52016,,115020;0;0;1
5057,2,2,52,14,5,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115021;0;0;1,1,52.0,0,1,5.2e+18,0,,101051,0,NUnlockTile_6057,,3600,,52017,,115021;0;0;1
5051,2,2,54,24,5,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115025;0;0;1,1,53.0,0,1,1.1e+19,0,,201052,0,NUnlockTile_6051,,3600,,53018,,115025;0;0;1
5048,2,2,52,26,5,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115026;0;0;1,1,53.0,0,1,1.1e+19,0,,301052,0,NUnlockTile_6048,,3700,,53019,,115026;0;0;1
5062,2,2,54,28,5,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115027;0;0;1,1,53.0,0,1,1.1e+19,0,,999052,0,NUnlockTile_6062,,3700,,53020,,115027;0;0;1
5043,2,2,52,30,5,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,2,0,,,115028;0;0;1,1,54.0,0,1,2.5e+19,0,,1,0,NUnlockTile_6043,,3700,,54021,,115028;0;0;1
5044,2,2,50,28,5,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115022;0;0;1,1,54.0,0,1,2.5e+19,0,,999053,0,NUnlockTile_6044,,3700,,54022,,115022;0;0;1
5038,2,2,50,32,5,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115029;0;0;1,1,54.0,0,1,2.5e+19,0,,101053,0,NUnlockTile_6038,,3800,,54023,,115029;0;0;1
5039,2,2,48,30,5,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115030;0;0;1,1,54.0,0,1,2.5e+19,0,,201053,0,NUnlockTile_6039,,3800,,54024,,115030;0;0;1
5063,2,2,56,34,5,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115031;0;0;1,1,55.0,0,1,5.5e+19,0,,301054,0,NUnlockTile_6063,,3800,,55025,,115031;0;0;1
5077,2,2,54,32,5,1,,2,1,The REAL Dark Legion treasure: General R&D; Gems and gold coins scattered all over the place.,0,0,,115032;0;0;1,,1,55.0,0,1,5.5e+19,0,,999055,0,NUnlockTile_6077,,3800,,55026,115032;0;0;1,
5076,2,2,54,36,5,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115033;0;0;1,1,55.0,0,1,5.5e+19,0,,999054,0,NUnlockTile_6076,,3900,,55027,,115033;0;0;1
5042,2,2,52,34,5,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115034;0;0;1,1,55.0,0,1,5.5e+19,0,,999054,0,NUnlockTile_6042,,3900,,55028,,115034;0;0;1
5032,2,2,52,38,5,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115039;0;0;1,1,56.0,0,1,1.1e+20,0,,101055,0,NUnlockTile_6032,,3900,,56029,,115039;0;0;1
5031,2,2,54,40,5,1,5031,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115010;0;0;1,1,56.0,0,1,1.1e+20,0,,201055,0,NUnlockTile_6031,A1_3,3900,,56030,,115010;0;0;1
5024,2,2,52,42,5,1,5031,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115011;0;0;1,1,56.0,0,1,1.1e+20,0,,201055,0,NUnlockTile_6024,B3_1,4000,,56030,,115011;0;0;1
5017,2,2,50,44,5,1,5031,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115012;0;0;1,1,56.0,0,1,1.1e+20,0,,201055,0,NUnlockTile_6017,B3_2,4000,,56030,,115012;0;0;1
5010,2,2,48,46,5,1,5031,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115013;0;0;1,1,56.0,0,1,1.1e+20,0,,201055,0,NUnlockTile_6010,A4_1,4000,,56030,,115013;0;0;1
5011,2,2,46,44,5,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,3111;0;0;0,115040;0;0;1,1,57.0,0,1,2.4e+20,0,,999056,0,NUnlockTile_6011,,4000,,57031,,115040;0;0;1
5018,2,2,48,42,5,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115041;0;0;1,1,57.0,0,1,2.4e+20,0,,101056,0,NUnlockTile_6018,,4100,,57032,,115041;0;0;1
5025,2,2,50,40,5,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115042;0;0;1,1,57.0,0,1,2.4e+20,0,,201056,0,NUnlockTile_6025,,4100,,57033,,115042;0;0;1
5012,2,2,44,42,5,1,5012,3,0,Search carefully. We might find some lost reinforcements here.,0,0,,,115023;0;0;1,1,58.0,0,1,5.2e+20,0,,999057,0,NUnlockTile_6012,A2_1,4100,,58034,,115023;0;0;1
5013,2,2,42,40,5,1,5012,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115024;0;0;1,1,58.0,0,1,5.2e+20,0,,999057,0,NUnlockTile_6013,A1_2,4100,,58034,,115024;0;0;1
5006,2,2,42,44,5,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,2,0,,,115043;0;0;1,1,58.0,0,1,5.2e+20,0,,1,0,NUnlockTile_6006,,4200,,58035,,115043;0;0;1
5007,2,2,40,42,5,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115044;0;0;1,1,58.0,0,1,5.2e+20,0,,999057,0,NUnlockTile_6007,,4200,,58036,,115044;0;0;1
5014,2,2,40,38,5,1,5014,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115035;0;0;1,1,59.0,0,1,9.3e+20,0,,101058,0,NUnlockTile_6014,A2_1,4200,,59037,,115035;0;0;1
5015,2,2,38,36,5,1,5014,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,,1,59.0,0,1,9.3e+20,0,,101058,0,NUnlockTile_6015,A1_2,4300,,59037,,
5064,2,2,38,40,5,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,2,0,,,115045;0;0;1,1,59.0,0,1,9.3e+20,0,,1,0,NUnlockTile_6064,,4300,,59038,,115045;0;0;1
5021,2,2,42,36,5,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115046;0;0;1,1,60.0,0,1,2e+21,0,,301059,0,NUnlockTile_6021,,4300,,60039,,115046;0;0;1
5022,2,2,40,34,5,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115047;0;0;1,1,60.0,0,1,2e+21,0,,999059,0,NUnlockTile_6022,,4300,,60040,,115047;0;0;1
5035,2,2,46,32,5,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115048;0;0;1,1,61.0,0,1,4e+21,0,,999060,0,NUnlockTile_6035,,4400,,61041,,115048;0;0;1
5019,2,2,46,40,5,1,5019,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115050;0;0;1,1,61.0,0,1,4e+21,0,,999060,0,NUnlockTile_6019,A3_1,4400,,61042,,115050;0;0;1
5020,2,2,44,38,5,1,5019,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,,1,61.0,0,1,4e+21,0,,999060,0,NUnlockTile_6020,C0,4400,,61042,,
5026,2,2,48,38,5,1,5019,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115051;0;0;1,1,61.0,0,1,4e+21,0,,999060,0,NUnlockTile_6026,B3_1,4400,,61042,,115051;0;0;1
5027,2,2,46,36,5,1,5019,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,,1,61.0,0,1,4e+21,0,,999060,0,NUnlockTile_6027,A4_3,4500,,61042,,
5033,2,2,50,36,5,1,5019,3,0,Search carefully. We might find some lost reinforcements here.,0,0,,,115052;0;0;1,1,61.0,0,1,4e+21,0,,999060,0,NUnlockTile_6033,A2_2,4500,,61042,,115052;0;0;1
5034,2,2,48,34,5,1,5019,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,,1,61.0,0,1,4e+21,0,,999060,0,NUnlockTile_6034,A1_1,4500,,61042,,
5028,2,2,44,34,5,1,,2,1,The REAL Dark Legion treasure: General R&D; Gems and gold coins scattered all over the place.,0,0,,115059;0;0;1,,1,62.0,0,1,8.2e+21,0,,999062,0,NUnlockTile_6028,,4500,,62043,115059;0;0;1,
5067,2,2,10,44,5,1,5067,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115036;0;0;1,1,63.0,0,1,1.6e+22,0,,101062,0,NUnlockTile_6067,A4_2,4600,,63044,,115036;0;0;1
5068,2,2,12,46,5,1,5067,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115037;0;0;1,1,63.0,0,1,1.6e+22,0,,101062,0,NUnlockTile_6068,A3_2,4600,,63044,,115037;0;0;1
5066,2,2,14,44,5,1,5067,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115038;0;0;1,1,63.0,0,1,1.6e+22,0,,101062,0,NUnlockTile_6066,A2_2,4600,,63044,,115038;0;0;1
5065,2,2,12,42,5,1,5067,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,,1,63.0,0,1,1.6e+22,0,,101062,0,NUnlockTile_6065,A1_1,4600,5028,63044,,
5072,2,2,6,48,5,1,5072,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115049;0;0;1,1,64.0,0,1,3.2e+22,0,,999064,0,NUnlockTile_6072,A1_2,4700,5067,64045,,115049;0;0;1
5073,2,2,8,50,5,1,5072,2,1,The REAL Dark Legion treasure: General R&D; Gems and gold coins scattered all over the place.,0,0,,115053;0;0;1,,1,64.0,0,1,3.2e+22,0,,999064,0,NUnlockTile_6073,A2_1,4700,,64045,115053;0;0;1,
5071,2,2,4,46,5,1,5071,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115054;0;0;1,1,64.0,0,1,3.2e+22,0,,999063,0,NUnlockTile_6071,A3_1,4700,5067,64046,,115054;0;0;1
5070,2,2,2,44,5,1,5071,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115055;0;0;1,1,64.0,0,1,3.2e+22,0,,999063,0,NUnlockTile_6070,B2_2,4700,,64046,,115055;0;0;1
5069,2,2,0,42,5,1,5071,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115056;0;0;1,1,64.0,0,1,3.2e+22,0,,999063,0,NUnlockTile_6069,A1_2,4800,,64046,,115056;0;0;1
5074,2,2,2,48,5,1,5074,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115057;0;0;1,1,64.0,0,1,3.2e+22,0,,301063,0,NUnlockTile_6074,A1_3,4800,5071,64047,,115057;0;0;1
5075,2,2,0,50,5,1,5074,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,115058;0;0;1,1,64.0,0,1,3.2e+22,0,,301063,0,NUnlockTile_6075,A4,4800,,64047,,115058;0;0;1
6001,2,2,4,50,6,1,6001,0,0,The island in front is looming in the distance. Get closer to see what is hidden in it.,0,1,,,,1,64.0,0,1,3.2e+22,0,,999063,0,NUnlockTile_7001,A1_1,,,64001,,
6002,2,2,2,52,6,1,6001,0,0,The island in front is looming in the distance. Get closer to see what is hidden in it.,0,1,,,,1,64.0,0,1,3.2e+22,0,,999063,0,NUnlockTile_7002,A4_2,,,64001,,
6004,2,2,6,52,6,1,6001,0,0,The island in front is looming in the distance. Get closer to see what is hidden in it.,0,1,,,,1,64.0,0,1,3.2e+22,0,,999063,0,NUnlockTile_7004,A2_2,,,64001,,
6005,2,2,4,54,6,1,6001,0,0,The island in front is looming in the distance. Get closer to see what is hidden in it.,0,1,,,116001;0;0;1,1,64.0,0,1,3.2e+22,0,,999063,0,NUnlockTile_7005,A3_2,,,64001,,116001;0;0;1
6003,2,2,0,54,6,1,,0,0,The island in front is looming in the distance. Get closer to see what is hidden in it.,0,1,,,,1,64.0,0,1,3.2e+22,0,,201063,0,NUnlockTile_7003,,,,64002,,
6006,2,2,2,56,6,1,,0,0,The island in front is looming in the distance. Get closer to see what is hidden in it.,2,1,,,,1,64.0,0,1,3.2e+22,0,,1,0,NUnlockTile_7006,,,,64003,,
6007,2,2,0,58,6,1,,0,0,The island in front is looming in the distance. Get closer to see what is hidden in it.,0,1,,,,1,64.0,0,1,3.2e+22,0,,999063,0,NUnlockTile_7007,,,,64004,,
6008,2,2,12,50,6,1,6008,0,0,The island in front is looming in the distance. Get closer to see what is hidden in it.,0,1,,,,1,65.0,0,1,6.4e+22,0,,999064,0,NUnlockTile_7008,A1_1,,,65005,,
