1012106,Air Force HP,Increase Air Force HP by {0}%,air_hp,1012100,4;5,1012105,1,0,5,5,5|0;7|0,0,,1101022,1500,53001,40,5000,Mechanical\nMaster,#ffffff,2,,1,
1012201,Gold Mining Facility,You can build gold collection facility on the Gold mine of map,career_builder_003,1012200,5;1,1011906,1,0,0,3,5|1281473;7|1281473,65228,1600026|2,1101001,0,53001,45,0,Mechanical\nMaster,#ffffff,3,,2,
1012202,Gold Mining Facility,You can build a Lv. 1 Gold Mining facility for the Gold Mine on the World Map,career_builder_003,1012200,5;1,1012201,1,0,1,3,5|1922210;7|1922210,91319,1600026|3,1101001,51001,53001,45,5000,Mechanical\nMaster,#ffffff,3,,2,
1012203,Gold Mining Facility,You can build a Lv. 2 Gold Mining facility for the Gold Mine on the World Map,career_builder_003,1012200,5;1,1012202,1,0,2,3,5|2883315;7|2883315,127846,1600026|5,1101001,51002,53001,45,15000,Mechanical\nMaster,#ffffff,3,,2,
1012204,Gold Mining Facility,You can build a Lv. 3 Gold Mining facility for the Gold Mine on the World Map,career_builder_003,1012200,5;1,1012203,1,0,3,3,5|0;7|0,0,,1101001,51003,53001,45,30000,Mechanical\nMaster,#ffffff,3,,2,
1012301,Oil Refinery,You can build oil refining facility on the Oil Field,career_builder_002,1012300,5;3,1012006,1,0,0,3,5|1281473;7|1281473,65228,1600026|2,1101002,0,53001,45,0,Mechanical\nMaster,#ffffff,3,,2,
1012302,Oil Refinery,You can build a Lv. 1 Oil Refining facility for the Oil Field on the World Map,career_builder_002,1012300,5;3,1012301,1,0,1,3,5|1922210;7|1922210,91319,1600026|3,1101002,52001,53001,45,5000,Mechanical\nMaster,#ffffff,3,,2,
1012303,Oil Refinery,You can build a Lv. 2 Oil Refining facility for the Oil Field on the World Map,career_builder_002,1012300,5;3,1012302,1,0,2,3,5|2883315;7|2883315,127846,1600026|5,1101002,52002,53001,45,15000,Mechanical\nMaster,#ffffff,3,,2,
1012304,Oil Refinery,You can build a Lv. 3 Oil Refining facility for the Oil Field on the World Map,career_builder_002,1012300,5;3,1012303,1,0,3,3,5|0;7|0,0,,1101002,52003,53001,45,30000,Mechanical\nMaster,#ffffff,3,4,2,
1012401,Barn,You can build barn facilities on the Farmland,career_builder_001,1012400,5;5,1012106,1,0,0,3,5|1281473;7|1281473,65228,1600026|2,1101003,0,53001,45,0,Mechanical\nMaster,#ffffff,3,,2,
1012402,Barn,You can build a Lv. 1 Barn facility for the Farmland on the World Map,career_builder_001,1012400,5;5,1012401,1,0,1,3,5|1922210;7|1922210,91319,1600026|3,1101003,53001,53001,45,5000,Mechanical\nMaster,#ffffff,3,,2,
1012403,Barn,You can build a Lv. 2 Barn facility for the Farmland on the World Map,career_builder_001,1012400,5;5,1012402,1,0,2,3,5|2883315;7|2883315,127846,1600026|5,1101003,53002,53001,45,15000,Mechanical\nMaster,#ffffff,3,,2,
1012404,Barn,You can build a Lv. 3 Barn facility for the Farmland on the World Map,career_builder_001,1012400,5;5,1012403,1,0,3,3,5|0;7|0,0,,1101003,53003,53001,45,30000,Mechanical\nMaster,#ffffff,3,,2,
1012501,Gold Gathering,Increases gold gathering speed by {0}%,gold_speed_up,1012500,6;1,1012204,1,0,0,3,5|1281473;7|1281473,65228,1600026|2,982003,0,53001,50,0,Mechanical\nMaster,#ffffff,3,,1,
1012502,Gold Gathering,Increases gold gathering speed by {0}%,gold_speed_up,1012500,6;1,1012501,1,0,1,3,5|1922210;7|1922210,91319,1600026|3,982003,300,53001,50,1000,Mechanical\nMaster,#ffffff,3,,1,
1012503,Gold Gathering,Increases gold gathering speed by {0}%,gold_speed_up,1012500,6;1,1012502,1,0,2,3,5|2883315;7|2883315,127846,1600026|5,982003,600,53001,50,2000,Mechanical\nMaster,#ffffff,3,,1,
1012504,Gold Gathering,Increases gold gathering speed by {0}%,gold_speed_up,1012500,6;1,1012503,1,0,3,3,5|0;7|0,0,,982003,1000,53001,50,3000,Mechanical\nMaster,#ffffff,3,,1,
1012601,Oil Gathering,Increases Oil gathering speed by {0}%,oil_speed_up,1012600,6;3,1012304,1,0,0,3,5|1281473;7|1281473,65228,1600026|2,982002,0,53001,50,0,Mechanical\nMaster,#ffffff,3,,1,
1012602,Oil Gathering,Increases Oil gathering speed by {0}%,oil_speed_up,1012600,6;3,1012601,1,0,1,3,5|1922210;7|1922210,91319,1600026|3,982002,300,53001,50,1000,Mechanical\nMaster,#ffffff,3,,1,
1012603,Oil Gathering,Increases Oil gathering speed by {0}%,oil_speed_up,1012600,6;3,1012602,1,0,2,3,5|2883315;7|2883315,127846,1600026|5,982002,600,53001,50,2000,Mechanical\nMaster,#ffffff,3,,1,
1012604,Oil Gathering,Increases Oil gathering speed by {0}%,oil_speed_up,1012600,6;3,1012603,1,0,3,3,5|0;7|0,0,,982002,1000,53001,50,3000,Mechanical\nMaster,#ffffff,3,,1,
1012701,Food Gathering,Increases food gathering speed by {0}%,food_speed_up,1012700,6;5,1012404,1,0,0,3,5|1281473;7|1281473,65228,1600026|2,982001,0,53001,50,0,Mechanical\nMaster,#ffffff,3,,1,
1012702,Food Gathering,Increases food gathering speed by {0}%,food_speed_up,1012700,6;5,1012701,1,0,1,3,5|1922210;7|1922210,91319,1600026|3,982001,300,53001,50,1000,Mechanical\nMaster,#ffffff,3,,1,
1012703,Food Gathering,Increases food gathering speed by {0}%,food_speed_up,1012700,6;5,1012702,1,0,2,3,5|2883315;7|2883315,127846,1600026|5,982001,600,53001,50,2000,Mechanical\nMaster,#ffffff,3,,1,
1012704,Food Gathering,Increases food gathering speed by {0}%,food_speed_up,1012700,6;5,1012703,1,0,3,3,5|0;7|0,0,,982001,1000,53001,50,3000,Mechanical\nMaster,#ffffff,3,,1,
1012801,Army ATK,Increase Army Attack by {0}%,army_attack,1012800,7;1,1012504,1,0,0,5,5|4324973;7|4324973,250577,,1101024,0,53001,55,0,Mechanical\nMaster,#ffffff,3,,1,
1012802,Army ATK,Increase Army Attack by {0}%,army_attack,1012800,7;1,1012801,1,0,1,5,5|6487460;7|6487460,350807,,1101024,300,53001,55,1000,Mechanical\nMaster,#ffffff,3,,1,
1012803,Army ATK,Increase Army Attack by {0}%,army_attack,1012800,7;1,1012802,1,0,2,5,5|9731190;7|9731190,491129,,1101024,600,53001,55,2000,Mechanical\nMaster,#ffffff,3,,1,
1012804,Army ATK,Increase Army Attack by {0}%,army_attack,1012800,7;1,1012803,1,0,3,5,5|14596785;7|14596785,687580,,1101024,900,53001,55,3000,Mechanical\nMaster,#ffffff,3,,1,
1012805,Army ATK,Increase Army Attack by {0}%,army_attack,1012800,7;1,1012804,1,0,4,5,5|21895178;7|21895178,962612,,1101024,1200,53001,55,4000,Mechanical\nMaster,#ffffff,3,,1,
1012806,Army ATK,Increase Army Attack by {0}%,army_attack,1012800,7;1,1012805,1,0,5,5,5|0;7|0,0,,1101024,1500,53001,55,5000,Mechanical\nMaster,#ffffff,3,,1,
1012901,Navy ATK,Increase Navy Attack by {0}%,naval_attack,1012900,7;3,1012604,1,0,0,5,5|4324973;7|4324973,250577,,1101025,0,53001,55,0,Mechanical\nMaster,#ffffff,3,,1,
1012902,Navy ATK,Increase Navy Attack by {0}%,naval_attack,1012900,7;3,1012901,1,0,1,5,5|6487460;7|6487460,350807,,1101025,300,53001,55,1000,Mechanical\nMaster,#ffffff,3,,1,
1012903,Navy ATK,Increase Navy Attack by {0}%,naval_attack,1012900,7;3,1012902,1,0,2,5,5|9731190;7|9731190,491129,,1101025,600,53001,55,2000,Mechanical\nMaster,#ffffff,3,,1,
1012904,Navy ATK,Increase Navy Attack by {0}%,naval_attack,1012900,7;3,1012903,1,0,3,5,5|14596785;7|14596785,687580,,1101025,900,53001,55,3000,Mechanical\nMaster,#ffffff,3,,1,
1012905,Navy ATK,Increase Navy Attack by {0}%,naval_attack,1012900,7;3,1012904,1,0,4,5,5|21895178;7|21895178,962612,,1101025,1200,53001,55,4000,Mechanical\nMaster,#ffffff,3,,1,
1012906,Navy ATK,Increase Navy Attack by {0}%,naval_attack,1012900,7;3,1012905,1,0,5,5,5|0;7|0,0,,1101025,1500,53001,55,5000,Mechanical\nMaster,#ffffff,3,,1,
1013001,Air Force ATK,Increase Air Force Attack by {0}%,air_attack,1013000,7;5,1012704,1,0,0,5,5|4324973;7|4324973,250577,,1101026,0,53001,55,0,Mechanical\nMaster,#ffffff,3,,1,
1013002,Air Force ATK,Increase Air Force Attack by {0}%,air_attack,1013000,7;5,1013001,1,0,1,5,5|6487460;7|6487460,350807,,1101026,300,53001,55,1000,Mechanical\nMaster,#ffffff,3,,1,
1013003,Air Force ATK,Increase Air Force Attack by {0}%,air_attack,1013000,7;5,1013002,1,0,2,5,5|9731190;7|9731190,491129,,1101026,600,53001,55,2000,Mechanical\nMaster,#ffffff,3,,1,
1013004,Air Force ATK,Increase Air Force Attack by {0}%,air_attack,1013000,7;5,1013003,1,0,3,5,5|14596785;7|14596785,687580,,1101026,900,53001,55,3000,Mechanical\nMaster,#ffffff,3,,1,
1013005,Air Force ATK,Increase Air Force Attack by {0}%,air_attack,1013000,7;5,1013004,1,0,4,5,5|21895178;7|21895178,962612,,1101026,1200,53001,55,4000,Mechanical\nMaster,#ffffff,3,,1,
1013006,Air Force ATK,Increase Air Force Attack by {0}%,air_attack,1013000,7;5,1013005,1,0,5,5,5|0;7|0,0,,1101026,1500,53001,55,5000,Mechanical\nMaster,#ffffff,3,,1,
1013101,Enhance Gathering,Increases gathering speed by {0}%,career_mechanical_002,1013100,8;3,1012806|1012906|1013006,1,0,0,1,5|32842767;7|32842767,2641405,,960002,0,53001,60,0,Mechanical\nMaster,#ffffff,4,,2,
1013102,Enhance Gathering,Increases gathering speed by {0}%,career_mechanical_002,1013100,8;3,1013101,1,0,1,1,5|0;7|0,0,,960002,1000,53001,60,30000,Mechanical\nMaster,#ffffff,4,5,2,
1013201,Open Specialization,Unlock Specialized Perk of this Profession,career_hero_001,1013200,9;3,1013102,1,0,0,1,5|32842767;7|32842767,300,1600026|50,,0,53001,60,50,Mechanical\nMaster,#ffffff,5,,1,
1013202,Open Specialization,Unlock Specialized Perk of this Profession,career_hero_001,1013200,9;3,1013201,1,0,1,1,5|0;7|0,0,,,0,53001,60,50,Mechanical\nMaster,#ffffff,5,,1,
1014001,Enhanced Oil Craft,You can Craft Enhanced oil in the Craft Center,strengthening_oil,1014000,10;1,0,1,1,0,3,5|9731190;7|9731190,491129,1600028|15,10001,0,53001,65,1000,Mechanical\nMaster,#ffffff,2,,1,trap_potion_switch
1014002,Enhanced Oil Craft,You can Craft Enhanced oil in the Craft Center,strengthening_oil,1014000,10;1,1014001,1,1,1,3,5|14596785;7|14596785,687580,1600028|15,10001,1,53001,65,1000,Mechanical\nMaster,#ffffff,2,,1,trap_potion_switch
1014003,Enhanced Oil Craft,You can Craft Enhanced oil in the Craft Center,strengthening_oil,1014000,10;1,1014002,1,1,2,3,5|21895178;7|21895178,962612,1600028|15,10002,1,53001,65,1000,Mechanical\nMaster,#ffffff,2,,1,trap_potion_switch
1014004,Enhanced Oil Craft,You can Craft Enhanced oil in the Craft Center,strengthening_oil,1014000,10;1,1014003,1,1,3,3,5|0;7|0,0,,10003,1,53001,65,1000,Mechanical\nMaster,#ffffff,2,,1,trap_potion_switch
1015001,Self-developed Energy Craft,Craft Self-developed Energy in the Craft Center,natural_energy,1015000,10;3,0,1,1,0,3,5|9731190;7|9731190,491129,1600028|15,20001,0,53001,65,1000,Mechanical\nMaster,#ffffff,2,,1,trap_potion_switch
1015002,Self-developed Energy Craft,Craft Self-developed Energy in the Craft Center,natural_energy,1015000,10;3,1015001,1,1,1,3,5|14596785;7|14596785,687580,1600028|15,20001,1,53001,65,1000,Mechanical\nMaster,#ffffff,2,,1,trap_potion_switch
1015003,Self-developed Energy Craft,Craft Self-developed Energy in the Craft Center,natural_energy,1015000,10;3,1015002,1,1,2,3,5|21895178;7|21895178,962612,1600028|15,20002,1,53001,65,1000,Mechanical\nMaster,#ffffff,2,,1,trap_potion_switch
1015004,Self-developed Energy Craft,Craft Self-developed Energy in the Craft Center,natural_energy,1015000,10;3,1015003,1,1,3,3,5|0;7|0,0,,20003,1,53001,65,1000,Mechanical\nMaster,#ffffff,2,,1,trap_potion_switch
1016001,Alloy Coating Craft,Craft Alloy Coating in Craft Center,alloy_coating,1016000,10;5,0,1,1,0,3,5|9731190;7|9731190,491129,1600028|15,30001,0,53001,65,1000,Mechanical\nMaster,#ffffff,2,,1,trap_potion_switch
1016002,Alloy Coating Craft,Craft Alloy Coating in Craft Center,alloy_coating,1016000,10;5,1016001,1,1,1,3,5|14596785;7|14596785,687580,1600028|15,30001,1,53001,65,1000,Mechanical\nMaster,#ffffff,2,,1,trap_potion_switch
1016003,Alloy Coating Craft,Craft Alloy Coating in Craft Center,alloy_coating,1016000,10;5,1016002,1,1,2,3,5|21895178;7|21895178,962612,1600028|15,30002,1,53001,65,1000,Mechanical\nMaster,#ffffff,2,,1,trap_potion_switch
1016004,Alloy Coating Craft,Craft Alloy Coating in Craft Center,alloy_coating,1016000,10;5,1016003,1,1,3,3,5|0;7|0,0,,30003,1,53001,65,1000,Mechanical\nMaster,#ffffff,2,,1,trap_potion_switch
1017001,Anti-tank Mine Craft,Craft Trap "Anti-tank mine" in the Craft Center,antitank_mine,1017000,11;1,1014004,1,1,0,3,5|21895178;7|21895178,962612,1600028|15,60001,0,53001,65,1000,Mechanical\nMaster,#ffffff,2,,1,trap_potion_switch
1017002,Anti-tank Mine Craft,Craft Trap "Anti-tank mine" in the Craft Center,antitank_mine,1017000,11;1,1017001,1,1,1,3,5|30653249;7|30653249,1347656,1600028|15,60001,1,53001,65,1000,Mechanical\nMaster,#ffffff,2,,1,trap_potion_switch
1017003,Anti-tank Mine Craft,Craft Trap "Anti-tank mine" in the Craft Center,antitank_mine,1017000,11;1,1017002,1,1,2,3,5|42914549;7|42914549,1886718,1600028|15,60002,1,53001,65,1000,Mechanical\nMaster,#ffffff,2,,1,trap_potion_switch
1017004,Anti-tank Mine Craft,Craft Trap "Anti-tank mine" in the Craft Center,antitank_mine,1017000,11;1,1017003,1,1,3,3,5|0;7|0,0,,60003,1,53001,65,1000,Mechanical\nMaster,#ffffff,2,,1,trap_potion_switch
1018001,Blasting Torpedo Craft,Craft Trap "Blast Torpedo" in the Craft Center,blasting_torpedo,1018000,11;3,1015004,1,1,0,3,5|21895178;7|21895178,962612,1600028|15,70001,0,53001,65,1000,Mechanical\nMaster,#ffffff,2,,1,trap_potion_switch
1018002,Blasting Torpedo Craft,Craft Trap "Blast Torpedo" in the Craft Center,blasting_torpedo,1018000,11;3,1018001,1,1,1,3,5|30653249;7|30653249,1347656,1600028|15,70001,1,53001,65,1000,Mechanical\nMaster,#ffffff,2,,1,trap_potion_switch
1018003,Blasting Torpedo Craft,Craft Trap "Blast Torpedo" in the Craft Center,blasting_torpedo,1018000,11;3,1018002,1,1,2,3,5|42914549;7|42914549,1886718,1600028|15,70002,1,53001,65,1000,Mechanical\nMaster,#ffffff,2,,1,trap_potion_switch
1018004,Blasting Torpedo Craft,Craft Trap "Blast Torpedo" in the Craft Center,blasting_torpedo,1018000,11;3,1018003,1,1,3,3,5|0;7|0,0,,70003,1,53001,65,1000,Mechanical\nMaster,#ffffff,2,,1,trap_potion_switch
1019001,Thermal Tracking Missile Craft,Craft Trap "Thermal Tracking Missile" in the Craft Center,hot_tracing_missile,1019000,11;5,1016004,1,1,0,3,5|21895178;7|21895178,962612,1600028|15,80001,0,53001,65,1000,Mechanical\nMaster,#ffffff,2,,1,trap_potion_switch
1019002,Thermal Tracking Missile Craft,Craft Trap "Thermal Tracking Missile" in the Craft Center,hot_tracing_missile,1019000,11;5,1019001,1,1,1,3,5|30653249;7|30653249,1347656,1600028|15,80001,1,53001,65,1000,Mechanical\nMaster,#ffffff,2,,1,trap_potion_switch
1019003,Thermal Tracking Missile Craft,Craft Trap "Thermal Tracking Missile" in the Craft Center,hot_tracing_missile,1019000,11;5,1019002,1,1,2,3,5|42914549;7|42914549,1886718,1600028|15,80002,1,53001,65,1000,Mechanical\nMaster,#ffffff,2,,1,trap_potion_switch
1019004,Thermal Tracking Missile Craft,Craft Trap "Thermal Tracking Missile" in the Craft Center,hot_tracing_missile,1019000,11;5,1019003,1,1,3,3,5|0;7|0,0,,80003,1,53001,65,1000,Mechanical\nMaster,#ffffff,2,,1,trap_potion_switch
1020001,Corrosive Mucus (potion),Craft Formula-Corrosive Mucus,corrosive_mucus,1020000,12;2,1017004|1018004,1,1,0,1,5|42914549;7|42914549,1886718,1600028|10,90001,0,53001,70,1000,Mechanical\nMaster,#ffffff,2,,1,trap_potion_switch
1020002,Corrosive Mucus (potion),Craft Formula-Corrosive Mucus,corrosive_mucus,1020000,12;2,1020001,1,1,1,1,5|0;7|0,0,,90001,1,53001,70,1000,Mechanical\nMaster,#ffffff,2,,1,trap_potion_switch
1021001,Super magnetic field (potion),Craft formula-Super magnetic field,magnetic_field,1021000,12;4,1018004|1019004,1,1,0,1,5|42914549;7|42914549,1886718,1600028|10,11001,0,53001,70,1000,Mechanical\nMaster,#ffffff,2,,1,trap_potion_switch
1021002,Super magnetic field (potion),Craft formula-Super magnetic field,magnetic_field,1021000,12;4,1021001,1,1,1,1,5|0;7|0,0,,11001,1,53001,70,1000,Mechanical\nMaster,#ffffff,2,,1,trap_potion_switch
1101001,DMG Increase,Increase damage by {0}% for all units in the troops,career_battlemaster_001,1101000,1;3,0,2,0,0,5,5|4324973;7|4324973,250577,1600025|2,1001001,0,52002,60,0,Grand Marshal,#ffffff,6,,1,
1101002,DMG Increase,Increase damage by {0}% for all units in the troops,career_battlemaster_001,1101000,1;3,1101001,2,0,1,5,5|6487460;7|6487460,350807,1600025|3,1001001,300,52002,60,1000,Grand Marshal,#ffffff,6,,1,
1101003,DMG Increase,Increase damage by {0}% for all units in the troops,career_battlemaster_001,1101000,1;3,1101002,2,0,2,5,5|9731190;7|9731190,491129,1600025|4,1001001,600,52002,60,2000,Grand Marshal,#ffffff,6,,1,
1101004,DMG Increase,Increase damage by {0}% for all units in the troops,career_battlemaster_001,1101000,1;3,1101003,2,0,3,5,5|14596785;7|14596785,687580,1600025|5,1001001,900,52002,60,3000,Grand Marshal,#ffffff,6,,1,
1101005,DMG Increase,Increase damage by {0}% for all units in the troops,career_battlemaster_001,1101000,1;3,1101004,2,0,4,5,5|21895178;7|21895178,962612,1600025|10,1001001,1500,52002,60,4000,Grand Marshal,#ffffff,6,,1,
1101006,DMG Increase,Increase damage by {0}% for all units in the troops,career_battlemaster_001,1101000,1;3,1101005,2,0,5,5,5|0;7|0,0,,1001001,2000,52002,60,5000,Grand Marshal,#ffffff,6,,1,
1102001,Army Resistance,Increase Army Resistance by {0}%,career_command_004,1102000,2;1,1101006,2,0,0,5,5|4324973;7|4324973,250577,1600025|2,1101015,0,52002,60,0,Grand Marshal,#ffffff,6,,1,
1102002,Army Resistance,Increase Army Resistance by {0}%,career_command_004,1102000,2;1,1102001,2,0,1,5,5|6487460;7|6487460,350807,1600025|3,1101015,300,52002,60,1000,Grand Marshal,#ffffff,6,,1,
1102003,Army Resistance,Increase Army Resistance by {0}%,career_command_004,1102000,2;1,1102002,2,0,2,5,5|9731190;7|9731190,491129,1600025|4,1101015,600,52002,60,2000,Grand Marshal,#ffffff,6,,1,
1102004,Army Resistance,Increase Army Resistance by {0}%,career_command_004,1102000,2;1,1102003,2,0,3,5,5|14596785;7|14596785,687580,1600025|5,1101015,900,52002,60,3000,Grand Marshal,#ffffff,6,,1,
1102005,Army Resistance,Increase Army Resistance by {0}%,career_command_004,1102000,2;1,1102004,2,0,4,5,5|21895178;7|21895178,962612,1600025|10,1101015,1500,52002,60,4000,Grand Marshal,#ffffff,6,,1,
1102006,Army Resistance,Increase Army Resistance by {0}%,career_command_004,1102000,2;1,1102005,2,0,5,5,5|0;7|0,0,,1101015,2000,52002,60,5000,Grand Marshal,#ffffff,6,,1,
1103001,Navy Resistance,Increase Navy Resistance by {0}%,career_command_005,1103000,2;3,1101006,2,0,0,5,5|4324973;7|4324973,250577,1600025|2,1101016,0,52002,60,0,Grand Marshal,#ffffff,6,,1,
1103002,Navy Resistance,Increase Navy Resistance by {0}%,career_command_005,1103000,2;3,1103001,2,0,1,5,5|6487460;7|6487460,350807,1600025|3,1101016,300,52002,60,1000,Grand Marshal,#ffffff,6,,1,
1103003,Navy Resistance,Increase Navy Resistance by {0}%,career_command_005,1103000,2;3,1103002,2,0,2,5,5|9731190;7|9731190,491129,1600025|4,1101016,600,52002,60,2000,Grand Marshal,#ffffff,6,,1,
1103004,Navy Resistance,Increase Navy Resistance by {0}%,career_command_005,1103000,2;3,1103003,2,0,3,5,5|14596785;7|14596785,687580,1600025|5,1101016,900,52002,60,3000,Grand Marshal,#ffffff,6,,1,
1103005,Navy Resistance,Increase Navy Resistance by {0}%,career_command_005,1103000,2;3,1103004,2,0,4,5,5|21895178;7|21895178,962612,1600025|10,1101016,1500,52002,60,4000,Grand Marshal,#ffffff,6,,1,
1103006,Navy Resistance,Increase Navy Resistance by {0}%,career_command_005,1103000,2;3,1103005,2,0,5,5,5|0;7|0,0,,1101016,2000,52002,60,5000,Grand Marshal,#ffffff,6,2,1,
1104001,Air Force Resistance,Increase Air Force Resistance by {0}%,career_command_006,1104000,2;5,1101006,2,0,0,5,5|4324973;7|4324973,250577,1600025|2,1101017,0,52002,60,0,Grand Marshal,#ffffff,6,,1,
1104002,Air Force Resistance,Increase Air Force Resistance by {0}%,career_command_006,1104000,2;5,1104001,2,0,1,5,5|6487460;7|6487460,350807,1600025|3,1101017,300,52002,60,1000,Grand Marshal,#ffffff,6,,1,
1104003,Air Force Resistance,Increase Air Force Resistance by {0}%,career_command_006,1104000,2;5,1104002,2,0,2,5,5|9731190;7|9731190,491129,1600025|4,1101017,600,52002,60,2000,Grand Marshal,#ffffff,6,,1,
1104004,Air Force Resistance,Increase Air Force Resistance by {0}%,career_command_006,1104000,2;5,1104003,2,0,3,5,5|14596785;7|14596785,687580,1600025|5,1101017,900,52002,60,3000,Grand Marshal,#ffffff,6,,1,
1104005,Air Force Resistance,Increase Air Force Resistance by {0}%,career_command_006,1104000,2;5,1104004,2,0,4,5,5|21895178;7|21895178,962612,1600025|10,1101017,1500,52002,60,4000,Grand Marshal,#ffffff,6,,1,
1104006,Air Force Resistance,Increase Air Force Resistance by {0}%,career_command_006,1104000,2;5,1104005,2,0,5,5,5|0;7|0,0,,1101017,2000,52002,60,5000,Grand Marshal,#ffffff,6,,1,
1105001,Elite trial,When using the EXP Book; the experience gained by the hero is increased by {0}%,career_hero_001,1105000,3;3,1102006|1103006|1104006,2,0,0,3,5|21895178;7|21895178,962612,1600025|10,1101032,0,52002,65,0,Grand Marshal,#ffffff,7,,1,
1105002,Elite trial,When using the EXP Book; the experience gained by the hero is increased by {0}%,career_hero_001,1105000,3;3,1105001,2,0,1,3,5|30653249;7|30653249,1347656,1600025|20,1101032,500,52002,65,1000,Grand Marshal,#ffffff,7,,1,
1105003,Elite trial,When using the EXP Book; the experience gained by the hero is increased by {0}%,career_hero_001,1105000,3;3,1105002,2,0,2,3,5|42914549;7|42914549,1886718,1600025|30,1101032,1000,52002,65,2000,Grand Marshal,#ffffff,7,,1,
1105004,Elite trial,When using the EXP Book; the experience gained by the hero is increased by {0}%,career_hero_001,1105000,3;3,1105003,2,0,3,3,5|0;7|0,0,,1101032,1500,52002,65,3000,Grand Marshal,#ffffff,7,3,1,
1106001,Army HP,Increase Army HP by {0}%,army_hp,1106000,4;1,1105004,2,0,0,5,5|9731190;7|9731190,491129,1600025|10,1101020,0,52002,65,0,Grand Marshal,#ffffff,8,,1,
1106002,Army HP,Increase Army HP by {0}%,army_hp,1106000,4;1,1106001,2,0,1,5,5|14596785;7|14596785,687580,1600025|20,1101020,300,52002,65,1000,Grand Marshal,#ffffff,8,,1,
1106003,Army HP,Increase Army HP by {0}%,army_hp,1106000,4;1,1106002,2,0,2,5,5|21895178;7|21895178,962612,1600025|30,1101020,600,52002,65,2000,Grand Marshal,#ffffff,8,,1,
1106004,Army HP,Increase Army HP by {0}%,army_hp,1106000,4;1,1106003,2,0,3,5,5|30653249;7|30653249,1347656,1600025|40,1101020,900,52002,65,3000,Grand Marshal,#ffffff,8,,1,
1106005,Army HP,Increase Army HP by {0}%,army_hp,1106000,4;1,1106004,2,0,4,5,5|42914549;7|42914549,1886718,1600025|50,1101020,1200,52002,65,4000,Grand Marshal,#ffffff,8,,1,
1106006,Army HP,Increase Army HP by {0}%,army_hp,1106000,4;1,1106005,2,0,5,5,5|0;7|0,0,,1101020,1500,52002,65,5000,Grand Marshal,#ffffff,8,,1,
1107001,Navy HP,Increase Navy HP by {0}%,naval_hp,1107000,4;3,1105004,2,0,0,5,5|9731190;7|9731190,491129,1600025|10,1101021,0,52002,65,0,Grand Marshal,#ffffff,8,,1,
1107002,Navy HP,Increase Navy HP by {0}%,naval_hp,1107000,4;3,1107001,2,0,1,5,5|14596785;7|14596785,687580,1600025|20,1101021,300,52002,65,1000,Grand Marshal,#ffffff,8,,1,
1107003,Navy HP,Increase Navy HP by {0}%,naval_hp,1107000,4;3,1107002,2,0,2,5,5|21895178;7|21895178,962612,1600025|30,1101021,600,52002,65,2000,Grand Marshal,#ffffff,8,,1,
1107004,Navy HP,Increase Navy HP by {0}%,naval_hp,1107000,4;3,1107003,2,0,3,5,5|30653249;7|30653249,1347656,1600025|40,1101021,900,52002,65,3000,Grand Marshal,#ffffff,8,,1,
1107005,Navy HP,Increase Navy HP by {0}%,naval_hp,1107000,4;3,1107004,2,0,4,5,5|42914549;7|42914549,1886718,1600025|50,1101021,1200,52002,65,4000,Grand Marshal,#ffffff,8,,1,
1107006,Navy HP,Increase Navy HP by {0}%,naval_hp,1107000,4;3,1107005,2,0,5,5,5|0;7|0,0,,1101021,1500,52002,65,5000,Grand Marshal,#ffffff,8,4,1,
1108001,Air Force HP,Increase Air Force HP by {0}%,air_hp,1108000,4;5,1105004,2,0,0,5,5|9731190;7|9731190,491129,1600025|10,1101022,0,52002,65,0,Grand Marshal,#ffffff,8,,1,
1108002,Air Force HP,Increase Air Force HP by {0}%,air_hp,1108000,4;5,1108001,2,0,1,5,5|14596785;7|14596785,687580,1600025|20,1101022,300,52002,65,1000,Grand Marshal,#ffffff,8,,1,
1108003,Air Force HP,Increase Air Force HP by {0}%,air_hp,1108000,4;5,1108002,2,0,2,5,5|21895178;7|21895178,962612,1600025|30,1101022,600,52002,65,2000,Grand Marshal,#ffffff,8,,1,
1108004,Air Force HP,Increase Air Force HP by {0}%,air_hp,1108000,4;5,1108003,2,0,3,5,5|30653249;7|30653249,1347656,1600025|40,1101022,900,52002,65,3000,Grand Marshal,#ffffff,8,,1,
1108005,Air Force HP,Increase Air Force HP by {0}%,air_hp,1108000,4;5,1108004,2,0,4,5,5|42914549;7|42914549,1886718,1600025|50,1101022,1200,52002,65,4000,Grand Marshal,#ffffff,8,,1,
1108006,Air Force HP,Increase Air Force HP by {0}%,air_hp,1108000,4;5,1108005,2,0,5,5,5|0;7|0,0,,1101022,1500,52002,65,5000,Grand Marshal,#ffffff,8,,1,
1109001,Brain and Brawn - Offensive,Increase hero's combat attributes by {0}%,career_command_003,1109000,5;1,1106006,2,0,0,3,5|30653249;7|30653249,1347656,1600025|50,1101037,0,52002,70,0,Grand Marshal,#ffffff,8,,1,
1109002,Brain and Brawn - Offensive,Increase hero's combat attributes by {0}%,career_command_003,1109000,5;1,1109001,2,0,1,3,5|42914549;7|42914549,1886718,1600025|70,1101037,300,52002,70,5000,Grand Marshal,#ffffff,8,,1,
