id,model,name,pos_x,pos_y,lv,height,width,search_group,quality
int,string,string,int,int,int,int,int,string,int
1923,E_diguo_jianzhu,No. {0},392,392,9,2,2,10025|10026|10027,2
1924,E_diguo_jianzhu,No. {0},204,800,9,2,2,10025|10026|10027,2
1925,E_diguo_jianzhu,No. {0},276,864,9,2,2,10025|10026|10027,2
1926,E_diguo_jianzhu,No. {0},306,226,9,2,2,10025|10026|10027,2
1927,E_diguo_jianzhu,No. {0},134,372,9,2,2,10025|10026|10027,2
1928,E_diguo_jianzhu,No. {0},352,320,9,2,2,10025|10026|10027,2
1929,E_diguo_jianzhu,No. {0},114,610,9,2,2,10025|10026|10027,2
1930,E_diguo_jianzhu,No. {0},356,694,9,2,2,10025|10026|10027,2
1931,E_diguo_jianzhu,No. {0},324,266,9,2,2,10025|10026|10027,2
1932,E_diguo_jianzhu,No. {0},444,516,9,2,2,10025|10026|10027,2
1933,E_diguo_jianzhu,No. {0},156,332,9,2,2,10025|10026|10027,2
1934,E_diguo_jianzhu,No. {0},164,708,9,2,2,10025|10026|10027,2
1935,E_diguo_jianzhu,No. {0},430,482,9,2,2,10025|10026|10027,2
1936,E_diguo_jianzhu,No. {0},376,650,9,2,2,10025|10026|10027,2
2001,E_diguo_jianzhu,No. {0},334,734,10,2,2,10028|10029|10030,2
2002,E_diguo_jianzhu,No. {0},232,842,10,2,2,10028|10029|10030,2
2003,E_diguo_jianzhu,No. {0},248,866,10,2,2,10028|10029|10030,2
2004,E_diguo_jianzhu,No. {0},88,544,10,2,2,10028|10029|10030,2
2005,E_diguo_jianzhu,No. {0},304,782,10,2,2,10028|10029|10030,2
2006,E_diguo_jianzhu,No. {0},186,736,10,2,2,10028|10029|10030,2
2007,E_diguo_jianzhu,No. {0},282,200,10,2,2,10028|10029|10030,2
2008,E_diguo_jianzhu,No. {0},130,620,10,2,2,10028|10029|10030,2
2009,E_diguo_jianzhu,No. {0},146,652,10,2,2,10028|10029|10030,2
2010,E_diguo_jianzhu,No. {0},236,194,10,2,2,10028|10029|10030,2
2011,E_diguo_jianzhu,No. {0},106,456,10,2,2,10028|10029|10030,2
2012,E_diguo_jianzhu,No. {0},400,580,10,2,2,10028|10029|10030,2
2013,E_diguo_jianzhu,No. {0},316,748,10,2,2,10028|10029|10030,2
2014,E_diguo_jianzhu,No. {0},216,238,10,2,2,10028|10029|10030,2
2015,E_diguo_jianzhu,No. {0},270,838,10,2,2,10028|10029|10030,2
2016,E_diguo_jianzhu,No. {0},374,396,10,2,2,10028|10029|10030,2
2017,E_diguo_jianzhu,No. {0},160,672,10,2,2,10028|10029|10030,2
2018,E_diguo_jianzhu,No. {0},172,330,10,2,2,10028|10029|10030,2
2019,E_diguo_jianzhu,No. {0},196,282,10,2,2,10028|10029|10030,2
2020,E_diguo_jianzhu,No. {0},356,364,10,2,2,10028|10029|10030,2
2021,E_diguo_jianzhu,No. {0},326,306,10,2,2,10028|10029|10030,2
2022,E_diguo_jianzhu,No. {0},396,448,10,2,2,10028|10029|10030,2
2023,E_diguo_jianzhu,No. {0},92,500,10,2,2,10028|10029|10030,2
2024,E_diguo_jianzhu,No. {0},354,656,10,2,2,10028|10029|10030,2
2025,E_diguo_jianzhu,No. {0},302,264,10,2,2,10028|10029|10030,2
2026,E_diguo_jianzhu,No. {0},232,802,10,2,2,10028|10029|10030,2
2027,E_diguo_jianzhu,No. {0},162,364,10,2,2,10028|10029|10030,2
2028,E_diguo_jianzhu,No. {0},404,476,10,2,2,10028|10029|10030,2
2029,E_diguo_jianzhu,No. {0},326,704,10,2,2,10028|10029|10030,2
2030,E_diguo_jianzhu,No. {0},202,736,10,2,2,10028|10029|10030,2
2031,E_diguo_jianzhu,No. {0},278,800,10,2,2,10028|10029|10030,2
2032,E_diguo_jianzhu,No. {0},138,418,10,2,2,10028|10029|10030,2
2033,E_diguo_jianzhu,No. {0},180,690,10,2,2,10028|10029|10030,2
2034,E_diguo_jianzhu,No. {0},118,562,10,2,2,10028|10029|10030,2
2035,E_diguo_jianzhu,No. {0},368,614,10,2,2,10028|10029|10030,2
2036,E_diguo_jianzhu,No. {0},132,436,10,2,2,10028|10029|10030,2
2101,E_diguo_jianzhu,No. {0},178,676,11,2,2,10031|10032|10033,2
2102,E_diguo_jianzhu,No. {0},112,542,11,2,2,10031|10032|10033,2
2103,E_diguo_jianzhu,No. {0},220,754,11,2,2,10031|10032|10033,2
2104,E_diguo_jianzhu,No. {0},200,314,11,2,2,10031|10032|10033,2
2105,E_diguo_jianzhu,No. {0},330,670,11,2,2,10031|10032|10033,2
2106,E_diguo_jianzhu,No. {0},180,360,11,2,2,10031|10032|10033,2
2107,E_diguo_jianzhu,No. {0},218,284,11,2,2,10031|10032|10033,2
2108,E_diguo_jianzhu,No. {0},290,276,11,2,2,10031|10032|10033,2
2109,E_diguo_jianzhu,No. {0},270,238,11,2,2,10031|10032|10033,2
2110,E_diguo_jianzhu,No. {0},376,452,11,2,2,10031|10032|10033,2
2111,E_diguo_jianzhu,No. {0},396,530,11,2,2,10031|10032|10033,2
2112,E_diguo_jianzhu,No. {0},210,716,11,2,2,10031|10032|10033,2
2113,E_diguo_jianzhu,No. {0},156,418,11,2,2,10031|10032|10033,2
2114,E_diguo_jianzhu,No. {0},156,604,11,2,2,10031|10032|10033,2
2115,E_diguo_jianzhu,No. {0},244,244,11,2,2,10031|10032|10033,2
2116,E_diguo_jianzhu,No. {0},282,748,11,2,2,10031|10032|10033,2
2117,E_diguo_jianzhu,No. {0},136,558,11,2,2,10031|10032|10033,2
2118,E_diguo_jianzhu,No. {0},346,408,11,2,2,10031|10032|10033,2
2119,E_diguo_jianzhu,No. {0},308,692,11,2,2,10031|10032|10033,2
2120,E_diguo_jianzhu,No. {0},370,566,11,2,2,10031|10032|10033,2
2121,E_diguo_jianzhu,No. {0},122,500,11,2,2,10031|10032|10033,2
2122,E_diguo_jianzhu,No. {0},156,432,11,2,2,10031|10032|10033,2
2123,E_diguo_jianzhu,No. {0},348,608,11,2,2,10031|10032|10033,2
2124,E_diguo_jianzhu,No. {0},326,374,11,2,2,10031|10032|10033,2
2201,E_diguo_jianzhu,No. {0},304,334,12,2,2,10034|10035|10036,2
2202,E_diguo_jianzhu,No. {0},200,672,12,2,2,10034|10035|10036,2
2203,E_diguo_jianzhu,No. {0},180,394,12,2,2,10034|10035|10036,2
2204,E_diguo_jianzhu,No. {0},218,320,12,2,2,10034|10035|10036,2
2205,E_diguo_jianzhu,No. {0},356,446,12,2,2,10034|10035|10036,2
2206,E_diguo_jianzhu,No. {0},338,412,12,2,2,10034|10035|10036,2
2207,E_diguo_jianzhu,No. {0},270,276,12,2,2,10034|10035|10036,2
2208,E_diguo_jianzhu,No. {0},330,626,12,2,2,10034|10035|10036,2
2209,E_diguo_jianzhu,No. {0},238,286,12,2,2,10034|10035|10036,2
2210,E_diguo_jianzhu,No. {0},286,712,12,2,2,10034|10035|10036,2
2211,E_diguo_jianzhu,No. {0},312,658,12,2,2,10034|10035|10036,2
2212,E_diguo_jianzhu,No. {0},132,504,12,2,2,10034|10035|10036,2
2213,E_diguo_jianzhu,No. {0},368,544,12,2,2,10034|10035|10036,2
2214,E_diguo_jianzhu,No. {0},184,622,12,2,2,10034|10035|10036,2
2215,E_diguo_jianzhu,No. {0},292,330,12,2,2,10034|10035|10036,2
2216,E_diguo_jianzhu,No. {0},264,748,12,2,2,10034|10035|10036,2
2217,E_diguo_jianzhu,No. {0},352,568,12,2,2,10034|10035|10036,2
2218,E_diguo_jianzhu,No. {0},138,522,12,2,2,10034|10035|10036,2
2219,E_diguo_jianzhu,No. {0},228,702,12,2,2,10034|10035|10036,2
2220,E_diguo_jianzhu,No. {0},368,494,12,2,2,10034|10035|10036,2
2221,E_diguo_jianzhu,No. {0},158,558,12,2,2,10034|10035|10036,2
2222,E_diguo_jianzhu,No. {0},246,734,12,2,2,10034|10035|10036,2
2223,E_diguo_jianzhu,No. {0},206,374,12,2,2,10034|10035|10036,2
2224,E_diguo_jianzhu,No. {0},304,376,12,2,2,10034|10035|10036,2
2301,E_diguo_jianzhu,No. {0},162,476,13,2,2,10037|10038|10039,2
2302,E_diguo_jianzhu,No. {0},356,534,13,2,2,10037|10038|10039,2
2303,E_diguo_jianzhu,No. {0},178,446,13,2,2,10037|10038|10039,2
2304,E_diguo_jianzhu,No. {0},200,622,13,2,2,10037|10038|10039,2
2305,E_diguo_jianzhu,No. {0},294,366,13,2,2,10037|10038|10039,2
2306,E_diguo_jianzhu,No. {0},200,404,13,2,2,10037|10038|10039,2
2307,E_diguo_jianzhu,No. {0},242,320,13,2,2,10037|10038|10039,2
2308,E_diguo_jianzhu,No. {0},246,710,13,2,2,10037|10038|10039,2
2309,E_diguo_jianzhu,No. {0},326,438,13,2,2,10037|10038|10039,2
2310,E_diguo_jianzhu,No. {0},344,476,13,2,2,10037|10038|10039,2
2311,E_diguo_jianzhu,No. {0},224,660,13,2,2,10037|10038|10039,2
2312,E_diguo_jianzhu,No. {0},272,332,13,2,2,10037|10038|10039,2
2313,E_diguo_jianzhu,No. {0},186,580,13,2,2,10037|10038|10039,2
2314,E_diguo_jianzhu,No. {0},302,398,13,2,2,10037|10038|10039,2
2315,E_diguo_jianzhu,No. {0},222,374,13,2,2,10037|10038|10039,2
2316,E_diguo_jianzhu,No. {0},326,576,13,2,2,10037|10038|10039,2
2317,E_diguo_jianzhu,No. {0},196,428,13,2,2,10037|10038|10039,2
2318,E_diguo_jianzhu,No. {0},314,426,13,2,2,10037|10038|10039,2
2319,E_diguo_jianzhu,No. {0},200,602,13,2,2,10037|10038|10039,2
2320,E_diguo_jianzhu,No. {0},166,528,13,2,2,10037|10038|10039,2
2321,E_diguo_jianzhu,No. {0},260,700,13,2,2,10037|10038|10039,2
2322,E_diguo_jianzhu,No. {0},176,478,13,2,2,10037|10038|10039,2
2323,E_diguo_jianzhu,No. {0},304,606,13,2,2,10037|10038|10039,2
2324,E_diguo_jianzhu,No. {0},242,674,13,2,2,10037|10038|10039,2
2401,E_diguo_jianzhu,No. {0},282,646,14,2,2,10040|10041|10042,3
2402,E_diguo_jianzhu,No. {0},218,404,14,2,2,10040|10041|10042,3
2403,E_diguo_jianzhu,No. {0},202,438,14,2,2,10040|10041|10042,3
2404,E_diguo_jianzhu,No. {0},274,658,14,2,2,10040|10041|10042,3
2405,E_diguo_jianzhu,No. {0},328,480,14,2,2,10040|10041|10042,3
2406,E_diguo_jianzhu,No. {0},214,424,14,2,2,10040|10041|10042,3
2407,E_diguo_jianzhu,No. {0},282,392,14,2,2,10040|10041|10042,3
2408,E_diguo_jianzhu,No. {0},204,578,14,2,2,10040|10041|10042,3
2501,E_diguo_jianzhu,No. {0},240,374,15,2,2,10043|10044|10045,3
2502,E_diguo_jianzhu,No. {0},306,580,15,2,2,10043|10044|10045,3
2503,E_diguo_jianzhu,No. {0},182,524,15,2,2,10043|10044|10045,3
2504,E_diguo_jianzhu,No. {0},304,450,15,2,2,10043|10044|10045,3
2505,E_diguo_jianzhu,No. {0},260,364,15,2,2,10043|10044|10045,3
2506,E_diguo_jianzhu,No. {0},290,426,15,2,2,10043|10044|10045,3
2507,E_diguo_jianzhu,No. {0},290,598,15,2,2,10043|10044|10045,3
2508,E_diguo_jianzhu,No. {0},330,516,15,2,2,10043|10044|10045,3
2601,E_diguo_jianzhu,No. {0},312,474,16,2,2,10046|10047|10048,3
2602,E_diguo_jianzhu,No. {0},220,590,16,2,2,10046|10047|10048,3
2603,E_diguo_jianzhu,No. {0},272,630,16,2,2,10046|10047|10048,3
2604,E_diguo_jianzhu,No. {0},242,390,16,2,2,10046|10047|10048,3
2605,E_diguo_jianzhu,No. {0},220,438,16,2,2,10046|10047|10048,3
2606,E_diguo_jianzhu,No. {0},202,548,16,2,2,10046|10047|10048,3
2607,E_diguo_jianzhu,No. {0},316,490,16,2,2,10046|10047|10048,3
2608,E_diguo_jianzhu,No. {0},316,530,16,2,2,10046|10047|10048,3
2701,E_diguo_jianzhu,No. {0},220,578,17,2,2,10049|10050|10051,3
2702,E_diguo_jianzhu,No. {0},306,546,17,2,2,10049|10050|10051,3
2703,E_diguo_jianzhu,No. {0},236,420,17,2,2,10049|10050|10051,3
2704,E_diguo_jianzhu,No. {0},210,474,17,2,2,10049|10050|10051,3
2705,E_diguo_jianzhu,No. {0},262,394,17,2,2,10049|10050|10051,3
2706,E_diguo_jianzhu,No. {0},200,528,17,2,2,10049|10050|10051,3
2707,E_diguo_jianzhu,No. {0},204,490,17,2,2,10049|10050|10051,3
2708,E_diguo_jianzhu,No. {0},284,444,17,2,2,10049|10050|10051,3
2801,E_diguo_jianzhu,No. {0},288,570,18,2,2,10052|10053|10054,3
2802,E_diguo_jianzhu,No. {0},216,552,18,2,2,10052|10053|10054,3
2803,E_diguo_jianzhu,No. {0},268,606,18,2,2,10052|10053|10054,3
2804,E_diguo_jianzhu,No. {0},296,548,18,2,2,10052|10053|10054,3
2805,E_diguo_jianzhu,No. {0},272,430,18,2,2,10052|10053|10054,3
2806,E_diguo_jianzhu,No. {0},242,594,18,2,2,10052|10053|10054,3
2807,E_diguo_jianzhu,No. {0},290,472,18,2,2,10052|10053|10054,3
2808,E_diguo_jianzhu,No. {0},228,474,18,2,2,10052|10053|10054,3
2901,E_diguo_jianzhu,No. {0},244,444,19,2,2,10055|10056|10057,3
2902,E_diguo_jianzhu,No. {0},218,500,19,2,2,10055|10056|10057,3
2903,E_diguo_jianzhu,No. {0},264,440,19,2,2,10055|10056|10057,3
2904,E_diguo_jianzhu,No. {0},290,496,19,2,2,10055|10056|10057,3
2905,E_diguo_jianzhu,No. {0},264,576,19,2,2,10055|10056|10057,3
2906,E_diguo_jianzhu,No. {0},250,580,19,2,2,10055|10056|10057,3
2907,E_diguo_jianzhu,No. {0},274,550,19,2,2,10055|10056|10057,3
2908,E_diguo_jianzhu,No. {0},242,554,19,2,2,10055|10056|10057,3
3001,E_diguo_jianzhu,No. {0},228,520,20,2,2,10058|10059|10060,3
3002,E_diguo_jianzhu,No. {0},268,474,20,2,2,10058|10059|10060,3
3003,E_diguo_jianzhu,No. {0},284,516,20,2,2,10058|10059|10060,3
3004,E_diguo_jianzhu,No. {0},242,492,20,2,2,10058|10059|10060,3
3005,E_diguo_jianzhu,No. {0},248,480,20,2,2,10058|10059|10060,3
3006,E_diguo_jianzhu,No. {0},246,526,20,2,2,10058|10059|10060,3
3007,E_diguo_jianzhu,No. {0},266,520,20,2,2,10058|10059|10060,3
3008,E_diguo_jianzhu,No. {0},260,502,20,2,2,10058|10059|10060,3
