id,area,level,boss,coin,experience,expedition_coin,packid,packidnew,pack_limitlevel,hero,hero_level,hero_star,hero_skil,hero_talent,unit,access,battle_buff,hero_skill,reward,bigreward,item_obtain,fullitem_obtain,item_obtain_new,fullitem_obtain_new,item_obtain_level,item_obtain_show,fullitem_obtain_show,monster_hp,monster_power,background_image,unit_model,hero_full,enemyattack_correction,selfattack_correction,enemyhp_correction
52,4,12,,0.0,0.0,4.0,,,,203|201,60|80,2|3,0|0|0;1|20118|1;2|20121|1;0|0|0;1|20118|1;2|20121|1,,20040|3;20040|3;20040|3;20040|3;20040|3;20040|3;20040|3,201|0|0;201|1|0;201|2|400104;201|3|400204;201|4|400504;201|5|403504;201|6|403604,930100|2000;1001001|300;1101040|300,0|0|0;1|20118|1;2|20121|1;0|0|0;1|20118|1;2|20121|1,9092007,,9091012,9091011,9091103|9091123,9091103|9091123|9091142,4,1800001;2|323001;2|3500010;1|3500005;1,2300002;1|1000005;1|500001;1,7750.0,6975.0,1|4|6;2|5;3|6|0,130068|130069|130070,80,1.0,1.0,1.0
53,4,13,,0.0,0.0,4.0,,,,303|301,60|80,2|3,0|0|0;1|20119|1;2|20122|1;0|0|0;1|20119|1;2|20122|1,,30041|3;30041|3;30041|3;30041|3;30041|3;30041|3;30041|3,301|0|0;301|1|0;301|2|400104;301|3|400204;301|4|400504;301|5|403504;301|6|403604,930100|2000;1001001|300;1101040|300,0|0|0;1|20119|1;2|20122|1;0|0|0;1|20119|1;2|20122|1,9092007,,9091012,9091011,9091103|9091123,9091103|9091123|9091142,4,1800001;2|323001;2|3500010;1|3500005;1,2300002;1|1000005;1|500001;1,7750.0,6975.0,1|4|6;2|5;3|6|0,130096|130097|130098,80,1.0,1.0,1.0
54,4,14,,0.0,0.0,4.0,,,,104|103,60|60,2|2,0|20301|1;1|20117|1;2|20120|1;0|0|0;1|20117|1;2|20120|1,,10041|4;10041|4;10041|3;10041|3;10041|3;10041|3;10041|3,101|0|0;101|1|0;101|2|400104;101|3|400204;101|4|400504;101|5|403504;101|6|403604,930100|2000;930000|1000;1001001|300;1101040|300,0|20301|1;1|20117|1;2|20120|1;0|0|0;1|20117|1;2|20120|1,9092007,,9091012,9091011,9091103|9091123,9091103|9091123|9091142,4,1800001;2|323001;2|3500010;1|3500005;1,2300002;1|1000005;1|500001;1,7750.0,6975.0,1|4|6;2|5;3|6|0,130089|130090|130091,80,1.0,1.0,1.0
55,4,15,,0.0,0.0,4.0,,,,204|202,60|60,2|2,0|20304|1;1|20118|1;2|20121|1;0|0|0;1|20118|1;2|20121|1,,20042|4;20042|4;20042|3;20042|3;20042|3;20042|3;20042|3,201|0|0;201|1|0;201|2|400104;201|3|400204;201|4|400504;201|5|403504;201|6|403604,930100|2000;930000|1000;1001001|300;1101040|300,0|20304|1;1|20118|1;2|20121|1;0|0|0;1|20118|1;2|20121|1,9092007,,9091012,9091011,9091103|9091123,9091103|9091123|9091142,4,1800001;2|323001;2|3500010;1|3500005;1,2300002;1|1000005;1|500001;1,7750.0,6975.0,1|4|6;2|5;3|6|0,130068|130069|130070,80,1.0,1.0,1.0
56,4,16,,0.0,0.0,4.0,,,,304|303,60|60,2|2,0|20308|1;1|20119|1;2|20122|1;0|0|0;1|20119|1;2|20122|1,,30042|4;30042|4;30042|3;30042|3;30042|3;30042|3;30042|3,301|0|0;301|1|0;301|2|400104;301|3|400204;301|4|400504;301|5|403504;301|6|403604,930100|2000;930000|1000;1001001|300;1101040|300,0|20308|1;1|20119|1;2|20122|1;0|0|0;1|20119|1;2|20122|1,9092007,,9091012,9091011,9091103|9091123,9091103|9091123|9091142,4,1800001;2|323001;2|3500010;1|3500005;1,2300002;1|1000005;1|500001;1,9125.0,8212.5,1|4|6;2|5;3|6|0,130096|130097|130098,80,1.0,1.0,1.0
57,4,17,,0.0,0.0,4.0,,,,105|102,60|60,2|2,0|20302|1;1|20117|1;2|20120|1;0|0|0;1|20117|1;2|20120|1,,10043|4;10043|4;10043|3;10043|3;10043|3;10043|3;10043|3,101|0|0;101|1|0;101|2|400104;101|3|400204;101|4|400504;101|5|403504;101|6|403604,930100|2000;930000|1000;1001001|300;1101040|300,0|20302|1;1|20117|1;2|20120|1;0|0|0;1|20117|1;2|20120|1,9092007,,9091012,9091011,9091103|9091123,9091103|9091123|9091142,4,1800001;2|323001;2|3500010;1|3500005;1,2300002;1|1000005;1|500001;1,9125.0,8212.5,1|4|6;2|5;3|6|0,130089|130090|130091,80,1.0,1.0,1.0
58,4,18,,0.0,0.0,4.0,,,,205|203,60|60,2|2,0|20305|1;1|20118|1;2|20121|1;0|0|0;1|20118|1;2|20121|1,,20043|4;20043|4;20043|3;20043|3;20043|3;20043|3;20043|3,201|0|0;201|1|0;201|2|400104;201|3|400204;201|4|400504;201|5|403504;201|6|403604,930100|2000;930000|1500;1001001|300;1101040|300,0|20305|1;1|20118|1;2|20121|1;0|0|0;1|20118|1;2|20121|1,9092007,,9091012,9091011,9091103|9091123,9091103|9091123|9091142,4,1800001;2|323001;2|3500010;1|3500005;1,2300002;1|1000005;1|500001;1,9125.0,8212.5,1|4|6;2|5;3|6|0,130068|130069|130070,80,1.0,1.0,1.0
59,4,19,,0.0,0.0,4.0,,,,306|302,60|60,2|2,0|20310|1;1|20119|1;2|20122|1;0|0|0;1|20119|1;2|20122|1,,30044|4;30044|4;30044|3;30044|3;30044|3;30044|3;30044|3,301|0|0;301|1|0;301|2|400104;301|3|400204;301|4|400504;301|5|403504;301|6|403604,930100|2000;930000|1500;1001001|300;1101040|300,0|20310|1;1|20119|1;2|20122|1;0|0|0;1|20119|1;2|20122|1,9092007,,9091012,9091011,9091103|9091123,9091103|9091123|9091142,4,1800001;2|323001;2|3500010;1|3500005;1,2300002;1|1000005;1|500001;1,10625.0,9562.5,1|4|6;2|5;3|6|0,130096|130097|130098,80,1.0,1.0,1.0
60,4,20,1,0.0,0.0,4.0,9110017,9111003,,106|101,60|60,2|2,0|20303|1;1|20117|1;2|20120|1;0|0|0;1|20117|1;2|20120|1,,10044|4;10044|4;10044|3;10044|3;10044|3;10044|3;10044|3,101|0|0;101|1|0;101|2|400105;101|3|400205;101|4|400505;101|5|403505;101|6|403605,930100|-1000;930000|1500;1001001|-200;1101040|-200,0|20303|1;1|20117|1;2|20120|1;0|0|0;1|20117|1;2|20120|1,9092007,9092106,9091012,9091011,9091103|9091123,9091103|9091123|9091142,4,1800001;2|323001;2|3500010;1|3500005;1,2300002;1|1000005;1|500001;1,10625.0,9562.5,1|4|6;2|5;3|6|0,130089|130090|130091,80,1.0,1.0,1.0
61,5,1,,0.0,0.0,5.0,,,,206|201,60|60,2|2,0|20306|1;1|20118|1;2|20121|1;0|0|0;1|20118|1;2|20121|1,,20045|4;20045|3;20045|3;20045|3;20045|3;20045|3;20045|3;20045|3,201|0|0;201|1|0;201|2|400105;201|3|400205;201|4|400505;201|5|403505;201|6|403605,930100|-1000;930000|-3000;1001001|-200;1101040|-200,0|20306|1;1|20118|1;2|20121|1;0|0|0;1|20118|1;2|20121|1,9092008,,9091012,9091011,9091104|9091124,9091104|9091124|9091143,5,1800001;2|323001;2|3500010;2|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,10625.0,9562.5,1|4|6;2|5;3|6|0,130068|130069|130070,80,1.0,1.0,1.0
62,5,2,,0.0,0.0,5.0,,,,305|301,60|60,2|2,0|20309|1;1|20119|1;2|20122|1;0|0|0;1|20119|1;2|20122|1,,30045|4;30045|3;30045|3;30045|3;30045|3;30045|3;30045|3;30045|3,301|0|0;301|1|0;301|2|400105;301|3|400205;301|4|400505;301|5|403505;301|6|403605,930100|-1000;930000|-3000;1001001|-200;1101040|-200,0|20309|1;1|20119|1;2|20122|1;0|0|0;1|20119|1;2|20122|1,9092008,,9091012,9091011,9091104|9091124,9091104|9091124|9091143,5,1800001;2|323001;2|3500010;2|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,10625.0,9562.5,1|4|6;2|5;3|6|0,130096|130097|130098,80,1.0,1.0,1.0
63,5,3,,0.0,0.0,5.0,,,,108|102,60|60,2|2,0|20311|1;1|20117|1;2|20120|1;0|0|0;1|20117|1;2|20120|1,,10046|4;10046|3;10046|3;10046|3;10046|3;10046|3;10046|3;10046|3,101|0|0;101|1|0;101|2|400105;101|3|400205;101|4|400505;101|5|403505;101|6|403605,930100|-1000;930000|-3000;1001001|-200;1101040|-200,0|20311|1;1|20117|1;2|20120|1;0|0|0;1|20117|1;2|20120|1,9092008,,9091012,9091011,9091104|9091124,9091104|9091124|9091143,5,1800001;2|323001;2|3500010;2|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,12375.0,11137.5,1|4|6;2|5;3|6|0,130089|130090|130091,80,1.0,1.0,1.0
64,5,4,,0.0,0.0,5.0,,,,207|203,60|60,2|2,0|20307|1;1|20118|1;2|20121|1;0|0|0;1|20118|1;2|20121|1,,20046|4;20046|3;20046|3;20046|3;20046|3;20046|3;20046|3;20046|3,201|0|0;201|1|0;201|2|400105;201|3|400205;201|4|400505;201|5|403505;201|6|403605,930100|-1000;930000|-3000;1001001|-200;1101040|-200,0|20307|1;1|20118|1;2|20121|1;0|0|0;1|20118|1;2|20121|1,9092008,,9091012,9091011,9091104|9091124,9091104|9091124|9091143,5,1800001;2|323001;2|3500010;2|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,12375.0,11137.5,1|4|6;2|5;3|6|0,130068|130069|130070,80,1.0,1.0,1.0
65,5,5,,0.0,0.0,5.0,,,,308|302,60|60,2|2,0|20314|1;1|20119|1;2|20122|1;0|0|0;1|20119|1;2|20122|1,,30047|4;30047|3;30047|3;30047|3;30047|3;30047|3;30047|3;30047|3,301|0|0;301|1|0;301|2|400105;301|3|400205;301|4|400505;301|5|403505;301|6|403605,930100|-1000;930000|-3000;1001001|-200;1101040|-200,0|20314|1;1|20119|1;2|20122|1;0|0|0;1|20119|1;2|20122|1,9092008,,9091012,9091011,9091104|9091124,9091104|9091124|9091143,5,1800001;2|323001;2|3500010;2|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,12375.0,11137.5,1|4|6;2|5;3|6|0,130096|130097|130098,80,1.0,1.0,1.0
66,5,6,,0.0,0.0,5.0,,,,112|103,60|60,2|2,0|20623|1;1|20117|1;2|20120|1;0|0|0;1|20117|1;2|20120|1,,10047|4;10047|3;10047|3;10047|3;10047|3;10047|3;10047|3;10047|3,101|0|0;101|1|0;101|2|400105;101|3|400205;101|4|400505;101|5|403505;101|6|403605,930100|-1000;930000|-3000;1001001|-200;1101040|-200,0|20623|1;1|20117|1;2|20120|1;0|0|0;1|20117|1;2|20120|1,9092008,,9091012,9091011,9091104|9091124,9091104|9091124|9091143,5,1800001;2|323001;2|3500010;2|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,12375.0,11137.5,1|4|6;2|5;3|6|0,130089|130090|130091,80,1.0,1.0,1.0
67,5,7,,0.0,0.0,5.0,,,,208|202,60|60,2|2,0|20313|1;1|20118|1;2|20121|1;0|0|0;1|20118|1;2|20121|1,,20048|4;20048|3;20048|3;20048|3;20048|3;20048|3;20048|3;20048|3,201|0|0;201|1|0;201|2|400105;201|3|400205;201|4|400505;201|5|403505;201|6|403605,930100|-1000;930000|-3000;1001001|-200;1101040|-200,0|20313|1;1|20118|1;2|20121|1;0|0|0;1|20118|1;2|20121|1,9092008,,9091012,9091011,9091104|9091124,9091104|9091124|9091143,5,1800001;2|323001;2|3500010;2|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,14500.0,13050.0,1|4|6;2|5;3|6|0,130068|130069|130070,80,1.0,1.0,1.0
68,5,8,,0.0,0.0,5.0,,,,309|303,60|60,2|2,0|0|0;1|20119|1;2|20122|1;0|0|0;1|20119|1;2|20122|1,,30048|4;30048|3;30048|3;30048|3;30048|3;30048|3;30048|3;30048|3,301|0|0;301|1|0;301|2|400105;301|3|400205;301|4|400505;301|5|403505;301|6|403605,930100|-1000;930000|-3000;1001001|-200;1101040|-200,0|0|0;1|20119|1;2|20122|1;0|0|0;1|20119|1;2|20122|1,9092008,,9091012,9091011,9091104|9091124,9091104|9091124|9091143,5,1800001;2|323001;2|3500010;2|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,14500.0,13050.0,1|4|6;2|5;3|6|0,130096|130097|130098,85,1.0,1.0,1.0
69,5,9,,0.0,0.0,5.0,,,,109|102,60|60,2|2,0|20315|1;1|20117|1;2|20120|1;0|0|0;1|20117|1;2|20120|1,,10049|4;10049|3;10049|3;10049|3;10049|3;10049|3;10049|3;10049|3,101|0|0;101|1|0;101|2|400105;101|3|400205;101|4|400505;101|5|403505;101|6|403605,930100|-1000;930000|-3000;1001001|-200;1101040|-200,0|20315|1;1|20117|1;2|20120|1;0|0|0;1|20117|1;2|20120|1,9092008,,9091012,9091011,9091104|9091124,9091104|9091124|9091143,5,1800001;2|323001;2|3500010;2|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,14500.0,13050.0,1|4|6;2|5;3|6|0,130089|130090|130091,85,1.0,1.0,1.0
70,5,10,,0.0,0.0,5.0,,,,211|203,60|60,2|3,0|20620|1;1|20118|2;2|20121|2;0|0|0;1|20118|2;2|20121|2,,20049|4;20049|4;20049|4;20049|4;20049|3;20049|3;20049|3;20049|3,201|0|403105;201|1|403205;201|2|400105;201|3|400205;201|4|400505;201|5|403505;201|6|403605,930100|2000;1001001|600;1101040|600,0|20620|1;1|20118|2;2|20121|2;0|0|0;1|20118|2;2|20121|2,9092008,9092107,9091012,9091011,9091104|9091124,9091104|9091124|9091143,5,1800001;2|323001;2|3500010;2|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,14500.0,13050.0,1|4|6;2|5;3|6|0,130068|130069|130070,85,1.0,1.0,1.0
71,5,11,,0.0,0.0,5.0,,,,310|302,60|65,2|3,0|20621|1;1|20119|2;2|20122|2;0|0|0;1|20119|2;2|20122|2,,30050|4;30050|4;30050|4;30050|3;30050|3;30050|3;30050|3;30050|3;30050|3,301|0|403305;301|1|403405;301|2|400105;301|3|400205;301|4|400505;301|5|403505;301|6|403605,930100|4000;930000|2000;1001001|600;1101040|600,0|20621|1;1|20119|2;2|20122|2;0|0|0;1|20119|2;2|20122|2,9092008,,9091012,9091011,9091104|9091124,9091104|9091124|9091143,5,1800001;2|323001;2|3500010;2|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,17500.0,15750.0,1|4|6;2|5;3|6|0,130096|130097|130098,85,1.0,1.0,1.0
72,5,12,,0.0,0.0,5.0,,,,114|101,60|70,2|3,0|20626|1;1|20117|2;2|20120|2;0|0|0;1|20117|2;2|20120|2,,10050|4;10050|4;10050|4;10050|3;10050|3;10050|3;10050|3;10050|3;10050|3,101|0|402906;101|1|403006;101|2|400105;101|3|400205;101|4|400505;101|5|403505;101|6|403605,930100|4000;930000|2000;1001001|600;1101040|600,0|20626|1;1|20117|2;2|20120|2;0|0|0;1|20117|2;2|20120|2,9092008,,9091012,9091011,9091104|9091124,9091104|9091124|9091143,5,1800001;2|323001;2|3500010;2|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,17500.0,15750.0,1|4|6;2|5;3|6|0,130089|130090|130091,85,1.0,1.0,1.0
73,5,13,,0.0,0.0,5.0,,,,212|201,60|75,2|3,0|20624|1;1|20118|2;2|20121|2;0|0|0;1|20118|2;2|20121|2,,20051|4;20051|4;20051|4;20051|3;20051|3;20051|3;20051|3;20051|3;20051|3,201|0|403106;201|1|403206;201|2|400105;201|3|400205;201|4|400505;201|5|403505;201|6|403605,930100|4000;930000|2000;1001001|600;1101040|600,0|20624|1;1|20118|2;2|20121|2;0|0|0;1|20118|2;2|20121|2,9092008,,9091012,9091011,9091104|9091124,9091104|9091124|9091143,5,1800001;2|323001;2|3500010;2|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,17500.0,15750.0,1|4|6;2|5;3|6|0,130068|130069|130070,85,1.0,1.0,1.0
74,5,14,,0.0,0.0,5.0,,,,304|301,60|80,2|3,0|20308|1;1|20119|2;2|20122|2;0|0|0;1|20119|2;2|20122|2,,30051|4;30051|4;30051|4;30051|3;30051|3;30051|3;30051|3;30051|3;30051|3,301|0|403307;301|1|403407;301|2|400105;301|3|400205;301|4|400505;301|5|403505;301|6|403605,930100|4000;930000|2000;1001001|600;1101040|600,0|20308|1;1|20119|2;2|20122|2;0|0|0;1|20119|2;2|20122|2,9092008,,9091012,9091011,9091104|9091124,9091104|9091124|9091143,5,1800001;2|323001;2|3500010;2|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,20000.0,18000.0,1|4|6;2|5;3|6|0,130096|130097|130098,85,1.0,1.0,1.0
75,5,15,,0.0,0.0,5.0,,,,110|102,60|80,2|3,0|20617|1;1|20117|2;2|20120|2;0|0|0;1|20117|2;2|20120|2,,10052|4;10052|4;10052|4;10052|3;10052|3;10052|3;10052|3;10052|3;10052|3,101|0|402907;101|1|403007;101|2|400105;101|3|400205;101|4|400505;101|5|403505;101|6|403605,930100|4000;930000|2000;1001001|600;1101040|600,0|20617|1;1|20117|2;2|20120|2;0|0|0;1|20117|2;2|20120|2,9092008,,9091012,9091011,9091104|9091124,9091104|9091124|9091143,5,1800001;2|323001;2|3500010;2|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,20000.0,18000.0,1|4|6;2|5;3|6|0,130089|130090|130091,85,1.0,1.0,1.0
76,5,16,,0.0,0.0,5.0,,,,214|203,60|80,3|3,0|20633|1;1|20118|2;2|20121|2;0|0|0;1|20118|2;2|20121|2,,20052|4;20052|4;20052|4;20052|4;20052|4;20052|4;20052|4;20052|3;20052|3,201|0|403108;201|1|403208;201|2|400105;201|3|400205;201|4|400505;201|5|403505;201|6|403605,930100|4000;930000|2000;1001001|600;1101040|600,0|20633|1;1|20118|2;2|20121|2;0|0|0;1|20118|2;2|20121|2,9092008,,9091012,9091011,9091104|9091124,9091104|9091124|9091143,5,1800001;2|323001;2|3500010;2|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,20000.0,18000.0,1|4|6;2|5;3|6|0,130068|130069|130070,85,1.0,1.0,1.0
77,5,17,,0.0,0.0,5.0,,,,313|302,65|80,3|3,0|20629|1;1|20119|2;2|20122|2;0|0|0;1|20119|2;2|20122|2,,30053|4;30053|4;30053|4;30053|4;30053|4;30053|4;30053|4;30053|3;30053|3,301|0|403308;301|1|403408;301|2|400105;301|3|400205;301|4|400505;301|5|403505;301|6|403605,930100|4000;930000|2000;1001001|600;1101040|600,0|20629|1;1|20119|2;2|20122|2;0|0|0;1|20119|2;2|20122|2,9092008,,9091012,9091011,9091104|9091124,9091104|9091124|9091143,5,1800001;2|323001;2|3500010;2|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,20000.0,18000.0,1|4|6;2|5;3|6|0,130096|130097|130098,85,1.0,1.0,1.0
78,5,18,,0.0,0.0,5.0,,,,109|103,70|80,3|3,0|20315|1;1|20117|2;2|20120|2;0|0|0;1|20117|2;2|20120|2,,10053|4;10053|4;10053|4;10053|4;10053|4;10053|4;10053|4;10053|3;10053|3,101|0|402909;101|1|403009;101|2|400105;101|3|400205;101|4|400505;101|5|403505;101|6|403605,930100|4000;930000|2000;1001001|600;1101040|600,0|20315|1;1|20117|2;2|20120|2;0|0|0;1|20117|2;2|20120|2,9092008,,9091012,9091011,9091104|9091124,9091104|9091124|9091143,5,1800001;2|323001;2|3500010;2|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,23750.0,21375.0,1|4|6;2|5;3|6|0,130089|130090|130091,85,1.0,1.0,1.0
79,5,19,,0.0,0.0,5.0,,,,1209|202,75|80,3|3,0|20613|1;1|20118|2;2|20121|2;0|0|0;1|20118|2;2|20121|2,,20054|4;20054|4;20054|4;20054|4;20054|4;20054|4;20054|4;20054|3;20054|3,201|0|403109;201|1|403209;201|2|400105;201|3|400205;201|4|400505;201|5|403505;201|6|403605,930100|4000;930000|2000;1001001|600;1101040|600,0|20613|1;1|20118|2;2|20121|2;0|0|0;1|20118|2;2|20121|2,9092008,,9091012,9091011,9091104|9091124,9091104|9091124|9091143,5,1800001;2|323001;2|3500010;2|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,23750.0,21375.0,1|4|6;2|5;3|6|0,130068|130069|130070,85,1.0,1.0,1.0
80,5,20,1,0.0,0.0,5.0,9110018,9111004,,307|303,80|80,3|3,0|20312|1;1|20119|2;2|20122|2;0|0|0;1|20119|2;2|20122|2,,30054|4;30054|4;30054|4;30054|4;30054|4;30054|4;30054|4;30054|3;30054|3,301|0|403310;301|1|403410;301|2|400105;301|3|400205;301|4|400505;301|5|403505;301|6|403605,930100|4000;930000|2000;1001001|600;1101040|600,0|20312|1;1|20119|2;2|20122|2;0|0|0;1|20119|2;2|20122|2,9092008,9092108,9091012,9091011,9091104|9091124,9091104|9091124|9091143,5,1800001;2|323001;2|3500010;2|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,23750.0,21375.0,1|4|6;2|5;3|6|0,130096|130097|130098,85,1.0,1.0,1.0
81,6,1,,0.0,0.0,5.0,,,,104|101,80|80,3|3,0|20301|1;1|20117|2;2|20120|2;0|0|0;1|20117|2;2|20120|2,,10055|4;10055|4;10055|4;10055|4;10055|4;10055|4;10055|4;10055|4;10055|3,101|0|402910;101|1|403010;101|2|400105;101|3|400205;101|4|400505;101|5|403505;101|6|403605,930100|4000;930000|2000;1001001|600;1101040|600,0|20301|1;1|20117|2;2|20120|2;0|0|0;1|20117|2;2|20120|2,9092009,,9091012,9091011,9091105|9091125,9091105|9091125|9091143,6,1800001;2|323001;3|3500010;3|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,23750.0,21375.0,1|4|6;2|5;3|6|0,130089|130090|130091,85,1.0,1.0,1.0
82,6,2,,0.0,0.0,5.0,,,,204|201,80|80,3|3,0|20304|1;1|20118|2;2|20121|2;0|0|0;1|20118|2;2|20121|2,,20055|4;20055|4;20055|4;20055|4;20055|4;20055|4;20055|4;20055|4;20055|3,201|0|403111;201|1|403211;201|2|400105;201|3|400205;201|4|400505;201|5|403505;201|6|403605,930100|4000;930000|2000;1001001|600;1101040|600,0|20304|1;1|20118|2;2|20121|2;0|0|0;1|20118|2;2|20121|2,9092009,,9091012,9091011,9091105|9091125,9091105|9091125|9091143,6,1800001;2|323001;3|3500010;3|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,27500.0,24750.0,1|4|6;2|5;3|6|0,130068|130069|130070,85,1.0,1.0,1.0
83,6,3,,0.0,0.0,5.0,,,,304|301,80|80,3|3,0|20308|1;1|20119|2;2|20122|2;0|0|0;1|20119|2;2|20122|2,,30056|4;30056|4;30056|4;30056|4;30056|4;30056|4;30056|4;30056|4;30056|3,301|0|403311;301|1|403411;301|2|400105;301|3|400205;301|4|400505;301|5|403505;301|6|403605,930100|4000;930000|2000;1001001|600;1101040|600,0|20308|1;1|20119|2;2|20122|2;0|0|0;1|20119|2;2|20122|2,9092009,,9091012,9091011,9091105|9091125,9091105|9091125|9091143,6,1800001;2|323001;3|3500010;3|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,27500.0,24750.0,1|4|6;2|5;3|6|0,130096|130097|130098,85,1.0,1.0,1.0
84,6,4,,0.0,0.0,5.0,,,,104|110,80|60,3|2,0|20301|1;1|20117|2;2|20120|2;0|20617|1;1|20117|2;2|20120|2,,10056|4;10056|4;10056|4;10056|4;10056|4;10056|4;10056|4;10056|3;10056|3,101|0|402912;101|1|403012;101|2|400105;101|3|400205;101|4|400505;101|5|403505;101|6|403605,930100|4000;930000|2000;1001001|600;1101040|600,0|20301|1;1|20117|2;2|20120|2;0|20617|1;1|20117|2;2|20120|2,9092009,,9091012,9091011,9091105|9091125,9091105|9091125|9091143,6,1800001;2|323001;3|3500010;3|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,27500.0,24750.0,1|4|6;2|5;3|6|0,130089|130090|130091,85,1.0,1.0,1.0
85,6,5,,0.0,0.0,5.0,,,,206|208,80|60,3|2,0|20306|1;1|20118|2;2|20121|2;0|20313|1;1|20118|2;2|20121|2,,20057|4;20057|4;20057|4;20057|4;20057|4;20057|4;20057|4;20057|3;20057|3,201|0|403112;201|1|403212;201|2|400105;201|3|400205;201|4|400505;201|5|403505;201|6|403605,930100|4000;930000|2000;1001001|600;1101040|600,0|20306|1;1|20118|2;2|20121|2;0|20313|1;1|20118|2;2|20121|2,9092009,,9091012,9091011,9091105|9091125,9091105|9091125|9091143,6,1800001;2|323001;3|3500010;3|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,27500.0,24750.0,1|4|6;2|5;3|6|0,130068|130069|130070,85,1.0,1.0,1.0
86,6,6,,0.0,0.0,5.0,,,,304|306,80|60,3|2,0|20308|1;1|20119|2;2|20122|2;0|20310|1;1|20119|2;2|20122|2,,30057|4;30057|4;30057|4;30057|4;30057|4;30057|4;30057|4;30057|3;30057|3,301|0|403313;301|1|403413;301|2|400105;301|3|400205;301|4|400505;301|5|403505;301|6|403605,930100|4000;930000|2000;1001001|600;1101040|600,0|20308|1;1|20119|2;2|20122|2;0|20310|1;1|20119|2;2|20122|2,9092009,,9091012,9091011,9091105|9091125,9091105|9091125|9091143,6,1800001;2|323001;3|3500010;3|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,32500.0,29250.0,1|4|6;2|5;3|6|0,130096|130097|130098,85,1.0,1.0,1.0
87,6,7,,0.0,0.0,5.0,,,,105|108,80|60,3|2,0|20302|1;1|20117|2;2|20120|2;0|20311|1;1|20117|2;2|20120|2,,10058|4;10058|4;10058|4;10058|4;10058|4;10058|4;10058|4;10058|3;10058|3,101|0|402913;101|1|403013;101|2|400105;101|3|400205;101|4|400505;101|5|403505;101|6|403605,930100|4000;930000|2000;1001001|600;1101040|600,0|20302|1;1|20117|2;2|20120|2;0|20311|1;1|20117|2;2|20120|2,9092009,,9091012,9091011,9091105|9091125,9091105|9091125|9091143,6,1800001;2|323001;3|3500010;3|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,32500.0,29250.0,1|4|6;2|5;3|6|0,130089|130090|130091,90,1.0,1.0,1.0
88,6,8,,0.0,0.0,5.0,,,,207|204,80|70,3|3,0|20307|1;1|20118|2;2|20121|2;0|20304|1;1|20118|2;2|20121|2,,20058|5;20058|5;20058|4;20058|4;20058|4;20058|4;20058|4;20058|4;20058|4,201|0|403114;201|1|403214;201|2|400105;201|3|400205;201|4|400505;201|5|403505;201|6|403605,930100|4000;930000|2000;1001001|600;1101040|600,0|20307|1;1|20118|2;2|20121|2;0|20304|1;1|20118|2;2|20121|2,9092009,,9091012,9091011,9091105|9091125,9091105|9091125|9091143,6,1800001;2|323001;3|3500010;3|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,32500.0,29250.0,1|4|6;2|5;3|6|0,130068|130069|130070,90,1.0,1.0,1.0
