id,name,desc,model_id,new_model_id,new_model_key,type,level,max_level,quality,power,boss_power,power_new,score,width,height,defense_width,defense_height,point_type,upgrade_coin,building_id,load,speed,load_coin,attack_interval,interval_random,attack_speed,boss,key_name,model_id_app,revise,attack_skill,transfer_type,special_attribute,special_para_1,special_para_2,new_name,new_model,new_app_model,monster_type,orign_model,pro_model,kvk_score,army_skill,hero_fixed_hp_para,cab_score,repair_cost,repair_time,csb_score,siege_value,army_type_hospital
11036,105245,105176,1024,,,101,36,100,1,1632000.0,1468800000000.0,1109948758248.0,25769803776.0,1,1,3,3,1,0.0,104036,66000,10000,15564799999200.0,1000,50,1000,1,36,10036,1.0,,,,,,,0,0,1,1024,,,,,,,,,,0
11037,105247,105176,1023,,,101,37,100,1,2280000.0,2188800000000.0,2330892392321.0,51539607552.0,1,1,3,3,1,0.0,104037,67000,10000,29952000000000.0,1000,50,1000,1,37,10037,1.0,,,,,,,0,0,1,1023,,,,,,,,,,0
11038,105249,105176,1027,,,101,38,100,1,3240000.0,3110400000000.0,4894874023874.0,103079215104.0,1,1,3,3,1,0.0,104038,68000,10000,51199999999200.0,1000,50,1000,1,38,10038,1.0,,,,,,,0,0,1,1027,,,,,,,,,,0
11039,105251,105176,1025,,,101,39,100,1,4560000.0,4651200000000.0,10279235450135.0,206158430208.0,1,1,3,3,1,0.0,104039,69000,10000,94464000000000.0,1000,50,1000,1,39,10039,1.0,,,,,,,0,0,1,1025,,,,,,,,,,0
11040,105253,105176,1028,,,101,40,100,1,6360000.0,6487200000000.0,21586394445284.0,412316860416.0,1,1,3,3,1,0.0,104040,70000,10000,147456000000000.0,1000,50,1000,1,40,10040,1.0,,,,,,,0,0,1,1028,,,,,,,,,,0
11041,105255,105176,1026,,,101,41,100,1,7440000.0,8035200000000.0,45331428335096.0,824633720832.0,1,1,3,3,1,0.0,104041,71000,10000,424594285714300.0,1000,50,1000,1,41,10041,1.0,,,,,,,0,0,1,1026,,,,,,,,,,0
11042,105257,105176,1029,,,101,42,100,1,8760000.0,9460800000000.0,95195999503702.0,1649267441664.0,1,1,3,3,1,0.0,104042,72000,10000,724114285714300.0,1000,50,1000,1,42,10042,1.0,,,,,,,0,0,1,1029,,,,,,,,,,0
11043,105259,105176,10210,,,101,43,100,1,10200000.0,11628000000000.0,199911598957774.0,3298534883328.0,1,1,3,3,1,0.0,104043,73000,10000,1333028571428600.0,1000,50,1000,1,43,10043,1.0,,,,,,,0,0,1,10210,,,,,,,,,,0
11044,105237,105176,1032,,,101,44,100,1,11880000.0,13543200000000.0,419814357811325.0,6597069766656.0,1,1,3,3,1,0.0,104044,74000,10000,2422491428571400.0,1000,50,1000,1,44,10044,1.0,,,,,,,0,0,1,1032,,,,,,,,,,0
11045,105239,105176,1033,,,101,45,100,1,13920000.0,16704000000000.0,881610151403782.0,13194139533312.0,1,1,3,3,1,0.0,104045,75000,10000,5414400000000000.0,1000,50,1000,1,45,10045,1.0,,,,,,,0,0,1,1033,,,,,,,,,,0
11046,105241,105176,1021,,,101,46,100,1,16800000.0,20160000000000.0,1851381317947940.0,26388279066624.0,1,1,3,3,1,0.0,104046,76000,10000,1.3824e+16,1000,50,1000,1,46,10046,1.0,,,,,,,0,0,1,1021,,,,,,,,,,0
11047,105243,105176,1022,,,101,47,100,1,19200000.0,24192000000000.0,3887900767690670.0,52776558133248.0,1,1,3,3,1,0.0,104047,77000,10000,2.54016e+16,1000,50,1000,1,47,10047,1.0,,,,,,,0,0,1,1022,,,,,,,,,,0
11048,105245,105176,1024,,,101,48,100,1,22800000.0,28728000000000.0,8164591612150410.0,105553116266496.0,1,1,3,3,1,0.0,104048,78000,10000,4.608e+16,1000,50,1000,1,48,10048,1.0,,,,,,,0,0,1,1024,,,,,,,,,,0
11049,105247,105176,1023,,,101,49,100,1,26400000.0,34848000000000.0,1.71456423855159e+16,211106232532992.0,1,1,3,3,1,0.0,104049,79000,10000,8.8128e+16,1000,50,1000,1,49,10049,1.0,,,,,,,0,0,1,1023,,,,,,,,,,0
11050,105249,105176,1027,,,101,50,100,1,31200000.0,64584000000000.0,3.60058490095834e+16,422212465065984.0,1,1,3,3,1,0.0,104050,80000,10000,1.59744e+17,1000,50,1000,1,50,10050,1.0,,,,,,,0,0,1,1027,,,,,,,,,,0
11051,105251,105176,1025,,,101,51,100,1,36000000.0,77760000000000.0,7.56122829201251e+16,844424930131968.0,1,1,3,3,1,0.0,104051,81000,10000,3.25632e+17,1000,50,1000,1,51,10051,1.0,,,,,,,0,0,1,1025,,,,,,,,,,0
11052,105253,105176,1028,,,101,52,100,1,42000000.0,94500000000000.0,1.58785794132263e+17,1688849860263940.0,1,1,3,3,1,0.0,104052,82000,10000,5.5296e+17,1000,50,1000,1,52,10052,1.0,,,,,,,0,0,1,1028,,,,,,,,,,0
11053,105255,105176,1026,,,101,53,100,1,49200000.0,115128000000000.0,3.33450167677752e+17,3377699720527870.0,1,1,3,3,1,0.0,104053,83000,10000,1.1264e+18,1000,50,1000,1,53,10053,1.0,,,,,,,0,0,1,1026,,,,,,,,,,0
11054,105257,105176,1029,,,101,54,100,1,57600000.0,139968000000000.0,7.00245352123279e+17,6755399441055740.0,1,1,3,3,1,0.0,104054,84000,10000,2.29376e+18,1000,50,1000,1,54,10054,1.0,,,,,,,0,0,1,1029,,,,,,,,,,0
11055,105259,105176,10210,,,101,55,100,1,67200000.0,169344000000000.0,1.47051523945889e+18,1.35107988821115e+16,1,1,3,3,1,0.0,104055,85000,10000,4.66944e+18,1000,50,1000,1,55,10055,1.0,,,,,,,0,0,1,10210,,,,,,,,,,0
11056,105237,105176,1032,,,101,56,100,1,79200000.0,206712000000000.0,3.08808200286367e+18,2.7021597764223e+16,1,1,3,3,1,0.0,104056,86000,10000,8.9088e+18,1000,50,1000,1,56,10056,1.0,,,,,,,0,0,1,1032,,,,,,,,,,0
11057,105239,105176,1033,,,101,57,100,1,92400000.0,249480000000000.0,6.48497220601371e+18,5.4043195528446e+16,1,1,3,3,1,0.0,104057,87000,10000,1.81248e+19,1000,50,1000,1,57,10057,1.0,,,,,,,0,0,1,1033,,,,,,,,,,0
11058,105241,105176,1021,,,101,58,100,1,108000000.0,301320000000000.0,1.36184416326288e+19,1.08086391056892e+17,1,1,3,3,1,0.0,104058,88000,10000,3.6864e+19,1000,50,1000,1,58,10058,1.0,,,,,,,0,0,1,1021,,,,,,,,,,0
11059,105243,105176,1022,,,101,59,100,1,126000000.0,351540000000000.0,2.85987274285205e+19,2.16172782113784e+17,1,1,3,3,1,0.0,104059,89000,10000,6.2464e+19,1000,50,1000,1,59,10059,1.0,,,,,,,0,0,1,1022,,,,,,,,,,0
11060,105245,105176,1024,,,101,60,100,1,144000000.0,535680000000000.0,6.00573275998931e+19,4.32345564227568e+17,1,1,3,3,1,0.0,104060,90000,10000,1.26976e+20,1000,50,1000,1,60,10060,1.0,,,,,,,0,0,1,1024,,,,,,,,,,0
11061,105247,105176,1023,,,101,61,100,1,168000000.0,624960000000000.0,1.26120387959776e+20,8.64691128455135e+17,1,1,3,3,1,0.0,104061,91000,10000,2.58048e+20,1000,50,1000,1,61,1023,1.0,,,,,,,0,0,1,1023,,,,,,,,,,0
11062,105249,105176,1027,,,101,62,100,1,192000000.0,714240000000000.0,2.6485281471553e+20,1.72938225691027e+18,1,1,3,3,1,0.0,104062,92000,10000,5.24288e+20,1000,50,1000,1,62,1027,1.0,,,,,,,0,0,1,1027,,,,,,,,,,0
11063,105251,105176,1025,,,101,63,100,1,228000000.0,848160000000000.0,5.56190910902613e+20,3.45876451382054e+18,1,1,3,3,1,0.0,104063,93000,10000,9.984e+20,1000,50,1000,1,63,1025,1.0,,,,,,,0,0,1,1025,,,,,,,,,,0
11064,105253,105176,1028,,,101,64,100,1,264000000.0,982080000000000.0,1.16800091289549e+21,6.91752902764108e+18,1,1,3,3,1,0.0,104064,94000,10000,2.02752e+21,1000,50,1000,1,64,1028,1.0,,,,,,,0,0,1,1028,,,,,,,,,,0
11065,105255,105176,1026,,,101,65,100,1,312000000.0,1160640000000000.0,2.45280191708053e+21,1.38350580552822e+19,1,1,3,3,1,0.0,104065,95000,10000,4.11648e+21,1000,50,1000,1,65,1026,1.0,,,,,,,0,0,1,1026,,,,,,,,,,0
11066,105257,105176,1029,,,101,66,100,1,360000000.0,1339200000000000.0,5.15088402586911e+21,2.76701161105643e+19,1,1,3,3,1,0.0,104066,96000,10000,6.9632e+21,1000,50,1000,1,66,1029,1.0,,,,,,,0,0,1,1029,,,,,,,,,,0
11067,105259,105176,10210,,,101,67,100,1,420000000.0,1562400000000000.0,1.08168564543251e+22,5.53402322211287e+19,1,1,3,3,1,0.0,104067,97000,10000,1.41312e+22,1000,50,1000,1,67,10210,1.0,,,,,,,0,0,1,10210,,,,,,,,,,0
11068,105237,105176,1032,,,101,68,100,1,492000000.0,1830240000000000.0,2.27153985540827e+22,1.10680464442257e+20,1,1,3,3,1,0.0,104068,98000,10000,2.8672e+22,1000,50,1000,1,68,1032,1.0,,,,,,,0,0,1,1032,,,,,,,,,,0
11069,105239,105176,1033,,,101,69,100,1,576000000.0,2142720000000000.0,4.77023369635737e+22,2.21360928884515e+20,1,1,3,3,1,0.0,104069,99000,10000,5.81632e+22,1000,50,1000,1,69,1033,1.0,,,,,,,0,0,1,1033,,,,,,,,,,0
11070,105241,105176,1021,,,101,70,100,1,672000000.0,2499840000000000.0,1.00174907623505e+23,4.42721857769029e+20,1,1,3,3,1,0.0,104070,100000,10000,1.10592e+23,1000,50,1000,1,70,1021,1.0,,,,,,,0,0,1,1021,,,,,,,,,,0
21001,105318,105319,2021,,,201,1,100,1,6.0,360000.0,1.0,1.0,2,3,8,9,0,0.0,1101,31000,10000,2900.0,1000,50,1000,1,1,2021,1.0,,,,,,,0,0,1,2021,,,,,,,,,,0
21002,105320,105319,2022,,,201,2,100,1,12.0,720000.0,4.0,2.0,2,3,8,9,0,0.0,1102,32000,10000,2900.0,1000,50,1000,1,2,2022,1.0,,,,,,,0,0,1,2022,,,,,,,,,,0
21003,105322,105319,2023,,,201,3,100,1,24.0,1440000.0,10.0,3.0,2,3,8,9,0,0.0,1103,33000,10000,2900.0,1000,50,1000,1,3,2023,1.0,,,,,,,0,0,1,2023,,,,,,,,,,0
21004,105324,105319,2024,,,201,4,100,1,33.0,2016000.0,25.0,7.0,2,3,8,9,0,0.0,1104,34000,10000,2900.0,1000,50,1000,1,4,2024,1.0,,,,,,,0,0,1,2024,,,,,,,,,,0
21005,105326,105319,2011,,,201,5,100,1,46.0,2808000.0,60.0,13.0,2,3,8,9,0,0.0,1105,35000,10000,28800.0,1000,50,1000,1,5,2011,1.0,,,,,,,0,0,1,2011,,,,,,,,,,0
21006,105328,105319,2012,,,201,6,100,1,66.0,3960000.0,130.0,27.0,2,3,8,9,0,0.0,1106,36000,10000,57600.0,1000,50,1000,1,6,2012,1.0,,,,,,,0,0,1,2012,,,,,,,,,,0
21007,105330,105319,2031,,,201,7,100,1,92.0,5544000.0,270.0,53.0,2,3,8,9,0,0.0,1107,37000,10000,115200.0,1000,50,1000,1,7,2031,1.0,,,,,,,0,0,1,2031,,,,,,,,,,0
21008,105332,105319,2032,,,201,8,100,1,129.0,7776000.0,550.0,107.0,2,3,8,9,0,0.0,1108,38000,10000,230400.0,1000,50,1000,1,8,2032,1.0,,,,,,,0,0,1,2032,,,,,,,,,,0
21009,105318,105319,2021,,,201,9,100,1,180.0,10800000.0,1200.0,213.0,2,3,8,9,0,0.0,1109,39000,10000,460800.0,1000,50,1000,1,9,2021,1.0,,,,,,,0,0,1,2021,,,,,,,,,,0
21010,105320,105319,2022,,,201,10,100,1,252.0,15120000.0,2500.0,427.0,2,3,8,9,0,0.0,1110,40000,10000,921600.0,1000,50,1000,1,10,2022,1.0,,,,,,,0,0,1,2022,,,,,,,,,,0
21011,105322,105319,2023,,,201,11,100,1,348.0,62640000.0,5625.0,854.0,2,3,8,9,0,0.0,110011,41000,10000,1843200.0,1000,50,1000,1,11,2023,1.0,,,,,,,0,0,1,2023,,,,,,,,,,0
21012,105324,105319,2024,,,201,12,100,1,492.0,88560000.0,12656.0,1707.0,2,3,8,9,0,0.0,110012,42000,10000,3686400.0,1000,50,1000,1,12,2024,1.0,,,,,,,0,0,1,2024,,,,,,,,,,0
21013,105326,105319,2011,,,201,13,100,1,684.0,164160000.0,28476.0,3414.0,2,3,8,9,0,0.0,110013,43000,10000,7372800.0,1000,50,1000,1,13,2011,1.0,,,,,,,0,0,1,2011,,,,,,,,,,0
21014,105328,105319,2012,,,201,14,100,1,960.0,230400000.0,64071.0,6828.0,2,3,8,9,0,0.0,110014,44000,10000,14745600.0,1000,50,1000,1,14,2012,1.0,,,,,,,0,0,1,2012,,,,,,,,,,0
21015,105330,105319,2031,,,201,15,100,1,1344.0,403200000.0,144160.0,13656.0,2,3,8,9,0,0.0,110015,45000,10000,29491200.0,1000,50,1000,1,15,2031,1.0,,,,,,,0,0,1,2031,,,,,,,,,,0
21016,105332,105319,2032,,,201,16,100,1,1920.0,576000000.0,324360.0,27312.0,2,3,8,9,0,0.0,110016,46000,10000,58982400.0,1000,50,1000,1,16,2032,1.0,,,,,,,0,0,1,2032,,,,,,,,,,0
21017,105318,105319,2021,,,201,17,100,1,2640.0,950400000.0,729810.0,54624.0,2,3,8,9,0,0.0,110017,47000,10000,117964800.0,1000,50,1000,1,17,2021,1.0,,,,,,,0,0,1,2021,,,,,,,,,,0
21018,105320,105319,2022,,,201,18,100,1,3720.0,1339200000.0,1642073.0,109249.0,2,3,8,9,0,0.0,110018,48000,10000,235929600.0,1000,50,1000,1,18,2022,1.0,,,,,,,0,0,1,2022,,,,,,,,,,0
21019,105322,105319,2023,,,201,19,100,1,5160.0,2167200000.0,3694664.0,218497.0,2,3,8,9,0,0.0,110019,49000,10000,471859200.0,1000,50,1000,1,19,2023,1.0,,,,,,,0,0,1,2023,,,,,,,,,,0
21020,105324,105319,2024,,,201,20,100,1,7200.0,3024000000.0,7758794.0,436994.0,2,3,8,9,0,0.0,110020,50000,10000,943718400.0,1000,50,1000,1,20,2024,1.0,,,,,,,0,0,1,2024,,,,,,,,,,0
21021,105326,105319,2011,,,201,21,100,1,10080.0,4838400000.0,16293467.0,873988.0,2,3,8,9,0,0.0,110021,51000,10000,1271808000.0,1000,50,1000,1,21,2011,1.0,,,,,,,0,0,1,2011,,,,,,,,,,0
21022,105328,105319,2012,,,201,22,100,1,14160.0,6796800000.0,34216281.0,1747976.0,2,3,8,9,0,0.0,110022,52000,10000,2211840000.0,1000,50,1000,1,22,2012,1.0,,,,,,,0,0,1,2012,,,,,,,,,,0
21023,105330,105319,2031,,,201,23,100,1,20400.0,11016000000.0,71854190.0,3495952.0,2,3,8,9,0,0.0,110023,53000,10000,3686400000.0,1000,50,1000,1,23,2031,1.0,,,,,,,0,0,1,2031,,,,,,,,,,0
21024,105332,105319,2032,,,201,24,100,1,28800.0,15552000000.0,150893799.0,6991905.0,2,3,8,9,0,0.0,110024,54000,10000,6709248000.0,1000,50,1000,1,24,2032,1.0,,,,,,,0,0,1,2032,,,,,,,,,,0
21025,105318,105319,2021,,,201,25,100,1,40800.0,24480000000.0,316876978.0,13983810.0,2,3,8,9,0,0.0,110025,55000,10000,14929920000.0,1000,50,1000,1,25,2021,1.0,,,,,,,0,0,1,2021,,,,,,,,,,0
21026,105320,105319,2022,,,201,26,100,1,57600.0,34560000000.0,665441654.0,27967619.0,2,3,8,9,0,0.0,110026,56000,10000,25804800000.0,1000,50,1000,1,26,2022,1.0,,,,,,,0,0,1,2022,,,,,,,,,,0
21027,105322,105319,2023,,,201,27,100,1,80400.0,53064000000.0,1397427473.0,55935238.0,2,3,8,9,0,0.0,110027,57000,10000,48107520000.0,1000,50,1000,1,27,2023,1.0,,,,,,,0,0,1,2023,,,,,,,,,,0
21028,105324,105319,2024,,,201,28,100,1,112800.0,74448000000.0,2934597693.0,111870476.0,2,3,8,9,0,0.0,110028,58000,10000,88473600000.0,1000,50,1000,1,28,2024,1.0,,,,,,,0,0,1,2024,,,,,,,,,,0
21029,105326,105319,2011,,,201,29,100,1,158400.0,114048000000.0,6162655155.0,223740953.0,2,3,8,9,0,0.0,110029,59000,10000,171417600000.0,1000,50,1000,1,29,2011,1.0,,,,,,,0,0,1,2011,,,,,,,,,,0
21030,105328,105319,2012,,,201,30,100,1,216000.0,155520000000.0,12941575826.0,402653184.0,2,3,8,9,0,0.0,110030,60000,10000,294912000000.0,1000,50,1000,1,30,2012,1.0,,,,,,,0,0,1,2012,,,,,,,,,,0
21031,105330,105319,2031,,,201,31,100,1,300000.0,234000000000.0,27177309235.0,805306368.0,2,3,8,9,0,0.0,110031,61000,10000,912384000000.0,1000,50,1000,1,31,2031,1.0,,,,,,,0,0,1,2031,,,,,,,,,,0
21032,105332,105319,2032,,,201,32,100,1,420000.0,327600000000.0,57072349394.0,1610612736.0,2,3,8,9,0,0.0,110032,62000,10000,1671168001000.0,1000,50,1000,1,32,2032,1.0,,,,,,,0,0,1,2032,,,,,,,,,,0
21033,105318,105319,2021,,,201,33,100,1,588000.0,493920000000.0,119851933727.0,3221225472.0,2,3,8,9,0,0.0,110033,63000,10000,3225600000000.0,1000,50,1000,1,33,2021,1.0,,,,,,,0,0,1,2021,,,,,,,,,,0
21034,105320,105319,2022,,,201,34,100,1,828000.0,695520000000.0,251689060827.0,6442450944.0,2,3,8,9,0,0.0,110034,64000,10000,5529600000000.0,1000,50,1000,1,34,2022,1.0,,,,,,,0,0,1,2022,,,,,,,,,,0
21035,105322,105319,2023,,,201,35,100,1,1164000.0,1047600000000.0,528547027737.0,12884901888.0,2,3,8,9,0,0.0,110035,65000,10000,8524800000000.0,1000,50,1000,1,35,2023,1.0,,,,,,,0,0,1,2023,,,,,,,,,,0
21036,105324,105319,2024,,,201,36,100,1,1632000.0,1468800000000.0,1109948758248.0,25769803776.0,2,3,8,9,0,0.0,110036,66000,10000,15564799999200.0,1000,50,1000,1,36,2024,1.0,,,,,,,0,0,1,2024,,,,,,,,,,0
21037,105326,105319,2011,,,201,37,100,1,2280000.0,2188800000000.0,2330892392321.0,51539607552.0,2,3,8,9,0,0.0,110037,67000,10000,29952000000000.0,1000,50,1000,1,37,2011,1.0,,,,,,,0,0,1,2011,,,,,,,,,,0
21038,105328,105319,2012,,,201,38,100,1,3240000.0,3110400000000.0,4894874023874.0,103079215104.0,2,3,8,9,0,0.0,110038,68000,10000,51199999999200.0,1000,50,1000,1,38,2012,1.0,,,,,,,0,0,1,2012,,,,,,,,,,0
21039,105330,105319,2031,,,201,39,100,1,4560000.0,4651200000000.0,10279235450135.0,206158430208.0,2,3,8,9,0,0.0,110039,69000,10000,94464000000000.0,1000,50,1000,1,39,2031,1.0,,,,,,,0,0,1,2031,,,,,,,,,,0
21040,105332,105319,2032,,,201,40,100,1,6360000.0,6487200000000.0,21586394445284.0,412316860416.0,2,3,8,9,0,0.0,110040,70000,10000,147456000000000.0,1000,50,1000,1,40,2032,1.0,,,,,,,0,0,1,2032,,,,,,,,,,0
21041,105318,105319,2021,,,201,41,100,1,7440000.0,8035200000000.0,45331428335096.0,824633720832.0,2,3,8,9,0,0.0,110041,71000,10000,424594285714300.0,1000,50,1000,1,41,2021,1.0,,,,,,,0,0,1,2021,,,,,,,,,,0
21042,105320,105319,2022,,,201,42,100,1,8760000.0,9460800000000.0,95195999503702.0,1649267441664.0,2,3,8,9,0,0.0,110042,72000,10000,724114285714300.0,1000,50,1000,1,42,2022,1.0,,,,,,,0,0,1,2022,,,,,,,,,,0
21043,105322,105319,2023,,,201,43,100,1,10200000.0,11628000000000.0,199911598957774.0,3298534883328.0,2,3,8,9,0,0.0,110043,73000,10000,1333028571428600.0,1000,50,1000,1,43,2023,1.0,,,,,,,0,0,1,2023,,,,,,,,,,0
21044,105324,105319,2024,,,201,44,100,1,11880000.0,13543200000000.0,419814357811325.0,6597069766656.0,2,3,8,9,0,0.0,110044,74000,10000,2422491428571400.0,1000,50,1000,1,44,2024,1.0,,,,,,,0,0,1,2024,,,,,,,,,,0
21045,105326,105319,2011,,,201,45,100,1,13920000.0,16704000000000.0,881610151403782.0,13194139533312.0,2,3,8,9,0,0.0,110045,75000,10000,5414400000000000.0,1000,50,1000,1,45,2011,1.0,,,,,,,0,0,1,2011,,,,,,,,,,0
21046,105328,105319,2012,,,201,46,100,1,16800000.0,20160000000000.0,1851381317947940.0,26388279066624.0,2,3,8,9,0,0.0,110046,76000,10000,1.3824e+16,1000,50,1000,1,46,2012,1.0,,,,,,,0,0,1,2012,,,,,,,,,,0
21047,105330,105319,2031,,,201,47,100,1,19200000.0,24192000000000.0,3887900767690670.0,52776558133248.0,2,3,8,9,0,0.0,110047,77000,10000,2.54016e+16,1000,50,1000,1,47,2031,1.0,,,,,,,0,0,1,2031,,,,,,,,,,0
21048,105332,105319,2032,,,201,48,100,1,22800000.0,28728000000000.0,8164591612150410.0,105553116266496.0,2,3,8,9,0,0.0,110048,78000,10000,4.608e+16,1000,50,1000,1,48,2032,1.0,,,,,,,0,0,1,2032,,,,,,,,,,0
21049,105318,105319,2021,,,201,49,100,1,26400000.0,34848000000000.0,1.71456423855159e+16,211106232532992.0,2,3,8,9,0,0.0,110049,79000,10000,8.8128e+16,1000,50,1000,1,49,2021,1.0,,,,,,,0,0,1,2021,,,,,,,,,,0
21050,105320,105319,2022,,,201,50,100,1,31200000.0,64584000000000.0,3.60058490095834e+16,422212465065984.0,2,3,8,9,0,0.0,110050,80000,10000,1.59744e+17,1000,50,1000,1,50,2022,1.0,,,,,,,0,0,1,2022,,,,,,,,,,0
21051,105322,105319,2023,,,201,51,100,1,36000000.0,77760000000000.0,7.56122829201251e+16,844424930131968.0,2,3,8,9,0,0.0,110051,81000,10000,3.25632e+17,1000,50,1000,1,51,2023,1.0,,,,,,,0,0,1,2023,,,,,,,,,,0
21052,105324,105319,2024,,,201,52,100,1,42000000.0,94500000000000.0,1.58785794132263e+17,1688849860263940.0,2,3,8,9,0,0.0,110052,82000,10000,5.5296e+17,1000,50,1000,1,52,2024,1.0,,,,,,,0,0,1,2024,,,,,,,,,,0
21053,105326,105319,2011,,,201,53,100,1,49200000.0,115128000000000.0,3.33450167677752e+17,3377699720527870.0,2,3,8,9,0,0.0,110053,83000,10000,1.1264e+18,1000,50,1000,1,53,2011,1.0,,,,,,,0,0,1,2011,,,,,,,,,,0
21054,105328,105319,2012,,,201,54,100,1,57600000.0,139968000000000.0,7.00245352123279e+17,6755399441055740.0,2,3,8,9,0,0.0,110054,84000,10000,2.29376e+18,1000,50,1000,1,54,2012,1.0,,,,,,,0,0,1,2012,,,,,,,,,,0
21055,105330,105319,2031,,,201,55,100,1,67200000.0,169344000000000.0,1.47051523945889e+18,1.35107988821115e+16,2,3,8,9,0,0.0,110055,85000,10000,4.66944e+18,1000,50,1000,1,55,2031,1.0,,,,,,,0,0,1,2031,,,,,,,,,,0
21056,105332,105319,2032,,,201,56,100,1,79200000.0,206712000000000.0,3.08808200286367e+18,2.7021597764223e+16,2,3,8,9,0,0.0,110056,86000,10000,8.9088e+18,1000,50,1000,1,56,2032,1.0,,,,,,,0,0,1,2032,,,,,,,,,,0
21057,105318,105319,2021,,,201,57,100,1,92400000.0,249480000000000.0,6.48497220601371e+18,5.4043195528446e+16,2,3,8,9,0,0.0,110057,87000,10000,1.81248e+19,1000,50,1000,1,57,2021,1.0,,,,,,,0,0,1,2021,,,,,,,,,,0
21058,105320,105319,2022,,,201,58,100,1,108000000.0,301320000000000.0,1.36184416326288e+19,1.08086391056892e+17,2,3,8,9,0,0.0,110058,88000,10000,3.6864e+19,1000,50,1000,1,58,2022,1.0,,,,,,,0,0,1,2022,,,,,,,,,,0
21059,105322,105319,2023,,,201,59,100,1,126000000.0,351540000000000.0,2.85987274285205e+19,2.16172782113784e+17,2,3,8,9,0,0.0,110059,89000,10000,6.2464e+19,1000,50,1000,1,59,2023,1.0,,,,,,,0,0,1,2023,,,,,,,,,,0
21060,105324,105319,2024,,,201,60,100,1,144000000.0,535680000000000.0,6.00573275998931e+19,4.32345564227568e+17,2,3,8,9,0,0.0,110060,90000,10000,1.26976e+20,1000,50,1000,1,60,2024,1.0,,,,,,,0,0,1,2024,,,,,,,,,,0
21061,105326,105319,2011,,,201,61,100,1,168000000.0,624960000000000.0,1.26120387959776e+20,8.64691128455135e+17,2,3,8,9,0,0.0,110061,91000,10000,2.58048e+20,1000,50,1000,1,61,2011,1.0,,,,,,,0,0,1,2011,,,,,,,,,,0
21062,105328,105319,2012,,,201,62,100,1,192000000.0,714240000000000.0,2.6485281471553e+20,1.72938225691027e+18,2,3,8,9,0,0.0,110062,92000,10000,5.24288e+20,1000,50,1000,1,62,2012,1.0,,,,,,,0,0,1,2012,,,,,,,,,,0
21063,105330,105319,2031,,,201,63,100,1,228000000.0,848160000000000.0,5.56190910902613e+20,3.45876451382054e+18,2,3,8,9,0,0.0,110063,93000,10000,9.984e+20,1000,50,1000,1,63,2031,1.0,,,,,,,0,0,1,2031,,,,,,,,,,0
21064,105332,105319,2032,,,201,64,100,1,264000000.0,982080000000000.0,1.16800091289549e+21,6.91752902764108e+18,2,3,8,9,0,0.0,110064,94000,10000,2.02752e+21,1000,50,1000,1,64,2032,1.0,,,,,,,0,0,1,2032,,,,,,,,,,0
21065,105318,105319,2021,,,201,65,100,1,312000000.0,1160640000000000.0,2.45280191708053e+21,1.38350580552822e+19,2,3,8,9,0,0.0,110065,95000,10000,4.11648e+21,1000,50,1000,1,65,2021,1.0,,,,,,,0,0,1,2021,,,,,,,,,,0
21066,105320,105319,2022,,,201,66,100,1,360000000.0,1339200000000000.0,5.15088402586911e+21,2.76701161105643e+19,2,3,8,9,0,0.0,110066,96000,10000,6.9632e+21,1000,50,1000,1,66,2022,1.0,,,,,,,0,0,1,2022,,,,,,,,,,0
21067,105322,105319,2023,,,201,67,100,1,420000000.0,1562400000000000.0,1.08168564543251e+22,5.53402322211287e+19,2,3,8,9,0,0.0,110067,97000,10000,1.41312e+22,1000,50,1000,1,67,2023,1.0,,,,,,,0,0,1,2023,,,,,,,,,,0
21068,105324,105319,2024,,,201,68,100,1,492000000.0,1830240000000000.0,2.27153985540827e+22,1.10680464442257e+20,2,3,8,9,0,0.0,110068,98000,10000,2.8672e+22,1000,50,1000,1,68,2024,1.0,,,,,,,0,0,1,2024,,,,,,,,,,0
21069,105326,105319,2011,,,201,69,100,1,576000000.0,2142720000000000.0,4.77023369635737e+22,2.21360928884515e+20,2,3,8,9,0,0.0,110069,99000,10000,5.81632e+22,1000,50,1000,1,69,2011,1.0,,,,,,,0,0,1,2011,,,,,,,,,,0
21070,105328,105319,2012,,,201,70,100,1,672000000.0,2499840000000000.0,1.00174907623505e+23,4.42721857769029e+20,2,3,8,9,0,0.0,110070,100000,10000,1.10592e+23,1000,50,1000,1,70,2012,1.0,,,,,,,0,0,1,2012,,,,,,,,,,0
31001,105426,105427,3031,,,301,1,100,1,6.0,360000.0,1.0,1.0,2,2,4,4,1,0.0,1051,31000,10000,2900.0,1000,50,1000,1,1,3031,1.0,,,,,,,0,0,1,3031,,,,,,,,,,0
31002,105428,105427,3032,,,301,2,100,1,12.0,720000.0,4.0,2.0,2,2,4,4,1,0.0,1052,32000,10000,2900.0,1000,50,1000,1,2,3032,2.0,,,,,,,0,0,1,3032,,,,,,,,,,0
31003,105430,105427,3033,,,301,3,100,1,24.0,1440000.0,10.0,3.0,2,2,4,4,1,0.0,1053,33000,10000,2900.0,1000,50,1000,1,3,3033,1.0,,,,,,,0,0,1,3033,,,,,,,,,,0
