id,tab,group_id,level,name,desc,type,parm1,parm2,parm3,unlock_condition,lvup_exp,lvup_cost,lvup_time,donation_exp,alliance_point,crit,crit_add_exp,crit_add_point,icon,alliance_coin
20606,2,20600,6,105167,105168,3,950007,850,-1,20500;3,8760000,1;100000000,43200,1420,50,0,200,200,image/alliance_science/alliance_science_10,320
20607,2,20600,7,105167,105168,3,950007,1000,-1,20500;3,18760000,1;200000000,43200,2500,50,0,200,200,image/alliance_science/alliance_science_10,320
20608,2,20600,8,105167,105168,3,950007,1150,-1,20500;3,33760000,1;300000000,43200,3330,50,0,200,200,image/alliance_science/alliance_science_10,320
20609,2,20600,9,105167,105168,3,950007,1300,-1,20500;3,53760000,1;400000000,43200,4000,50,0,200,200,image/alliance_science/alliance_science_10,320
20610,2,20600,10,105167,105168,3,950007,1450,-1,20500;3,83060000,1;500000000,43200,4800,50,0,200,200,image/alliance_science/alliance_science_10,320
20611,2,20600,11,105167,105168,3,950007,1600,-1,20500;3,108660000,1;600000000,43200,5000,50,0,200,200,image/alliance_science/alliance_science_10,320
20612,2,20600,12,105167,105168,3,950007,1750,-1,20500;3,133600000,1;700000000,43200,5000,50,0,200,200,image/alliance_science/alliance_science_10,320
20613,2,20600,13,105167,105168,3,950007,1900,-1,20500;3,161360000,1;800000000,43200,5000,50,0,200,200,image/alliance_science/alliance_science_10,320
20614,2,20600,14,105167,105168,3,950007,2050,-1,20500;3,0,1;0,43200,0,50,0,200,200,image/alliance_science/alliance_science_10,320
20700,2,20700,0,105169,105170,3,950008,0,-1,-1,10000,1;200000,1800,20,50,0,200,200,image/alliance_science/alliance_science_11,320
20701,2,20700,1,105169,105170,3,950008,100,-1,-1,60000,1;1000000,7200,50,50,0,200,200,image/alliance_science/alliance_science_11,320
20702,2,20700,2,105169,105170,3,950008,250,-1,-1,260000,1;4000000,18000,130,50,0,200,200,image/alliance_science/alliance_science_11,320
20703,2,20700,3,105169,105170,3,950008,400,-1,-1,760000,1;10000000,28800,250,50,0,200,200,image/alliance_science/alliance_science_11,320
20704,2,20700,4,105169,105170,3,950008,550,-1,-1,1760000,1;20000000,36000,400,50,0,200,200,image/alliance_science/alliance_science_11,320
20705,2,20700,5,105169,105170,3,950008,700,-1,-1,3760000,1;40000000,43200,660,50,0,200,200,image/alliance_science/alliance_science_11,320
20706,2,20700,6,105169,105170,3,950008,850,-1,-1,8760000,1;100000000,43200,1420,50,0,200,200,image/alliance_science/alliance_science_11,320
20707,2,20700,7,105169,105170,3,950008,1000,-1,-1,18760000,1;200000000,43200,2500,50,0,200,200,image/alliance_science/alliance_science_11,320
20708,2,20700,8,105169,105170,3,950008,1150,-1,-1,33760000,1;300000000,43200,3330,50,0,200,200,image/alliance_science/alliance_science_11,320
20709,2,20700,9,105169,105170,3,950008,1300,-1,-1,53760000,1;400000000,43200,4000,50,0,200,200,image/alliance_science/alliance_science_11,320
20710,2,20700,10,105169,105170,3,950008,1450,-1,-1,83060000,1;500000000,43200,4800,50,0,200,200,image/alliance_science/alliance_science_11,320
20711,2,20700,11,105169,105170,3,950008,1600,-1,-1,108660000,1;600000000,43200,5000,50,0,200,200,image/alliance_science/alliance_science_11,320
20712,2,20700,12,105169,105170,3,950008,1750,-1,-1,133600000,1;700000000,43200,5000,50,0,200,200,image/alliance_science/alliance_science_11,320
20713,2,20700,13,105169,105170,3,950008,1900,-1,-1,161360000,1;800000000,43200,5000,50,0,200,200,image/alliance_science/alliance_science_11,320
20714,2,20700,14,105169,105170,3,950008,2050,-1,-1,0,1;0,43200,0,50,0,200,200,image/alliance_science/alliance_science_11,320
20800,2,20800,0,105171,105172,3,950009,0,-1,20700;3,10000,1;200000,1800,20,50,0,200,200,image/alliance_science/alliance_science_12,320
20801,2,20800,1,105171,105172,3,950009,100,-1,20700;3,60000,1;1000000,7200,50,50,0,200,200,image/alliance_science/alliance_science_12,320
20802,2,20800,2,105171,105172,3,950009,250,-1,20700;3,260000,1;4000000,18000,130,50,0,200,200,image/alliance_science/alliance_science_12,320
20803,2,20800,3,105171,105172,3,950009,400,-1,20700;3,760000,1;10000000,28800,250,50,0,200,200,image/alliance_science/alliance_science_12,320
20804,2,20800,4,105171,105172,3,950009,550,-1,20700;3,1760000,1;20000000,36000,400,50,0,200,200,image/alliance_science/alliance_science_12,320
20805,2,20800,5,105171,105172,3,950009,700,-1,20700;3,3760000,1;40000000,43200,660,50,0,200,200,image/alliance_science/alliance_science_12,320
20806,2,20800,6,105171,105172,3,950009,850,-1,20700;3,8760000,1;100000000,43200,1420,50,0,200,200,image/alliance_science/alliance_science_12,320
20807,2,20800,7,105171,105172,3,950009,1000,-1,20700;3,18760000,1;200000000,43200,2500,50,0,200,200,image/alliance_science/alliance_science_12,320
20808,2,20800,8,105171,105172,3,950009,1150,-1,20700;3,33760000,1;300000000,43200,3330,50,0,200,200,image/alliance_science/alliance_science_12,320
20809,2,20800,9,105171,105172,3,950009,1300,-1,20700;3,53760000,1;400000000,43200,4000,50,0,200,200,image/alliance_science/alliance_science_12,320
20810,2,20800,10,105171,105172,3,950009,1450,-1,20700;3,83060000,1;500000000,43200,4800,50,0,200,200,image/alliance_science/alliance_science_12,320
20811,2,20800,11,105171,105172,3,950009,1600,-1,20700;3,108660000,1;600000000,43200,5000,50,0,200,200,image/alliance_science/alliance_science_12,320
20812,2,20800,12,105171,105172,3,950009,1750,-1,20700;3,133600000,1;700000000,43200,5000,50,0,200,200,image/alliance_science/alliance_science_12,320
20813,2,20800,13,105171,105172,3,950009,1900,-1,20700;3,161360000,1;800000000,43200,5000,50,0,200,200,image/alliance_science/alliance_science_12,320
20814,2,20800,14,105171,105172,3,950009,2050,-1,20700;3,0,1;0,43200,0,50,0,200,200,image/alliance_science/alliance_science_12,320
20900,2,20900,0,105173,105174,3,950010,0,-1,20800;3,10000,1;200000,1800,20,50,0,200,200,image/alliance_science/alliance_science_13,320
20901,2,20900,1,105173,105174,3,950010,100,-1,20800;3,60000,1;1000000,7200,50,50,0,200,200,image/alliance_science/alliance_science_13,320
20902,2,20900,2,105173,105174,3,950010,250,-1,20800;3,260000,1;4000000,18000,130,50,0,200,200,image/alliance_science/alliance_science_13,320
20903,2,20900,3,105173,105174,3,950010,400,-1,20800;3,760000,1;10000000,28800,250,50,0,200,200,image/alliance_science/alliance_science_13,320
20904,2,20900,4,105173,105174,3,950010,550,-1,20800;3,1760000,1;20000000,36000,400,50,0,200,200,image/alliance_science/alliance_science_13,320
20905,2,20900,5,105173,105174,3,950010,700,-1,20800;3,3760000,1;40000000,43200,660,50,0,200,200,image/alliance_science/alliance_science_13,320
20906,2,20900,6,105173,105174,3,950010,850,-1,20800;3,8760000,1;100000000,43200,1420,50,0,200,200,image/alliance_science/alliance_science_13,320
20907,2,20900,7,105173,105174,3,950010,1000,-1,20800;3,18760000,1;200000000,43200,2500,50,0,200,200,image/alliance_science/alliance_science_13,320
20908,2,20900,8,105173,105174,3,950010,1150,-1,20800;3,33760000,1;300000000,43200,3330,50,0,200,200,image/alliance_science/alliance_science_13,320
20909,2,20900,9,105173,105174,3,950010,1300,-1,20800;3,53760000,1;400000000,43200,4000,50,0,200,200,image/alliance_science/alliance_science_13,320
20910,2,20900,10,105173,105174,3,950010,1450,-1,20800;3,83060000,1;500000000,43200,4800,50,0,200,200,image/alliance_science/alliance_science_13,320
20911,2,20900,11,105173,105174,3,950010,1600,-1,20800;3,108660000,1;600000000,43200,5000,50,0,200,200,image/alliance_science/alliance_science_13,320
20912,2,20900,12,105173,105174,3,950010,1750,-1,20800;3,133600000,1;700000000,43200,5000,50,0,200,200,image/alliance_science/alliance_science_13,320
20913,2,20900,13,105173,105174,3,950010,1900,-1,20800;3,161360000,1;800000000,43200,5000,50,0,200,200,image/alliance_science/alliance_science_13,320
20914,2,20900,14,105173,105174,3,950010,2050,-1,20800;3,0,1;0,43200,0,50,0,200,200,image/alliance_science/alliance_science_13,320
21000,2,21000,0,Super Reinforcement,Increases the max amount of reinforcement units allies could send.,3,950011,0,-1,20300;3,2000000,1;40000000,1800,4000,50,0,200,200,image/alliance_science/alliance_science_14,320
21001,2,21000,1,Super Reinforcement,Increases the max amount of reinforcement units allies could send.,3,950011,20,-1,20300;3,5000000,1;100000000,7200,5000,50,0,200,200,image/alliance_science/alliance_science_14,320
21002,2,21000,2,Super Reinforcement,Increases the max amount of reinforcement units allies could send.,3,950011,40,-1,20300;3,10000000,1;200000000,18000,6660,50,0,200,200,image/alliance_science/alliance_science_14,320
21003,2,21000,3,Super Reinforcement,Increases the max amount of reinforcement units allies could send.,3,950011,60,-1,20300;3,15000000,1;300000000,28800,7500,50,0,200,200,image/alliance_science/alliance_science_14,320
21004,2,21000,4,Super Reinforcement,Increases the max amount of reinforcement units allies could send.,3,950011,80,-1,20300;3,20000000,1;400000000,36000,8000,50,0,200,200,image/alliance_science/alliance_science_14,320
21005,2,21000,5,Super Reinforcement,Increases the max amount of reinforcement units allies could send.,3,950011,100,-1,20300;3,0,1;0,0,0,50,0,200,200,image/alliance_science/alliance_science_14,320
11000,1,11000,0,Ally Discount,Reduced prices of items sold in the Alliance Store,3,990126,0,-1,10700;10,100000,1;200000,43200,20,50,0,200,200,image/alliance_science/alliance_science_15,320
11001,1,11000,1,Ally Discount,Reduced prices of items sold in the Alliance Store,3,990126,100,-1,10700;10,280000,1;1000000,43200,30,50,0,200,200,image/alliance_science/alliance_science_15,320
11002,1,11000,2,Ally Discount,Reduced prices of items sold in the Alliance Store,3,990126,200,-1,10700;10,580000,1;4000000,43200,40,50,0,200,200,image/alliance_science/alliance_science_15,320
11003,1,11000,3,Ally Discount,Reduced prices of items sold in the Alliance Store,3,990126,300,-1,10700;10,1050000,1;10000000,43200,50,50,0,200,200,image/alliance_science/alliance_science_15,320
11004,1,11000,4,Ally Discount,Reduced prices of items sold in the Alliance Store,3,990126,400,-1,10700;10,1800000,1;20000000,43200,60,50,0,200,200,image/alliance_science/alliance_science_15,320
11005,1,11000,5,Ally Discount,Reduced prices of items sold in the Alliance Store,3,990126,500,-1,10700;10,2900000,1;40000000,43200,70,50,0,200,200,image/alliance_science/alliance_science_15,320
11006,1,11000,6,Ally Discount,Reduced prices of items sold in the Alliance Store,3,990126,600,-1,10700;10,4500000,1;100000000,43200,80,50,0,200,200,image/alliance_science/alliance_science_15,320
11007,1,11000,7,Ally Discount,Reduced prices of items sold in the Alliance Store,3,990126,700,-1,10700;10,7000000,1;200000000,43200,90,50,0,200,200,image/alliance_science/alliance_science_15,320
11008,1,11000,8,Ally Discount,Reduced prices of items sold in the Alliance Store,3,990126,800,-1,10700;10,11000000,1;300000000,43200,100,50,0,200,200,image/alliance_science/alliance_science_15,320
11009,1,11000,9,Ally Discount,Reduced prices of items sold in the Alliance Store,3,990126,900,-1,10700;10,16000000,1;400000000,43200,100,50,0,200,200,image/alliance_science/alliance_science_15,320
11010,1,11000,10,Ally Discount,Reduced prices of items sold in the Alliance Store,3,990126,1000,-1,10700;10,0,1;0,0,0,50,0,200,200,image/alliance_science/alliance_science_15,320
11100,1,11100,0,The Most Wanted,Increased Military Tickets gained from Reward Quest,3,990127,0,-1,10800;10,100000,1;200000,43200,20,50,0,200,200,image/alliance_science/alliance_science_16,320
11101,1,11100,1,The Most Wanted,Increased Military Tickets gained from Reward Quest,3,990127,100,-1,10800;10,280000,1;1000000,43200,30,50,0,200,200,image/alliance_science/alliance_science_16,320
11102,1,11100,2,The Most Wanted,Increased Military Tickets gained from Reward Quest,3,990127,200,-1,10800;10,580000,1;4000000,43200,40,50,0,200,200,image/alliance_science/alliance_science_16,320
11103,1,11100,3,The Most Wanted,Increased Military Tickets gained from Reward Quest,3,990127,300,-1,10800;10,1050000,1;10000000,43200,50,50,0,200,200,image/alliance_science/alliance_science_16,320
11104,1,11100,4,The Most Wanted,Increased Military Tickets gained from Reward Quest,3,990127,400,-1,10800;10,1800000,1;20000000,43200,60,50,0,200,200,image/alliance_science/alliance_science_16,320
11105,1,11100,5,The Most Wanted,Increased Military Tickets gained from Reward Quest,3,990127,500,-1,10800;10,2900000,1;40000000,43200,70,50,0,200,200,image/alliance_science/alliance_science_16,320
11106,1,11100,6,The Most Wanted,Increased Military Tickets gained from Reward Quest,3,990127,600,-1,10800;10,4500000,1;100000000,43200,80,50,0,200,200,image/alliance_science/alliance_science_16,320
11107,1,11100,7,The Most Wanted,Increased Military Tickets gained from Reward Quest,3,990127,700,-1,10800;10,7000000,1;200000000,43200,90,50,0,200,200,image/alliance_science/alliance_science_16,320
11108,1,11100,8,The Most Wanted,Increased Military Tickets gained from Reward Quest,3,990127,800,-1,10800;10,11000000,1;300000000,43200,100,50,0,200,200,image/alliance_science/alliance_science_16,320
11109,1,11100,9,The Most Wanted,Increased Military Tickets gained from Reward Quest,3,990127,900,-1,10800;10,16000000,1;400000000,43200,100,50,0,200,200,image/alliance_science/alliance_science_16,320
11110,1,11100,10,The Most Wanted,Increased Military Tickets gained from Reward Quest,3,990127,1000,-1,10800;10,0,1;0,0,0,50,0,200,200,image/alliance_science/alliance_science_16,320
11200,1,11200,0,The New Era of Glory,Unlock a new Alliance badge,4,0,0,-1,11000;5,12000000,1;200000,86400,20,50,0,200,200,image/alliance_science/alliance_science_17,320
11201,1,11200,1,The New Era of Glory,Unlock a new Alliance badge,4,0,1,-1,11000;5,0,1;0,0,0,50,0,200,200,image/alliance_science/alliance_science_17,320
11300,1,11300,0,Territorial Expansion,Expand the territory of the Alliance Fortress,3,990128,0,-1,11100;5,12000000,1;200000,86400,20,50,0,200,200,image/alliance_science/alliance_science_18,320
11301,1,11300,1,Territorial Expansion,Expand the territory of the Alliance Fortress,3,990128,1,-1,11100;5,0,1;0,0,0,50,0,200,200,image/alliance_science/alliance_science_18,320
