id,model,icon,icon_big,picture,x_para,y_para,name,desc,cost_energy,life_time,death_time,drop_client,search_show,search_shield,super_Rally_cost,model_size,search_order,monster_type,search_level,search_group,personal_honor,reward_res_show,passenger_cost,switch,map_zoom_icon,monster_arms,empire_level_show_lv,drop_client_full,suggest_lv
10021,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Air Force,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;230|300001;200|301001;200|302001;200|303001;200,0,,,2,,,,,,,,,,301,7,323001;230|300001;200|301001;200|302001;200|303001;200,49
10022,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Army,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;240|320001;200|321001;200|322001;200,0,,,2,,,,,,,,,,101,8,323001;240|320001;200|321001;200|322001;200,53
10023,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Navy,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;240|310001;200|311001;200|312001;200|313001;200,0,,,2,,,,,,,,,,201,8,323001;240|310001;200|311001;200|312001;200|313001;200,53
10024,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Air Force,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;240|300001;200|301001;200|302001;200|303001;200,0,,,2,,,,,,,,,,301,8,323001;240|300001;200|301001;200|302001;200|303001;200,53
10025,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Army,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;250|320001;210|321001;210|322001;210,0,,,2,,,,,,,,,,101,9,323001;250|320001;210|321001;210|322001;210,56
10026,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Navy,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;250|310001;210|311001;210|312001;210|313001;210,0,,,2,,,,,,,,,,201,9,323001;250|310001;210|311001;210|312001;210|313001;210,56
10027,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Air Force,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;250|300001;210|301001;210|302001;210|303001;210,0,,,2,,,,,,,,,,301,9,323001;250|300001;210|301001;210|302001;210|303001;210,56
10028,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Army,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;340|320001;290|321001;290|322001;290,0,,,2,,,,,,,,,,101,10,323001;340|320001;290|321001;290|322001;290,59
10029,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Navy,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;340|310001;290|311001;290|312001;290|313001;290,0,,,2,,,,,,,,,,201,10,323001;340|310001;290|311001;290|312001;290|313001;290,59
10030,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Air Force,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;340|300001;290|301001;290|302001;290|303001;290,0,,,2,,,,,,,,,,301,10,323001;340|300001;290|301001;290|302001;290|303001;290,59
10031,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Army,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;350|320001;300|321001;300|322001;300,0,,,2,,,,,,,,,,101,11,323001;350|320001;300|321001;300|322001;300,63
10032,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Navy,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;350|310001;300|311001;300|312001;300|313001;300,0,,,2,,,,,,,,,,201,11,323001;350|310001;300|311001;300|312001;300|313001;300,63
10033,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Air Force,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;350|300001;300|301001;300|302001;300|303001;300,0,,,2,,,,,,,,,,301,11,323001;350|300001;300|301001;300|302001;300|303001;300,63
10034,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Army,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;360|320001;300|321001;300|322001;300,0,,,2,,,,,,,,,,101,12,323001;360|320001;300|321001;300|322001;300,66
10035,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Navy,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;360|310001;300|311001;300|312001;300|313001;300,0,,,2,,,,,,,,,,201,12,323001;360|310001;300|311001;300|312001;300|313001;300,66
10036,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Air Force,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;360|300001;300|301001;300|302001;300|303001;300,0,,,2,,,,,,,,,,301,12,323001;360|300001;300|301001;300|302001;300|303001;300,66
10037,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Army,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;370|320001;310|321001;310|322001;310,0,,,2,,,,,,,,,,101,13,323001;370|320001;310|321001;310|322001;310,69
10038,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Navy,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;370|310001;310|311001;310|312001;310|313001;310,0,,,2,,,,,,,,,,201,13,323001;370|310001;310|311001;310|312001;310|313001;310,69
10039,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Air Force,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;370|300001;310|301001;310|302001;310|303001;310,0,,,2,,,,,,,,,,301,13,323001;370|300001;310|301001;310|302001;310|303001;310,69
10040,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Army,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;380|320001;320|321001;320|322001;320,0,,,2,,,,,,,,,,101,14,323001;380|320001;320|321001;320|322001;320,72
10041,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Navy,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;380|310001;320|311001;320|312001;320|313001;320,0,,,2,,,,,,,,,,201,14,323001;380|310001;320|311001;320|312001;320|313001;320,72
10042,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Air Force,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;380|300001;320|301001;320|302001;320|303001;320,0,,,2,,,,,,,,,,301,14,323001;380|300001;320|301001;320|302001;320|303001;320,72
10043,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Army,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;480|320001;400|321001;400|322001;400,0,,,2,,,,,,,,,,101,15,323001;480|320001;400|321001;400|322001;400,74
10044,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Navy,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;480|310001;400|311001;400|312001;400|313001;400,0,,,2,,,,,,,,,,201,15,323001;480|310001;400|311001;400|312001;400|313001;400,74
10045,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Air Force,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;480|300001;400|301001;400|302001;400|303001;400,0,,,2,,,,,,,,,,301,15,323001;480|300001;400|301001;400|302001;400|303001;400,74
10046,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Army,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;490|320001;410|321001;410|322001;410,0,,,2,,,,,,,,,,101,16,323001;490|320001;410|321001;410|322001;410,76
10047,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Navy,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;490|310001;410|311001;410|312001;410|313001;410,0,,,2,,,,,,,,,,201,16,323001;490|310001;410|311001;410|312001;410|313001;410,76
10048,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Air Force,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;490|300001;410|301001;410|302001;410|303001;410,0,,,2,,,,,,,,,,301,16,323001;490|300001;410|301001;410|302001;410|303001;410,76
10049,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Army,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;500|320001;420|321001;420|322001;420,0,,,2,,,,,,,,,,101,17,323001;500|320001;420|321001;420|322001;420,78
10050,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Navy,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;500|310001;420|311001;420|312001;420|313001;420,0,,,2,,,,,,,,,,201,17,323001;500|310001;420|311001;420|312001;420|313001;420,78
10051,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Air Force,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;500|300001;420|301001;420|302001;420|303001;420,0,,,2,,,,,,,,,,301,17,323001;500|300001;420|301001;420|302001;420|303001;420,78
10052,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Army,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;510|320001;430|321001;430|322001;430,0,,,2,,,,,,,,,,101,18,323001;510|320001;430|321001;430|322001;430,80
10053,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Navy,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;510|310001;430|311001;430|312001;430|313001;430,0,,,2,,,,,,,,,,201,18,323001;510|310001;430|311001;430|312001;430|313001;430,80
10054,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Air Force,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;510|300001;430|301001;430|302001;430|303001;430,0,,,2,,,,,,,,,,301,18,323001;510|300001;430|301001;430|302001;430|303001;430,80
10055,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Army,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;520|320001;440|321001;440|322001;440,0,,,2,,,,,,,,,,101,19,323001;520|320001;440|321001;440|322001;440,80
10056,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Navy,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;520|310001;440|311001;440|312001;440|313001;440,0,,,2,,,,,,,,,,201,19,323001;520|310001;440|311001;440|312001;440|313001;440,80
10057,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Air Force,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;520|300001;440|301001;440|302001;440|303001;440,0,,,2,,,,,,,,,,301,19,323001;520|300001;440|301001;440|302001;440|303001;440,80
10058,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Army,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;540|320001;450|321001;450|322001;450,0,,,2,,,,,,,,,,101,20,323001;540|320001;450|321001;450|322001;450,80
10059,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Navy,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;540|310001;450|311001;450|312001;450|313001;450,0,,,2,,,,,,,,,,201,20,323001;540|310001;450|311001;450|312001;450|313001;450,80
10060,PrefabWmEnemy1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,image/icon_army/ETMonster1,0,0,Dark Minion - Air Force,Rewards await those who succeed in completing the challenge! The greater the number of Relics; the better the reward.,,157680000,,323001;540|300001;450|301001;450|302001;450|303001;450,0,,,2,,,,,,,,,,301,20,323001;540|300001;450|301001;450|302001;450|303001;450,80
9011,PrefabWmBoss3,image/icon_army/yurenboss_search,image/icon_army/yurenboss_search,image/icon_army/yurenboss_search,23,-9,Ark Guard,This is the Ark Guard. You can only occupy this Ark tile when you beat it.,5,10790,,,0,0,0,1,0,,,,,,,,,,,,
