id,icon,group_id,model,model_down,model_up,iconSrc,iconType,scale_home,scale_battle,click_sound,die_sound,skill,die_effect,afterdie_effect,move_effect,hit_ratio,is_screen_shake,gunfire_type,worker_offset,atlas_path,image_path,scale_para,x_para,y_para,color,new_model,new_model_down,new_model_up,new_icon,new_image_path,new_fight_up,new_fight_down,model_path,name
int,string,int,string,string,string,string,int,double,double,string,string,string,string,string,string,int,int,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
10029,army_tank_lv6,1,army_tank_lv6,army_tank_lv6_down,army_tank_lv6,,,1.0,1.0,sound/army_tank_2,,202,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,d0be2d,,,,,,,,army,
10030,army_tank_lv6,1,army_tank_lv6,army_tank_lv6_down,army_tank_lv6,,,1.0,1.0,sound/army_tank_2,,202,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,e5192e,,,,,,,,army,
10031,army_huojian_lv1,1,army_huojian_lv1,army_huojian_lv1_down,army_huojian_lv1,,,1.0,1.0,sound/army_zhanche_2,,302,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,ffffff,,,,,,,,army,
10032,army_huojian_lv1,1,army_huojian_lv1,army_huojian_lv1_down,army_huojian_lv1,,,1.0,1.0,sound/army_zhanche_2,,302,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,27e519,,,,,,,,army,
10033,army_huojian_lv1,1,army_huojian_lv1,army_huojian_lv1_down,army_huojian_lv1,,,1.0,1.0,sound/army_zhanche_2,,302,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,19cfe5,,,,,,,,army,
10034,army_huojian_lv1,1,army_huojian_lv1,army_huojian_lv1_down,army_huojian_lv1,,,1.0,1.0,sound/army_zhanche_2,,302,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,d0be2d,,,,,,,,army,
10035,army_huojian_lv1,1,army_huojian_lv1,army_huojian_lv1_down,army_huojian_lv1,,,1.0,1.0,sound/army_zhanche_2,,302,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,e5192e,,,,,,,,army,
10036,army_huojian_lv2,1,army_huojian_lv2,army_huojian_lv2_down,army_huojian_lv2,,,1.0,1.0,sound/army_zhanche_3,,302,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,ffffff,,,,,,,,army,
10037,army_huojian_lv2,1,army_huojian_lv2,army_huojian_lv2_down,army_huojian_lv2,,,1.0,1.0,sound/army_zhanche_3,,302,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,27e519,,,,,,,,army,
10038,army_huojian_lv2,1,army_huojian_lv2,army_huojian_lv2_down,army_huojian_lv2,,,1.0,1.0,sound/army_zhanche_3,,302,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,19cfe5,,,,,,,,army,
10039,army_huojian_lv2,1,army_huojian_lv2,army_huojian_lv2_down,army_huojian_lv2,,,1.0,1.0,sound/army_zhanche_3,,302,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,d0be2d,,,,,,,,army,
10040,army_huojian_lv2,1,army_huojian_lv2,army_huojian_lv2_down,army_huojian_lv2,,,1.0,1.0,sound/army_zhanche_3,,302,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,e5192e,,,,,,,,army,
10041,army_huojian_lv3,1,army_huojian_lv3,army_huojian_lv3_down,army_huojian_lv3,,,1.0,1.0,sound/army_zhanche_2,,302,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,ffffff,,,,,,,,army,
10042,army_huojian_lv3,1,army_huojian_lv3,army_huojian_lv3_down,army_huojian_lv3,,,1.0,1.0,sound/army_zhanche_2,,302,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,27e519,,,,,,,,army,
10043,army_huojian_lv3,1,army_huojian_lv3,army_huojian_lv3_down,army_huojian_lv3,,,1.0,1.0,sound/army_zhanche_2,,302,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,19cfe5,,,,,,,,army,
10044,army_huojian_lv3,1,army_huojian_lv3,army_huojian_lv3_down,army_huojian_lv3,,,1.0,1.0,sound/army_zhanche_2,,302,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,d0be2d,,,,,,,,army,
10045,army_huojian_lv3,1,army_huojian_lv3,army_huojian_lv3_down,army_huojian_lv3,,,1.0,1.0,sound/army_zhanche_2,,302,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,e5192e,,,,,,,,army,
10046,army_huojian_lv4,1,army_huojian_lv4,army_huojian_lv4_down,army_huojian_lv4,,,1.0,1.0,sound/army_zhanche_3,,302,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,ffffff,,,,,,,,army,
10047,army_huojian_lv4,1,army_huojian_lv4,army_huojian_lv4_down,army_huojian_lv4,,,1.0,1.0,sound/army_zhanche_3,,302,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,27e519,,,,,,,,army,
10048,army_huojian_lv4,1,army_huojian_lv4,army_huojian_lv4_down,army_huojian_lv4,,,1.0,1.0,sound/army_zhanche_3,,302,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,19cfe5,,,,,,,,army,
10049,army_huojian_lv4,1,army_huojian_lv4,army_huojian_lv4_down,army_huojian_lv4,,,1.0,1.0,sound/army_zhanche_3,,302,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,d0be2d,,,,,,,,army,
10050,army_huojian_lv4,1,army_huojian_lv4,army_huojian_lv4_down,army_huojian_lv4,,,1.0,1.0,sound/army_zhanche_3,,302,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,e5192e,,,,,,,,army,
10051,army_huojian_lv5,1,army_huojian_lv5,army_huojian_lv5_down,army_huojian_lv5,,,1.0,1.0,sound/army_zhanche_2,,301,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,ffffff,,,,,,,,army,
10052,army_huojian_lv5,1,army_huojian_lv5,army_huojian_lv5_down,army_huojian_lv5,,,1.0,1.0,sound/army_zhanche_2,,301,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,27e519,,,,,,,,professionArmy,
10053,army_huojian_lv5,1,army_huojian_lv5,army_huojian_lv5_down,army_huojian_lv5,,,1.0,1.0,sound/army_zhanche_2,,301,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,19cfe5,,,,,,,,army,
10054,army_huojian_lv5,1,army_huojian_lv5,army_huojian_lv5_down,army_huojian_lv5,,,1.0,1.0,sound/army_zhanche_2,,301,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,d0be2d,,,,,,,,army,
10055,army_huojian_lv5,1,army_huojian_lv5,army_huojian_lv5_down,army_huojian_lv5,,,1.0,1.0,sound/army_zhanche_2,,301,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,e5192e,,,,,,,,army,
10056,army_huojian_lv6,1,army_huojian_lv6,army_huojian_lv6_down,army_huojian_lv6,,,1.0,1.0,sound/army_zhanche_3,,301,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,ffffff,,,,,,,,army,
10057,army_huojian_lv6,1,army_huojian_lv6,army_huojian_lv6_down,army_huojian_lv6,,,1.0,1.0,sound/army_zhanche_3,,301,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,27e519,,,,,,,,army,
10058,army_huojian_lv6,1,army_huojian_lv6,army_huojian_lv6_down,army_huojian_lv6,,,1.0,1.0,sound/army_zhanche_3,,301,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,19cfe5,,,,,,,,army,
10059,army_huojian_lv6,1,army_huojian_lv6,army_huojian_lv6_down,army_huojian_lv6,,,1.0,1.0,sound/army_zhanche_3,,301,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,d0be2d,,,,,,,,army,
10060,army_huojian_lv6,1,army_huojian_lv6,army_huojian_lv6_down,army_huojian_lv6,,,1.0,1.0,sound/army_zhanche_3,,301,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,e5192e,,,,,,,,army,
110030,army_car_lv1,1,army_car_lv1,army_car_lv1_down,army_car_lv1_up,army/ground/IconArmyG_Car1,2,1.0,1.0,sound/army_tank_3,,101,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/newArmy/land,1.1,10,0,,army_car_lv1,army_car_lv1_down,army_car_lv1_up,army_car_lv1,image/newArmy/land,army_plane_lv1_bup,army_plane_lv1_bdown,professionArmy,Light Jeep
110031,army_car_lv2,1,army_car_lv2,army_car_lv2_down,army_car_lv2_up,army/ground/IconArmyG_Car2,2,1.0,1.0,sound/army_tank_3,,102,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/newArmy/land,1.1,10,0,,army_car_lv2,army_car_lv2_down,army_car_lv2_up,army_car_lv2,image/newArmy/land,army_plane_lv1_bup,army_plane_lv1_bdown,professionArmy,
110032,army_zhanche_lv2,1,army_zhanche_lv2,army_zhanche_lv2_down,army_zhanche_lv2_up,,,1.0,1.0,sound/army_zhanche_2,,301,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,,,,,,,,,professionArmy,
110033,army_zhanche_lv3,1,army_zhanche_lv3,army_zhanche_lv3_down,army_zhanche_lv3_up,,,1.0,1.0,sound/army_zhanche_3,,303,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,0.95,0,0,,,,,,,,,professionArmy,
110034,army_tanke_lv1,1,army_tanke_lv1,army_tanke_lv1_down,army_tanke_lv1_up,,,1.0,1.0,sound/army_tank,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,0.98,0,0,,,,,,,,,professionArmy,
110035,army_tanke_lv2,1,army_tanke_lv2,army_tanke_lv2_down,army_tanke_lv2_up,,,1.0,1.0,sound/army_tank_2,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,0.87,0,0,,,,,,,,,professionArmy,
110036,army_tanke_lv4,1,army_tanke_lv4,army_tanke_lv4_down,army_tanke_lv4_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.4,-1,0,,,,,,,,,professionArmy,
110037,army_tanke_lv3,1,army_tanke_lv3,army_tanke_lv3_down,army_tanke_lv3_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,,,,,,,,,professionArmy,
110038,army_tanke_lv7,1,army_tanke_lv7,army_tanke_lv7_down,army_tanke_lv7_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.17,0,10,,,,,,,,,professionArmy,
110039,army_tanke_lv5,1,army_tanke_lv5,army_tanke_lv5_down,army_tanke_lv5_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.25,0,15,,,,,,,,,professionArmy,
110040,army_tanke_lv8,1,army_tanke_lv8,army_tanke_lv8_down,army_tanke_lv8_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.2,0,5,,,,,,,,,professionArmy,
110041,army_tanke_lv6,1,army_tanke_lv6,army_tanke_lv6_down,army_tanke_lv6_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.23,0,15,,,,,,,,,professionArmy,
110042,army_tanke_lv9,1,army_tanke_lv9,army_tanke_lv9_down,army_tanke_lv9_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,0.88,0,15,,,,,,,,,professionArmy,
110043,army_tanke_lv10,1,army_tanke_lv10,army_tanke_lv10_down,army_tanke_lv10_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.5,0,0,,,,,,,,,professionArmy,
110044,army_zhanche_lv2,1,army_zhanche_lv2,army_zhanche_lv2_down,army_zhanche_lv2_up,,,1.0,1.0,sound/army_zhanche_2,,301,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,,,,,,,,,professionArmy,
110045,army_huojian_lv3,1,army_huojian_lv3,army_huojian_lv3_down,army_huojian_lv3_up,army/ground/IconArmyG_HuoJian3,2,1.0,1.0,sound/army_zhanche_3,,303,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/newArmy/land,0.9,10,0,f1af46,army_tank_lv4,army_tank_lv4_down,army_tank_lv4_up,army_tank_lv4,image/newArmy/land,army_plane_lv1_bup,army_plane_lv1_bdown,professionArmy,Barrage Craft
110046,army_tanke_lv1,1,army_tanke_lv1,army_tanke_lv1_down,army_tanke_lv1_up,,,1.0,1.0,sound/army_tank,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,0.98,0,0,,,,,,,,,professionArmy,
110047,army_tank_lv6,1,army_tank_lv6,army_tank_lv6_down,army_tank_lv6_up,army/ground/IconArmyG_Tank6,2,1.0,1.0,sound/army_tank_2,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/newArmy/land,0.9,15,0,f1af46,army_tank_lv6,army_tank_lv6_down,army_tank_lv6_up,army_tank_lv6,image/newArmy/land,army_plane_lv1_bup,army_plane_lv1_bdown,professionArmy,
110048,army_tanke_lv4,1,army_tanke_lv4,army_tanke_lv4_down,army_tanke_lv4_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.4,-1,0,,,,,,,,,professionArmy,
110049,army_tanke_lv3,1,army_tanke_lv3,army_tanke_lv3_down,army_tanke_lv3_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,,,,,,,,,professionArmy,
110050,army_tanke_lv7,1,army_tanke_lv7,army_tanke_lv7_down,army_tanke_lv7_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.17,0,10,,,,,,,,,professionArmy,
110051,army_tanke_lv5,1,army_tanke_lv5,army_tanke_lv5_down,army_tanke_lv5_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.25,0,15,,,,,,,,,professionArmy,
110052,army_tanke_lv8,1,army_tanke_lv8,army_tanke_lv8_down,army_tanke_lv8_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.2,0,5,,,,,,,,,professionArmy,
110053,army_tanke_lv6,1,army_tanke_lv6,army_tanke_lv6_down,army_tanke_lv6_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.23,0,15,,,,,,,,,professionArmy,
110054,army_tanke_lv9,1,army_tanke_lv9,army_tanke_lv9_down,army_tanke_lv9_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,0.88,0,15,,,,,,,,,professionArmy,
110055,army_tanke_lv10,1,army_tanke_lv10,army_tanke_lv10_down,army_tanke_lv10_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.5,0,0,,,,,,,,,professionArmy,
110056,army_zhanche_lv2,1,army_zhanche_lv2,army_zhanche_lv2_down,army_zhanche_lv2_up,,,1.0,1.0,sound/army_zhanche_2,,301,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,,,,,,,,,professionArmy,
110057,army_zhanche_lv3,1,army_zhanche_lv3,army_zhanche_lv3_down,army_zhanche_lv3_up,,,1.0,1.0,sound/army_zhanche_3,,303,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,0.95,0,0,,,,,,,,,professionArmy,
110058,army_tanke_lv1,1,army_tanke_lv1,army_tanke_lv1_down,army_tanke_lv1_up,,,1.0,1.0,sound/army_tank,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,0.98,0,0,,,,,,,,,professionArmy,
110059,army_tanke_lv2,1,army_tanke_lv2,army_tanke_lv2_down,army_tanke_lv2_up,,,1.0,1.0,sound/army_tank_2,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,0.87,0,0,,,,,,,,,professionArmy,
110060,army_tanke_lv4,1,army_tanke_lv4,army_tanke_lv4_down,army_tanke_lv4_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.4,-1,0,b419e5,,,,,,,,professionArmy,
110061,army_tanke_lv3,1,army_tanke_lv3,army_tanke_lv3_down,army_tanke_lv3_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,b419e5,,,,,,,,professionArmy,
110062,army_tanke_lv7,1,army_tanke_lv7,army_tanke_lv7_down,army_tanke_lv7_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.17,0,10,b419e5,,,,,,,,professionArmy,
110063,army_tanke_lv5,1,army_tanke_lv5,army_tanke_lv5_down,army_tanke_lv5_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,90004,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.25,0,15,b419e5,,,,,,,,professionArmy,
110064,army_tanke_lv8,1,army_tanke_lv8,army_tanke_lv8_down,army_tanke_lv8_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.2,0,5,b419e5,,,,,,,,professionArmy,
110065,army_tanke_lv6,1,army_tanke_lv6,army_tanke_lv6_down,army_tanke_lv6_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.23,0,15,b419e5,,,,,,,,professionArmy,
110066,army_tanke_lv9,1,army_tanke_lv9,army_tanke_lv9_down,army_tanke_lv9_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,0.88,0,15,b419e5,,,,,,,,professionArmy,
110067,army_tanke_lv10,1,army_tanke_lv10,army_tanke_lv10_down,army_tanke_lv10_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.5,0,0,b419e5,,,,,,,,professionArmy,
110068,army_zhanche_lv2,1,army_zhanche_lv2,army_zhanche_lv2_down,army_zhanche_lv2_up,,,1.0,1.0,sound/army_zhanche_2,,301,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,b419e5,,,,,,,,professionArmy,
110069,army_zhanche_lv3,1,army_zhanche_lv3,army_zhanche_lv3_down,army_zhanche_lv3_up,,,1.0,1.0,sound/army_zhanche_3,,303,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,0.95,0,0,b419e5,,,,,,,,professionArmy,
110070,army_tanke_lv1,1,army_tanke_lv1,army_tanke_lv1_down,army_tanke_lv1_up,,,1.0,1.0,sound/army_tank,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,0.98,0,0,b419e5,,,,,,,,professionArmy,
110071,army_tanke_lv2,1,army_tanke_lv2,army_tanke_lv2_down,army_tanke_lv2_up,,,1.0,1.0,sound/army_tank_2,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,0.87,0,0,b419e5,,,,,,,,professionArmy,
110072,army_tanke_lv4,1,army_tanke_lv4,army_tanke_lv4_down,army_tanke_lv4_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.4,-1,0,b419e5,,,,,,,,professionArmy,
110073,army_tanke_lv3,1,army_tanke_lv3,army_tanke_lv3_down,army_tanke_lv3_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,b419e5,,,,,,,,professionArmy,
110074,army_tanke_lv7,1,army_tanke_lv7,army_tanke_lv7_down,army_tanke_lv7_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.17,0,10,b419e5,,,,,,,,professionArmy,
110075,army_tanke_lv5,1,army_tanke_lv5,army_tanke_lv5_down,army_tanke_lv5_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.25,0,15,b419e5,,,,,,,,professionArmy,
110076,army_tanke_lv8,1,army_tanke_lv8,army_tanke_lv8_down,army_tanke_lv8_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.2,0,5,b419e5,,,,,,,,professionArmy,
110077,army_tanke_lv6,1,army_tanke_lv6,army_tanke_lv6_down,army_tanke_lv6_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.23,0,15,b419e5,,,,,,,,professionArmy,
110078,army_tanke_lv9,1,army_tanke_lv9,army_tanke_lv9_down,army_tanke_lv9_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,0.88,0,15,b419e5,,,,,,,,professionArmy,
110079,army_tanke_lv10,1,army_tanke_lv10,army_tanke_lv10_down,army_tanke_lv10_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.5,0,0,b419e5,,,,,,,,professionArmy,
