id,type,npc_name,npc_nameplate_color,npc_content,next_id,hero_id,npc_pic,npc_colortext,plantform_opened,language_opened,dub_audio_name,waiting_time,linkage_audio,npc_spine
118,1,Sergeant,,Warm up with these tasks; easy-peasy!,119,,,,appiosglobal|googleplay|chrome,en|jp|ru,sound/dub/Warm up with these tasks; easy-peasy!,,,
119,1,Sergeant,,Performance comes from daily training!,,,,,appiosglobal|googleplay|chrome,en|jp|ru,sound/dub/Performance comes from daily training!,,,
130,1,Sergeant,0,Commander; completing radar missions gains you radar EXP to increase it's level.\nRaising radar level may grant you missions with better rewards,131,,,,,en|jp|ru,sound/dub/<color=#000000>Allies are companions that could support you when you need a helping hand. Join an </c><color=#f77a0b>Alliance</c><color=#000000>; support each other </c><color=#f77a0b>and make a difference</c><color=#000000>!</c>,,,
131,1,Sergeant,0,Radar signal strength feature is unlocked,0,,,,,en|jp|ru,sound/dub/<color=#000000>Allies are companions that could support you when you need a helping hand. Join an </c><color=#f77a0b>Alliance</c><color=#000000>; support each other </c><color=#f77a0b>and make a difference</c><color=#000000>!</c>,,,
157,1,Sergeant,,Soldiers and heroes; that's all you need for a good battle. Now please send soldiers into the battle.,0,,,,,,,,,
158,1,Sergeant,,Tap on the list to switch; it's an easy way to send a hero into battle.,0,,,,,,,,,
159,3,Black Widow,,Who's next?,0,101,ea_prefab/hero/bust/hero_tachie001,,,,,,,
160,1,Sergeant,,Well if you're feeling super confident; try the "Quick Deploy" option; it's easier and convenient.,0,,,,,,,,,
161,1,Sergeant,,Swipe and change tactics instantly. Adjust the position of the hero to focus on your desired target,0,,,,,,,,,
140,1,Sergeant,,Units that are severely damaged during battle will go into the Repair Factory. Higher level units take a much longer time to recover.,141,,,,,,,,,
141,1,Sergeant,,Always repair units in time to prevent them from being completely destroyed. Now please repair your units.,0,,,,,,,,,
142,1,Sergeant,,The repair is complete; commander. Remember the damaged units can be recovered here.,0,,,,,,,,,
143,1,Sergeant,,Marine units are superb. They attack the enemies in a row.,170,,,,,,,,,
170,1,Sergeant,,Components will also help to restrain the army force; which is extremely effective.,171,,,,,,,,,
171,1,Sergeant,,Well; you definitely need a navy hero to perform to the utmost of their ability,172,,,,,,,,,
172,1,Sergeant,,Why not create an invincible navy fleet right now!,0,,,,,,,,,
144,1,Sergeant,,Aw; it's the Dark Legion again; well; they are holding the supplies we need.,145,,,,,,,,,
145,1,Sergeant,,Use your VIT and send troops to defeat them; go for the rewards!,0,,,,,,,,,
146,1,Sergeant,,Commander; training more higher-level soldiers can help you win the battle.,173,,,,,,,,,
173,1,Sergeant,,Before that; build a few more barracks to improve the efficiency of training!,0,,,,,,,,,
147,1,Sergeant,,A variety of resources like farmlands; oil fields; and even gold mines are distributed throughout the Warzone.,148,,,,,,,,,
148,1,Sergeant,,Send troops to gather resources and items.,0,,,,,,,,,
149,1,Sergeant,,The Warhammer is a powerful bot developed by Dr. Evil.,150,,,,,,,,,
150,1,Sergeant,,Join the alliance and rally against it for rewards!,0,,,,,,,,,
151,1,Sergeant,,Huh; the Dark Empire forgot to blow up the 4 Missile Silos before they retreated.,174,,,,,,,,,
174,1,Sergeant,,During the Capital ConTest; if the Silo is taken by a different Alliance; different from the one that took the Capital; the Silo will launch missiles from time to time and attack the garrison troops in the captial.,175,,,,,,,,,
175,1,Sergeant,,Well each week you'll have another chance to take the Silo. Participants will also be rewarded.,0,,,,,,,,,
152,1,Sergeant,,The Capital is a core building in the warzone left behind by the Dark Empire. It still represents the authority and glory of the Warzone.,153,,,,,,,,,
153,1,Sergeant,,After the Capital ConTest ends; the Alliance Leader who successfully took control of the capital will be the Leader of the Warzone.,176,,,,,,,,,
176,1,Sergeant,,The leader of the Warzone has the right to establish a group to handle internal affairs; appoint other members of the alliance as Warzone officers; and enjoy the power and reward.,177,,,,,,,,,
177,1,Sergeant,,Mind the Timer. When the protection state ends; we can work together to take control!,0,,,,,,,,,
154,1,Sergeant,,The remains of the ancient ancestors in the Warzone were completely destroyed by the Dark Empire.,178,,,,,,,,,
178,1,Sergeant,,Even so; the ruins can still provide powerful benefits for the holder. Different Ruins provide different benefits.,179,,,,,,,,,
179,1,Sergeant,,However; please note that the start time of battle for Ruins will vary among the different Ruins. There's a limit on the number of Ruins of the same level you can hold,0,,,,,,,,,
155,1,Sergeant,,Hey! The blue border around the Alliance Fortress is the Alliance Territory; and only your alliance members can move there.,156,,,,,,,,,
156,1,Sergeant,,Our bases will gain exclusive buffs within the Territory,180,,,,,,,,,
180,1,Sergeant,,The more the better! With the help of your Alliance members you'll get rewards faster.,0,,,,,,,,,
162,1,Sergeant,,The more damage you deal in the Sandtable Exercise; the more rewards you'll receive! So think carefully about the hero and troop combination!!,0,,,,,,,,,
163,1,Sergeant,,The opponents here are all elite commanders.,164,,,,,,,,,
164,1,Sergeant,,You can get inspired by new ideas for hero and unit combos; or just defeat them all and get the grand reward!,0,,,,,,,,,
165,1,Sergeant,,Commander; the agent intercepted a special signal.,166,,,,,,,,,
166,1,Sergeant,,She is waiting in the Radar Truck.,0,,,,,,,,,
167,3,Black Widow,,Commander; we cracked the signal; and looks like we got an SOS signal. Here; listen.,168,101,ea_prefab/hero/bust/hero_tachie001,,,,,,,
168,3,102507,,...Is anyone there...? Come... help... against Dark Legion... fail... damn...,169,,,,,,,,,
169,3,Black Widow,,I think this may be a trap. The Dark Legion has come to get revenge on us.,190,101,ea_prefab/hero/bust/hero_tachie001,,,,,,,
190,3,Black Widow,,Be cautious; I will lead the team to find out what's happening.,0,101,ea_prefab/hero/bust/hero_tachie001,,,,,,,
191,3,Black Widow,,Commander! There was a fight near the target area; but we didn't find anybody other than a wounded woman. I rescued her.,192,101,ea_prefab/hero/bust/hero_tachie001,,,,,,,
192,3,Black Widow,,She's in a coma; but she's still breathing... So I guess it's no biggie.,0,101,ea_prefab/hero/bust/hero_tachie001,,,,,,,
193,3,Pop,,Did you save me? Thank you. I’m Pop; a mechanic.,194,131,ea_prefab/hero/bust/hero_tachie131,,,,,,,
194,3,Black Widow,,She's awake; commander. Pop; what is that big Droid there?,195,101,ea_prefab/hero/bust/hero_tachie001,,,,,,,
195,3,Pop,,To put it another way; I used to be part of a group that battled the Dark Legion.,196,131,ea_prefab/hero/bust/hero_tachie131,,,,,,,
196,3,Pop,,This big machine is the new weapon developed by the Dark Legion... It attacked us and I went into a coma right after sending out the signal.,197,131,ea_prefab/hero/bust/hero_tachie131,,,,,,,
197,3,Black Widow,,Commander; the Dark Legion is developing more dangerous weapons; we should look for Alliances and unite all forces to fight against it!,198,101,ea_prefab/hero/bust/hero_tachie001,,,,,,,
198,3,Pop,,Yes; commander. Count me in as one of your team; I can make some calls and help us find new allies.,199,131,ea_prefab/hero/bust/hero_tachie131,,,,,,,
199,3,Black Widow,,Brilliant. Welcome on board!,0,101,ea_prefab/hero/bust/hero_tachie001,,,,,,,
200,3,Pop,,Commander; I've reached out to some alliances. Now; please choose one to join.,0,131,ea_prefab/hero/bust/hero_tachie131,,,,,,,
201,1,Sergeant,,It's completely safe to collect resources within the Alliance Infrastructure; you can gather resources there.,202,,,,,,,,,
202,1,Sergeant,,Infrastructure includes Farmlands; Oil Fields; Tech Database and General R&D Database.,203,,,,,,,,,
203,1,Sergeant,,When the Alliance Officers announce the Construction Orders; it is suggested to help out and facilitate the progress,0,,,,,,,,,
204,1,Sergeant,,This is someone else's Base,205,,,,,,,,,
205,1,Sergeant,,The bases with blue names are allies and you can reinforce them.,206,,,,,,,,,
206,1,Sergeant,,The bases showing names in Orange are not your allies. You can send a scout or attack those bases. But be sure to get prepared for a fight.,0,,,,,,,,,
207,1,Sergeant,,Commander welcome to the World Map! On the Map you'll see resources tiles; allies; opponents; and Dark Legion enemies!,208,,,,,,,,,
208,1,Sergeant,,Gathering resources and defeating Dark Legion will give you necessary resources for development.,209,,,,,,,,,
209,1,Sergeant,,There will also be other commanders here. War; or peace; it's up to you.,0,,,,,,,,,
210,1,Sergeant,,Gold coins are necessary for leveling up. You can collect gold in your base from the Gold Mines; or open those Shining Gold Chests; or gather from Gold Mines on World Map.,0,,,,,,,,,
211,1,Sergeant,,Farmlands provide Food; and Food is a necessary resource for upgrading Class Talent and other skills.,0,,,,,,,,,
212,1,Sergeant,,Oil Fields provide Oil; and Oil is a necessary resource for upgrading Class Talent and other skills.,0,,,,,,,,,
213,1,Sergeant,,Odinium Mine provides Odinium. Odinium is a necessary resource for producing Hall of Valhalla units after reaching level 80,0,,,,,,,,,
214,1,Sergeant,,Allies! Commander!,215,101,,,,,,,,3|1|2|1|2|1
215,1,Sergeant,,Those people there need our help.,0,101,,,,,,,,1|2|1
230,1,Sergeant,,Commander; this is the "To-do List"; you can check the daily tasks here.,231,,,,,,,,,3|1|2|1|2|1
231,1,Sergeant,,The Sandtable Exercise is ready! Commander; you should give it a try.,0,,,,,,,,,1|2|1
216,1,Sergeant,,Commander; our designers were captured and forced to work here.,219,,,,,,,,,3|1|2|1|2|1
217,1,Sergeant,,They create blueprints from time to time. See; there are some blueprints.,0,,,,,,,,,1|2|1
218,1,Sergeant,,We can upgrade the War Room with those blueprints!!,0,,,,,,,,,1|2|1
219,1,Sergeant,,We can upgrade the War Room with those blueprints!!,217,,,,,,,,,1|2|1
