id,coin,wood,oil,energy,exp,gold,military,cab_res,csb_res,army_id,army_num,honor,kvk_tec_res,kvk_task_coin,kvk_tec_coin,type,item,num,quality,rate,is_removal,building,building_num,building_rate,resource,resource_num,resource_rate,hero,hero_num,hero_rate,newReward,union_box,must_items,exhibition,item_minimum_type,item_minimum
330011,,,,,,,,,,,,,,,,0,1000007|1700013|3300001|1800001|510002,1|8|20|50|1,,1|1|1|1|1,,,,,,,,,,,,,,,,
330012,,,,,,,,,,,,,,,,0,1000006|1700013|3300001|1800001|510002,1|4|10|25|1,,1|1|1|1|1,,,,,,,,,,,,,,,,
331001,,,,,,,,,,,,,,,,0,1900003|1700021|3300001|1700013|1800001,1|1|15|5|50,,1|1|1|1|1,,,,,,,,,,,,,,,,
331002,,,,,,,,,,,,,,,,0,1900002|1700021|3300001|1700013|1800001,3|1|12|4|40,,1|1|1|1|1,,,,,,,,,,,,,,,,
331003,,,,,,,,,,,,,,,,0,1900002|1700021|3300001|1700013|1800001,2|1|10|3|30,,1|1|1|1|1,,,,,,,,,,,,,,,,
331004,,,,,,,,,,,,,,,,0,1900002|1700020|3300001|1700013|1800001,1|3|8|2|20,,1|1|1|1|1,,,,,,,,,,,,,,,,
331005,,,,,,,,,,,,,,,,0,1900002|1700020|3300001|1700013|1800001,1|2|6|1|10,,1|1|1|1|1,,,,,,,,,,,,,,,,
332001,,,,,,,,,,,,,,,,0,1000001|2300003|1700013|3300001|1900003,1|10|10|10|3,,1|1|1|1|1,,,,,,,,,,,,,,,,
332002,,,,,,,,,,,,,,,,0,1000007|2300003|1700013|3300001|1900003,1|10|9|10|2,,1|1|1|1|1,,,,,,,,,,,,,,,,
332003,,,,,,,,,,,,,,,,0,1000007|2300003|1700013|3300001|1900003,1|10|8|10|1,,1|1|1|1|1,,,,,,,,,,,,,,,,
332004,,,,,,,,,,,,,,,,0,1000006|2300003|1700013|3300001|1900003,1|8|7|8|1,,1|1|1|1|1,,,,,,,,,,,,,,,,
332005,,,,,,,,,,,,,,,,0,1000006|2300003|1700013|3300001|1900003,1|5|6|6|1,,1|1|1|1|1,,,,,,,,,,,,,,,,
332006,,,,,,,,,,,,,,,,0,1000006|2300002|1700013|3300001|1900002,1|5|5|5|10,,1|1|1|1|1,,,,,,,,,,,,,,,,
332007,,,,,,,,,,,,,,,,0,1000005|2300002|1700013|3300001|1900002,1|4|4|5|8,,1|1|1|1|1,,,,,,,,,,,,,,,,
332008,,,,,,,,,,,,,,,,0,1000005|2300002|1700013|3300001|1900002,1|3|3|5|8,,1|1|1|1|1,,,,,,,,,,,,,,,,
332009,,,,,,,,,,,,,,,,0,1000005|2300002|1700013|3300001|1900002,1|2|2|5|5,,1|1|1|1|1,,,,,,,,,,,,,,,,
9002127,,,,,,,,,,,,,,,,0,,,,,,40900,1,1,,,,,,,,,,,,
9002128,,,,,,,,,,,,,,,,0,,,,,,40900,3,1,,,,,,,,,,,,
9002129,,,,,,,,,,,,,,,,0,,,,,,40900,6,1,,,,,,,,,,,,
9002130,,,,,,,,,,,,,,,,0,,,,,,40900,13,1,,,,,,,,,,,,
9002131,,,,,,,,,,,,,,,,0,,,,,,40900,33,1,,,,,,,,,,,,
9002132,,,,,,,,,,,,,,,,0,,,,,,40900,65,1,,,,,,,,,,,,
9011001,,,,,,,,,,,,,,,,0,1800001|2400003|500000|2200019,50|5|10|10,,1|1|1|1,,,,,,,,,,,,,,,,
9011002,,,,,,,,,,,,,,,,0,1800001|2100002|500001|200003,50|1|2|1,,1|1|1|1,,,,,,,,,,,,,,,,
9011003,,,,,,,,,,,,,,,,0,1800001|2400004|1700011|2200019,50|5|3|20,,1|1|1|1,,,,,,,,,,,,,,,,
9011004,,,,,,,,,,,,,,,,0,1800001|200004|1700011|2100002,100|1|3|1,,1|1|1|1,,,,,,,,,,,,,,,,
9011005,,,,,,,,,,,,,,,,0,1800001|520001|1700013|2200019,100|1|1|60,,1|1|1|1,,,,,,,,,,,,,,,,
9011006,,,,,,,,,,,,,,,,0,1800001|1900003|1700013|500002,100|1|1|1,,1|1|1|1,,,,,,,,,,,,,,,,
9011007,,,,,,,,,,,,,,,,0,1800001|2400005|500002|2200019,200|3|2|120,,1|1|1|1,,,,,,,,,,,,,,,,
9005103,,,,,,,,,,,,,,,,0,3000003,1,,1,,,,,,,,,,,,,,,,
9005104,,,,,,,,,,,,,,,,0,3000003,10,,1,,,,,,,,,,,,,,,,
9005105,,,,,,,,,,,,,,,,0,3000003,120,,1,,,,,,,,,,,,,,,,
9005101,,,,,,,,,,,,,,,,1,3000004|3000004|3000004|3000004|3000004|3000004|3000004|3000004|3000004,1|2|3|4|5|6|7|8|9,,40|50|60|70|80|70|60|50|40,,,,,,,,,,,,,,,,
9005102,,,,,,,,,,,,,,,,1,1710702|1700013|1000008|1800001|1900003,1|3|1|30|1,,1|2500|2500|2500|2500,,,,,,,,,,,,,,,,
9001106,,,,,,,,,,,,,,,,0,1710702,1,,1,,,,,,,,,,,,,,,,
9001107,,,,,,,,,,,,,,,,0,1710701,1,,1,,,,,,,,,,,,,,,,
9001108,,,,,,,,,,,,,,,,0,1900003,1,,1,,,,,,,,,,,,,,,,
9001109,,,,,,,,,,,,,,,,0,1700011,2,,1,,,,,,,,,,,,,,,,
9001110,,,,,,,,,,,,,,,,0,500002,1,,1,,,,,,,,,,,,,,,,
9001111,,,,,,,,,,,,,,,,0,1800001,10,,1,,,,,,,,,,,,,,,,
9001112,,,,,,,,,,,,,,,,0,3300002|1700011|2400004,2|5|2,,1|1|1,,,,,,,,,,,,,,,,
9001113,,,,,,,,,,,,,,,,0,3000004,1,,1,,,,,,,,,,,,,,,,
9001201,,,,,,,,,,,,,,,,0,2100002|2400004,5|1,,1|1,,,,,,,,,,,,,,,,
9001202,,,,,,,,,,,,,,,,0,2200004|2400004,20|3,,1|1,,,,,,,,,,,,,,,,
9001203,,,,,,,,,,,,,,,,0,2200004|2400004,40|6,,1|1,,,,,,,,,,,,,,,,
9001204,,,,,,,,,,,,,,,,0,2200004|2400004,60|12,,1|1,,,,,,,,,,,,,,,,
9001205,,,,,,,,,,,,,,,,0,2200011|2400004,30|24,,1|1,,,,,,,,,,,,,,,,
9001206,,,,,,,,,,,,,,,,0,2200011|2400004,60|36,,1|1,,,,,,,,,,,,,,,,
9001207,,,,,,,,,,,,,,,,0,2200011|2400004,110|50,,1|1,,,,,,,,,,,,,,,,
9001208,,,,,,,,,,,,,,,,0,2200011|2400004,210|100,,1|1,,,,,,,,,,,,,,,,
9001209,,,,,,,,,,,,,,,,0,2200011|2400004,210|100,,1|1,,,,,,,,,,,,,,,,
9001210,,,,,,,,,,,,,,,,0,2300003|2400004,35|100,,1|1,,,,,,,,,,,,,,,,
9001211,,,,,,,,,,,,,,,,0,2300003|2400004,35|100,,1|1,,,,,,,,,,,,,,,,
9001212,,,,,,,,,,,,,,,,0,2300003|2400004,35|100,,1|1,,,,,,,,,,,,,,,,
9001114,,,,,,,,,,,,,,,,0,1800001,5,,1,,,,,,,,,,,,,,,,
9001115,,,,,,,,,,,,,,,,0,1800001,1,,1,,,,,,,,,,,,,,,,
9001116,,,,,,,,,,,,,,,,0,1800001,1,,1,,,,,,,,,,,,,,,,
9001117,,,,,,,,,,,,,,,,0,1800001,1,,1,,,,,,,,,,,,,,,,
9001118,,,,,,,,,,,,,,,,0,1800001,1,,1,,,,,,,,,,,,,,,,
9013001,,,,,,,,,,,,,,,,0,1800001|2100002,50|1,,1|1,,,,,,,,,,,,,,,,
9013002,,,,,,,,,,,,,,,,0,1800001|2100002,60|1,,1|1,,,,,,,,,,,,,,,,
9013003,,,,,,,,,,,,,,,,0,1800001|2100002,70|2,,1|1,,,,,,,,,,,,,,,,
9013004,,,,,,,,,,,,,,,,0,1800001|2100002,80|2,,1|1,,,,,,,,,,,,,,,,
9013005,,,,,,,,,,,,,,,,0,1800001|2100002,100|2,,1|1,,,,,,,,,,,,,,,,
9013011,100000.0,,,,,,,,,,,,,,,0,1700013,1,,1,,,,,,,,,,,,,,,,
9013012,200000.0,,,,,,,,,,,,,,,0,1700013,1,,1,,,,,,,,,,,,,,,,
9013013,300000000.0,,,,,,,,,,,,,,,0,1700013,1,,1,,,,,,,,,,,,,,,,
9013014,15000000000.0,,,,,,,,,,,,,,,0,1700013,2,,1,,,,,,,,,,,,,,,,
9013015,1000000000000.0,,,,,,,,,,,,,,,0,1700013,2,,1,,,,,,,,,,,,,,,,
9013016,10000000000000.0,,,,,,,,,,,,,,,0,1700014,1,,1,,,,,,,,,,,,,,,,
9013021,,,,,,,,,,,,,,,,0,2400003|2100001,5|3,,1|1,,,,,,,,,,,,,,,,
9013022,,,,,,,,,,,,,,,,0,2400003|2100002,10|1,,1|1,,,,,,,,,,,,,,,,
9013023,,,,,,,,,,,,,,,,0,2400003|2100002,5|2,,1|1,,,,,,,,,,,,,,,,
9013024,,,,,,,,,,,,,,,,0,2400003|2100001,5|3,,1|1,,,,,,,,,,,,,,,,
9013025,,,,,,,,,,,,,,,,0,2400003|2100002,5|1,,1|1,,,,,,,,,,,,,,,,
9013026,,,,,,,,,,,,,,,,0,2400003|2100002,10|2,,1|1,,,,,,,,,,,,,,,,
9013027,,,,,,,,,,,,,,,,0,2200006,10,,1,,,,,,,,,,,,,,,,
9013101,150000.0,,,,,,,,,,,,,,,0,311001,20,,1,,,,,,,,,,,,,,,,
9013102,15000000.0,,,,,,,,,,,,,,,0,311001,40,,1,,,,,,,,,,,,,,,,
9013103,2000000000.0,,,,,,,,,,,,,,,0,311001,70,,1,,,,,,,,,,,,,,,,
9013104,150000.0,,,,,,,,,,,,,,,0,320001,20,,1,,,,,,,,,,,,,,,,
9013105,15000000.0,,,,,,,,,,,,,,,0,320001,40,,1,,,,,,,,,,,,,,,,
9013106,100000000000.0,,,,,,,,,,,,,,,0,320001,90,,1,,,,,,,,,,,,,,,,
9013107,4000000000000.0,,,,,,,,,,,,,,,0,320001,120,,1,,,,,,,,,,,,,,,,
9013111,,,,,,,,,,,,,,,,0,910002|920002,10|10,,1|1,,,,,,,,,,,,,,,,
9013112,,,,,,,,,,,,,,,,0,500000|510000,20|20,,1|1,,,,,,,,,,,,,,,,
9013113,,,,,,,,,,,,,,,,0,1700012|2100001,1|1,,1|1,,,,,,,,,,,,,,,,
9013114,,,,,,,,,,,,,,,,0,1700013|2100001,1|2,,1|1,,,,,,,,,,,,,,,,
9013115,,,,,,,,,,,,,,,,0,1700014|2100002,1|1,,1|1,,,,,,,,,,,,,,,,
9013116,,,,,,,,,,,,,,,,0,1700015|2100002,1|2,,1|1,,,,,,,,,,,,,,,,
9013121,,,,,,,,,,,,,,,,0,1800001|2400002,10|5,,1|1,,,,,,,,,,,,,,,,
9013122,,,,,,,,,,,,,,,,0,1800001|2400002,20|5,,1|1,,,,,,,,,,,,,,,,
9013123,,,,,,,,,,,,,,,,0,1800001|2400003,30|5,,1|1,,,,,,,,,,,,,,,,
9013124,,,,,,,,,,,,,,,,0,1800001|2400003,30|5,,1|1,,,,,,,,,,,,,,,,
9013125,,,,,,,,,,,,,,,,0,1800001|2400003,40|5,,1|1,,,,,,,,,,,,,,,,
9013126,,,,,,,,,,,,,,,,0,1800001|2400003,50|10,,1|1,,,,,,,,,,,,,,,,
9013127,,,,,,,,,,,,,,,,0,1800001|2400003,60|10,,1|1,,,,,,,,,,,,,,,,
9013201,150000.0,,,,,,,,,,,,,,,0,312001,20,,1,,,,,,,,,,,,,,,,
9013202,15000000.0,,,,,,,,,,,,,,,0,312001,70,,1,,,,,,,,,,,,,,,,
9013203,2000000000.0,,,,,,,,,,,,,,,0,312001,90,,1,,,,,,,,,,,,,,,,
9013204,150000.0,,,,,,,,,,,,,,,0,321001,20,,1,,,,,,,,,,,,,,,,
9013205,15000000.0,,,,,,,,,,,,,,,0,321001,40,,1,,,,,,,,,,,,,,,,
9013206,100000000000.0,,,,,,,,,,,,,,,0,321001,90,,1,,,,,,,,,,,,,,,,
9013207,4000000000000.0,,,,,,,,,,,,,,,0,321001,120,,1,,,,,,,,,,,,,,,,
9013211,,,,,,,,,,,,,,,,0,2400002|2100001,5|1,,1|1,,,,,,,,,,,,,,,,
9013212,,,,,,,,,,,,,,,,0,2400002|2100001,10|1,,1|1,,,,,,,,,,,,,,,,
9013213,,,,,,,,,,,,,,,,0,2400003|2100001,5|2,,1|1,,,,,,,,,,,,,,,,
9013214,,,,,,,,,,,,,,,,0,2400003|2100002,10|1,,1|1,,,,,,,,,,,,,,,,
9013215,,,,,,,,,,,,,,,,0,2300002|2400004,10|5,,1|1,,,,,,,,,,,,,,,,
9013216,,,,,,,,,,,,,,,,0,2300002|2400004,20|5,,1|1,,,,,,,,,,,,,,,,
9013217,,,,,,,,,,,,,,,,0,2300003|2400004,5|10,,1|1,,,,,,,,,,,,,,,,
9013221,,,,,,,,,,,,,,,,0,323001|1900002,10|1,,1|1,,,,,,,,,,,,,,,,
9013222,,,,,,,,,,,,,,,,0,323001|1900002,30|2,,1|1,,,,,,,,,,,,,,,,
9013223,,,,,,,,,,,,,,,,0,323001|1900002,50|1,,1|1,,,,,,,,,,,,,,,,
9013224,,,,,,,,,,,,,,,,0,323001|1900002,50|2,,1|1,,,,,,,,,,,,,,,,
9013225,,,,,,,,,,,,,,,,0,323001|1900002,10|1,,1|1,,,,,,,,,,,,,,,,
9013226,,,,,,,,,,,,,,,,0,323001|1900002,30|2,,1|1,,,,,,,,,,,,,,,,
9013227,,,,,,,,,,,,,,,,0,323001|1900002,10|2,,1|1,,,,,,,,,,,,,,,,
9013301,150000.0,,,,,,,,,,,,,,,0,313001,20,,1,,,,,,,,,,,,,,,,
9013302,15000000.0,,,,,,,,,,,,,,,0,313001,70,,1,,,,,,,,,,,,,,,,
9013303,2000000000.0,,,,,,,,,,,,,,,0,313001,90,,1,,,,,,,,,,,,,,,,
9013304,150000.0,,,,,,,,,,,,,,,0,322001,20,,1,,,,,,,,,,,,,,,,
9013305,15000000.0,,,,,,,,,,,,,,,0,322001,40,,1,,,,,,,,,,,,,,,,
9013306,100000000000.0,,,,,,,,,,,,,,,0,322001,90,,1,,,,,,,,,,,,,,,,
9013307,4000000000000.0,,,,,,,,,,,,,,,0,322001,120,,1,,,,,,,,,,,,,,,,
9013311,,,,,,,,,,,,,,,,0,520001|2300001,2|10,,1|1,,,,,,,,,,,,,,,,
9013312,,,,,,,,,,,,,,,,0,520002|2300001,2|20,,1|1,,,,,,,,,,,,,,,,
9013313,,,,,,,,,,,,,,,,0,3300001|1900001,2|2,,1|1,,,,,,,,,,,,,,,,
9013314,,,,,,,,,,,,,,,,0,3300001|1900001,3|3,,1|1,,,,,,,,,,,,,,,,
9013315,,,,,,,,,,,,,,,,0,3300001|1900001,5|5,,1|1,,,,,,,,,,,,,,,,
9013316,,,,,,,,,,,,,,,,0,3300001|1900001,10|10,,1|1,,,,,,,,,,,,,,,,
9013321,150000.0,,,,,,,,,,,,,,,0,300001,20,,1,,,,,,,,,,,,,,,,
9013322,300000.0,,,,,,,,,,,,,,,0,300001,30,,1,,,,,,,,,,,,,,,,
9013323,500000.0,,,,,,,,,,,,,,,0,300001,40,,1,,,,,,,,,,,,,,,,
9013324,2000000000.0,,,,,,,,,,,,,,,0,300001,70,,1,,,,,,,,,,,,,,,,
9013325,,,,,,,,,,,,,,,,0,500000|510000,10|10,,1|1,,,,,,,,,,,,,,,,
9013326,,,,,,,,,,,,,,,,0,500001|510001,5|5,,1|1,,,,,,,,,,,,,,,,
9013327,,,,,,,,,,,,,,,,0,500001|510001,20|20,,1|1,,,,,,,,,,,,,,,,
9013401,,,,,,,,,,,,,,,,0,3200001|520001,1|2,,1|1,,,,,,,,,,,,,,,,
9013402,,,,,,,,,,,,,,,,0,3200001|520001,1|2,,1|1,,,,,,,,,,,,,,,,
9013403,,,,,,,,,,,,,,,,0,3200001|520002,2|2,,1|1,,,,,,,,,,,,,,,,
9013404,,,,,,,,,,,,,,,,0,3200001|520002,2|2,,1|1,,,,,,,,,,,,,,,,
9013405,,,,,,,,,,,,,,,,0,3200001|520001,1|2,,1|1,,,,,,,,,,,,,,,,
9013406,,,,,,,,,,,,,,,,0,3200001|520001,1|2,,1|1,,,,,,,,,,,,,,,,
9013407,,,,,,,,,,,,,,,,0,3200001|520002,1|2,,1|1,,,,,,,,,,,,,,,,
9013411,,,,,,,,,,,,,,,,0,301001|2400003,30|10,,1|1,,,,,,,,,,,,,,,,
9013412,,,,,,,,,,,,,,,,0,302001|2400003,30|10,,1|1,,,,,,,,,,,,,,,,
9013413,,,,,,,,,,,,,,,,0,303001|2400003,30|10,,1|1,,,,,,,,,,,,,,,,
9013414,,,,,,,,,,,,,,,,0,323001|2400003,30|10,,1|1,,,,,,,,,,,,,,,,
9013415,,,,,,,,,,,,,,,,0,1800001|1900002,50|1,,1|1,,,,,,,,,,,,,,,,
9013416,,,,,,,,,,,,,,,,0,1800001|1900002,50|1,,1|1,,,,,,,,,,,,,,,,
9013417,,,,,,,,,,,,,,,,0,1800001|1900002,100|2,,1|1,,,,,,,,,,,,,,,,
9013421,,,,,,,,,,,,,,,,0,920002|910002,40|40,,1|1,,,,,,,,,,,,,,,,
9013422,,,,,,,,,,,,,,,,0,920003|910003,1|1,,1|1,,,,,,,,,,,,,,,,
9013423,,,,,,,,,,,,,,,,0,920003|910003,2|2,,1|1,,,,,,,,,,,,,,,,
9013424,,,,,,,,,,,,,,,,0,920002|910002,40|40,,1|1,,,,,,,,,,,,,,,,
9013425,,,,,,,,,,,,,,,,0,920002|910002,80|80,,1|1,,,,,,,,,,,,,,,,
9013426,,,,,,,,,,,,,,,,0,910003|910003|920002|910002,2|40|2|40,,1|1|1|1,,,,,,,,,,,,,,,,
9013427,,,,,,,,,,,,,,,,0,920003|910003,8|8,,1|1,,,,,,,,,,,,,,,,
9013999,,,,,,,,,,,,,,,,0,1800001|1700011|500000|510000,10|1|2|2,,1|1|1|1,,,,,,,,,,,,,,,,
5054015,,,,,,,,,,,,,,,,0,3300001,12,,1,,,,,,,,,,,,,,,,
5054016,,,,,,,,,,,,,,,,0,3300001,20,,1,,,,,,,,,,,,,,,,
5054017,,,,,,,,,,,,,,,,0,3300001,40,,1,,,,,,,,,,,,,,,,
5054018,,,,,,,,,,,,,,,,0,3300001,68,,1,,,,,,,,,,,,,,,,
5054019,,,,,,,,,,,,,,,,0,3300001,128,,1,,,,,,,,,,,,,,,,
5054020,,,,,,,,,,,,,,,,0,3300001,246,,1,,,,,,,,,,,,,,,,
5054021,,,,,,,,,,,,,,,,0,3300001,520,,1,,,,,,,,,,,,,,,,
5003003,100000000.0,,,,,60,,,,30015,1,,,,,0,2200003|3600011,10|500,,1|1,,,,,,,,,,,,,,,,
5003004,,,,100,,200,,,,,,,,,,0,2400005|2200003|2100002,2|50|3,,1|1|1,,,,,,,,,,,,,,,,
5063001,,,,,,,,,,,,,,,,1,3500010|3500009|3500005|3500006|3500007|1700012|1700011|400101|400201|400301|400401|400501|2400001|500000|510000|2400002|403501|403601|403701|403801|403901,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,,500|900|4|4|4|1|5|3|3|3|3|3|50|10|10|5|3|3|3|3|3,,,,,,,,,,,,,,,,
5063002,,,,,,,,,,,,,,,,1,3500010|3500009|3500005|3500006|3500008|1700012|1700011|400101|400201|400301|400401|400501|2400001|500000|510000|2400002|403501|403601|403701|403801|403901,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,,500|900|4|4|4|1|5|3|3|3|3|3|50|10|10|5|3|3|3|3|3,,,,,,,,,,,,,,,,
5063003,,,,,,,,,,,,,,,,1,3500010|3500009|3500005|3500007|3500008|1700012|1700011|400101|400201|400301|400401|400501|2400001|500000|510000|2400002|403501|403601|403701|403801|403901,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,,500|900|4|4|4|1|5|3|3|3|3|3|50|10|10|5|3|3|3|3|3,,,,,,,,,,,,,,,,
5063004,,,,,,,,,,,,,,,,1,3500010|3500009|3500006|3500007|3500008|1700012|1700011|400101|400201|400301|400401|400501|2400001|500000|510000|2400002|403501|403601|403701|403801|403901,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,,500|900|4|4|4|1|5|3|3|3|3|3|50|10|10|5|3|3|3|3|3,,,,,,,,,,,,,,,,
9017001,,,,,,,,,,,,,,,,0,3300001|2400003,6|10,,1|1,,,,,,,,,,,,,,,,
9017002,,,,,,,,,,,,,,,,0,3300001|2400003|2100001,6|20|1,,1|1|1,,,,,,,,,,,,,,,,
9017003,,,,,,,,,,,,,,,,0,3300001|2400004|2100002|2300002,18|8|1|5,,1|1|1|1,,,,,,,,,,,,,,,,
9017004,,,,,,,,,,,,,,,,0,3300001|2400004|2100002|2300003,30|8|1|2,,1|1|1|1,,,,,,,,,,,,,,,,
9017005,,,,,,,,,,,,,,,,0,3300001|2400005|2100002|2300003,68|6|2|2,,1|1|1|1,,,,,,,,,,,,,,,,
9017006,,,,,,,,,,,,,,,,0,3300001|2400005|2100002|2300003,200|18|7|6,,1|1|1|1,,,,,,,,,,,,,,,,
9017007,,,,,,,,,,,,,,,,0,3300001|2400005|2100002|2300003,320|30|10|10,,1|1|1|1,,,,,,,,,,,,,,,,
9018001,,,,,,1000,,,,,,,,,,0,1710703|2300003|1700015,1|5|10,,1|1|1,,,,,,,,,,,,,,,,
9018002,,,,,,600,,,,,,,,,,0,1710707|2300003|1700015,1|3|5,,1|1|1,,,,,,,,,,,,,,,,
9018003,,,,,,300,,,,,,,,,,0,1710705|2300003|1700015,1|1|3,,1|1|1,,,,,,,,,,,,,,,,
9018004,,,,,,200,,,,,,,,,,0,2100002|3200001|1700013,10|50|10,,1|1|1,,,,,,,,,,,,,,,,
9018005,,,,,,100,,,,,,,,,,0,2100002|3200001|1700013,5|40|5,,1|1|1,,,,,,,,,,,,,,,,
9018006,,,,,,50,,,,,,,,,,0,2100002|3200001|1700013,3|30|3,,1|1|1,,,,,,,,,,,,,,,,
9018007,,,,,,20,,,,,,,,,,0,2100001|3200001|1700011,2|20|2,,1|1|1,,,,,,,,,,,,,,,,
9018011,,,,,,1000,,,,,,,,,,0,1710704|2300003|1700015,1|5|10,,1|1|1,,,,,,,,,,,,,,,,
9018012,,,,,,600,,,,,,,,,,0,1710708|2300003|1700015,1|3|5,,1|1|1,,,,,,,,,,,,,,,,
9018013,,,,,,300,,,,,,,,,,0,1710706|2300003|1700015,1|1|3,,1|1|1,,,,,,,,,,,,,,,,
9018014,,,,,,,,,,,,,,,,1,2200036|2200036|2200036|1700015|3300001|2400005|2100002|500001,5|2|1|1|40|3|1|10,,6|8|14|6|14|18|14|18,,,,,,,,310,1,2,,,,,,
9012001,,,,,,50,,,,,,,,,,0,3300003|3300001|800002,10|10|10,,1|1|1,,,,,,,,,,,,,,,,
9012002,,,,,,70,,,,,,,,,,0,3300004|3300001|800002,10|10|10,,1|1|1,,,,,,,,,,,,,,,,
9012003,,,,,,100,,,,,,,,,,0,3300005|3300001|800002,10|10|10,,1|1|1,,,,,,,,,,,,,,,,
3300003,,,,,,,,,,,,,,,,0,500000|3300001|2400003|1900001,1|1|3|1,,1|1|1|1,,,,,,,,,,,,,,,,
3300004,,,,,,,,,,,,,,,,0,500000|3300001|2400003|1900001,2|2|5|2,,1|1|1|1,,,,,,,,,,,,,,,,
3300005,,,,,,,,,,,,,,,,0,500000|3300001|2400003|1900001|800002,3|3|7|3|1,,1|1|1|1|1,,,,,,,,,,,,,,,,
9005201,,,,,,,,,,,,,,,,1,3800004|3800004|3800004|3800004|3800004|3800004|3800004|3800004|3800004,1|2|3|4|5|6|7|8|9,,40|50|60|70|80|70|60|50|40,,,,,,,,,,,,,,,,
9005202,,,,,,,,,,,,,,,,1,3800002|1700013|1000008|1800001|1900003,1|3|1|30|1,,1|12000|25000|25000|25000,,,,,,,,,,,,,,,,
9005203,,,,,,,,,,,,,,,,0,3800003,1,,1,,,,,,,,,,,,,,,,
9005204,,,,,,,,,,,,,,,,0,3800003,10,,1,,,,,,,,,,,,,,,,
9005205,,,,,,,,,,,,,,,,0,3800003,120,,1,,,,,,,,,,,,,,,,
9001501,,,,,,,,,,,,,,,,0,1710802,1,,1,,,,,,,,,,,,,,,,
9001502,,,,,,,,,,,,,,,,0,1710801,1,,1,,,,,,,,,,,,,,,,
9001503,,,,,,,,,,,,,,,,0,1900003,1,,1,,,,,,,,,,,,,,,,
9001504,,,,,,,,,,,,,,,,0,1700011,2,,1,,,,,,,,,,,,,,,,
9001505,,,,,,,,,,,,,,,,0,500002,1,,1,,,,,,,,,,,,,,,,
9001506,,,,,,,,,,,,,,,,0,1800001,10,,1,,,,,,,,,,,,,,,,
9001507,,,,,,,,,,,,,,,,0,3300001|800002|1700013,6|6|3,,1|1|1,,,,,,,,,,,,,,,,
9001508,,,,,,,,,,,,,,,,0,3300001|800002|1700013,10|12|6,,1|1|1,,,,,,,,,,,,,,,,
9001509,,,,,,,,,,,,,,,,0,3300001|800002|1700013,20|30|15,,1|1|1,,,,,,,,,,,,,,,,
9001510,,,,,,,,,,,,,,,,0,3300001|800002|1700013,34|60|30,,1|1|1,,,,,,,,,,,,,,,,
9001511,,,,,,,,,,,,,,,,0,3300001|800002|1700015,64|128|6,,1|1|1,,,,,,,,,,,,,,,,
9001512,,,,,,,,,,,,,,,,0,3300001|800002|1700015,123|328|13,,1|1|1,,,,,,,,,,,,,,,,
9001513,,,,,,,,,,,,,,,,0,3300001|800002|1700015,260|648|26,,1|1|1,,,,,,,,,,,,,,,,
9001530,,,,,,,,,,,,,,,,0,800002,1314,,1,,,,,,,,,,,,,,,,
9001514,,,,,,,,,,,,,,,,0,3300001|2400003|2100001,20|20|1,,1|1|1,,,,,,,,,,,,,,,,
9001515,,,,,,,,,,,,,,,,0,3300001|2400004|2100002|1700013,50|20|3|10,,1|1|1|1,,,,,,,,,,,,,,,,
9001516,,,,,,,,,,,,,,,,0,3300001|2400004|2300003|1700013,100|20|10|20,,1|1|1|1,,,,,,,,,,,,,,,,
9001517,,,,,,,,,,,,,,,,0,3300001|2400005|2300003|1700015,200|40|20|3,,1|1|1|1,,,,,,,,,,,,,,,,
9001601,,,,,,,,,,30030,1,,,,,0,311001|312001|313001|3300001,100|100|100|40,,,,41000,3,1,,,,,,,,,,,,
9001602,,,,,,,,,,30030,2,,,,,0,311001|312001|313001|3300001,200|200|200|68,,,,41000,3,1,,,,,,,,,,,,
9001603,,,,,,,,,,30030,3,,,,,0,311001|312001|313001|3300001,400|400|400|128,,,,41000,3,1,,,,,,,,,,,,
9001604,,,,,,,,,,30030,4,,,,,0,311001|312001|313001|3300001,1000|1000|1000|245,,,,41000,3,1,,,,,,,,,,,,
9001605,,,,,,,,,,30030,5,,,,,0,311001|312001|313001|3300001,2160|2160|2160|520,,,,41000,3,1,,,,,,,,,,,,
9001701,,,,,,,,,,,,,,,,0,4100001|1900002,1|1,,1|1,,,,,,,,,,,,,,,,
9001801,437522350.0,,,,,,,,,,,,,,,0,301001|311001|320001|300001,90|90|90|90,,1|1|1|1,,,,,,,,,,,,,,,,
9001802,578245925.0,,,,,,,,,,,,,,,0,301001|311001|320001|300001,100|100|100|100,,1|1|1|1,,,,,,,,,,,,,,,,
9001803,636070517.5,,,,,,,,,,,,,,,0,301001|311001|320001|300001,110|110|110|110,,1|1|1|1,,,,,,,,,,,,,,,,
9001804,2195463358350.0,,,,,,,,,,,,,,,0,301001|311001|320001|300001,186|186|186|186,,1|1|1|1,,,,,,,,,,,,,,,,
9001805,2270178128925.0,,,,,,,,,,,,,,,0,301001|311001|320001|300001,217|217|217|217,,1|1|1|1,,,,,,,,,,,,,,,,
