id,level_id,type,elite,monster_level,para1,para2,weight,add_reward,integral,icon,name,desc,icon1,times
12040301,120403,1,1,1,201,29,1,9220002,80,icon_island1,105719,100337,icon_island1,0.96
12040302,120403,1,1,1,301,29,1,9220002,80,icon_island3,105717,100337,icon_island3,0.96
12040303,120403,1,1,1,101,29,1,9220002,80,icon_island2,105721,100337,icon_island2,0.96
12040501,120405,3,,,1003025,500,1,,,icon_island7,Island Banner,,enhance_403700,
12040502,120405,3,,,1003018,500,1,,,icon_island7,Island Banner,,enhance_403500,
12040503,120405,3,,,1003012,500,1,,,icon_island7,Island Banner,,enhance_400300,
12050201,120502,1,,1,201,32,1,9220001,64,icon_island1,105719,100337,icon_island1,0.8
12050202,120502,1,,1,301,32,1,9220001,64,icon_island3,105717,100337,icon_island3,0.8
12050203,120502,1,,1,101,32,1,9220001,64,icon_island2,105721,100337,icon_island2,0.8
12050401,120504,1,,1,201,32,1,9220001,64,icon_island1,105719,100337,icon_island1,0.8
12050402,120504,1,,1,301,32,1,9220001,64,icon_island3,105717,100337,icon_island3,0.8
12050403,120504,1,,1,101,32,1,9220001,64,icon_island2,105721,100337,icon_island2,0.8
12060101,120601,2,,,9220010,,1,,,icon_island5,Island Treasure,Dig to get mysterious treasure,item_500000,
12060102,120601,2,,,9220011,,1,,,icon_island5,Island Treasure,Dig to get mysterious treasure,item_510000,
12060103,120601,2,,,9220013,,1,,,icon_island5,Island Treasure,Dig to get mysterious treasure,ro_chip_4,
12060301,120603,2,,,9220014,,1,,,icon_island5,Island Treasure,Dig to get mysterious treasure,item_3200001,
12060302,120603,3,,,1003028,500,1,,,icon_island7,Island Banner,,enhance_403800,
12060303,120603,3,,,1003005,1000,1,,,icon_island7,Island Banner,,enhance_400100,
12060501,120605,3,,,1003025,500,1,,,icon_island7,Island Banner,,enhance_403700,
12060502,120605,3,,,1003013,500,1,,,icon_island7,Island Banner,,enhance_400300,
12060503,120605,3,,,1003019,500,1,,,icon_island7,Island Banner,,enhance_403500,
12070201,120702,1,1,3,201,34,1,9220002,80,icon_island1,105719,100337,icon_island1,0.96
12070202,120702,1,1,3,101,34,1,9220002,80,icon_island2,105721,100337,icon_island2,0.96
12070203,120702,3,,,1003011,500,1,,,icon_island7,Island Banner,,enhance_400300,
12070401,120704,1,,2,201,34,1,9220001,64,icon_island1,105719,100337,icon_island1,0.8
12070402,120704,1,,2,101,34,1,9220001,64,icon_island2,105721,100337,icon_island2,0.8
12070403,120704,3,,,1003009,1000,1,,,icon_island7,Island Banner,,enhance_400200,
12080101,120801,1,1,3,201,36,1,9220002,80,icon_island1,105719,100337,icon_island1,0.96
12080102,120801,1,1,3,301,36,1,9220002,80,icon_island3,105717,100337,icon_island3,0.96
12080103,120801,1,1,3,101,36,1,9220002,80,icon_island2,105721,100337,icon_island2,0.96
12080301,120803,1,1,3,201,36,1,9220002,80,icon_island1,105719,100337,icon_island1,0.96
12080302,120803,1,1,3,301,36,1,9220002,80,icon_island3,105717,100337,icon_island3,0.96
12080303,120803,1,1,3,101,36,1,9220002,80,icon_island2,105721,100337,icon_island2,0.96
12080501,120805,1,,2,201,36,1,9220001,64,icon_island1,105719,100337,icon_island1,0.8
12080502,120805,1,,2,301,36,1,9220001,64,icon_island3,105717,100337,icon_island3,0.8
12080503,120805,1,,2,101,36,1,9220001,64,icon_island2,105721,100337,icon_island2,0.8
12090201,120902,2,,,9220010,,1,,,icon_island5,Island Treasure,Dig to get mysterious treasure,item_500000,
12090202,120902,2,,,9220016,,1,,,icon_island5,Island Treasure,Dig to get mysterious treasure,item_1700030,
12090203,120902,2,,,9220006,,1,,,icon_island5,Island Treasure,Dig to get mysterious treasure,item_1900001,
12090401,120904,3,,,1003013,500,1,,,icon_island7,Island Banner,,enhance_400300,
12090402,120904,3,,,1003010,1000,1,,,icon_island7,Island Banner,,enhance_400200,
12090403,120904,3,,,1003003,500,1,,,icon_island7,Island Banner,,enhance_400300,
12100301,121003,1,,5,201,39,1,9220004,160,icon_island1,105719,100337,icon_island1,1.6
12100302,121003,1,,5,301,39,1,9220004,160,icon_island3,105717,100337,icon_island3,1.6
12100303,121003,1,,5,101,39,1,9220004,160,icon_island2,105721,100337,icon_island2,1.6
13010101,130102,1,1,5,301,39,1,9220002,80,icon_island3,105717,100337,icon_island3,0.96
13010102,130102,1,,4,101,39,1,9220001,64,icon_island2,105721,100337,icon_island2,0.8
13010103,130102,1,,4,201,39,1,9220001,64,icon_island1,105719,100337,icon_island5,0.8
13010301,130104,1,1,5,301,39,1,9220002,80,icon_island3,105717,100337,icon_island3,0.96
13010302,130104,1,,4,101,39,1,9220001,64,icon_island2,105721,100337,icon_island2,0.8
13010303,130104,1,,4,201,39,1,9220001,64,icon_island1,105719,100337,icon_island5,0.8
13020101,130201,2,,,9220007,,1,,,icon_island6,Island Treasure,Dig to get mysterious treasure,item_1900002,
13020102,130201,2,,,9220016,,1,,,icon_island6,Island Treasure,Dig to get mysterious treasure,item_1700030,
13020103,130201,2,,,9220015,,1,,,icon_island6,Island Treasure,Dig to get mysterious treasure,item_1700030,
13020301,130203,2,,,9220017,,1,,,icon_island6,Island Treasure,Dig to get mysterious treasure,item_1700039,
13020302,130203,1,1,6,101,41,1,9220002,80,icon_island2,105721,100337,icon_island2,0.96
13020303,130203,1,1,6,201,41,1,9220002,80,icon_island1,105719,100337,icon_island5,0.96
13020501,130205,2,,,9220019,,1,,,icon_island6,Island Treasure,Dig to get mysterious treasure,item_2560001,
13020502,130205,1,,5,101,41,1,9220001,64,icon_island2,105721,100337,icon_island2,0.8
13020503,130205,1,,5,201,41,1,9220001,64,icon_island1,105719,100337,icon_island5,0.8
13030201,130302,3,,,1003002,1000,1,,,icon_island7,Island Banner,,enhance_400200,
13030202,130302,3,,,1003009,1000,1,,,icon_island7,Island Banner,,enhance_400200,
13030203,130302,3,,,1003019,500,1,,,icon_island7,Island Banner,,enhance_403500,
13030401,130304,3,,,1003018,500,1,,,icon_island7,Island Banner,,enhance_403500,
13030402,130304,3,,,1003016,500,1,,,icon_island7,Island Banner,,enhance_400400,
13030403,130304,3,,,1003023,500,1,,,icon_island7,Island Banner,,enhance_403700,
13040101,130401,3,,,1003011,500,1,,,icon_island7,Island Banner,,enhance_400300,
13040102,130401,1,,6,301,44,1,9220001,64,icon_island3,105717,100337,icon_island3,0.8
13040103,130401,1,,6,101,44,1,9220001,64,icon_island2,105721,100337,icon_island2,0.8
13040301,130403,1,1,7,301,44,1,9220002,80,icon_island3,105717,100337,icon_island3,0.96
13040302,130403,1,1,7,101,44,1,9220002,80,icon_island2,105721,100337,icon_island2,0.96
13040303,130403,1,1,7,201,44,1,9220002,80,icon_island1,105719,100337,icon_island5,0.96
13040501,130405,3,,,1003020,500,1,,,icon_island7,Island Banner,,enhance_403600,
13040502,130405,3,,,1003021,500,1,,,icon_island7,Island Banner,,enhance_403600,
13040503,130405,3,,,1003022,500,1,,,icon_island7,Island Banner,,enhance_403600,
13050201,130502,1,,7,301,46,1,9220001,64,icon_island3,105717,100337,icon_island3,0.8
13050202,130502,1,,7,101,46,1,9220001,64,icon_island2,105721,100337,icon_island2,0.8
13050203,130502,1,,7,201,46,1,9220001,64,icon_island1,105719,100337,icon_island5,0.8
13050401,130504,1,,7,301,46,1,9220001,64,icon_island3,105717,100337,icon_island3,0.8
13050402,130504,1,,7,101,46,1,9220001,64,icon_island2,105721,100337,icon_island2,0.8
13050403,130504,1,,7,201,46,1,9220001,64,icon_island1,105719,100337,icon_island5,0.8
13060101,130601,2,,,9220017,,1,,,icon_island6,Island Treasure,Dig to get mysterious treasure,item_1700039,
13060102,130601,2,,,9220009,,1,,,icon_island6,Island Treasure,Dig to get mysterious treasure,item_1700011,
13060103,130601,2,,,9220009,,1,,,icon_island6,Island Treasure,Dig to get mysterious treasure,item_1700011,
13060301,130603,2,,,9220015,,1,,,icon_island6,Island Treasure,Dig to get mysterious treasure,item_1700030,
13060302,130603,3,,,1003029,500,1,,,icon_island7,Island Banner,,enhance_403900,
13060303,130603,3,,,1003029,500,1,,,icon_island7,Island Banner,,enhance_403900,
13060501,130605,3,,,1003015,500,1,,,icon_island7,Island Banner,,enhance_400400,
13060502,130605,3,,,1003009,1000,1,,,icon_island7,Island Banner,,enhance_400200,
13060503,130605,3,,,1003008,,1,,,icon_island7,Island Banner,,enhance_400200,
13070201,130702,1,1,9,301,48,1,9220002,80,icon_island3,105717,100337,icon_island3,0.96
13070202,130702,1,1,9,201,48,1,9220002,80,icon_island1,105719,100337,icon_island5,0.96
13070203,130702,3,,,1003015,500,1,,,icon_island7,Island Banner,,enhance_400400,
13070401,130704,1,,8,301,48,1,9220001,64,icon_island3,105717,100337,icon_island3,0.8
13070402,130704,1,,8,201,48,1,9220001,64,icon_island1,105719,100337,icon_island5,0.8
13070403,130704,3,,,1003015,500,1,,,icon_island7,Island Banner,,enhance_400400,
13080101,130801,1,1,10,301,51,1,9220002,80,icon_island3,105717,100337,icon_island3,0.96
13080102,130801,1,1,10,101,51,1,9220002,80,icon_island2,105721,100337,icon_island2,0.96
13080103,130801,1,1,10,201,51,1,9220002,80,icon_island1,105719,100337,icon_island5,0.96
13080301,130803,1,1,10,301,51,1,9220002,80,icon_island3,105717,100337,icon_island3,0.96
13080302,130803,1,1,10,101,51,1,9220002,80,icon_island2,105721,100337,icon_island2,0.96
13080303,130803,1,1,10,201,51,1,9220002,80,icon_island1,105719,100337,icon_island5,0.96
13080501,130805,1,,9,301,51,1,9220001,64,icon_island3,105717,100337,icon_island3,0.8
13080502,130805,1,,9,101,51,1,9220001,64,icon_island2,105721,100337,icon_island2,0.8
13080503,130805,1,,9,201,51,1,9220001,64,icon_island1,105719,100337,icon_island5,0.8
13090201,130902,2,,,9220006,,1,,,icon_island6,Island Treasure,Dig to get mysterious treasure,item_1900001,
13090202,130902,2,,,9220007,,1,,,icon_island6,Island Treasure,Dig to get mysterious treasure,item_1900002,
13090203,130902,2,,,9220010,,1,,,icon_island6,Island Treasure,Dig to get mysterious treasure,item_500000,
13090401,130904,3,,,1003020,500,1,,,icon_island7,Island Banner,,enhance_403600,
13090402,130904,3,,,1003021,500,1,,,icon_island7,Island Banner,,enhance_403600,
13090403,130904,3,,,1003009,1000,1,,,icon_island7,Island Banner,,enhance_400200,
13100301,131003,1,,13,301,56,1,9220005,160,icon_island3,105717,100337,icon_island3,1.6
13100302,131003,1,,13,101,56,1,9220005,160,icon_island2,105721,100337,icon_island2,1.6
13100303,131003,1,,13,201,56,1,9220005,160,icon_island1,105719,100337,icon_island5,1.6
31010101,310102,1,1,-2,101,11,1,9220002,120,icon_island2,105721,100337,icon_island2,1.44
31010102,310102,1,,-3,201,11,1,9220001,96,icon_island1,105719,100337,icon_island1,1.2
31010103,310102,1,,-3,301,11,1,9220001,96,icon_island3,105717,100337,icon_island3,1.2
31010301,310104,1,1,-2,101,11,1,9220002,120,icon_island2,105721,100337,icon_island2,1.44
31010302,310104,1,,-3,201,11,1,9220001,96,icon_island1,105719,100337,icon_island1,1.2
31010303,310104,1,,-3,301,11,1,9220001,96,icon_island3,105717,100337,icon_island3,1.2
31020101,310201,2,,,9220017,,1,,,icon_island4,Island Treasure,Dig to get mysterious treasure,item_1700039,
31020102,310201,2,,,9220010,,1,,,icon_island4,Island Treasure,Dig to get mysterious treasure,item_500000,
31020103,310201,2,,,9220006,,1,,,icon_island4,Island Treasure,Dig to get mysterious treasure,item_1900001,
31020301,310203,2,,,9220015,,1,,,icon_island4,Island Treasure,Dig to get mysterious treasure,item_1700030,
31020302,310203,1,1,-1,201,15,1,9220002,120,icon_island1,105719,100337,icon_island1,1.44
31020303,310203,1,1,-1,301,15,1,9220002,120,icon_island3,105717,100337,icon_island3,1.44
31020501,310205,2,,,9220012,,1,,,icon_island4,Island Treasure,Dig to get mysterious treasure,item_chouka1,
31020502,310205,1,,-2,201,15,1,9220001,96,icon_island1,105719,100337,icon_island1,1.2
31020503,310205,1,,-2,301,15,1,9220001,96,icon_island3,105717,100337,icon_island3,1.2
31030201,310302,3,,,1003031,500,1,,,icon_island7,Island Banner,,enhance_403900,
31030202,310302,3,,,1003011,500,1,,,icon_island7,Island Banner,,enhance_400300,
31030203,310302,3,,,1003012,500,1,,,icon_island7,Island Banner,,enhance_400300,
31030401,310304,3,,,1003023,500,1,,,icon_island7,Island Banner,,enhance_403700,
31030402,310304,3,,,1003021,500,1,,,icon_island7,Island Banner,,enhance_403600,
31030403,310304,3,,,1003029,500,1,,,icon_island7,Island Banner,,enhance_403900,
31040101,310401,3,,,1003020,500,1,,,icon_island7,Island Banner,,enhance_403600,
31040102,310401,1,,-1,101,18,1,9220001,96,icon_island2,105721,100337,icon_island2,1.2
31040103,310401,1,,-1,201,18,1,9220001,96,icon_island1,105719,100337,icon_island1,1.2
31040301,310403,1,1,0,101,18,1,9220002,120,icon_island2,105721,100337,icon_island2,1.44
31040302,310403,1,1,0,201,18,1,9220002,120,icon_island1,105719,100337,icon_island1,1.44
31040303,310403,1,1,0,301,18,1,9220002,120,icon_island3,105717,100337,icon_island3,1.44
31040501,310405,3,,,1003006,1000,1,,,icon_island7,Island Banner,,enhance_400100,
31040502,310405,3,,,1003007,1000,1,,,icon_island7,Island Banner,,enhance_400100,
31040503,310405,3,,,1003031,500,1,,,icon_island7,Island Banner,,enhance_403900,
31050201,310502,1,,0,101,22,1,9220001,96,icon_island2,105721,100337,icon_island2,1.2
31050202,310502,1,,0,201,22,1,9220001,96,icon_island1,105719,100337,icon_island1,1.2
31050203,310502,1,,0,301,22,1,9220001,96,icon_island3,105717,100337,icon_island3,1.2
31050401,310504,1,,0,101,22,1,9220001,96,icon_island2,105721,100337,icon_island2,1.2
31050402,310504,1,,0,201,22,1,9220001,96,icon_island1,105719,100337,icon_island1,1.2
31050403,310504,1,,0,301,22,1,9220001,96,icon_island3,105717,100337,icon_island3,1.2
31060101,310601,2,,,9220013,,1,,,icon_island4,Island Treasure,Dig to get mysterious treasure,ro_chip_4,
31060102,310601,2,,,9220012,,1,,,icon_island4,Island Treasure,Dig to get mysterious treasure,item_chouka1,
31060103,310601,2,,,9220016,,1,,,icon_island4,Island Treasure,Dig to get mysterious treasure,item_1700030,
31060301,310603,2,,,9220015,,1,,,icon_island4,Island Treasure,Dig to get mysterious treasure,item_1700030,
31060302,310603,3,,,1003007,1000,1,,,icon_island7,Island Banner,,enhance_400100,
31060303,310603,3,,,1003002,1000,1,,,icon_island7,Island Banner,,enhance_400200,
31060501,310605,3,,,1003001,1000,1,,,icon_island7,Island Banner,,enhance_400100,
31060502,310605,3,,,1003010,1000,1,,,icon_island7,Island Banner,,enhance_400200,
31060503,310605,3,,,1003026,500,1,,,icon_island7,Island Banner,,enhance_403800,
31070201,310702,1,1,2,101,26,1,9220002,120,icon_island2,105721,100337,icon_island2,1.44
31070202,310702,1,1,2,301,26,1,9220002,120,icon_island3,105717,100337,icon_island3,1.44
31070203,310702,3,,,1003021,500,1,,,icon_island7,Island Banner,,enhance_403600,
31070401,310704,1,,1,101,26,1,9220001,96,icon_island2,105721,100337,icon_island2,1.2
31070402,310704,1,,1,301,26,1,9220001,96,icon_island3,105717,100337,icon_island3,1.2
31070403,310704,3,,,1003013,500,1,,,icon_island7,Island Banner,,enhance_400300,
31080101,310801,1,1,2,101,30,1,9220002,120,icon_island2,105721,100337,icon_island2,1.44
31080102,310801,1,1,2,201,30,1,9220002,120,icon_island1,105719,100337,icon_island1,1.44
31080103,310801,1,1,2,301,30,1,9220002,120,icon_island3,105717,100337,icon_island3,1.44
31080301,310803,1,1,2,101,30,1,9220002,120,icon_island2,105721,100337,icon_island2,1.44
31080302,310803,1,1,2,201,30,1,9220002,120,icon_island1,105719,100337,icon_island1,1.44
31080303,310803,1,1,2,301,30,1,9220002,120,icon_island3,105717,100337,icon_island3,1.44
31080501,310805,1,,1,101,30,1,9220001,96,icon_island2,105721,100337,icon_island2,1.2
31080502,310805,1,,1,201,30,1,9220001,96,icon_island1,105719,100337,icon_island1,1.2
31080503,310805,1,,1,301,30,1,9220001,96,icon_island3,105717,100337,icon_island3,1.2
31090201,310902,2,,,9220018,,1,,,icon_island4,Island Treasure,Dig to get mysterious treasure,item_2520001,
31090202,310902,2,,,9220017,,1,,,icon_island4,Island Treasure,Dig to get mysterious treasure,item_1700039,
31090203,310902,2,,,9220006,,1,,,icon_island4,Island Treasure,Dig to get mysterious treasure,item_1900001,
31090401,310904,3,,,1003026,500,1,,,icon_island7,Island Banner,,enhance_403800,
31090402,310904,3,,,1003030,500,1,,,icon_island7,Island Banner,,enhance_403900,
31090403,310904,3,,,1003006,1000,1,,,icon_island7,Island Banner,,enhance_400100,
31100301,311003,1,,4,101,36,1,9220003,240,icon_island2,105721,100337,icon_island2,2.4
31100302,311003,1,,4,201,36,1,9220003,240,icon_island1,105719,100337,icon_island1,2.4
31100303,311003,1,,4,301,36,1,9220003,240,icon_island3,105717,100337,icon_island3,2.4
32010101,320102,1,1,3,201,36,1,9220002,120,icon_island1,105719,100337,icon_island1,1.44
32010102,320102,1,,2,301,36,1,9220001,96,icon_island3,105717,100337,icon_island3,1.2
32010103,320102,1,,2,101,36,1,9220001,96,icon_island2,105721,100337,icon_island2,1.2
32010301,320104,1,1,3,201,36,1,9220002,120,icon_island1,105719,100337,icon_island1,1.44
32010302,320104,1,,2,301,36,1,9220001,96,icon_island3,105717,100337,icon_island3,1.2
32010303,320104,1,,2,101,36,1,9220001,96,icon_island2,105721,100337,icon_island2,1.2
32020101,320201,2,,,9220013,,1,,,icon_island5,Island Treasure,Dig to get mysterious treasure,ro_chip_4,
32020102,320201,2,,,9220007,,1,,,icon_island5,Island Treasure,Dig to get mysterious treasure,item_1900002,
32020103,320201,2,,,9220007,,1,,,icon_island5,Island Treasure,Dig to get mysterious treasure,item_1900002,
32020301,320203,2,,,9220006,,1,,,icon_island5,Island Treasure,Dig to get mysterious treasure,item_1900001,
32020302,320203,1,1,4,301,40,1,9220002,120,icon_island3,105717,100337,icon_island3,1.44
32020303,320203,1,1,4,101,40,1,9220002,120,icon_island2,105721,100337,icon_island2,1.44
32020501,320205,2,,,9220015,,1,,,icon_island5,Island Treasure,Dig to get mysterious treasure,item_1700030,
32020502,320205,1,,3,301,40,1,9220001,96,icon_island3,105717,100337,icon_island3,1.2
32020503,320205,1,,3,101,40,1,9220001,96,icon_island2,105721,100337,icon_island2,1.2
32030201,320302,3,,,1003012,500,1,,,icon_island7,Island Banner,,enhance_400300,
32030202,320302,3,,,1003030,500,1,,,icon_island7,Island Banner,,enhance_403900,
32030203,320302,3,,,1003012,500,1,,,icon_island7,Island Banner,,enhance_400300,
32030401,320304,3,,,1003003,500,1,,,icon_island7,Island Banner,,enhance_400300,
32030402,320304,3,,,1003023,500,1,,,icon_island7,Island Banner,,enhance_403700,
32030403,320304,3,,,1003030,500,1,,,icon_island7,Island Banner,,enhance_403900,
32040101,320401,3,,,1003008,1000,1,,,icon_island7,Island Banner,,enhance_400200,
32040102,320401,1,,4,201,44,1,9220001,96,icon_island1,105719,100337,icon_island1,1.2
32040103,320401,1,,4,301,44,1,9220001,96,icon_island3,105717,100337,icon_island3,1.2
32040301,320403,1,1,5,201,44,1,9220002,120,icon_island1,105719,100337,icon_island1,1.44
32040302,320403,1,1,5,301,44,1,9220002,120,icon_island3,105717,100337,icon_island3,1.44
32040303,320403,1,1,5,101,44,1,9220002,120,icon_island2,105721,100337,icon_island2,1.44
32040501,320405,3,,,1003025,500,1,,,icon_island7,Island Banner,,enhance_403700,
32040502,320405,3,,,1003018,500,1,,,icon_island7,Island Banner,,enhance_403500,
32040503,320405,3,,,1003012,500,1,,,icon_island7,Island Banner,,enhance_400300,
32050201,320502,1,,5,201,47,1,9220001,96,icon_island1,105719,100337,icon_island1,1.2
32050202,320502,1,,5,301,47,1,9220001,96,icon_island3,105717,100337,icon_island3,1.2
32050203,320502,1,,5,101,47,1,9220001,96,icon_island2,105721,100337,icon_island2,1.2
32050401,320504,1,,5,201,47,1,9220001,96,icon_island1,105719,100337,icon_island1,1.2
32050402,320504,1,,5,301,47,1,9220001,96,icon_island3,105717,100337,icon_island3,1.2
32050403,320504,1,,5,101,47,1,9220001,96,icon_island2,105721,100337,icon_island2,1.2
32060101,320601,2,,,9220010,,1,,,icon_island5,Island Treasure,Dig to get mysterious treasure,item_500000,
32060102,320601,2,,,9220011,,1,,,icon_island5,Island Treasure,Dig to get mysterious treasure,item_510000,
32060103,320601,2,,,9220013,,1,,,icon_island5,Island Treasure,Dig to get mysterious treasure,ro_chip_4,
32060301,320603,2,,,9220014,,1,,,icon_island5,Island Treasure,Dig to get mysterious treasure,item_3200001,
32060302,320603,3,,,1003028,500,1,,,icon_island7,Island Banner,,enhance_403800,
32060303,320603,3,,,1003005,1000,1,,,icon_island7,Island Banner,,enhance_400100,
32060501,320605,3,,,1003025,500,1,,,icon_island7,Island Banner,,enhance_403700,
32060502,320605,3,,,1003013,500,1,,,icon_island7,Island Banner,,enhance_400300,
32060503,320605,3,,,1003019,500,1,,,icon_island7,Island Banner,,enhance_403500,
32070201,320702,1,1,7,201,51,1,9220002,120,icon_island1,105719,100337,icon_island1,1.44
32070202,320702,1,1,7,101,51,1,9220002,120,icon_island2,105721,100337,icon_island2,1.44
32070203,320702,3,,,1003011,500,1,,,icon_island7,Island Banner,,enhance_400300,
32070401,320704,1,,6,201,51,1,9220001,96,icon_island1,105719,100337,icon_island1,1.2
32070402,320704,1,,6,101,51,1,9220001,96,icon_island2,105721,100337,icon_island2,1.2
32070403,320704,3,,,1003009,1000,1,,,icon_island7,Island Banner,,enhance_400200,
32080101,320801,1,1,7,201,54,1,9220002,120,icon_island1,105719,100337,icon_island1,1.44
32080102,320801,1,1,7,301,54,1,9220002,120,icon_island3,105717,100337,icon_island3,1.44
32080103,320801,1,1,7,101,54,1,9220002,120,icon_island2,105721,100337,icon_island2,1.44
32080301,320803,1,1,7,201,54,1,9220002,120,icon_island1,105719,100337,icon_island1,1.44
32080302,320803,1,1,7,301,54,1,9220002,120,icon_island3,105717,100337,icon_island3,1.44
32080303,320803,1,1,7,101,54,1,9220002,120,icon_island2,105721,100337,icon_island2,1.44
32080501,320805,1,,6,201,54,1,9220001,96,icon_island1,105719,100337,icon_island1,1.2
32080502,320805,1,,6,301,54,1,9220001,96,icon_island3,105717,100337,icon_island3,1.2
32080503,320805,1,,6,101,54,1,9220001,96,icon_island2,105721,100337,icon_island2,1.2
32090201,320902,2,,,9220010,,1,,,icon_island5,Island Treasure,Dig to get mysterious treasure,item_500000,
32090202,320902,2,,,9220016,,1,,,icon_island5,Island Treasure,Dig to get mysterious treasure,item_1700030,
32090203,320902,2,,,9220006,,1,,,icon_island5,Island Treasure,Dig to get mysterious treasure,item_1900001,
32090401,320904,3,,,1003013,500,1,,,icon_island7,Island Banner,,enhance_400300,
32090402,320904,3,,,1003010,1000,1,,,icon_island7,Island Banner,,enhance_400200,
32090403,320904,3,,,1003003,500,1,,,icon_island7,Island Banner,,enhance_400300,
32100301,321003,1,,9,201,58,1,9220004,240,icon_island1,105719,100337,icon_island1,2.4
32100302,321003,1,,9,301,58,1,9220004,240,icon_island3,105717,100337,icon_island3,2.4
32100303,321003,1,,9,101,58,1,9220004,240,icon_island2,105721,100337,icon_island2,2.4
33010101,330102,1,1,9,301,58,1,9220002,120,icon_island3,105717,100337,icon_island3,1.44
33010102,330102,1,,8,101,58,1,9220001,96,icon_island2,105721,100337,icon_island2,1.2
33010103,330102,1,,8,201,58,1,9220001,96,icon_island1,105719,100337,icon_island5,1.2
33010301,330104,1,1,9,301,58,1,9220002,120,icon_island3,105717,100337,icon_island3,1.44
33010302,330104,1,,8,101,58,1,9220001,96,icon_island2,105721,100337,icon_island2,1.2
33010303,330104,1,,8,201,58,1,9220001,96,icon_island1,105719,100337,icon_island5,1.2
33020101,330201,2,,,9220007,,1,,,icon_island6,Island Treasure,Dig to get mysterious treasure,item_1900002,
33020102,330201,2,,,9220016,,1,,,icon_island6,Island Treasure,Dig to get mysterious treasure,item_1700030,
33020103,330201,2,,,9220015,,1,,,icon_island6,Island Treasure,Dig to get mysterious treasure,item_1700030,
33020301,330203,2,,,9220017,,1,,,icon_island6,Island Treasure,Dig to get mysterious treasure,item_1700039,
33020302,330203,1,1,10,101,62,1,9220002,120,icon_island2,105721,100337,icon_island2,1.44
33020303,330203,1,1,10,201,62,1,9220002,120,icon_island1,105719,100337,icon_island5,1.44
33020501,330205,2,,,9220019,,1,,,icon_island6,Island Treasure,Dig to get mysterious treasure,item_2560001,
33020502,330205,1,,9,101,62,1,9220001,96,icon_island2,105721,100337,icon_island2,1.2
33020503,330205,1,,9,201,62,1,9220001,96,icon_island1,105719,100337,icon_island5,1.2
33030201,330302,3,,,1003002,1000,1,,,icon_island7,Island Banner,,enhance_400200,
33030202,330302,3,,,1003009,1000,1,,,icon_island7,Island Banner,,enhance_400200,
33030203,330302,3,,,1003019,500,1,,,icon_island7,Island Banner,,enhance_403500,
33030401,330304,3,,,1003018,500,1,,,icon_island7,Island Banner,,enhance_403500,
33030402,330304,3,,,1003016,500,1,,,icon_island7,Island Banner,,enhance_400400,
33030403,330304,3,,,1003023,500,1,,,icon_island7,Island Banner,,enhance_403700,
33040101,330401,3,,,1003011,500,1,,,icon_island7,Island Banner,,enhance_400300,
33040102,330401,1,,10,301,65,1,9220001,96,icon_island3,105717,100337,icon_island3,1.2
33040103,330401,1,,10,101,65,1,9220001,96,icon_island2,105721,100337,icon_island2,1.2
33040301,330403,1,1,11,301,65,1,9220002,120,icon_island3,105717,100337,icon_island3,1.44
33040302,330403,1,1,11,101,65,1,9220002,120,icon_island2,105721,100337,icon_island2,1.44
33040303,330403,1,1,11,201,65,1,9220002,120,icon_island1,105719,100337,icon_island5,1.44
33040501,330405,3,,,1003020,500,1,,,icon_island7,Island Banner,,enhance_403600,
33040502,330405,3,,,1003021,500,1,,,icon_island7,Island Banner,,enhance_403600,
33040503,330405,3,,,1003022,500,1,,,icon_island7,Island Banner,,enhance_403600,
33050201,330502,1,,11,301,69,1,9220001,96,icon_island3,105717,100337,icon_island3,1.2
33050202,330502,1,,11,101,69,1,9220001,96,icon_island2,105721,100337,icon_island2,1.2
33050203,330502,1,,11,201,69,1,9220001,96,icon_island1,105719,100337,icon_island5,1.2
33050401,330504,1,,11,301,69,1,9220001,96,icon_island3,105717,100337,icon_island3,1.2
33050402,330504,1,,11,101,69,1,9220001,96,icon_island2,105721,100337,icon_island2,1.2
33050403,330504,1,,11,201,69,1,9220001,96,icon_island1,105719,100337,icon_island5,1.2
33060101,330601,2,,,9220017,,1,,,icon_island6,Island Treasure,Dig to get mysterious treasure,item_1700039,
33060102,330601,2,,,9220009,,1,,,icon_island6,Island Treasure,Dig to get mysterious treasure,item_1700011,
33060103,330601,2,,,9220009,,1,,,icon_island6,Island Treasure,Dig to get mysterious treasure,item_1700011,
33060301,330603,2,,,9220015,,1,,,icon_island6,Island Treasure,Dig to get mysterious treasure,item_1700030,
33060302,330603,3,,,1003029,500,1,,,icon_island7,Island Banner,,enhance_403900,
33060303,330603,3,,,1003029,500,1,,,icon_island7,Island Banner,,enhance_403900,
33060501,330605,3,,,1003015,500,1,,,icon_island7,Island Banner,,enhance_400400,
33060502,330605,3,,,1003009,1000,1,,,icon_island7,Island Banner,,enhance_400200,
33060503,330605,3,,,1003008,,1,,,icon_island7,Island Banner,,enhance_400200,
33070201,330702,1,1,13,301,72,1,9220002,120,icon_island3,105717,100337,icon_island3,1.44
33070202,330702,1,1,13,201,72,1,9220002,120,icon_island1,105719,100337,icon_island5,1.44
33070203,330702,3,,,1003015,500,1,,,icon_island7,Island Banner,,enhance_400400,
33070401,330704,1,,12,301,72,1,9220001,96,icon_island3,105717,100337,icon_island3,1.2
