id,group_id,level,ele_star,max_level,attr_num,buff_lu,buff_num_lu,buff_h,buff_num_h,buff_k,buff_num_k,name,desc_num,desc,desc_current_1,desc_current_2,desc_2,desc_current_2_1,desc_current_2_2,desc_3,desc_current_3_1,desc_current_3_2,item_id,item_num,coin,unlock_level,condition_science_id,condition_science,condition_science_Lv,icon,icon2,power
2000022,1,22,,310,2354000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,2354000,57000,,,,,,,99910011,115,0.0,,1000022,2;3,20,icon_ElementScience1,bg_item_ElementScience1,1790
2000023,1,23,,310,2411000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,2411000,58000,,,,,,,99910011,119,0.0,,1000023,2;3,20,icon_ElementScience1,bg_item_ElementScience1,1890
2000024,1,24,,310,2469000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,2469000,63000,,,,,,,99910011,120,0.0,,1000024,2;3,20,icon_ElementScience1,bg_item_ElementScience1,2000
2000025,1,25,,310,2532000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,2532000,63000,,,,,,,99910011,125,0.0,,1000025,2;3,20,icon_ElementScience1,bg_item_ElementScience1,2110
2000026,1,26,,310,2595000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,2595000,69000,,,,,,,99910011,126,0.0,,1000026,2;3,20,icon_ElementScience1,bg_item_ElementScience1,2220
2000027,1,27,,310,2664000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,2664000,70000,,,,,,,99910011,132,0.0,,1000027,2;3,20,icon_ElementScience1,bg_item_ElementScience1,2330
2000028,1,28,,310,2734000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,2734000,76000,,,,,,,99910011,134,0.0,,1000028,2;3,20,icon_ElementScience1,bg_item_ElementScience1,2450
2000029,1,29,,310,2810000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,2810000,77000,,,,,,,99910011,138,0.0,,1000029,2;3,20,icon_ElementScience1,bg_item_ElementScience1,2570
2000030,1,30,,310,2887000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,2887000,65000,,,,,,,99910011,139,0.0,,1000030,2;3,20,icon_ElementScience1,bg_item_ElementScience1,2690
2000031,1,31,,310,2952000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,2952000,66000,,,,,,,99910011,230,0.0,,1000031,2;3,30,icon_ElementScience1,bg_item_ElementScience1,2810
2000032,1,32,,310,3018000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,3018000,72000,,,,,,,99910011,232,0.0,,1000032,2;3,30,icon_ElementScience1,bg_item_ElementScience1,2930
2000033,1,33,,310,3090000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,3090000,73000,,,,,,,99910011,238,0.0,,1000033,2;3,30,icon_ElementScience1,bg_item_ElementScience1,3060
2000034,1,34,,310,3163000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,3163000,79000,,,,,,,99910011,239,0.0,,1000034,2;3,30,icon_ElementScience1,bg_item_ElementScience1,3190
2000035,1,35,,310,3242000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,3242000,80000,,,,,,,99910011,245,0.0,,1000035,2;3,30,icon_ElementScience1,bg_item_ElementScience1,3320
2000036,1,36,,310,3322000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,3322000,87000,,,,,,,99910011,246,0.0,,1000036,2;3,30,icon_ElementScience1,bg_item_ElementScience1,3450
2000037,1,37,,310,3409000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,3409000,88000,,,,,,,99910011,252,0.0,,1000037,2;3,30,icon_ElementScience1,bg_item_ElementScience1,3580
2000038,1,38,,310,3497000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,3497000,96000,,,,,,,99910011,253,0.0,,1000038,2;3,30,icon_ElementScience1,bg_item_ElementScience1,3720
2000039,1,39,,310,3593000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,3593000,97000,,,,,,,99910011,259,0.0,,1000039,2;3,30,icon_ElementScience1,bg_item_ElementScience1,3860
2000040,1,40,,310,3690000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,3690000,90000,,,,,,,99910011,260,0.0,,1000040,2;3,30,icon_ElementScience1,bg_item_ElementScience1,4000
2000041,1,41,,310,3780000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,3780000,91000,,,,,,,99910011,275,0.0,,1000041,2;3,40,icon_ElementScience1,bg_item_ElementScience1,4140
2000042,1,42,,310,3871000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,3871000,100000,,,,,,,99910011,276,0.0,,1000042,2;3,40,icon_ElementScience1,bg_item_ElementScience1,4290
2000043,1,43,,310,3971000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,3971000,100000,,,,,,,99910011,283,0.0,,1000043,2;3,40,icon_ElementScience1,bg_item_ElementScience1,4440
2000044,1,44,,310,4071000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,4071000,110000,,,,,,,99910011,284,0.0,,1000044,2;3,40,icon_ElementScience1,bg_item_ElementScience1,4590
2000045,1,45,,310,4181000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,4181000,110000,,,,,,,99910011,292,0.0,,1000045,2;3,40,icon_ElementScience1,bg_item_ElementScience1,4740
2000046,1,46,,310,4291000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,4291000,121000,,,,,,,99910011,293,0.0,,1000046,2;3,40,icon_ElementScience1,bg_item_ElementScience1,4900
2000047,1,47,,310,4412000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,4412000,121000,,,,,,,99910011,301,0.0,,1000047,2;3,40,icon_ElementScience1,bg_item_ElementScience1,5060
2000048,1,48,,310,4533000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,4533000,133000,,,,,,,99910011,306,0.0,,1000048,2;3,40,icon_ElementScience1,bg_item_ElementScience1,5220
2000049,1,49,,310,4666000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,4666000,134000,,,,,,,99910011,310,0.0,,1000049,2;3,40,icon_ElementScience1,bg_item_ElementScience1,5380
2000050,1,50,,310,4800000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,4800000,145000,,,,,,,99910011,311,0.0,,1000050,2;3,40,icon_ElementScience1,bg_item_ElementScience1,5550
2000051,1,51,,310,4945000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,4945000,146000,,,,,,,99910011,319,0.0,,1000051,2;3,50,icon_ElementScience1,bg_item_ElementScience1,5720
2000052,1,52,,310,5091000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,5091000,160000,,,,,,,99910011,320,0.0,,1000052,2;3,50,icon_ElementScience1,bg_item_ElementScience1,5890
2000053,1,53,,310,5251000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,5251000,161000,,,,,,,99910011,329,0.0,,1000053,2;3,50,icon_ElementScience1,bg_item_ElementScience1,6060
2000054,1,54,,310,5412000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,5412000,175000,,,,,,,99910011,330,0.0,,1000054,2;3,50,icon_ElementScience1,bg_item_ElementScience1,6240
2000055,1,55,,310,5587000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,5587000,178000,,,,,,,99910011,340,0.0,,1000055,2;3,50,icon_ElementScience1,bg_item_ElementScience1,6420
2000056,1,56,,310,5765000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,5765000,193000,,,,,,,99910011,341,0.0,,1000056,2;3,50,icon_ElementScience1,bg_item_ElementScience1,6600
2000057,1,57,,310,5958000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,5958000,195000,,,,,,,99910011,349,0.0,,1000057,2;3,50,icon_ElementScience1,bg_item_ElementScience1,6780
2000058,1,58,,310,6153000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,6153000,212000,,,,,,,99910011,350,0.0,,1000058,2;3,50,icon_ElementScience1,bg_item_ElementScience1,6970
2000059,1,59,,310,6365000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,6365000,215000,,,,,,,99910011,360,0.0,,1000059,2;3,50,icon_ElementScience1,bg_item_ElementScience1,7160
2000060,1,60,,310,6580000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,6580000,189000,,,,,,,99910011,361,0.0,,1000060,2;3,50,icon_ElementScience1,bg_item_ElementScience1,7350
2000061,1,61,,310,6769000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,6769000,192000,,,,,,,99910011,365,0.0,,1000061,2;3,60,icon_ElementScience1,bg_item_ElementScience2,7540
2000062,1,62,,310,6961000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,6961000,209000,,,,,,,99910011,370,0.0,,1000062,2;3,60,icon_ElementScience1,bg_item_ElementScience2,7740
2000063,1,63,,310,7170000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,7170000,211000,,,,,,,99910011,376,0.0,,1000063,2;3,60,icon_ElementScience1,bg_item_ElementScience2,7940
2000064,1,64,,310,7381000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,7381000,230000,,,,,,,99910011,377,0.0,,1000064,2;3,60,icon_ElementScience1,bg_item_ElementScience2,8140
2000065,1,65,,310,7611000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,7611000,232000,,,,,,,99910011,386,0.0,,1000065,2;3,60,icon_ElementScience1,bg_item_ElementScience2,8340
2000066,1,66,,310,7843000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,7843000,253000,,,,,,,99910011,388,0.0,,1000066,2;3,60,icon_ElementScience1,bg_item_ElementScience2,8550
2000067,1,67,,310,8096000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,8096000,255000,,,,,,,99910011,398,0.0,,1000067,2;3,60,icon_ElementScience1,bg_item_ElementScience2,8760
2000068,1,68,,310,8351000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,8351000,278000,,,,,,,99910011,400,0.0,,1000068,2;3,60,icon_ElementScience1,bg_item_ElementScience2,8970
2000069,1,69,,310,8629000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,8629000,281000,,,,,,,99910011,410,0.0,,1000069,2;3,60,icon_ElementScience1,bg_item_ElementScience2,9180
2000070,1,70,,310,8910000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,8910000,215000,,,,,,,99910011,412,0.0,,1000070,2;3,60,icon_ElementScience1,bg_item_ElementScience2,9400
2000071,1,71,,310,9125000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,9125000,217000,,,,,,,99910011,418,0.0,,1000071,2;3,70,icon_ElementScience1,bg_item_ElementScience2,9620
2000072,1,72,,310,9342000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,9342000,237000,,,,,,,99910011,420,0.0,,1000072,2;3,70,icon_ElementScience1,bg_item_ElementScience2,9840
2000073,1,73,,310,9579000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,9579000,239000,,,,,,,99910011,424,0.0,,1000073,2;3,70,icon_ElementScience1,bg_item_ElementScience2,10070
2000074,1,74,,310,9818000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,9818000,260000,,,,,,,99910011,427,0.0,,1000074,2;3,70,icon_ElementScience1,bg_item_ElementScience2,10300
2000075,1,75,,310,10078000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,10078000,263000,,,,,,,99910011,431,0.0,,1000075,2;3,70,icon_ElementScience1,bg_item_ElementScience2,10530
2000076,1,76,,310,10341000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,10341000,286000,,,,,,,99910011,434,0.0,,1000076,2;3,70,icon_ElementScience1,bg_item_ElementScience2,10760
2000077,1,77,,310,10627000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,10627000,289000,,,,,,,99910011,443,0.0,,1000077,2;3,70,icon_ElementScience1,bg_item_ElementScience2,11000
2000078,1,78,,310,10916000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,10916000,315000,,,,,,,99910011,444,0.0,,1000078,2;3,70,icon_ElementScience1,bg_item_ElementScience2,11240
2000079,1,79,,310,11231000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,11231000,319000,,,,,,,99910011,451,0.0,,1000079,2;3,70,icon_ElementScience1,bg_item_ElementScience2,11480
2000080,1,80,,310,11550000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,11550000,213000,,,,,,,99910011,452,0.0,,1000080,2;3,70,icon_ElementScience1,bg_item_ElementScience2,11730
2000081,1,81,,310,11763000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,11763000,216000,,,,,,,99910011,666,0.0,,1000081,2;3,80,icon_ElementScience1,bg_item_ElementScience2,11980
2000082,1,82,,310,11979000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,11979000,236000,,,,,,,99910011,667,0.0,,1000082,2;3,80,icon_ElementScience1,bg_item_ElementScience2,12230
2000083,1,83,,310,12215000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,12215000,237000,,,,,,,99910011,679,0.0,,1000083,2;3,80,icon_ElementScience1,bg_item_ElementScience2,12480
2000084,1,84,,310,12452000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,12452000,259000,,,,,,,99910011,682,0.0,,1000084,2;3,80,icon_ElementScience1,bg_item_ElementScience2,12740
2000085,1,85,,310,12711000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,12711000,262000,,,,,,,99910011,694,0.0,,1000085,2;3,80,icon_ElementScience1,bg_item_ElementScience2,13000
2000086,1,86,,310,12973000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,12973000,284000,,,,,,,99910011,695,0.0,,1000086,2;3,80,icon_ElementScience1,bg_item_ElementScience2,13260
2000087,1,87,,310,13257000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,13257000,288000,,,,,,,99910011,707,0.0,,1000087,2;3,80,icon_ElementScience1,bg_item_ElementScience2,13530
2000088,1,88,,310,13545000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,13545000,313000,,,,,,,99910011,709,0.0,,1000088,2;3,80,icon_ElementScience1,bg_item_ElementScience2,13800
2000089,1,89,,310,13858000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,13858000,317000,,,,,,,99910011,721,0.0,,1000089,2;3,80,icon_ElementScience1,bg_item_ElementScience2,14070
2000090,1,90,,310,14175000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,14175000,256000,,,,,,,99910011,722,0.0,,1000090,2;3,80,icon_ElementScience1,bg_item_ElementScience2,14340
2000091,1,91,,310,14431000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,14431000,259000,,,,,,,99910011,724,0.0,,1000091,2;3,90,icon_ElementScience1,bg_item_ElementScience2,14620
2000092,1,92,,310,14690000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,14690000,283000,,,,,,,99910011,725,0.0,,1000092,2;3,90,icon_ElementScience1,bg_item_ElementScience2,14900
2000093,1,93,,310,14973000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,14973000,285000,,,,,,,99910011,726,0.0,,1000093,2;3,90,icon_ElementScience1,bg_item_ElementScience2,15180
2000094,1,94,,310,15258000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,15258000,311000,,,,,,,99910011,734,0.0,,1000094,2;3,90,icon_ElementScience1,bg_item_ElementScience2,15470
2000095,1,95,,310,15569000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,15569000,313000,,,,,,,99910011,748,0.0,,1000095,2;3,90,icon_ElementScience1,bg_item_ElementScience2,15760
2000096,1,96,,310,15882000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,15882000,342000,,,,,,,99910011,749,0.0,,1000096,2;3,90,icon_ElementScience1,bg_item_ElementScience2,16050
2000097,1,97,,310,16224000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,16224000,345000,,,,,,,99910011,763,0.0,,1000097,2;3,90,icon_ElementScience1,bg_item_ElementScience2,16350
2000098,1,98,,310,16569000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,16569000,376000,,,,,,,99910011,764,0.0,,1000098,2;3,90,icon_ElementScience1,bg_item_ElementScience2,16650
2000099,1,99,,310,16945000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,16945000,380000,,,,,,,99910011,767,0.0,,1000099,2;3,90,icon_ElementScience1,bg_item_ElementScience2,16950
2000100,1,100,,310,17325000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,17325000,299000,,,,,,,99910011,774,0.0,,1000100,2;3,90,icon_ElementScience1,bg_item_ElementScience2,17250
2000101,1,101,,310,17624000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,17624000,302000,,,,,,,99910011,778,0.0,,1000101,2;3,100,icon_ElementScience1,bg_item_ElementScience2,17560
2000102,1,102,,310,17926000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,17926000,330000,,,,,,,99910011,780,0.0,,1000102,2;3,100,icon_ElementScience1,bg_item_ElementScience2,17870
2000103,1,103,,310,18256000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,18256000,333000,,,,,,,99910011,786,0.0,,1000103,2;3,100,icon_ElementScience1,bg_item_ElementScience2,18180
2000104,1,104,,310,18589000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,18589000,362000,,,,,,,99910011,788,0.0,,1000104,2;3,100,icon_ElementScience1,bg_item_ElementScience2,18500
2000105,1,105,,310,18951000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,18951000,366000,,,,,,,99910011,802,0.0,,1000105,2;3,100,icon_ElementScience1,bg_item_ElementScience2,18820
2000106,1,106,,310,19317000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,19317000,399000,,,,,,,99910011,804,0.0,,1000106,2;3,100,icon_ElementScience1,bg_item_ElementScience2,19140
2000107,1,107,,310,19716000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,19716000,402000,,,,,,,99910011,818,0.0,,1000107,2;3,100,icon_ElementScience1,bg_item_ElementScience2,19470
2000108,1,108,,310,20118000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,20118000,439000,,,,,,,99910011,820,0.0,,1000108,2;3,100,icon_ElementScience1,bg_item_ElementScience2,19800
2000109,1,109,,310,20557000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,20557000,443000,,,,,,,99910011,821,0.0,,1000109,2;3,100,icon_ElementScience1,bg_item_ElementScience2,20130
2000110,1,110,,310,21000000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,21000000,370000,,,,,,,99910011,822,0.0,,1000110,2;3,100,icon_ElementScience1,bg_item_ElementScience2,20470
2000111,1,111,,310,21370000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,21370000,375000,,,,,,,99910011,823,0.0,,1000111,2;3,110,icon_ElementScience1,bg_item_ElementScience2,20810
2000112,1,112,,310,21745000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,21745000,408000,,,,,,,99910011,824,0.0,,1000112,2;3,110,icon_ElementScience1,bg_item_ElementScience2,21150
2000113,1,113,,310,22153000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,22153000,412000,,,,,,,99910011,840,0.0,,1000113,2;3,110,icon_ElementScience1,bg_item_ElementScience2,21500
2000114,1,114,,310,22565000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,22565000,448000,,,,,,,99910011,841,0.0,,1000114,2;3,110,icon_ElementScience1,bg_item_ElementScience2,21850
2000115,1,115,,310,23013000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,23013000,453000,,,,,,,99910011,857,0.0,,1000115,2;3,110,icon_ElementScience1,bg_item_ElementScience2,22200
2000116,1,116,,310,23466000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,23466000,494000,,,,,,,99910011,858,0.0,,1000116,2;3,110,icon_ElementScience1,bg_item_ElementScience2,22560
2000117,1,117,,310,23960000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,23960000,498000,,,,,,,99910011,874,0.0,,1000117,2;3,110,icon_ElementScience1,bg_item_ElementScience2,22920
2000118,1,118,,310,24458000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,24458000,543000,,,,,,,99910011,876,0.0,,1000118,2;3,110,icon_ElementScience1,bg_item_ElementScience2,23280
2000119,1,119,,310,25001000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,25001000,549000,,,,,,,99910011,892,0.0,,1000119,2;3,110,icon_ElementScience1,bg_item_ElementScience2,23650
2000120,1,120,,310,25550000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,25550000,395000,,,,,,,99910011,893,0.0,,1000120,2;3,110,icon_ElementScience1,bg_item_ElementScience2,24020
2000121,1,121,,310,25945000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,25945000,399000,,,,,,,99910011,894,0.0,,1000121,2;3,120,icon_ElementScience1,bg_item_ElementScience3,24390
2000122,1,122,,310,26344000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,26344000,435000,,,,,,,99910011,895,0.0,,1000122,2;3,120,icon_ElementScience1,bg_item_ElementScience3,24770
2000123,1,123,,310,26779000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,26779000,439000,,,,,,,99910011,896,0.0,,1000123,2;3,120,icon_ElementScience1,bg_item_ElementScience3,25150
2000124,1,124,,310,27218000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,27218000,478000,,,,,,,99910011,898,0.0,,1000124,2;3,120,icon_ElementScience1,bg_item_ElementScience3,25530
2000125,1,125,,310,27696000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,27696000,483000,,,,,,,99910011,911,0.0,,1000125,2;3,120,icon_ElementScience1,bg_item_ElementScience3,25920
2000126,1,126,,310,28179000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,28179000,526000,,,,,,,99910011,913,0.0,,1000126,2;3,120,icon_ElementScience1,bg_item_ElementScience3,26310
2000127,1,127,,310,28705000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,28705000,531000,,,,,,,99910011,929,0.0,,1000127,2;3,120,icon_ElementScience1,bg_item_ElementScience3,26700
2000128,1,128,,310,29236000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,29236000,579000,,,,,,,99910011,931,0.0,,1000128,2;3,120,icon_ElementScience1,bg_item_ElementScience3,27100
2000129,1,129,,310,29815000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,29815000,585000,,,,,,,99910011,948,0.0,,1000129,2;3,120,icon_ElementScience1,bg_item_ElementScience3,27500
2000130,1,130,,310,30400000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,30400000,619000,,,,,,,99910011,949,0.0,,1000130,2;3,120,icon_ElementScience1,bg_item_ElementScience3,27900
2000131,1,131,,310,31019000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,31019000,625000,,,,,,,99910011,1140,0.0,,1000131,2;3,130,icon_ElementScience1,bg_item_ElementScience3,28310
2000132,1,132,,310,31644000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,31644000,682000,,,,,,,99910011,1141,0.0,,1000132,2;3,130,icon_ElementScience1,bg_item_ElementScience3,28720
2000133,1,133,,310,32326000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,32326000,688000,,,,,,,99910011,1163,0.0,,1000133,2;3,130,icon_ElementScience1,bg_item_ElementScience3,29140
2000134,1,134,,310,33014000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,33014000,749000,,,,,,,99910011,1165,0.0,,1000134,2;3,130,icon_ElementScience1,bg_item_ElementScience3,29560
2000135,1,135,,310,33763000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,33763000,757000,,,,,,,99910011,1186,0.0,,1000135,2;3,130,icon_ElementScience1,bg_item_ElementScience3,29980
2000136,1,136,,310,34520000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,34520000,824000,,,,,,,99910011,1188,0.0,,1000136,2;3,130,icon_ElementScience1,bg_item_ElementScience3,30410
2000137,1,137,,310,35344000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,35344000,833000,,,,,,,99910011,1210,0.0,,1000137,2;3,130,icon_ElementScience1,bg_item_ElementScience3,30840
2000138,1,138,,310,36177000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,36177000,907000,,,,,,,99910011,1212,0.0,,1000138,2;3,130,icon_ElementScience1,bg_item_ElementScience3,31270
2000139,1,139,,310,37084000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,37084000,916000,,,,,,,99910011,1214,0.0,,1000139,2;3,130,icon_ElementScience1,bg_item_ElementScience3,31710
2000140,1,140,,310,38000000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,38000000,713000,,,,,,,99910011,1217,0.0,,1000140,2;3,130,icon_ElementScience1,bg_item_ElementScience3,32150
2000141,1,141,,310,38713000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,38713000,720000,,,,,,,99910011,1219,0.0,,1000141,2;3,140,icon_ElementScience1,bg_item_ElementScience3,32590
2000142,1,142,,310,39433000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,39433000,784000,,,,,,,99910011,1222,0.0,,1000142,2;3,140,icon_ElementScience1,bg_item_ElementScience3,33040
2000143,1,143,,310,40217000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,40217000,792000,,,,,,,99910011,1228,0.0,,1000143,2;3,140,icon_ElementScience1,bg_item_ElementScience3,33490
2000144,1,144,,310,41009000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,41009000,863000,,,,,,,99910011,1230,0.0,,1000144,2;3,140,icon_ElementScience1,bg_item_ElementScience3,33950
2000145,1,145,,310,41872000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,41872000,871000,,,,,,,99910011,1253,0.0,,1000145,2;3,140,icon_ElementScience1,bg_item_ElementScience3,34410
2000146,1,146,,310,42743000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,42743000,950000,,,,,,,99910011,1255,0.0,,1000146,2;3,140,icon_ElementScience1,bg_item_ElementScience3,34870
2000147,1,147,,310,43693000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,43693000,958000,,,,,,,99910011,1278,0.0,,1000147,2;3,140,icon_ElementScience1,bg_item_ElementScience3,35340
2000148,1,148,,310,44651000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,44651000,1044000,,,,,,,99910011,1280,0.0,,1000148,2;3,140,icon_ElementScience1,bg_item_ElementScience3,35810
2000149,1,149,,310,45695000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,45695000,1055000,,,,,,,99910011,1283,0.0,,1000149,2;3,140,icon_ElementScience1,bg_item_ElementScience3,36280
2000150,1,150,,310,46750000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,46750000,957000,,,,,,,99910011,1285,0.0,,1000150,2;3,140,icon_ElementScience1,bg_item_ElementScience3,36760
2000151,1,151,,310,47707000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,47707000,967000,,,,,,,99910011,1288,0.0,,1000151,2;3,150,icon_ElementScience1,bg_item_ElementScience3,37240
2000152,1,152,,310,48674000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,48674000,1054000,,,,,,,99910011,1290,0.0,,1000152,2;3,150,icon_ElementScience1,bg_item_ElementScience3,37730
2000153,1,153,,310,49728000.0,,,,,,,Explosion (Basic),1,ATK of Explosion increase,49728000,1063000,,,,,,,99910011,1294,0.0,,1000153,2;3,150,icon_ElementScience1,bg_item_ElementScience3,38220
