id,item_name_key,icon_res,rewards_quality,help_type,reward_param,rewards_num,help_times,unlock_type,unlock_level,sequenc_weight
20329,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,29,48
20330,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,30,48
20331,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,31,48
20332,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,32,48
20333,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,33,48
20334,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,34,48
20335,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,35,48
20336,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,36,48
20337,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,37,48
20338,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,38,48
20339,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,39,48
20340,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,40,48
20341,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,41,48
20342,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,42,48
20343,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,43,48
20344,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,44,48
20345,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,45,48
20346,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,46,48
20347,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,47,48
20348,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,48,48
20349,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,49,48
20350,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,50,48
20351,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,51,48
20352,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,52,48
20353,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,53,48
20354,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,54,48
20355,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,55,48
20356,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,56,48
20357,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,57,48
20358,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,58,48
20359,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,59,48
20360,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,60,48
20361,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,61,48
20362,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,62,48
20363,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,63,48
20364,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,64,48
20365,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,65,48
20366,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,66,48
20367,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,67,48
20368,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,68,48
20369,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,69,48
20370,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,70,48
20371,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,71,48
20372,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,72,48
20373,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,73,48
20374,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,74,48
20375,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,75,48
20376,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,76,48
20377,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,77,48
20378,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,78,48
20379,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,79,48
20380,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,80,48
