id,mission_name,order,condition,condition_id,condition_num,reward_id,icon,discription,tip_text,guide_group,previous_quest,reward_multiple,extra_reward,extra_reward_share,key_name,guide_group_v1,switch_monster_v2_show,switch_not_show
103121,Unlock area No. {0}.,35010,103,0,23.0,4112171,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,21,,0,
103122,Unlock area No. {0}.,37010,103,0,24.0,4112172,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,22,,0,
103123,Unlock area No. {0}.,39010,103,0,25.0,4112173,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,23,,0,
103124,Unlock area No. {0}.,41010,103,0,26.0,4112174,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,24,,0,
103125,Unlock area No. {0}.,43010,103,0,27.0,4112175,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,25,,0,
103126,Unlock area No. {0}.,45010,103,0,28.0,4112176,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,26,,0,
103127,Unlock area No. {0}.,47010,103,0,29.0,4112177,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,27,,0,
103128,Unlock area No. {0}.,49010,103,0,30.0,4112178,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,28,,0,
103129,Unlock area No. {0}.,51010,103,0,31.0,4112179,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,29,,0,
103130,Unlock area No. {0}.,53010,103,0,32.0,4112180,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,30,,0,
103131,Unlock area No. {0}.,55010,103,0,33.0,4112181,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,31,,0,
103132,Unlock area No. {0}.,57010,103,0,34.0,4112182,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,32,,0,
103133,Unlock area No. {0}.,59010,103,0,35.0,4112183,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,33,,0,
103134,Unlock area No. {0}.,61010,103,0,36.0,4112184,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,34,,0,
103135,Unlock area No. {0}.,63010,103,0,37.0,4112185,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,35,,0,
103136,Unlock area No. {0}.,65010,103,0,38.0,4112186,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,36,,0,
103137,Unlock area No. {0}.,67010,103,0,39.0,4112187,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,37,,0,
103138,Unlock area No. {0}.,69010,103,0,40.0,4112188,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,38,,0,
103139,Unlock area No. {0}.,70010,103,0,41.0,4112189,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,39,,0,
103140,Unlock area No. {0}.,999999,103,0,42.0,4112190,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,40,,0,
103141,Unlock area No. {0}.,999999,103,0,43.0,4112191,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,41,,0,
103142,Unlock area No. {0}.,999999,103,0,44.0,4112192,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,42,,0,
103143,Unlock area No. {0}.,999999,103,0,45.0,4112193,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,43,,0,
103144,Unlock area No. {0}.,999999,103,0,46.0,4112194,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,44,,0,
103145,Unlock area No. {0}.,999999,103,0,47.0,4112195,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,45,,0,
103146,Unlock area No. {0}.,999999,103,0,48.0,4112196,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,46,,0,
103147,Unlock area No. {0}.,999999,103,0,49.0,4112197,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,47,,0,
103148,Unlock area No. {0}.,999999,103,0,50.0,4112198,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,48,,0,
103149,Unlock area No. {0}.,999999,103,0,51.0,4112199,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,49,,0,
103150,Unlock area No. {0}.,999999,103,0,52.0,4112200,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,50,,0,
103151,Unlock area No. {0}.,999999,103,0,53.0,4112201,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,51,,0,
103152,Unlock area No. {0}.,999999,103,0,54.0,4112202,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,52,,0,
103153,Unlock area No. {0}.,999999,103,0,55.0,4112203,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,53,,0,
103154,Unlock area No. {0}.,999999,103,0,56.0,4112204,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,54,,0,
103155,Unlock area No. {0}.,999999,103,0,57.0,4112205,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,55,,0,
103156,Unlock area No. {0}.,999999,103,0,58.0,4112206,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,56,,0,
103157,Unlock area No. {0}.,999999,103,0,59.0,4112207,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,57,,0,
103158,Unlock area No. {0}.,999999,103,0,60.0,4112208,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,58,,0,
103159,Unlock area No. {0}.,999999,103,0,61.0,4112209,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,59,,0,
103160,Unlock area No. {0}.,999999,103,0,62.0,4112210,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,60,,0,
104101,Obtained {0} coins.,9999999,104,1,5000.0,4112211,task_nongye,Obtained {0} coins.,Obtained {0} coins.,5,,0,0,0,5000,,0,
104102,Obtained {0} coins.,9999999,104,1,30000.0,4112212,task_nongye,Obtained {0} coins.,Obtained {0} coins.,5,,0,0,0,30000,,0,
104103,Obtained {0} coins.,9999999,104,1,100000.0,4112213,task_nongye,Obtained {0} coins.,Obtained {0} coins.,5,,0,0,0,100000,,0,
104104,Obtained {0} coins.,9999999,104,1,500000.0,4112214,task_nongye,Obtained {0} coins.,Obtained {0} coins.,5,,0,0,0,500000,,0,
104105,Obtained {0} coins.,9999999,104,1,1800000.0,4112215,task_nongye,Obtained {0} coins.,Obtained {0} coins.,5,,0,0,0,1800000,,0,
104106,Obtained {0} coins.,9999999,104,1,4500000.0,4112216,task_nongye,Obtained {0} coins.,Obtained {0} coins.,5,,0,0,0,4500000,,0,
104107,Obtained {0} coins.,9999999,104,1,14000000.0,4112217,task_nongye,Obtained {0} coins.,Obtained {0} coins.,5,,0,0,0,14000000,,0,
104108,Obtained {0} coins.,9999999,104,1,30000000.0,4112218,task_nongye,Obtained {0} coins.,Obtained {0} coins.,5,,0,0,0,30000000,,0,
104109,Obtained {0} coins.,9999999,104,1,60000000.0,4112219,task_nongye,Obtained {0} coins.,Obtained {0} coins.,5,,0,0,0,60000000,,0,
104110,Obtained {0} coins.,9999999,104,1,130000000.0,4112220,task_nongye,Obtained {0} coins.,Obtained {0} coins.,5,,0,0,0,130000000,,0,
105101,Own {0} x{1},9999999,105,1700,10.0,4112221,task_jianzao,Own {0} x{1},Own {0} x{1},8,,0,0,0,10,,0,
105102,Own {0} x{1},9999999,105,1700,15.0,4112222,task_jianzao,Own {0} x{1},Own {0} x{1},8,,0,0,0,15,,0,
105103,Own {0} x{1},9999999,105,1700,20.0,4112223,task_jianzao,Own {0} x{1},Own {0} x{1},8,,0,0,0,20,,0,
105104,Own {0} x{1},9999999,105,1700,25.0,4112224,task_jianzao,Own {0} x{1},Own {0} x{1},8,,0,0,0,25,,0,
105105,Own {0} x{1},9999999,105,1700,30.0,4112225,task_jianzao,Own {0} x{1},Own {0} x{1},8,,0,0,0,30,,0,
105106,Own {0} x{1},9999999,105,1700,35.0,4112226,task_jianzao,Own {0} x{1},Own {0} x{1},8,,0,0,0,35,,0,
105107,Own {0} x{1},9999999,105,1700,40.0,4112227,task_jianzao,Own {0} x{1},Own {0} x{1},8,,0,0,0,40,,0,
105108,Own {0} x{1},9999999,105,1700,45.0,4112228,task_jianzao,Own {0} x{1},Own {0} x{1},8,,0,0,0,45,,0,
105109,Own {0} x{1},9999999,105,1700,50.0,4112229,task_jianzao,Own {0} x{1},Own {0} x{1},8,,0,0,0,50,,0,
105201,Own {0} x{1},3011,105,1040,2.0,4112230,task_jianzao,Own {0} x{1},Own {0} x{1},8,,0,0,0,2,,0,
105202,Own {0} x{1},3014,105,1040,3.0,4112231,task_jianzao,Own {0} x{1},Own {0} x{1},8,,0,0,0,3,,0,
105203,Own {0} x{1},9999999,105,1040,4.0,4112232,task_jianzao,Own {0} x{1},Own {0} x{1},8,,0,0,0,4,,0,
105204,Own {0} x{1},9999999,105,1040,5.0,4112233,task_jianzao,Own {0} x{1},Own {0} x{1},8,,0,0,0,5,,0,
105205,Own {0} x{1},9999999,105,1040,6.0,4112234,task_jianzao,Own {0} x{1},Own {0} x{1},8,,0,0,0,6,,0,
105206,Own {0} x{1},9999999,105,1040,7.0,4112235,task_jianzao,Own {0} x{1},Own {0} x{1},8,,0,0,0,7,,0,
105207,Own {0} x{1},9999999,105,1040,8.0,4112236,task_jianzao,Own {0} x{1},Own {0} x{1},8,,0,0,0,8,,0,
105208,Own {0} x{1},9999999,105,1040,9.0,4112237,task_jianzao,Own {0} x{1},Own {0} x{1},8,,0,0,0,9,,0,
105209,Own {0} x{1},9999999,105,1040,10.0,4112238,task_jianzao,Own {0} x{1},Own {0} x{1},8,,0,0,0,10,,0,
105301,Obtained {0} coins.,9999999,104,1,300000000.0,4112239,task_nongye,Obtained {0} coins.,Obtained {0} coins.,5,,0,0,0,,,0,
105302,Obtained {0} coins.,9999999,104,1,1000000000.0,4112240,task_nongye,Obtained {0} coins.,Obtained {0} coins.,5,,0,0,0,,,0,
106101,Create {1} Lv.{2} {0},3013,101,1042,2.0,4112241,task_xunlian,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,,,0,
106102,Train {1} {0}.,9999999,106,101,10.0,4112242,task_xunlian,Train {1} {0}.,Train {1} {0}.,9,,0,0,0,,,0,
106103,Train {1} {0}.,9999999,106,101,20.0,4112243,task_xunlian,Train {1} {0}.,Train {1} {0}.,9,,0,0,0,,,0,
106104,Train {1} {0}.,9999999,106,101,25.0,4112244,task_xunlian,Train {1} {0}.,Train {1} {0}.,9,,0,0,0,,,0,
106105,Train {1} {0}.,9999999,106,101,30.0,4112245,task_xunlian,Train {1} {0}.,Train {1} {0}.,9,,0,0,0,,,0,
106106,Train {1} {0}.,9999999,106,101,35.0,4112246,task_xunlian,Train {1} {0}.,Train {1} {0}.,9,,0,0,0,,,0,
106107,Train {1} {0}.,1020,106,101,8.0,4112247,task_xunlian,Train {1} {0}.,Train {1} {0}.,9,,0,0,0,,,0,
107101,Unlock Tech Lv.{1} [{0}].,5020,107,320006,1.0,4112248,task_keji,Unlock Tech Lv.{1} [{0}].,Unlock Tech Lv.{1} [{0}].,13,,0,0,0,,72,0,
107206,Unlock Tech Lv.{1} [{0}].,6050,107,311006,1.0,4112249,task_keji,Unlock Tech Lv.{1} [{0}].,Unlock Tech Lv.{1} [{0}].,13,,0,0,0,,72,0,
107207,Unlock Tech Lv.{1} [{0}].,7050,107,311007,1.0,4112250,task_keji,Unlock Tech Lv.{1} [{0}].,Unlock Tech Lv.{1} [{0}].,13,,0,0,0,,72,0,
107306,Unlock Tech Lv.{1} [{0}].,6040,107,310006,1.0,4112251,task_keji,Unlock Tech Lv.{1} [{0}].,Unlock Tech Lv.{1} [{0}].,13,,0,0,0,,72,0,
107307,Unlock Tech Lv.{1} [{0}].,7040,107,310007,1.0,4112252,task_keji,Unlock Tech Lv.{1} [{0}].,Unlock Tech Lv.{1} [{0}].,13,,0,0,0,,72,0,
107308,Unlock Tech Lv.{1} [{0}].,8050,107,310008,1.0,4112253,task_keji,Unlock Tech Lv.{1} [{0}].,Unlock Tech Lv.{1} [{0}].,13,,0,0,0,,72,0,
107402,Unlock Tech Lv.{1} [{0}].,6035,107,300002,1.0,4112254,task_keji,Unlock Tech Lv.{1} [{0}].,Unlock Tech Lv.{1} [{0}].,13,,0,0,0,,72,0,
108101,CP reached {0}.,9999999,108,0,9000.0,4112255,task_jianzao,CP reached {0}.,CP reached {0}.,17,,0,0,0,,,0,combat_power_v1
108102,CP reached {0}.,9999999,108,0,160000.0,4112256,task_jianzao,CP reached {0}.,CP reached {0}.,17,,0,0,0,,,0,combat_power_v1
108103,CP reached {0}.,9999999,108,0,120000000.0,4112257,task_jianzao,CP reached {0}.,CP reached {0}.,17,,0,0,0,,,0,combat_power_v1
108104,CP reached {0}.,9999999,108,0,7000000000.0,4112258,task_jianzao,CP reached {0}.,CP reached {0}.,17,,0,0,0,,,0,combat_power_v1
108105,CP reached {0}.,9999999,108,0,350000000000.0,4112259,task_jianzao,CP reached {0}.,CP reached {0}.,17,,0,0,0,,,0,combat_power_v1
108106,CP reached {0}.,9999999,108,0,16000000000000.0,4112260,task_jianzao,CP reached {0}.,CP reached {0}.,17,,0,0,0,,,0,combat_power_v1
108107,CP reached {0}.,9999999,108,0,780000000000000.0,4112261,task_jianzao,CP reached {0}.,CP reached {0}.,17,,0,0,0,,,0,combat_power_v1
108108,CP reached {0}.,9999999,108,0,3.6e+16,4112262,task_jianzao,CP reached {0}.,CP reached {0}.,17,,0,0,0,,,0,combat_power_v1
202101,Defeat Lv. {0} Dark Forces on the World Map,5035,202,0,5.0,4112263,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,5,,1,
202102,Defeat Lv. {0} Dark Forces on the World Map,6030,202,0,6.0,4112264,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,6,,1,
202103,Defeat Lv. {0} Dark Forces on the World Map,7030,202,0,7.0,4112265,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,7,,1,
202104,Defeat Lv. {0} Dark Forces on the World Map,8030,202,0,8.0,4112266,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,8,,1,
202105,Defeat Lv. {0} Dark Forces on the World Map,9030,202,0,9.0,4112267,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,9,,1,
202106,Defeat Lv. {0} Dark Forces on the World Map,10030,202,0,10.0,4112268,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,10,,1,
202107,Defeat Lv. {0} Dark Forces on the World Map,11030,202,0,11.0,4112269,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,11,,1,
202108,Defeat Lv. {0} Dark Forces on the World Map,12030,202,0,12.0,4112270,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,12,,1,
202109,Defeat Lv. {0} Dark Forces on the World Map,13030,202,0,13.0,4112271,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,13,,1,
202110,Defeat Lv. {0} Dark Forces on the World Map,14030,202,0,14.0,4112272,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,14,,1,
202111,Defeat Lv. {0} Dark Forces on the World Map,15030,202,0,15.0,4112273,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,15,,1,
202112,Defeat Lv. {0} Dark Forces on the World Map,16030,202,0,16.0,4112274,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,16,,1,
202113,Defeat Lv. {0} Dark Forces on the World Map,17030,202,0,17.0,4112275,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,17,,1,
202114,Defeat Lv. {0} Dark Forces on the World Map,18030,202,0,18.0,4112276,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,18,,1,
202115,Defeat Lv. {0} Dark Forces on the World Map,19030,202,0,19.0,4112277,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,19,,1,
202116,Defeat Lv. {0} Dark Forces on the World Map,20030,202,0,20.0,4112278,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,20,,1,
202117,Defeat Lv. {0} Dark Forces on the World Map,21030,202,0,21.0,4112279,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,21,,1,
202118,Defeat Lv. {0} Dark Forces on the World Map,22030,202,0,22.0,4112280,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,22,,1,
202119,Defeat Lv. {0} Dark Forces on the World Map,23030,202,0,23.0,4112281,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,23,,1,
202120,Defeat Lv. {0} Dark Forces on the World Map,24030,202,0,24.0,4112282,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,24,,1,
202121,Defeat Lv. {0} Dark Forces on the World Map,25030,202,0,25.0,4112283,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,25,,1,
202122,Defeat Lv. {0} Dark Forces on the World Map,26030,202,0,26.0,4112284,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,26,,1,
202123,Defeat Lv. {0} Dark Forces on the World Map,27030,202,0,27.0,4112285,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,27,,1,
202124,Defeat Lv. {0} Dark Forces on the World Map,28030,202,0,28.0,4112286,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,28,,1,
202125,Defeat Lv. {0} Dark Forces on the World Map,29030,202,0,29.0,4112287,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,29,,1,
202126,Defeat Lv. {0} Dark Forces on the World Map,30030,202,0,30.0,4112288,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,30,,1,
202127,Defeat Lv. {0} Dark Forces on the World Map,31030,202,0,31.0,4112289,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,31,,1,
202128,Defeat Lv. {0} Dark Forces on the World Map,32030,202,0,32.0,4112290,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,32,,1,
202129,Defeat Lv. {0} Dark Forces on the World Map,33030,202,0,33.0,4112291,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,33,,1,
202130,Defeat Lv. {0} Dark Forces on the World Map,34030,202,0,34.0,4112292,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,34,,1,
202131,Defeat Lv. {0} Dark Forces on the World Map,35030,202,0,35.0,4112293,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,35,,1,
202132,Defeat Lv. {0} Dark Forces on the World Map,36030,202,0,36.0,4112294,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,36,,1,
202133,Defeat Lv. {0} Dark Forces on the World Map,37030,202,0,37.0,4112295,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,37,,1,
202134,Defeat Lv. {0} Dark Forces on the World Map,38030,202,0,38.0,4112296,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,38,,1,
202135,Defeat Lv. {0} Dark Forces on the World Map,39030,202,0,39.0,4112297,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,39,,1,
202136,Defeat Lv. {0} Dark Forces on the World Map,40030,202,0,40.0,4112298,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,40,,1,
202137,Defeat Lv. {0} Dark Forces on the World Map,41030,202,0,41.0,4112299,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,41,,1,
202138,Defeat Lv. {0} Dark Forces on the World Map,42030,202,0,42.0,4112300,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,42,,1,
202139,Defeat Lv. {0} Dark Forces on the World Map,43030,202,0,43.0,4112301,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,43,,1,
202140,Defeat Lv. {0} Dark Forces on the World Map,44030,202,0,44.0,4112302,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,44,,1,
202141,Defeat Lv. {0} Dark Forces on the World Map,45030,202,0,45.0,4112303,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,45,,1,
202142,Defeat Lv. {0} Dark Forces on the World Map,46030,202,0,46.0,4112304,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,46,,1,
202143,Defeat Lv. {0} Dark Forces on the World Map,47030,202,0,47.0,4112305,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,47,,1,
202144,Defeat Lv. {0} Dark Forces on the World Map,48030,202,0,48.0,4112306,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,48,,1,
202145,Defeat Lv. {0} Dark Forces on the World Map,49030,202,0,49.0,4112307,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,49,,1,
202146,Defeat Lv. {0} Dark Forces on the World Map,50030,202,0,50.0,4112308,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,50,,1,
203101,Defeat {0} Dark Forces on the World Map,5030,201,0,1.0,4112309,task_zhandou,Defeat {0} Dark Forces on the World Map,Defeat {0} Dark Forces on the World Map,14,,0,0,0,1,,0,
203102,Defeat {0} Dark Forces on the World Map,9999999,201,0,50.0,4112310,task_zhandou,Defeat {0} Dark Forces on the World Map,Defeat {0} Dark Forces on the World Map,14,,0,0,0,50,,0,
203103,Defeat {0} Dark Forces on the World Map,9999999,201,0,150.0,4112311,task_zhandou,Defeat {0} Dark Forces on the World Map,Defeat {0} Dark Forces on the World Map,14,,0,0,0,150,,0,
203104,Defeat {0} Dark Forces on the World Map,9999999,201,0,250.0,4112312,task_zhandou,Defeat {0} Dark Forces on the World Map,Defeat {0} Dark Forces on the World Map,14,,0,0,0,250,,0,
203105,Defeat {0} Dark Forces on the World Map,9999999,201,0,500.0,4112313,task_zhandou,Defeat {0} Dark Forces on the World Map,Defeat {0} Dark Forces on the World Map,14,,0,0,0,500,,0,
203106,Defeat {0} Dark Forces on the World Map,9999999,201,0,900.0,4112314,task_zhandou,Defeat {0} Dark Forces on the World Map,Defeat {0} Dark Forces on the World Map,14,,0,0,0,900,,0,
203107,Defeat {0} Dark Forces on the World Map,9999999,201,0,1500.0,4112315,task_zhandou,Defeat {0} Dark Forces on the World Map,Defeat {0} Dark Forces on the World Map,14,,0,0,0,1500,,0,
204101,Gather {1} {0},9999999,203,7,10000.0,4112316,task_nongye,Gather {1} {0},Gather {1} {0},16,,0,0,0,,,0,
204102,Gather {1} {0},9999999,203,7,100000.0,4112317,task_nongye,Gather {1} {0},Gather {1} {0},16,,0,0,0,,,0,
204103,Gather {1} {0},9999999,203,7,1000000.0,4112318,task_nongye,Gather {1} {0},Gather {1} {0},16,,0,0,0,,,0,
204104,Gather {1} {0},9999999,203,7,2000000.0,4112319,task_nongye,Gather {1} {0},Gather {1} {0},16,,0,0,0,,,0,
204105,Gather {1} {0},9999999,203,7,4000000.0,4112320,task_nongye,Gather {1} {0},Gather {1} {0},16,,0,0,0,,,0,
204106,Gather {1} {0},9999999,203,7,10000000.0,4112321,task_nongye,Gather {1} {0},Gather {1} {0},16,,0,0,0,,,0,
204201,Gather {1} {0},9999999,203,5,10000.0,4112322,task_nongye,Gather {1} {0},Gather {1} {0},16,,0,0,0,,,0,
204202,Gather {1} {0},9999999,203,5,100000.0,4112323,task_nongye,Gather {1} {0},Gather {1} {0},16,,0,0,0,,,0,
204203,Gather {1} {0},9999999,203,5,1000000.0,4112324,task_nongye,Gather {1} {0},Gather {1} {0},16,,0,0,0,,,0,
204204,Gather {1} {0},9999999,203,5,2000000.0,4112325,task_nongye,Gather {1} {0},Gather {1} {0},16,,0,0,0,,,0,
204205,Gather {1} {0},9999999,203,5,4000000.0,4112326,task_nongye,Gather {1} {0},Gather {1} {0},16,,0,0,0,,,0,
204206,Gather {1} {0},9999999,203,5,10000000.0,4112327,task_nongye,Gather {1} {0},Gather {1} {0},16,,0,0,0,,,0,
340008,Merge {1} {0}.,4105,110,10005,4.0,4112328,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,,5,,0,
340013,Merge {1} {0}.,5106,110,10006,6.0,4112329,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,,6,,0,
340018,Merge {1} {0}.,6125,110,10007,6.0,4112330,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,,7,,0,
340024,Merge {1} {0}.,7106,110,10008,6.0,4112331,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,,8,,0,
340031,Merge {1} {0}.,8106,110,10009,6.0,4112332,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,,9,,0,
340039,Merge {1} {0}.,9106,110,10010,6.0,4112333,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,,10,,0,
