id,mission_name,order,condition,condition_id,condition_num,reward_id,icon,discription,tip_text,guide_group,previous_quest,reward_multiple,extra_reward,extra_reward_share,key_name,guide_group_v1,switch_monster_v2_show,switch_not_show,level
1184,Unlock area No. {0}.,62701,103,0,214.0,4120184,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,184,,,,0
1185,Unlock area No. {0}.,63701,103,0,215.0,4120185,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,185,,,,0
1186,Unlock area No. {0}.,63702,103,0,216.0,4120186,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,186,,,,0
1187,Unlock area No. {0}.,63703,103,0,217.0,4120187,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,187,,,,0
1188,Unlock area No. {0}.,63704,103,0,218.0,4120188,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,188,,,,0
1189,Unlock area No. {0}.,64701,103,0,219.0,4120189,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,189,,,,0
1190,Unlock area No. {0}.,64702,103,0,220.0,4120190,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,190,,,,0
1191,Unlock area No. {0}.,64703,103,0,221.0,4120191,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,191,,,,0
1192,Unlock area No. {0}.,64704,103,0,222.0,4120192,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,192,,,,0
1193,Unlock area No. {0}.,64705,103,0,223.0,4120193,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,193,,,,0
1194,Unlock area No. {0}.,64706,103,0,224.0,4120194,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,194,,,,0
1195,Unlock area No. {0}.,64707,103,0,225.0,4120195,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,195,,,,0
9001,Clean up {0} rocks or trees in your base,5001,207,6200,1.0,4120196,task_jianzao,Clean up {0} rocks or trees in your base,Clean up {0} rocks or trees in your base,470,,0,0,0,1,,,,0
9002,Clean up {0} rocks or trees in your base,5002,207,6200,3.0,4120197,task_jianzao,Clean up {0} rocks or trees in your base,Clean up {0} rocks or trees in your base,470,,0,0,0,2,,,,0
9003,Clean up {0} rocks or trees in your base,5701,207,6200,5.0,4120198,task_jianzao,Clean up {0} rocks or trees in your base,Clean up {0} rocks or trees in your base,470,,0,0,0,3,,,,0
9004,Clean up {0} rocks or trees in your base,5810,207,6200,6.0,4120199,task_jianzao,Clean up {0} rocks or trees in your base,Clean up {0} rocks or trees in your base,470,,0,0,0,4,,,,0
9005,Clean up {0} rocks or trees in your base,7190,207,6200,7.0,4120199,task_jianzao,Clean up {0} rocks or trees in your base,Clean up {0} rocks or trees in your base,470,,0,0,0,4,,,,0
9006,Clean up {0} rocks or trees in your base,17801,207,6200,15.0,4120200,task_jianzao,Clean up {0} rocks or trees in your base,Clean up {0} rocks or trees in your base,470,,0,0,0,5,,,,0
9007,Clean up {0} rocks or trees in your base,25801,207,6200,20.0,4120201,task_jianzao,Clean up {0} rocks or trees in your base,Clean up {0} rocks or trees in your base,470,,0,0,0,6,,,,0
9008,Clean up {0} rocks or trees in your base,29801,207,6200,25.0,4120202,task_jianzao,Clean up {0} rocks or trees in your base,Clean up {0} rocks or trees in your base,470,,0,0,0,7,,,,0
9009,Clean up {0} rocks or trees in your base,33801,207,6200,30.0,4120203,task_jianzao,Clean up {0} rocks or trees in your base,Clean up {0} rocks or trees in your base,470,,0,0,0,8,,,,0
9010,Clean up {0} rocks or trees in your base,38801,207,6200,35.0,4120204,task_jianzao,Clean up {0} rocks or trees in your base,Clean up {0} rocks or trees in your base,470,,0,0,0,9,,,,0
9011,Clean up {0} rocks or trees in your base,45801,207,6200,40.0,4120205,task_jianzao,Clean up {0} rocks or trees in your base,Clean up {0} rocks or trees in your base,470,,0,0,0,10,,,,0
9012,Clean up {0} rocks or trees in your base,51801,207,6200,45.0,4120206,task_jianzao,Clean up {0} rocks or trees in your base,Clean up {0} rocks or trees in your base,470,,0,0,0,11,,,,0
9013,Clean up {0} rocks or trees in your base,54801,207,6200,50.0,4120207,task_jianzao,Clean up {0} rocks or trees in your base,Clean up {0} rocks or trees in your base,470,,0,0,0,12,,,,0
9014,Clean up {0} rocks or trees in your base,56801,207,6200,55.0,4120208,task_jianzao,Clean up {0} rocks or trees in your base,Clean up {0} rocks or trees in your base,470,,0,0,0,13,,,,0
9015,Clean up {0} rocks or trees in your base,61801,207,6200,60.0,4120209,task_jianzao,Clean up {0} rocks or trees in your base,Clean up {0} rocks or trees in your base,470,,0,0,0,13,,,,0
2001,105744,6231,101,1701,1.0,4120210,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},11,,0,0,0,1,,,,0
2002,Build {1} {0},6232,101,1701,2.0,4120210,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},11,,0,0,0,1,,,,0
2003,Create {1} Lv.{2} {0},6233,101,1702,1.0,4120211,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,2,,,,0
2004,Create {1} Lv.{2} {0},7233,101,1703,1.0,4120212,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,3,,,,0
2005,Create {1} Lv.{2} {0},8234,101,1704,1.0,4120213,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,4,,,,0
2006,Create {1} Lv.{2} {0},9704,101,1705,1.0,4120214,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,5,,,,0
2007,Create {1} Lv.{2} {0},10750,101,1706,1.0,4120215,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,6,,,,0
2008,Create {1} Lv.{2} {0},11750,101,1707,1.0,4120216,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,7,,,,0
2009,Create {1} Lv.{2} {0},12750,101,1708,1.0,4120217,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,8,,,,0
2010,Create {1} Lv.{2} {0},13750,101,1709,1.0,4120218,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,9,,,,0
2011,Create {1} Lv.{2} {0},14750,101,1710,1.0,4120219,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,10,,,,0
2012,Create {1} Lv.{2} {0},15750,101,1711,1.0,4120220,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,11,,,,0
2013,Create {1} Lv.{2} {0},16750,101,1712,1.0,4120221,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,12,,,,0
2014,Create {1} Lv.{2} {0},17750,101,1713,1.0,4120222,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,13,,,,0
2015,Create {1} Lv.{2} {0},18750,101,1714,1.0,4120223,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,14,,,,0
2016,Create {1} Lv.{2} {0},19750,101,1715,1.0,4120224,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,15,,,,0
2017,Create {1} Lv.{2} {0},20750,101,1716,1.0,4120225,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,16,,,,0
2018,Create {1} Lv.{2} {0},21750,101,1717,1.0,4120226,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,17,,,,0
2019,Create {1} Lv.{2} {0},22750,101,1718,1.0,4120227,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,18,,,,0
2020,Create {1} Lv.{2} {0},23750,101,1719,1.0,4120228,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,19,,,,0
2021,Create {1} Lv.{2} {0},24750,101,1720,1.0,4120229,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,20,,,,0
2022,Create {1} Lv.{2} {0},25750,101,1721,1.0,4120230,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,21,,,,0
2023,Create {1} Lv.{2} {0},26750,101,1722,1.0,4120231,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,22,,,,0
2024,Create {1} Lv.{2} {0},27750,101,1723,1.0,4120232,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,23,,,,0
2025,Create {1} Lv.{2} {0},28750,101,1724,1.0,4120233,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,24,,,,0
2026,Create {1} Lv.{2} {0},29750,101,1725,1.0,4120234,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,25,,,,0
2027,Create {1} Lv.{2} {0},30750,101,1726,1.0,4120235,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,26,,,,0
2028,Create {1} Lv.{2} {0},31750,101,1727,1.0,4120236,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,27,,,,0
2029,Create {1} Lv.{2} {0},32750,101,1728,1.0,4120237,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,28,,,,0
2030,Create {1} Lv.{2} {0},33750,101,1729,1.0,4120238,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,29,,,,0
2031,Create {1} Lv.{2} {0},34750,101,1730,1.0,4120239,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,30,,,,0
2032,Create {1} Lv.{2} {0},35750,101,1731,1.0,4120240,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,31,,,,0
2033,Create {1} Lv.{2} {0},36750,101,1732,1.0,4120241,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,32,,,,0
2034,Create {1} Lv.{2} {0},37750,101,1733,1.0,4120242,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,33,,,,0
2035,Create {1} Lv.{2} {0},38750,101,1734,1.0,4120243,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,34,,,,0
2036,Create {1} Lv.{2} {0},39750,101,1735,1.0,4120244,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,35,,,,0
2037,Create {1} Lv.{2} {0},40750,101,1736,1.0,4120245,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,36,,,,0
2038,Create {1} Lv.{2} {0},41750,101,1737,1.0,4120246,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,37,,,,0
2039,Create {1} Lv.{2} {0},42750,101,1738,1.0,4120247,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,38,,,,0
2040,Create {1} Lv.{2} {0},43750,101,1739,1.0,4120248,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,39,,,,0
2041,Create {1} Lv.{2} {0},44750,101,1740,1.0,4120249,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,40,,,,0
2042,Create {1} Lv.{2} {0},45750,101,1741,1.0,4120250,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,41,,,,0
2043,Create {1} Lv.{2} {0},46750,101,1742,1.0,4120251,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,42,,,,0
2044,Create {1} Lv.{2} {0},47750,101,1743,1.0,4120252,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,43,,,,0
2045,Create {1} Lv.{2} {0},48750,101,1744,1.0,4120253,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,44,,,,0
2046,Create {1} Lv.{2} {0},49750,101,1745,1.0,4120254,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,45,,,,0
2047,Create {1} Lv.{2} {0},50750,101,1746,1.0,4120255,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,46,,,,0
2048,Create {1} Lv.{2} {0},51750,101,1747,1.0,4120256,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,47,,,,0
2049,Create {1} Lv.{2} {0},52750,101,1748,1.0,4120257,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,48,,,,0
2050,Create {1} Lv.{2} {0},53750,101,1749,1.0,4120258,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,49,,,,0
2051,Create {1} Lv.{2} {0},54750,101,1750,1.0,4120259,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,50,,,,0
3001,Build {1} {0},5401,101,1041,2.0,4120260,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},11,,0,0,0,1,,,,0
3002,Create {1} Lv.{2} {0},5402,101,1042,1.0,4120261,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,2,,,,0
3004,Create {1} Lv.{2} {0},6401,101,1043,1.0,4120262,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,3,,,,0
3005,Create {1} Lv.{2} {0},6601,101,1044,1.0,4120263,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,4,,,,0
3006,Create {1} Lv.{2} {0},7401,101,1045,1.0,4120264,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,5,,,,0
3007,Create {1} Lv.{2} {0},7402,101,1046,1.0,4120265,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,6,,,,0
3008,Create {1} Lv.{2} {0},9401,101,1047,1.0,4120266,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,7,,,,0
3009,Create {1} Lv.{2} {0},10401,101,1048,1.0,4120267,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,8,,,,0
3010,Create {1} Lv.{2} {0},11401,101,1049,1.0,4120268,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,9,,,,0
3011,Create {1} Lv.{2} {0},13401,101,1050,1.0,4120269,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,10,,,,0
3012,Create {1} Lv.{2} {0},14401,101,104011,1.0,4120270,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,11,,,,0
3013,Create {1} Lv.{2} {0},15401,101,104012,1.0,4120271,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,12,,,,0
3014,Create {1} Lv.{2} {0},16401,101,104013,1.0,4120272,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,13,,,,0
3015,Create {1} Lv.{2} {0},17401,101,104014,1.0,4120273,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,14,,,,0
3016,Create {1} Lv.{2} {0},18401,101,104015,1.0,4120274,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,15,,,,0
3017,Create {1} Lv.{2} {0},19401,101,104016,1.0,4120275,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,16,,,,0
3018,Create {1} Lv.{2} {0},20401,101,104017,1.0,4120276,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,17,,,,0
3019,Create {1} Lv.{2} {0},21401,101,104018,1.0,4120277,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,18,,,,0
3020,Create {1} Lv.{2} {0},22401,101,104019,1.0,4120278,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,19,,,,0
3021,Create {1} Lv.{2} {0},23401,101,104020,1.0,4120279,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,20,,,,0
3022,Create {1} Lv.{2} {0},24401,101,104021,1.0,4120280,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,21,,,,0
3023,Create {1} Lv.{2} {0},25401,101,104022,1.0,4120281,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,22,,,,0
3024,Create {1} Lv.{2} {0},26401,101,104023,1.0,4120282,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,23,,,,0
3025,Create {1} Lv.{2} {0},27401,101,104024,1.0,4120283,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,24,,,,0
3026,Create {1} Lv.{2} {0},28401,101,104025,1.0,4120284,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,25,,,,0
3027,Create {1} Lv.{2} {0},29401,101,104026,1.0,4120285,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,26,,,,0
3028,Create {1} Lv.{2} {0},30401,101,104027,1.0,4120286,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,27,,,,0
3029,Create {1} Lv.{2} {0},31401,101,104028,1.0,4120287,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,28,,,,0
3030,Create {1} Lv.{2} {0},32401,101,104029,1.0,4120288,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,29,,,,0
3031,Create {1} Lv.{2} {0},33401,101,104030,1.0,4120289,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,30,,,,0
3032,Create {1} Lv.{2} {0},34401,101,104031,1.0,4120290,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,31,,,,0
3033,Create {1} Lv.{2} {0},35401,101,104032,1.0,4120291,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,32,,,,0
3034,Create {1} Lv.{2} {0},36401,101,104033,1.0,4120292,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,33,,,,0
3035,Create {1} Lv.{2} {0},37401,101,104034,1.0,4120293,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,34,,,,0
3036,Create {1} Lv.{2} {0},38401,101,104035,1.0,4120294,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,35,,,,0
3037,Create {1} Lv.{2} {0},39401,101,104036,1.0,4120295,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,36,,,,0
3038,Create {1} Lv.{2} {0},40401,101,104037,1.0,4120296,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,37,,,,0
3039,Create {1} Lv.{2} {0},41401,101,104038,1.0,4120297,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,38,,,,0
3040,Create {1} Lv.{2} {0},42401,101,104039,1.0,4120298,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,39,,,,0
3041,Create {1} Lv.{2} {0},43401,101,104040,1.0,4120299,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,40,,,,0
3042,Create {1} Lv.{2} {0},44401,101,104041,1.0,4120300,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,41,,,,0
3043,Create {1} Lv.{2} {0},45401,101,104042,1.0,4120301,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,42,,,,0
3044,Create {1} Lv.{2} {0},46401,101,104043,1.0,4120302,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,43,,,,0
3045,Create {1} Lv.{2} {0},47401,101,104044,1.0,4120303,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,44,,,,0
3046,Create {1} Lv.{2} {0},48401,101,104045,1.0,4120304,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,45,,,,0
3047,Create {1} Lv.{2} {0},49401,101,104046,1.0,4120305,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,46,,,,0
3048,Create {1} Lv.{2} {0},50401,101,104047,1.0,4120306,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,47,,,,0
3049,Create {1} Lv.{2} {0},51401,101,104048,1.0,4120307,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,48,,,,0
3050,Create {1} Lv.{2} {0},52401,101,104049,1.0,4120308,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,49,,,,0
3051,Create {1} Lv.{2} {0},53401,101,104050,1.0,4120309,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,50,,,,0
3052,Build {1} {0},12001,101,1101,2.0,4120271,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},11,,0,0,0,1,,,,0
3053,Create {1} Lv.{2} {0},12002,101,1102,1.0,4120271,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,2,,,,0
17078,Train {1} Lv. {2} {0},12003,205,20001,2.0,4120271,task_xunlian,Train {1} Lv. {2} {0},Train {1} Lv. {2} {0},480,,0,0,0,0,,,,0
17001,Train {1} Lv. {2} {0},5500,205,10002,2.0,4120310,task_xunlian,Train {1} Lv. {2} {0},Train {1} Lv. {2} {0},480,,0,0,0,0,,,,5
17002,Train {1} Lv. {2} {0},5802,205,10002,5.0,4120311,task_xunlian,Train {1} Lv. {2} {0},Train {1} Lv. {2} {0},480,,0,0,0,0,,,,5
17003,Train {1} Lv. {2} {0},6801,205,10004,5.0,4120312,task_xunlian,Train {1} Lv. {2} {0},Train {1} Lv. {2} {0},480,,0,0,0,0,,,,6
17004,Train {1} Lv. {2} {0},7801,205,10006,2.0,4120313,task_xunlian,Train {1} Lv. {2} {0},Train {1} Lv. {2} {0},480,,0,0,0,0,,,,7
17005,Train {1} Lv. {2} {0},8501,205,10006,5.0,4120314,task_xunlian,Train {1} Lv. {2} {0},Train {1} Lv. {2} {0},480,,0,0,0,0,,,,8
17006,Train {1} Lv. {2} {0},9501,205,10007,5.0,4120315,task_xunlian,Train {1} Lv. {2} {0},Train {1} Lv. {2} {0},480,,0,0,0,0,,,,9
17007,Train {1} Lv. {2} {0},10501,205,10008,10.0,4120316,task_xunlian,Train {1} Lv. {2} {0},Train {1} Lv. {2} {0},480,,0,0,0,0,,,,10
17008,Train {1} Lv. {2} {0},11222,205,10009,5.0,4120317,task_xunlian,Train {1} Lv. {2} {0},Train {1} Lv. {2} {0},480,,0,0,0,0,,,,11
17009,Train {1} Lv. {2} {0},11501,205,10009,10.0,4120317,task_xunlian,Train {1} Lv. {2} {0},Train {1} Lv. {2} {0},480,,0,0,0,0,,,,11
17010,Train {1} Lv. {2} {0},12501,205,10010,10.0,4120318,task_xunlian,Train {1} Lv. {2} {0},Train {1} Lv. {2} {0},480,,0,0,0,0,,,,12
17011,Train {1} Lv. {2} {0},13501,205,10011,10.0,4120319,task_xunlian,Train {1} Lv. {2} {0},Train {1} Lv. {2} {0},480,,0,0,0,0,,,,13
17012,Train {1} Lv. {2} {0},14501,205,10012,10.0,4120320,task_xunlian,Train {1} Lv. {2} {0},Train {1} Lv. {2} {0},480,,0,0,0,0,,,,14
17013,Train {1} Lv. {2} {0},15501,205,10013,10.0,4120321,task_xunlian,Train {1} Lv. {2} {0},Train {1} Lv. {2} {0},480,,0,0,0,0,,,,15
17014,Train {1} Lv. {2} {0},16501,205,10014,10.0,4120322,task_xunlian,Train {1} Lv. {2} {0},Train {1} Lv. {2} {0},480,,0,0,0,0,,,,0
17015,Train {1} Lv. {2} {0},17501,205,10015,10.0,4120323,task_xunlian,Train {1} Lv. {2} {0},Train {1} Lv. {2} {0},480,,0,0,0,0,,,,0
17016,Train {1} Lv. {2} {0},18501,205,10016,10.0,4120324,task_xunlian,Train {1} Lv. {2} {0},Train {1} Lv. {2} {0},480,,0,0,0,0,,,,0
17017,Train {1} Lv. {2} {0},19501,205,10017,10.0,4120325,task_xunlian,Train {1} Lv. {2} {0},Train {1} Lv. {2} {0},480,,0,0,0,0,,,,0
17018,Train {1} Lv. {2} {0},20501,205,10018,20.0,4120326,task_xunlian,Train {1} Lv. {2} {0},Train {1} Lv. {2} {0},480,,0,0,0,0,,,,0
17019,Train {1} Lv. {2} {0},21501,205,10019,20.0,4120327,task_xunlian,Train {1} Lv. {2} {0},Train {1} Lv. {2} {0},480,,0,0,0,0,,,,0
17020,Train {1} Lv. {2} {0},22501,205,10020,20.0,4120328,task_xunlian,Train {1} Lv. {2} {0},Train {1} Lv. {2} {0},480,,0,0,0,0,,,,0
17021,Train {1} Lv. {2} {0},23501,205,10021,20.0,4120329,task_xunlian,Train {1} Lv. {2} {0},Train {1} Lv. {2} {0},480,,0,0,0,0,,,,0
17022,Train {1} Lv. {2} {0},24501,205,10022,20.0,4120330,task_xunlian,Train {1} Lv. {2} {0},Train {1} Lv. {2} {0},480,,0,0,0,0,,,,0
17023,Train {1} Lv. {2} {0},25501,205,10023,20.0,4120331,task_xunlian,Train {1} Lv. {2} {0},Train {1} Lv. {2} {0},480,,0,0,0,0,,,,0
17024,Train {1} Lv. {2} {0},26501,205,10024,20.0,4120332,task_xunlian,Train {1} Lv. {2} {0},Train {1} Lv. {2} {0},480,,0,0,0,0,,,,0
17025,Train {1} Lv. {2} {0},27501,205,10025,20.0,4120333,task_xunlian,Train {1} Lv. {2} {0},Train {1} Lv. {2} {0},480,,0,0,0,0,,,,0
17026,Train {1} Lv. {2} {0},28501,205,10026,20.0,4120334,task_xunlian,Train {1} Lv. {2} {0},Train {1} Lv. {2} {0},480,,0,0,0,0,,,,0
17027,Train {1} Lv. {2} {0},29501,205,10027,20.0,4120335,task_xunlian,Train {1} Lv. {2} {0},Train {1} Lv. {2} {0},480,,0,0,0,0,,,,0
17028,Train {1} Lv. {2} {0},30501,205,10028,20.0,4120336,task_xunlian,Train {1} Lv. {2} {0},Train {1} Lv. {2} {0},480,,0,0,0,0,,,,0
17029,Train {1} Lv. {2} {0},31501,205,10029,20.0,4120337,task_xunlian,Train {1} Lv. {2} {0},Train {1} Lv. {2} {0},480,,0,0,0,0,,,,0
