id,name,detail,icon,group,position,relation,type,formula,talent_lv,max_lv,research_need,time_research,item_condition,para1,para2,occupation,unlock,power,career_name,color,priority,star,quality,switch,change_id,is_show,formula_occupation
7008006,War Fever,When attacking a city; increase troop Attack by {0}%,Mechanical Master,7008000,4;3,7008005,2,0,5,5,5|0;7|0,0,,1101013,1500,72001,65,270000,Combat Elite,#ffffff,11,,3,,8008006,,
7009001,Mobilization,You can send 3 heroes with the troop,career_hero_003,7009000,5;3,7007006|7006006,2,0,0,1,5|60000000;7|60000000,1398995,1600025|200,1101006,0,72001,70,0,Combat Elite,#ffffff,11,4,4,,8009001,,
7009002,Mobilization,You can send 3 heroes with the troop,career_hero_003,7009000,5;3,7007001,2,0,1,1,5|0;7|0,0,,1101006,1,72001,70,300000,Combat Elite,#ffffff,12,,4,,8009002,,
7010001,Brain and Brawn - Offensive,Increase hero's combat attributes by {0}%,career_command_003,7010000,6;1,7009002,2,0,0,5,5|20000000;7|20000000,935978,1600025|30,1101037,0,72001,70,0,Combat Elite,#ffffff,13,,3,,8010001,,
7010002,Brain and Brawn - Offensive,Increase hero's combat attributes by {0}%,career_command_003,7010000,6;1,7010001,2,0,1,5,5|25000000;7|25000000,1074641,1600025|40,1101037,200,72001,70,150000,Combat Elite,#ffffff,13,,3,,8010002,,
7010003,Brain and Brawn - Offensive,Increase hero's combat attributes by {0}%,career_command_003,7010000,6;1,7010002,2,0,2,5,5|30000000;7|30000000,1217638,1600025|50,1101037,400,72001,70,180000,Combat Elite,#ffffff,13,,3,,8010003,,
7010004,Brain and Brawn - Offensive,Increase hero's combat attributes by {0}%,career_command_003,7010000,6;1,7010003,2,0,3,5,5|35000000;7|35000000,1398995,1600025|60,1101037,600,72001,70,210000,Combat Elite,#ffffff,13,,3,,8010004,,
7010005,Brain and Brawn - Offensive,Increase hero's combat attributes by {0}%,career_command_003,7010000,6;1,7010004,2,0,4,5,5|40000000;7|40000000,1398995,1600025|70,1101037,800,72001,70,240000,Combat Elite,#ffffff,13,,3,,8010005,,
7010006,Brain and Brawn - Offensive,Increase hero's combat attributes by {0}%,career_command_003,7010000,6;1,7010005,2,0,5,5,5|0;7|0,0,,1101037,1000,72001,70,270000,Combat Elite,#ffffff,13,,3,,8010006,,
7011001,Brain and Brawn - Defensive,Increase hero's defensive attributes by {0}%,career_mechanical_003,7011000,6;5,7009002,2,0,0,5,5|20000000;7|20000000,935978,1600025|30,1101038,0,72001,70,0,Combat Elite,#ffffff,13,,3,,8011001,,
7011002,Brain and Brawn - Defensive,Increase hero's defensive attributes by {0}%,career_mechanical_003,7011000,6;5,7011001,2,0,1,5,5|25000000;7|25000000,1074641,1600025|40,1101038,200,72001,70,150000,Combat Elite,#ffffff,13,,3,,8011002,,
7011003,Brain and Brawn - Defensive,Increase hero's defensive attributes by {0}%,career_mechanical_003,7011000,6;5,7011002,2,0,2,5,5|30000000;7|30000000,1217638,1600025|50,1101038,400,72001,70,180000,Combat Elite,#ffffff,13,,3,,8011003,,
7011004,Brain and Brawn - Defensive,Increase hero's defensive attributes by {0}%,career_mechanical_003,7011000,6;5,7011003,2,0,3,5,5|35000000;7|35000000,1398995,1600025|60,1101038,600,72001,70,210000,Combat Elite,#ffffff,13,,3,,8011004,,
7011005,Brain and Brawn - Defensive,Increase hero's defensive attributes by {0}%,career_mechanical_003,7011000,6;5,7011004,2,0,4,5,5|40000000;7|40000000,1398995,1600025|70,1101038,800,72001,70,240000,Combat Elite,#ffffff,13,,3,,8011005,,
7011006,Brain and Brawn - Defensive,Increase hero's defensive attributes by {0}%,career_mechanical_003,7011000,6;5,7011005,2,0,5,5,5|0;7|0,0,,1101038,1000,72001,70,270000,Combat Elite,#ffffff,13,,3,,8011006,,
7012001,Tier-1 Highest Alert,All forces DEF increase,Unlock at commander Lv. 80,7012000,6;3,7009002,2,0,0,10,5|25000000;7|25000000,649985,1600025|60,990202,0,72001,70,0,Combat Elite,#ffffff,14,,2,,8012001,,
7012002,Tier-1 Highest Alert,All forces DEF increase,Unlock at commander Lv. 80,7012000,6;3,7012001,2,0,1,10,5|30000000;7|30000000,779982,1600025|70,990202,100,72001,70,90000,Combat Elite,#ffffff,14,,2,,8012002,,
7012003,Tier-1 Highest Alert,All forces DEF increase,Unlock at commander Lv. 80,7012000,6;3,7012002,2,0,2,10,5|35000000;7|35000000,935978,1600025|80,990202,200,72001,70,120000,Combat Elite,#ffffff,14,,2,,8012003,,
7012004,Tier-1 Highest Alert,All forces DEF increase,Unlock at commander Lv. 80,7012000,6;3,7012003,2,0,3,10,5|40000000;7|40000000,1123174,1600025|90,990202,300,72001,70,150000,Combat Elite,#ffffff,14,,2,,8012004,,
7012005,Tier-1 Highest Alert,All forces DEF increase,Unlock at commander Lv. 80,7012000,6;3,7012004,2,0,4,10,5|45000000;7|45000000,1347808,1600025|100,990202,400,72001,70,180000,Combat Elite,#ffffff,14,,2,,8012005,,
7012006,Tier-1 Highest Alert,All forces DEF increase,Unlock at commander Lv. 80,7012000,6;3,7012005,2,0,5,10,5|50000000;7|50000000,1398995,1600025|110,990202,500,72001,70,210000,Combat Elite,#ffffff,14,,2,,8012006,,
7012007,Tier-1 Highest Alert,All forces DEF increase,Unlock at commander Lv. 80,7012000,6;3,7012006,2,0,6,10,5|55000000;7|55000000,1398995,1600025|120,990202,700,72001,70,240000,Combat Elite,#ffffff,14,,2,,8012007,,
7012008,Tier-1 Highest Alert,All forces DEF increase,Unlock at commander Lv. 80,7012000,6;3,7012007,2,0,7,10,5|60000000;7|60000000,1398995,1600025|130,990202,900,72001,70,270000,Combat Elite,#ffffff,14,,2,,8012008,,
7012009,Tier-1 Highest Alert,All forces DEF increase,Unlock at commander Lv. 80,7012000,6;3,7012008,2,0,8,10,5|65000000;7|65000000,1398995,1600025|140,990202,1100,72001,70,300000,Combat Elite,#ffffff,14,,2,,8012009,,
7012010,Tier-1 Highest Alert,All forces DEF increase,Unlock at commander Lv. 80,7012000,6;3,7012009,2,0,9,10,5|70000000;7|70000000,1398995,1600025|150,990202,1300,72001,70,330000,Combat Elite,#ffffff,14,,2,,8012010,,
7012011,Tier-1 Highest Alert,All forces DEF increase,Unlock at commander Lv. 80,7012000,6;3,7012010,2,0,10,10,5|0;7|0,0,,990202,1500,72001,70,360000,Combat Elite,#ffffff,14,,2,,8012011,,
7013001,Brain and Brawn,Increase hero's Command attributes by {0}%,career_strengthen_001,7013000,7;3,7010004|7011004,2,0,0,5,5|30000000;7|30000000,935978,1600025|50,1101036,0,72001,75,0,Combat Elite,#ffffff,15,,4,,8013001,,
7013002,Brain and Brawn,Increase hero's Command attributes by {0}%,career_strengthen_001,7013000,7;3,7013001,2,0,1,5,5|40000000;7|40000000,1074641,1600025|80,1101036,300,72001,75,150000,Combat Elite,#ffffff,15,,4,,8013002,,
7013003,Brain and Brawn,Increase hero's Command attributes by {0}%,career_strengthen_001,7013000,7;3,7013002,2,0,2,5,5|50000000;7|50000000,1217638,1600025|100,1101036,600,72001,75,180000,Combat Elite,#ffffff,15,,4,,8013003,,
7013004,Brain and Brawn,Increase hero's Command attributes by {0}%,career_strengthen_001,7013000,7;3,7013003,2,0,3,5,5|60000000;7|60000000,1398995,1600025|150,1101036,900,72001,75,210000,Combat Elite,#ffffff,15,,4,,8013004,,
7013005,Brain and Brawn,Increase hero's Command attributes by {0}%,career_strengthen_001,7013000,7;3,7013004,2,0,4,5,5|70000000;7|70000000,1398995,1600025|200,1101036,1200,72001,75,240000,Combat Elite,#ffffff,15,,4,,8013005,,
7013006,Brain and Brawn,Increase hero's Command attributes by {0}%,career_strengthen_001,7013000,7;3,7013005,2,0,5,5,5|0;7|0,0,,1101036,1500,72001,75,270000,Combat Elite,#ffffff,15,,4,,8013006,,
7019001,Skill Slot +1,Study the skill to increase skill slot for Legendary Hero,magnetic_field,7019000,8;3,7013006,2,0,0,1,5|60000000;7|60000000,1398995,1600025|300,1101007|1101008|1101009,0|0|0,72001,75,0,Combat Elite,#ffffff,15,,4,,8019001,,
7019002,Skill Slot +1,Study the skill to increase skill slot for Legendary Hero,magnetic_field,7019000,8;3,7019001,2,0,1,1,5|0;7|0,0,,1101007|1101008|1101009,1|1|1,72001,75,200000,Combat Elite,#ffffff,15,,4,,8019002,,
7014001,DMG Increase,Increase damage by {0}% for all units in the troops,kvk_tec_001,7014000,9;1,7013006,2,0,0,5,5|40000000;7|40000000,935978,1600025|60,1001001,0,72001,75,0,Combat Elite,#ffffff,16,,3,,8014001,,
7014002,DMG Increase,Increase damage by {0}% for all units in the troops,kvk_tec_001,7014000,9;1,7014001,2,0,1,5,5|45000000;7|45000000,1074641,1600025|70,1001001,300,72001,75,150000,Combat Elite,#ffffff,16,,3,,8014002,,
7014003,DMG Increase,Increase damage by {0}% for all units in the troops,kvk_tec_001,7014000,9;1,7014002,2,0,2,5,5|50000000;7|50000000,1217638,1600025|80,1001001,600,72001,75,180000,Combat Elite,#ffffff,16,,3,,8014003,,
7014004,DMG Increase,Increase damage by {0}% for all units in the troops,kvk_tec_001,7014000,9;1,7014003,2,0,3,5,5|55000000;7|55000000,1398995,1600025|90,1001001,900,72001,75,210000,Combat Elite,#ffffff,16,,3,,8014004,,
7014005,DMG Increase,Increase damage by {0}% for all units in the troops,kvk_tec_001,7014000,9;1,7014004,2,0,4,5,5|60000000;7|60000000,1398995,1600025|100,1001001,1200,72001,75,240000,Combat Elite,#ffffff,16,,3,,8014005,,
7014006,DMG Increase,Increase damage by {0}% for all units in the troops,kvk_tec_001,7014000,9;1,7014005,2,0,5,5,5|0;7|0,0,,1001001,1500,72001,75,270000,Combat Elite,#ffffff,16,,3,,8014006,,
7015001,Advanced Resistance,Reduce the damage received by all units in the troops by {0}%,kvk_tec_002,7015000,9;5,7013006,2,0,0,5,5|40000000;7|40000000,935978,1600025|60,1101040,0,72001,75,0,Combat Elite,#ffffff,16,,3,,8015001,,
7015002,Advanced Resistance,Reduce the damage received by all units in the troops by {0}%,kvk_tec_002,7015000,9;5,7015001,2,0,1,5,5|45000000;7|45000000,1074641,1600025|70,1101040,200,72001,75,150000,Combat Elite,#ffffff,16,,3,,8015002,,
7015003,Advanced Resistance,Reduce the damage received by all units in the troops by {0}%,kvk_tec_002,7015000,9;5,7015002,2,0,2,5,5|50000000;7|50000000,1217638,1600025|80,1101040,400,72001,75,180000,Combat Elite,#ffffff,16,,3,,8015003,,
7015004,Advanced Resistance,Reduce the damage received by all units in the troops by {0}%,kvk_tec_002,7015000,9;5,7015003,2,0,3,5,5|55000000;7|55000000,1398995,1600025|90,1101040,600,72001,75,210000,Combat Elite,#ffffff,16,,3,,8015004,,
7015005,Advanced Resistance,Reduce the damage received by all units in the troops by {0}%,kvk_tec_002,7015000,9;5,7015004,2,0,4,5,5|60000000;7|60000000,1398995,1600025|100,1101040,800,72001,75,240000,Combat Elite,#ffffff,16,,3,,8015005,,
7015006,Advanced Resistance,Reduce the damage received by all units in the troops by {0}%,kvk_tec_002,7015000,9;5,7015005,2,0,5,5,5|0;7|0,0,,1101040,1000,72001,75,270000,Combat Elite,#ffffff,16,,3,,8015006,,
7016001,Upgraded Armor,All units HP +{0}%,army_hp,7016000,9;3,7013006,2,0,0,10,5|30000000;7|30000000,935978,1600025|60,1101041,0,72001,75,0,Combat Elite,#ffffff,17,,2,,8016001,,
7016002,Upgraded Armor,All units HP +{0}%,army_hp,7016000,9;3,7016001,2,0,1,10,5|35000000;7|35000000,1074641,1600025|70,1101041,500,72001,75,90000,Combat Elite,#ffffff,17,,2,,8016002,,
7016003,Upgraded Armor,All units HP +{0}%,army_hp,7016000,9;3,7016002,2,0,2,10,5|40000000;7|40000000,1217638,1600025|80,1101041,1000,72001,75,120000,Combat Elite,#ffffff,17,,2,,8016003,,
7016004,Upgraded Armor,All units HP +{0}%,army_hp,7016000,9;3,7016003,2,0,3,10,5|45000000;7|45000000,1398995,1600025|90,1101041,1500,72001,75,150000,Combat Elite,#ffffff,17,,2,,8016004,,
7016005,Upgraded Armor,All units HP +{0}%,army_hp,7016000,9;3,7016004,2,0,4,10,5|50000000;7|50000000,1398995,1600025|100,1101041,2000,72001,75,180000,Combat Elite,#ffffff,17,,2,,8016005,,
7016006,Upgraded Armor,All units HP +{0}%,army_hp,7016000,9;3,7016005,2,0,5,10,5|55000000;7|55000000,1398995,1600025|110,1101041,2500,72001,75,210000,Combat Elite,#ffffff,17,,2,,8016006,,
7016007,Upgraded Armor,All units HP +{0}%,army_hp,7016000,9;3,7016006,2,0,6,10,5|60000000;7|60000000,1398995,1600025|120,1101041,3000,72001,75,240000,Combat Elite,#ffffff,17,,2,,8016007,,
7016008,Upgraded Armor,All units HP +{0}%,army_hp,7016000,9;3,7016007,2,0,7,10,5|65000000;7|65000000,1398995,1600025|130,1101041,3500,72001,75,270000,Combat Elite,#ffffff,17,,2,,8016008,,
7016009,Upgraded Armor,All units HP +{0}%,army_hp,7016000,9;3,7016008,2,0,8,10,5|70000000;7|70000000,1398995,1600025|140,1101041,4000,72001,75,300000,Combat Elite,#ffffff,17,,2,,8016009,,
7016010,Upgraded Armor,All units HP +{0}%,army_hp,7016000,9;3,7016009,2,0,9,10,5|75000000;7|75000000,1398995,1600025|150,1101041,4500,72001,75,330000,Combat Elite,#ffffff,17,,2,,8016010,,
7016011,Upgraded Armor,All units HP +{0}%,army_hp,7016000,9;3,7016010,2,0,10,10,5|0;7|0,0,,1101041,5000,72001,75,360000,Combat Elite,#ffffff,17,,2,,8016011,,
7017001,Persevered,DEF increase on the offensive,Finish all Trainee Officer Perk studies\nTo proceed to Advanced Perk study,7017000,10;1,7014002,2,0,0,5,5|45000000;7|45000000,935978,1600025|110,990208,0,72001,80,0,Combat Elite,#ffffff,17,,3,,8017001,,
7017002,Persevered,DEF increase on the offensive,Finish all Trainee Officer Perk studies\nTo proceed to Advanced Perk study,7017000,10;1,7017001,2,0,1,5,5|50000000;7|50000000,1074641,1600025|120,990208,100,72001,80,150000,Combat Elite,#ffffff,17,,3,,8017002,,
7017003,Persevered,DEF increase on the offensive,Finish all Trainee Officer Perk studies\nTo proceed to Advanced Perk study,7017000,10;1,7017002,2,0,2,5,5|55000000;7|55000000,1217638,1600025|130,990208,200,72001,80,180000,Combat Elite,#ffffff,17,,3,,8017003,,
7017004,Persevered,DEF increase on the offensive,Finish all Trainee Officer Perk studies\nTo proceed to Advanced Perk study,7017000,10;1,7017003,2,0,3,5,5|60000000;7|60000000,1398995,1600025|140,990208,300,72001,80,210000,Combat Elite,#ffffff,17,,3,,8017004,,
7017005,Persevered,DEF increase on the offensive,Finish all Trainee Officer Perk studies\nTo proceed to Advanced Perk study,7017000,10;1,7017004,2,0,4,5,5|65000000;7|65000000,1398995,1600025|150,990208,400,72001,80,240000,Combat Elite,#ffffff,17,,3,,8017005,,
7017006,Persevered,DEF increase on the offensive,Finish all Trainee Officer Perk studies\nTo proceed to Advanced Perk study,7017000,10;1,7017005,2,0,5,5,5|0;7|0,0,,990208,500,72001,80,270000,Combat Elite,#ffffff,17,,3,,8017006,,
7018001,Strategic Defense,DEF increase on the defensive,Basic Profession,7018000,10;5,7015002,2,0,0,5,5|45000000;7|45000000,935978,1600025|110,990209,0,72001,80,0,Combat Elite,#ffffff,17,,3,,8018001,,
7018002,Strategic Defense,DEF increase on the defensive,Basic Profession,7018000,10;5,7018001,2,0,1,5,5|50000000;7|50000000,1074641,1600025|120,990209,100,72001,80,150000,Combat Elite,#ffffff,17,,3,,8018002,,
7018003,Strategic Defense,DEF increase on the defensive,Basic Profession,7018000,10;5,7018002,2,0,2,5,5|55000000;7|55000000,1217638,1600025|130,990209,200,72001,80,180000,Combat Elite,#ffffff,17,,3,,8018003,,
7018004,Strategic Defense,DEF increase on the defensive,Basic Profession,7018000,10;5,7018003,2,0,3,5,5|60000000;7|60000000,1398995,1600025|140,990209,300,72001,80,210000,Combat Elite,#ffffff,17,,3,,8018004,,
7018005,Strategic Defense,DEF increase on the defensive,Basic Profession,7018000,10;5,7018004,2,0,4,5,5|65000000;7|65000000,1398995,1600025|150,990209,400,72001,80,240000,Combat Elite,#ffffff,17,,3,,8018005,,
7018006,Strategic Defense,DEF increase on the defensive,Basic Profession,7018000,10;5,7018005,2,0,5,5,5|0;7|0,0,,990209,500,72001,80,270000,Combat Elite,#ffffff,17,,3,,8018006,,
7020001,Encirclement,When there are 2 types of forces or more in the troops; the damage is increased by 20%. And increases damage reduction by 30% when there are 3 types of forces.,career_command_003,7020000,10;3,7016011,2,0,0,1,5|60080368;7|60080368,2641405,1600025|300,1101053|1101054,0|0,72001,80,0,Mechanical\nMaster,#ffffff,17,,3,,8020001,,
7020002,Encirclement,When there are 2 types of forces or more in the troops; the damage is increased by 20%. And increases damage reduction by 30% when there are 3 types of forces.,career_command_003,7020000,10;3,7020001,2,0,1,1,5|0;7|0,0,,1101053|1101054,2000|3000,72001,80,300000,Mechanical\nMaster,#ffffff,17,5,3,,8020002,,
7080001,Stay tuned,Under development; stay tuned,Combat Elite,7080000,11;3,8017006|8018006,2,0,0,1,5|0;7|0,0,,,0,72001,80,0,Mechanical\nMaster,#ffffff,17,,3,,8080001,,
7080002,Stay tuned,Under development; stay tuned,Combat Elite,7080000,11;3,7080001,2,0,1,1,5|0;7|0,0,,,0,72001,80,0,Mechanical\nMaster,#ffffff,17,,3,,8080002,,
8001001,Enhance Gathering,Increases gathering speed by {0}%,career_mechanical_002,8001000,1;3,0,2,0,0,3,5|10000000;7|10000000,313457,1600026|3,960002,0,72002,55,0,Mechanical\nMaster,#ffffff,8,,3,,7001001,,
8001002,Enhance Gathering,Increases gathering speed by {0}%,career_mechanical_002,8001000,1;3,8001001,2,0,1,3,5|20000000;7|20000000,376149,1600026|4,960002,500,72002,55,150000,Mechanical\nMaster,#ffffff,8,,3,,7001002,,
8001003,Enhance Gathering,Increases gathering speed by {0}%,career_mechanical_002,8001000,1;3,8001002,2,0,2,3,5|30000000;7|30000000,451378,1600026|5,960002,1000,72002,55,180000,Mechanical\nMaster,#ffffff,8,,3,,7001003,,
8001004,Enhance Gathering,Increases gathering speed by {0}%,career_mechanical_002,8001000,1;3,8001003,2,0,3,3,5|0;7|0,0,,960002,1500,72002,55,210000,Mechanical\nMaster,#ffffff,8,,3,,7001004,,
8002001,Advanced Facilities - Petrol,Be able to build oil refining facility of higher level,career_builder_002,8002000,2;1,8001004,2,0,0,5,5|20000000;7|20000000,313457,1600026|5,1101002,0,72002,55,0,Mechanical\nMaster,#ffffff,8,,3,,7002001,,
8002002,Advanced Facilities - Petrol,You can build a Lv. 2 Oil Refining facility for the Oil Field on the World Map,career_builder_002,8002000,2;1,8002001,2,0,1,5,5|25000000;7|25000000,376149,1600026|8,1101002,52002,72002,55,100000,Mechanical\nMaster,#ffffff,8,,3,,7002002,,
8002003,Advanced Facilities - Petrol,You can build a Lv. 3 Oil Refining facility for the Oil Field on the World Map,career_builder_002,8002000,2;1,8002002,2,0,2,5,5|30000000;7|30000000,451378,1600026|10,1101002,52003,72002,55,120000,Mechanical\nMaster,#ffffff,8,,3,,7002003,,
8002004,Advanced Facilities - Petrol,You can build a Lv. 4 Oil Refining facility for the Oil Field on the World Map,career_builder_002,8002000,2;1,8002003,2,0,3,5,5|35000000;7|35000000,541654,1600026|15,1101002,52004,72002,55,140000,Mechanical\nMaster,#ffffff,8,,3,,7002004,,
8002005,Advanced Facilities - Petrol,You can build a Lv. 5 Oil Refining facility for the Oil Field on the World Map,career_builder_002,8002000,2;1,8002004,2,0,4,5,5|40000000;7|40000000,649985,1600026|20,1101002,52005,72002,55,160000,Mechanical\nMaster,#ffffff,8,,3,,7002005,,
8002006,Advanced Facilities - Petrol,You can build a Lv. 6 Oil Refining facility for the Oil Field on the World Map,career_builder_002,8002000,2;1,8002005,2,0,5,5,5|0;7|0,0,,1101002,52006,72002,55,180000,Mechanical\nMaster,#ffffff,8,,3,,7002006,,
8003001,Advanced Facilities - Food,Be able to build barn facility of higher level,career_builder_001,8003000,2;5,8001004,2,0,0,5,5|20000000;7|20000000,313457,1600026|5,1101003,0,72002,55,0,Mechanical\nMaster,#ffffff,8,,3,,7003001,,
8003002,Advanced Facilities - Food,You can build a Lv. 2 Barn facility for the Farmland on the World Map,career_builder_001,8003000,2;5,8003001,2,0,1,5,5|25000000;7|25000000,376149,1600026|8,1101003,53002,72002,55,100000,Mechanical\nMaster,#ffffff,8,,3,,7003002,,
8003003,Advanced Facilities - Food,You can build a Lv. 3 Barn facility for the Farmland on the World Map,career_builder_001,8003000,2;5,8003002,2,0,2,5,5|30000000;7|30000000,451378,1600026|10,1101003,53003,72002,55,120000,Mechanical\nMaster,#ffffff,8,,3,,7003003,,
8003004,Advanced Facilities - Food,You can build a Lv. 4 Barn facility for the Crop field on the World Map,career_builder_001,8003000,2;5,8003003,2,0,3,5,5|35000000;7|35000000,541654,1600026|15,1101003,53004,72002,55,140000,Mechanical\nMaster,#ffffff,8,,3,,7003004,,
8003005,Advanced Facilities - Food,You can build a Lv. 5 Barn facility for the Crop field on the World Map,career_builder_001,8003000,2;5,8003004,2,0,4,5,5|40000000;7|40000000,649985,1600026|20,1101003,53005,72002,55,160000,Mechanical\nMaster,#ffffff,8,,3,,7003005,,
8003006,Advanced Facilities - Food,You can build a Lv. 6 Barn facility for the Crop field on the World Map,career_builder_001,8003000,2;5,8003005,2,0,5,5,5|0;7|0,0,,1101003,53006,72002,55,180000,Mechanical\nMaster,#ffffff,8,,3,,7003006,,
8004001,Advanced Facilities - Gold,Be able to build gold collecting facility of higher level,career_builder_003,8004000,2;3,8001004,2,0,0,5,5|20000000;7|20000000,313457,1600026|5,1101001,0,72002,60,0,Mechanical\nMaster,#ffffff,8,,3,,7004001,,
8004002,Advanced Facilities - Gold,You can build a Lv. 2 Gold Mining facility for the Gold Mine on the World Map,career_builder_003,8004000,2;3,8004001,2,0,1,5,5|25000000;7|25000000,376149,1600026|10,1101001,51002,72002,60,100000,Mechanical\nMaster,#ffffff,8,,3,,7004002,,
8004003,Advanced Facilities - Gold,You can build a Lv. 3 Gold Mining facility for the Gold Mine on the World Map,career_builder_003,8004000,2;3,8004002,2,0,2,5,5|30000000;7|30000000,451378,1600026|15,1101001,51003,72002,60,120000,Mechanical\nMaster,#ffffff,8,,3,,7004003,,
8004004,Advanced Facilities - Gold,You can build a Lv. 4 Gold Mining facility for the Gold Mine on the World Map,career_builder_003,8004000,2;3,8004003,2,0,3,5,5|35000000;7|35000000,541654,1600026|20,1101001,51004,72002,60,140000,Mechanical\nMaster,#ffffff,8,,3,,7004004,,
8004005,Advanced Facilities - Gold,You can build a Lv. 5 Gold Mining facility for the Gold Mine on the World Map,career_builder_003,8004000,2;3,8004004,2,0,4,5,5|40000000;7|40000000,649985,1600026|25,1101001,51005,72002,60,160000,Combat Elite,#ffffff,8,,3,,7004005,,
8004006,Advanced Facilities - Gold,You can build a Lv. 6 Gold Mining facility for the Gold Mine on the World Map,career_builder_003,8004000,2;3,8004005,2,0,5,5,5|0;7|0,0,,1101001,51006,72002,60,180000,Combat Elite,#ffffff,8,,3,,7004006,,
8005001,Master Fixer,This skill grants you more daily instant repairs.,career_command_002,8005000,3;3,8002006|8003006,2,0,0,5,5|30000000;7|30000000,313457,1600026|20,930014,0,72002,60,0,Mechanical\nMaster,#ffffff,9,2,4,,7005001,,
8005002,Master Fixer,This skill grants you more daily instant repairs.,career_command_002,8005000,3;3,8005001,2,0,1,5,5|35000000;7|35000000,376149,1600026|25,930014,5,72002,60,100000,Mechanical\nMaster,#ffffff,9,,4,,7005002,,
8005003,Master Fixer,This skill grants you more daily instant repairs.,career_command_002,8005000,3;3,8005002,2,0,2,5,5|40000000;7|40000000,451378,1600026|30,930014,10,72002,60,120000,Mechanical\nMaster,#ffffff,9,,4,,7005003,,
8005004,Master Fixer,This skill grants you more daily instant repairs.,career_command_002,8005000,3;3,8005003,2,0,3,5,5|45000000;7|45000000,541654,1600026|35,930014,15,72002,60,140000,Mechanical\nMaster,#ffffff,9,,4,,7005004,,
8005005,Master Fixer,This skill grants you more daily instant repairs.,career_command_002,8005000,3;3,8005004,2,0,4,5,5|50000000;7|50000000,649985,1600026|40,930014,20,72002,60,160000,Mechanical\nMaster,#ffffff,9,,4,,7005005,,
8005006,Master Fixer,This skill grants you more daily instant repairs.,career_command_002,8005000,3;3,8005005,2,0,5,5,5|0;7|0,0,,930014,25,72002,60,180000,Mechanical\nMaster,#ffffff,9,,4,,7005006,,
8006001,Weakening Facility,Allows you to build a Weakening facility on the World Map; which weakens enemies within its effective range,telent_build02,8006000,4;1,8005006,2,0,0,5,5|40000000;7|40000000,649985,1600026|50,1101005,0,72002,60,0,Mechanical\nMaster,#ffffff,10,,3,,7006001,,
8006002,Weakening Facility,Allows you to build a Weakening facility on the World Map; which weakens enemies within its effective range,telent_build02,8006000,4;1,8006001,2,0,1,5,5|45000000;7|45000000,779982,1600026|60,1101005,55001,72002,60,150000,Mechanical\nMaster,#ffffff,10,,3,,7006002,,
8006003,Weakening Facility,Allows you to build a Weakening facility on the World Map; which weakens enemies within its effective range,telent_build02,8006000,4;1,8006002,2,0,2,5,5|50000000;7|50000000,935978,1600026|70,1101005,55002,72002,60,180000,Mechanical\nMaster,#ffffff,10,,3,,7006003,,
8006004,Weakening Facility,Allows you to build a Weakening facility on the World Map; which weakens enemies within its effective range,telent_build02,8006000,4;1,8006003,2,0,3,5,5|55000000;7|55000000,1074641,1600026|80,1101005,55003,72002,60,210000,Mechanical\nMaster,#ffffff,10,,3,,7006004,,
8006005,Weakening Facility,Allows you to build a Weakening facility on the World Map; which weakens enemies within its effective range,telent_build02,8006000,4;1,8006004,2,0,4,5,5|60000000;7|60000000,1217638,1600026|90,1101005,55004,72002,60,240000,Mechanical\nMaster,#ffffff,10,,3,,7006005,,
8006006,Weakening Facility,Allows you to build a Weakening facility on the World Map; which weakens enemies within its effective range,telent_build02,8006000,4;1,8006005,2,0,5,5,5|0;7|0,0,,1101005,55005,72002,60,270000,Mechanical\nMaster,#ffffff,10,,3,,7006006,,
8007001,Strengthening Facility,Allows you to build a Strengthening facility; which increases the attributes for your allies within its effective range,telent_build01,8007000,4;5,8005006,2,0,0,5,5|40000000;7|40000000,649985,1600026|50,1101004,0,72002,60,0,Mechanical\nMaster,#ffffff,10,,3,,7007001,,
8007002,Strengthening Facility,Allows you to build a Strengthening facility; which increases the attributes for your allies within its effective range,telent_build01,8007000,4;5,8007001,2,0,1,5,5|45000000;7|45000000,779982,1600026|60,1101004,54001,72002,60,150000,Mechanical\nMaster,#ffffff,10,,3,,7007002,,
8007003,Strengthening Facility,Allows you to build a Strengthening facility; which increases the attributes for your allies within its effective range,telent_build01,8007000,4;5,8007002,2,0,2,5,5|50000000;7|50000000,935978,1600026|70,1101004,54002,72002,60,180000,Mechanical\nMaster,#ffffff,10,,3,,7007003,,
8007004,Strengthening Facility,Allows you to build a Strengthening facility; which increases the attributes for your allies within its effective range,telent_build01,8007000,4;5,8007003,2,0,3,5,5|55000000;7|55000000,1074641,1600026|80,1101004,54003,72002,60,210000,Mechanical\nMaster,#ffffff,10,,3,,7007004,,
8007005,Strengthening Facility,Allows you to build a Strengthening facility; which increases the attributes for your allies within its effective range,telent_build01,8007000,4;5,8007004,2,0,4,5,5|60000000;7|60000000,1217638,1600026|90,1101004,54004,72002,60,240000,Mechanical\nMaster,#ffffff,10,,3,,7007005,,
8007006,Strengthening Facility,Allows you to build a Strengthening facility; which increases the attributes for your allies within its effective range,telent_build01,8007000,4;5,8007005,2,0,5,5,5|0;7|0,0,,1101004,54005,72002,60,270000,Mechanical\nMaster,#ffffff,10,,3,,7007006,,
