id,mission_name,condition,condition_id,condition_num,unlock,maxUnlock,reward_id,icon,guide_group,reward_multiple,extra_reward,weight,type,quality
443,dailyTask_name008,308,0,1.0,50,69,2500016,task_shipinzuanshi,22,4,0,0,3,4
444,Use Speed-up {0} time(s),310,0,1.0,50,69,2500016,task_jiasu,999,4,0,8,3,4
445,Gather {1} {0},203,7,180000.0,50,69,2500016,task_nongye,16,4,0,8,3,4
446,Gather {1} {0},203,5,180000.0,50,69,2500016,task_nongye,16,4,0,8,3,4
447,Gather {1} {0},203,7,180000.0,50,69,2500016,task_nongye,16,4,0,8,3,4
448,Gather {1} {0},203,5,300000.0,50,69,2500016,task_nongye,16,4,0,8,3,4
449,Gather {1} {0},203,7,300000.0,50,69,2500016,task_nongye,16,4,0,8,3,4
450,Gather {1} {0},203,5,300000.0,50,69,2500016,task_nongye,16,4,0,8,3,4
451,Build {1} {0},301,1700,16.0,50,69,2500017,task_jianzao,8,5,0,3,3,5
452,Build {1} {0},301,1040,16.0,50,69,2500017,task_jianzao,8,5,0,3,3,5
453,Build {1} {0},301,1100,16.0,50,69,2500017,task_jianzao,8,5,0,3,3,5
454,Build {1} {0},301,1050,16.0,50,69,2500017,task_jianzao,8,5,0,3,3,5
455,Train {0} Army units,302,101,8.0,50,69,2500017,task_xunlian,9,5,0,3,3,5
456,Train {0} Naval Units,302,201,8.0,50,69,2500017,task_xunlian,9,5,0,3,3,5
457,Train {0} Air Force Units,302,301,8.0,50,69,2500017,task_xunlian,9,5,0,3,3,5
458,Use {0} VIT,303,0,200.0,50,69,2500017,task_xiaohaotili,15,5,0,3,3,5
459,Request gold {0} time(s),304,0,1.0,50,69,2500017,task_nongye,18,5,0,3,3,5
460,Buy VIT {0} time(s),305,0,2.0,50,69,2500017,task_xiaohaotili,19,5,0,3,3,5
461,Collect tax {0} times,306,0,10.0,50,69,2500017,task_nongye,20,5,0,0,3,5
462,Buy items in Item Store {0} time(s),307,0,5.0,50,69,2500017,task_goumaidaoju,54,5,0,3,3,5
463,dailyTask_name008,308,0,1.0,50,69,2500017,task_shipinzuanshi,22,5,0,0,3,5
464,Use Speed-up {0} time(s),310,0,1.0,50,69,2500017,task_jiasu,999,5,0,3,3,5
465,Gather {1} {0},203,7,300000.0,50,69,2500017,task_nongye,16,5,0,3,3,5
466,Gather {1} {0},203,5,300000.0,50,69,2500017,task_nongye,16,5,0,3,3,5
467,Gather {1} {0},203,7,300000.0,50,69,2500017,task_nongye,16,5,0,3,3,5
468,Gather {1} {0},203,5,500000.0,50,69,2500017,task_nongye,16,5,0,3,3,5
469,Gather {1} {0},203,7,500000.0,50,69,2500017,task_nongye,16,5,0,3,3,5
470,Gather {1} {0},203,5,500000.0,50,69,2500017,task_nongye,16,5,0,3,3,5
471,Build {1} {0},301,1700,2.0,70,80,2500019,task_jianzao,8,1,0,25,3,1
472,Build {1} {0},301,1040,2.0,70,80,2500019,task_jianzao,8,1,0,25,3,1
473,Build {1} {0},301,1100,2.0,70,80,2500019,task_jianzao,8,1,0,25,3,1
474,Build {1} {0},301,1050,2.0,70,80,2500019,task_jianzao,8,1,0,25,3,1
475,Train {0} Army units,302,101,2.0,70,80,2500019,task_xunlian,9,1,0,25,3,1
476,Train {0} Naval Units,302,201,2.0,70,80,2500019,task_xunlian,9,1,0,25,3,1
477,Train {0} Air Force Units,302,301,2.0,70,80,2500019,task_xunlian,9,1,0,25,3,1
478,Use {0} VIT,303,0,20.0,70,80,2500019,task_xiaohaotili,15,1,0,25,3,1
479,Request gold {0} time(s),304,0,1.0,70,80,2500019,task_nongye,18,1,0,25,3,1
480,Buy VIT {0} time(s),305,0,1.0,70,80,2500019,task_xiaohaotili,19,1,0,25,3,1
481,Collect tax {0} times,306,0,1.0,70,80,2500019,task_nongye,20,1,0,0,3,1
482,Buy items in Item Store {0} time(s),307,0,1.0,70,80,2500019,task_goumaidaoju,54,1,0,25,3,1
483,dailyTask_name008,308,0,1.0,70,80,2500019,task_shipinzuanshi,22,1,0,0,3,1
484,Use Speed-up {0} time(s),310,0,1.0,70,80,2500019,task_jiasu,999,1,0,25,3,1
485,Gather {1} {0},203,7,180000.0,70,80,2500019,task_nongye,16,1,0,25,3,1
486,Gather {1} {0},203,5,180000.0,70,80,2500019,task_nongye,16,1,0,25,3,1
487,Gather {1} {0},203,7,180000.0,70,80,2500019,task_nongye,16,1,0,25,3,1
488,Gather {1} {0},203,5,250000.0,70,80,2500019,task_nongye,16,1,0,25,3,1
489,Gather {1} {0},203,7,250000.0,70,80,2500019,task_nongye,16,1,0,25,3,1
490,Gather {1} {0},203,5,250000.0,70,80,2500019,task_nongye,16,1,0,25,3,1
491,Build {1} {0},301,1700,4.0,70,80,2500020,task_jianzao,8,2,0,20,3,2
492,Build {1} {0},301,1040,4.0,70,80,2500020,task_jianzao,8,2,0,20,3,2
493,Build {1} {0},301,1100,4.0,70,80,2500020,task_jianzao,8,2,0,20,3,2
494,Build {1} {0},301,1050,4.0,70,80,2500020,task_jianzao,8,2,0,20,3,2
495,Train {0} Army units,302,101,3.0,70,80,2500020,task_xunlian,9,2,0,20,3,2
496,Train {0} Naval Units,302,201,3.0,70,80,2500020,task_xunlian,9,2,0,20,3,2
497,Train {0} Air Force Units,302,301,3.0,70,80,2500020,task_xunlian,9,2,0,20,3,2
498,Use {0} VIT,303,0,50.0,70,80,2500020,task_xiaohaotili,15,2,0,20,3,2
499,Request gold {0} time(s),304,0,1.0,70,80,2500020,task_nongye,18,2,0,20,3,2
500,Buy VIT {0} time(s),305,0,1.0,70,80,2500020,task_xiaohaotili,19,2,0,20,3,2
501,Collect tax {0} times,306,0,3.0,70,80,2500020,task_nongye,20,2,0,0,3,2
502,Buy items in Item Store {0} time(s),307,0,2.0,70,80,2500020,task_goumaidaoju,54,2,0,20,3,2
503,dailyTask_name008,308,0,1.0,70,80,2500020,task_shipinzuanshi,22,2,0,0,3,2
504,Use Speed-up {0} time(s),310,0,1.0,70,80,2500020,task_jiasu,999,2,0,20,3,2
505,Gather {1} {0},203,7,300000.0,70,80,2500020,task_nongye,16,2,0,20,3,2
506,Gather {1} {0},203,5,300000.0,70,80,2500020,task_nongye,16,2,0,20,3,2
507,Gather {1} {0},203,7,300000.0,70,80,2500020,task_nongye,16,2,0,20,3,2
508,Gather {1} {0},203,5,350000.0,70,80,2500020,task_nongye,16,2,0,20,3,2
509,Gather {1} {0},203,7,350000.0,70,80,2500020,task_nongye,16,2,0,20,3,2
510,Gather {1} {0},203,5,350000.0,70,80,2500020,task_nongye,16,2,0,20,3,2
511,Build {1} {0},301,1700,8.0,70,80,2500021,task_jianzao,8,3,0,18,3,3
512,Build {1} {0},301,1040,8.0,70,80,2500021,task_jianzao,8,3,0,18,3,3
513,Build {1} {0},301,1100,8.0,70,80,2500021,task_jianzao,8,3,0,18,3,3
514,Build {1} {0},301,1050,8.0,70,80,2500021,task_jianzao,8,3,0,18,3,3
515,Train {0} Army units,302,101,5.0,70,80,2500021,task_xunlian,9,3,0,18,3,3
516,Train {0} Naval Units,302,201,5.0,70,80,2500021,task_xunlian,9,3,0,18,3,3
517,Train {0} Air Force Units,302,301,5.0,70,80,2500021,task_xunlian,9,3,0,18,3,3
518,Use {0} VIT,303,0,50.0,70,80,2500021,task_xiaohaotili,15,3,0,18,3,3
519,Request gold {0} time(s),304,0,1.0,70,80,2500021,task_nongye,18,3,0,18,3,3
520,Buy VIT {0} time(s),305,0,1.0,70,80,2500021,task_xiaohaotili,19,3,0,18,3,3
521,Collect tax {0} times,306,0,4.0,70,80,2500021,task_nongye,20,3,0,0,3,3
522,Buy items in Item Store {0} time(s),307,0,3.0,70,80,2500021,task_goumaidaoju,54,3,0,18,3,3
523,dailyTask_name008,308,0,1.0,70,80,2500021,task_shipinzuanshi,22,3,0,0,3,3
524,Use Speed-up {0} time(s),310,0,1.0,70,80,2500021,task_jiasu,999,3,0,18,3,3
525,Gather {1} {0},203,7,350000.0,70,80,2500021,task_nongye,16,3,0,18,3,3
526,Gather {1} {0},203,5,350000.0,70,80,2500021,task_nongye,16,3,0,18,3,3
527,Gather {1} {0},203,7,350000.0,70,80,2500021,task_nongye,16,3,0,18,3,3
528,Gather {1} {0},203,5,500000.0,70,80,2500021,task_nongye,16,3,0,18,3,3
529,Gather {1} {0},203,7,500000.0,70,80,2500021,task_nongye,16,3,0,18,3,3
530,Gather {1} {0},203,5,500000.0,70,80,2500021,task_nongye,16,3,0,18,3,3
531,Build {1} {0},301,1700,12.0,70,80,2500022,task_jianzao,8,4,0,8,3,4
532,Build {1} {0},301,1040,12.0,70,80,2500022,task_jianzao,8,4,0,8,3,4
533,Build {1} {0},301,1100,12.0,70,80,2500022,task_jianzao,8,4,0,8,3,4
534,Build {1} {0},301,1050,12.0,70,80,2500022,task_jianzao,8,4,0,8,3,4
535,Train {0} Army units,302,101,6.0,70,80,2500022,task_xunlian,9,4,0,8,3,4
536,Train {0} Naval Units,302,201,6.0,70,80,2500022,task_xunlian,9,4,0,8,3,4
537,Train {0} Air Force Units,302,301,6.0,70,80,2500022,task_xunlian,9,4,0,8,3,4
538,Use {0} VIT,303,0,100.0,70,80,2500022,task_xiaohaotili,15,4,0,8,3,4
539,Request gold {0} time(s),304,0,1.0,70,80,2500022,task_nongye,18,4,0,8,3,4
540,Buy VIT {0} time(s),305,0,1.0,70,80,2500022,task_xiaohaotili,19,4,0,8,3,4
541,Collect tax {0} times,306,0,8.0,70,80,2500022,task_nongye,20,4,0,0,3,4
542,Buy items in Item Store {0} time(s),307,0,5.0,70,80,2500022,task_goumaidaoju,54,4,0,8,3,4
543,dailyTask_name008,308,0,1.0,70,80,2500022,task_shipinzuanshi,22,4,0,0,3,4
544,Use Speed-up {0} time(s),310,0,1.0,70,80,2500022,task_jiasu,999,4,0,8,3,4
545,Gather {1} {0},203,7,500000.0,70,80,2500022,task_nongye,16,4,0,8,3,4
546,Gather {1} {0},203,5,500000.0,70,80,2500022,task_nongye,16,4,0,8,3,4
547,Gather {1} {0},203,7,500000.0,70,80,2500022,task_nongye,16,4,0,8,3,4
548,Gather {1} {0},203,5,500000.0,70,80,2500022,task_nongye,16,4,0,8,3,4
549,Gather {1} {0},203,7,500000.0,70,80,2500022,task_nongye,16,4,0,8,3,4
550,Gather {1} {0},203,5,500000.0,70,80,2500022,task_nongye,16,4,0,8,3,4
551,Build {1} {0},301,1700,16.0,70,80,2500023,task_jianzao,8,5,0,3,3,5
552,Build {1} {0},301,1040,16.0,70,80,2500023,task_jianzao,8,5,0,3,3,5
553,Build {1} {0},301,1100,16.0,70,80,2500023,task_jianzao,8,5,0,3,3,5
554,Build {1} {0},301,1050,16.0,70,80,2500023,task_jianzao,8,5,0,3,3,5
555,Train {0} Army units,302,101,8.0,70,80,2500023,task_xunlian,9,5,0,3,3,5
556,Train {0} Naval Units,302,201,8.0,70,80,2500023,task_xunlian,9,5,0,3,3,5
557,Train {0} Air Force Units,302,301,8.0,70,80,2500023,task_xunlian,9,5,0,3,3,5
558,Use {0} VIT,303,0,200.0,70,80,2500023,task_xiaohaotili,15,5,0,3,3,5
559,Request gold {0} time(s),304,0,1.0,70,80,2500023,task_nongye,18,5,0,3,3,5
560,Buy VIT {0} time(s),305,0,2.0,70,80,2500023,task_xiaohaotili,19,5,0,3,3,5
561,Collect tax {0} times,306,0,10.0,70,80,2500023,task_nongye,20,5,0,0,3,5
562,Buy items in Item Store {0} time(s),307,0,5.0,70,80,2500023,task_goumaidaoju,54,5,0,3,3,5
563,dailyTask_name008,308,0,1.0,70,80,2500023,task_shipinzuanshi,22,5,0,0,3,5
564,Use Speed-up {0} time(s),310,0,1.0,70,80,2500023,task_jiasu,999,5,0,3,3,5
565,Gather {1} {0},203,7,600000.0,70,80,2500023,task_nongye,16,5,0,3,3,5
566,Gather {1} {0},203,5,600000.0,70,80,2500023,task_nongye,16,5,0,3,3,5
567,Gather {1} {0},203,7,600000.0,70,80,2500023,task_nongye,16,5,0,3,3,5
568,Gather {1} {0},203,5,900000.0,70,80,2500023,task_nongye,16,5,0,3,3,5
569,Gather {1} {0},203,7,900000.0,70,80,2500023,task_nongye,16,5,0,3,3,5
570,Gather {1} {0},203,5,900000.0,70,80,2500023,task_nongye,16,5,0,3,3,5
571,[Hard] Defeat {0} Empire Royal Guard(s),401,50014,1.0,10,29,2500006,task_jianzao,998,10,0,3,4,6
572,Gather {0} [Oil] in the Ancient Ruins.,501,5001,250000.0,10,29,2500006,task_nongye,998,10,0,0,4,6
573,In the ancient ruins, gather {0} Coin,501,1001,250000.0,10,29,2500006,task_nongye,998,10,0,0,4,6
574,In the Ancient Ruins, gather {0} Food.,501,7001,250000.0,10,29,2500006,task_nongye,998,10,0,0,4,6
575,Defeat {0} Empire Elite Unit(s),601,5019,1.0,10,29,2500006,task_xunlian,998,10,0,0,4,6
576,[Hard] Defeat {0} Empire Royal Guard(s),401,50043,1.0,30,49,2500012,task_jianzao,998,10,0,3,4,6
577,Gather {0} [Oil] in the Ancient Ruins.,501,5001,650000.0,30,49,2500012,task_nongye,998,10,0,0,4,6
578,In the ancient ruins, gather {0} Coin,501,1001,650000.0,30,49,2500012,task_nongye,998,10,0,0,4,6
579,In the Ancient Ruins, gather {0} Food.,501,7001,650000.0,30,49,2500012,task_nongye,998,10,0,0,4,6
580,Defeat {0} Empire Elite Unit(s),601,5030,1.0,30,49,2500012,task_xunlian,998,10,0,0,4,6
581,[Hard] Defeat {0} Empire Royal Guard(s),401,50065,1.0,50,69,2500018,task_jianzao,998,10,0,3,4,6
582,Gather {0} [Oil] in the Ancient Ruins.,501,5001,1650000.0,50,69,2500018,task_nongye,998,10,0,0,4,6
583,In the ancient ruins, gather {0} Coin,501,1001,1650000.0,50,69,2500018,task_nongye,998,10,0,0,4,6
584,In the Ancient Ruins, gather {0} Food.,501,7001,1650000.0,50,69,2500018,task_nongye,998,10,0,0,4,6
585,Defeat {0} Empire Elite Unit(s),601,5050,1.0,50,69,2500018,task_xunlian,998,10,0,0,4,6
586,[Hard] Defeat {0} Empire Royal Guard(s),401,50076,1.0,70,80,2500024,task_jianzao,998,10,0,3,4,6
587,Gather {0} [Oil] in the Ancient Ruins.,501,5001,1650000.0,70,80,2500024,task_nongye,998,10,0,0,4,6
588,In the ancient ruins, gather {0} Coin,501,1001,1650000.0,70,80,2500024,task_nongye,998,10,0,0,4,6
589,In the Ancient Ruins, gather {0} Food.,501,7001,1650000.0,70,80,2500024,task_nongye,998,10,0,0,4,6
590,Defeat {0} Empire Elite Unit(s),601,5070,1.0,70,80,2500024,task_xunlian,998,10,0,0,4,6
591,[Hard] Defeat {0} Empire Royal Guard(s),401,50083,1.0,70,80,2500024,task_jianzao,998,10,0,1,4,6
592,[Hard] Defeat {0} Empire Royal Guard(s),401,50092,1.0,70,80,2500024,task_jianzao,998,10,0,1,4,6
101,Train {0} Army units,302,101,5.0,20,0,340001,task_xunlian,9,1,0,5,2,0
102,Train {0} Naval Units,302,201,5.0,20,0,340002,task_xunlian,9,1,0,5,2,0
103,Train {0} Air Force Units,302,301,5.0,22,0,340003,task_xunlian,9,1,0,5,2,0
104,Use {0} VIT,303,0,20.0,20,0,340004,task_xiaohaotili,15,1,0,5,2,0
105,Defeat Dark Forces {0} time(s) on the World Map,320,0,5.0,20,0,340005,task_zhandou,14,1,0,5,2,0
106,Join attack party {0} times,321,0,3.0,20,0,340006,task_zhandou,35,1,0,5,2,0
593,Train {0} Army units,302,101,15.0,10,29,2500006,task_xunlian,9,10,0,3,3,6
594,Train {0} Naval Units,302,201,15.0,20,29,2500006,task_xunlian,9,10,0,3,3,6
595,Train {0} Air Force Units,302,301,15.0,22,29,2500006,task_xunlian,9,10,0,3,3,6
596,Gather {1} {0},203,7,30000.0,10,29,2500006,task_nongye,16,10,0,3,3,6
597,Gather {1} {0},203,5,30000.0,10,29,2500006,task_nongye,16,10,0,3,3,6
598,Train {0} Army units,302,101,15.0,30,49,2500012,task_xunlian,9,10,0,3,3,6
599,Train {0} Naval Units,302,201,15.0,30,49,2500012,task_xunlian,9,10,0,3,3,6
600,Train {0} Air Force Units,302,301,15.0,30,49,2500012,task_xunlian,9,10,0,3,3,6
601,Gather {1} {0},203,7,300000.0,30,49,2500012,task_nongye,16,10,0,3,3,6
602,Gather {1} {0},203,5,300000.0,30,49,2500012,task_nongye,16,10,0,3,3,6
603,Train {0} Army units,302,101,15.0,50,69,2500018,task_xunlian,9,10,0,3,3,6
604,Train {0} Naval Units,302,201,15.0,50,69,2500018,task_xunlian,9,10,0,3,3,6
605,Train {0} Air Force Units,302,301,15.0,50,69,2500018,task_xunlian,9,10,0,3,3,6
606,Gather {1} {0},203,7,600000.0,50,69,2500018,task_nongye,16,10,0,3,3,6
607,Gather {1} {0},203,5,600000.0,50,69,2500018,task_nongye,16,10,0,3,3,6
608,Train {0} Army units,302,101,15.0,70,80,2500024,task_xunlian,9,10,0,3,3,6
609,Train {0} Naval Units,302,201,15.0,70,80,2500024,task_xunlian,9,10,0,3,3,6
610,Train {0} Air Force Units,302,301,15.0,70,80,2500024,task_xunlian,9,10,0,3,3,6
611,Gather {1} {0},203,7,1650000.0,70,80,2500024,task_nongye,16,10,0,3,3,6
612,Gather {1} {0},203,5,1650000.0,70,80,2500024,task_nongye,16,10,0,3,3,6
613,Defeat {0} Dark Forces on the World Map.,320,0,2.0,10,29,2500001,task_xunlian,15,1,0,25,3,1
614,Defeat {0} Dark Forces on the World Map.,320,0,3.0,10,29,2500002,task_xunlian,15,2,0,20,3,2
615,Defeat {0} Dark Forces on the World Map.,320,0,4.0,10,29,2500003,task_xunlian,15,3,0,18,3,3
616,Defeat {0} Dark Forces on the World Map.,320,0,5.0,10,29,2500004,task_xunlian,15,4,0,8,3,4
617,Defeat {0} Dark Forces on the World Map.,320,0,6.0,10,29,2500005,task_xunlian,15,5,0,7,3,5
618,Defeat {0} Dark Forces on the World Map.,320,0,10.0,10,29,2500006,task_xunlian,15,10,0,5,3,6
619,Join in killing {0} Warhammer(s),322,0,4.0,10,29,2500001,task_xunlian,36,1,0,25,3,1
620,Join in killing {0} Warhammer(s),322,0,5.0,10,29,2500002,task_xunlian,36,2,0,20,3,2
621,Join in killing {0} Warhammer(s),322,0,6.0,10,29,2500003,task_xunlian,36,3,0,18,3,3
622,Join in killing {0} Warhammer(s),322,0,7.0,10,29,2500004,task_xunlian,36,4,0,8,3,4
623,Join in killing {0} Warhammer(s),322,0,10.0,10,29,2500005,task_xunlian,36,5,0,7,3,5
624,Join in killing {0} Warhammer(s),322,0,15.0,10,29,2500006,task_xunlian,36,10,0,5,3,6
625,Defeat {0} Dark Forces on the World Map.,320,0,2.0,30,49,2500007,task_xunlian,15,1,0,25,3,1
626,Defeat {0} Dark Forces on the World Map.,320,0,3.0,30,49,2500008,task_xunlian,15,2,0,20,3,2
627,Defeat {0} Dark Forces on the World Map.,320,0,4.0,30,49,2500009,task_xunlian,15,3,0,18,3,3
628,Defeat {0} Dark Forces on the World Map.,320,0,5.0,30,49,2500010,task_xunlian,15,4,0,8,3,4
629,Defeat {0} Dark Forces on the World Map.,320,0,6.0,30,49,2500011,task_xunlian,15,5,0,7,3,5
630,Defeat {0} Dark Forces on the World Map.,320,0,10.0,30,49,2500012,task_xunlian,15,10,0,5,3,6
631,Join in killing {0} Warhammer(s),322,0,4.0,30,49,2500007,task_xunlian,36,1,0,25,3,1
632,Join in killing {0} Warhammer(s),322,0,5.0,30,49,2500008,task_xunlian,36,2,0,20,3,2
633,Join in killing {0} Warhammer(s),322,0,6.0,30,49,2500009,task_xunlian,36,3,0,18,3,3
634,Join in killing {0} Warhammer(s),322,0,7.0,30,49,2500010,task_xunlian,36,4,0,8,3,4
635,Join in killing {0} Warhammer(s),322,0,10.0,30,49,2500011,task_xunlian,36,5,0,7,3,5
636,Join in killing {0} Warhammer(s),322,0,15.0,30,49,2500012,task_xunlian,36,10,0,5,3,6
637,Defeat {0} Dark Forces on the World Map.,320,0,2.0,50,69,2500013,task_xunlian,15,1,0,25,3,1
638,Defeat {0} Dark Forces on the World Map.,320,0,3.0,50,69,2500014,task_xunlian,15,2,0,20,3,2
639,Defeat {0} Dark Forces on the World Map.,320,0,4.0,50,69,2500015,task_xunlian,15,3,0,18,3,3
640,Defeat {0} Dark Forces on the World Map.,320,0,5.0,50,69,2500016,task_xunlian,15,4,0,8,3,4
641,Defeat {0} Dark Forces on the World Map.,320,0,6.0,50,69,2500017,task_xunlian,15,5,0,7,3,5
642,Defeat {0} Dark Forces on the World Map.,320,0,10.0,50,69,2500018,task_xunlian,15,10,0,5,3,6
643,Join in killing {0} Warhammer(s),322,0,4.0,50,69,2500013,task_xunlian,36,1,0,25,3,1
644,Join in killing {0} Warhammer(s),322,0,5.0,50,69,2500014,task_xunlian,36,2,0,20,3,2
645,Join in killing {0} Warhammer(s),322,0,6.0,50,69,2500015,task_xunlian,36,3,0,18,3,3
646,Join in killing {0} Warhammer(s),322,0,7.0,50,69,2500016,task_xunlian,36,4,0,8,3,4
647,Join in killing {0} Warhammer(s),322,0,10.0,50,69,2500017,task_xunlian,36,5,0,7,3,5
648,Join in killing {0} Warhammer(s),322,0,15.0,50,69,2500018,task_xunlian,36,10,0,5,3,6
649,Defeat {0} Dark Forces on the World Map.,320,0,2.0,70,80,2500019,task_xunlian,15,1,0,25,3,1
650,Defeat {0} Dark Forces on the World Map.,320,0,3.0,70,80,2500020,task_xunlian,15,2,0,20,3,2
651,Defeat {0} Dark Forces on the World Map.,320,0,4.0,70,80,2500021,task_xunlian,15,3,0,18,3,3
652,Defeat {0} Dark Forces on the World Map.,320,0,5.0,70,80,2500022,task_xunlian,15,4,0,8,3,4
653,Defeat {0} Dark Forces on the World Map.,320,0,6.0,70,80,2500023,task_xunlian,15,5,0,7,3,5
654,Defeat {0} Dark Forces on the World Map.,320,0,10.0,70,80,2500024,task_xunlian,15,10,0,5,3,6
655,Join in killing {0} Warhammer(s),322,0,4.0,70,80,2500019,task_xunlian,36,1,0,25,3,1
656,Join in killing {0} Warhammer(s),322,0,5.0,70,80,2500020,task_xunlian,36,2,0,20,3,2
657,Join in killing {0} Warhammer(s),322,0,6.0,70,80,2500021,task_xunlian,36,3,0,18,3,3
658,Join in killing {0} Warhammer(s),322,0,7.0,70,80,2500022,task_xunlian,36,4,0,8,3,4
659,Join in killing {0} Warhammer(s),322,0,10.0,70,80,2500023,task_xunlian,36,5,0,7,3,5
660,Join in killing {0} Warhammer(s),322,0,15.0,70,80,2500024,task_xunlian,36,10,0,5,3,6
