id,group,type,type_open,quality,name,name_with_para,desc,para1,para1_v1,para2,overlying_type,bag_type,bag_use,obtain_id,required_level,icon_text,level,effect,last_rounds,icon,icon_harmony,postpone_time,buffSource,max_num,treasurekey_para,item_gain,obtain_id_v1,obtain_id_v2,replace_id,word_suffix,delete_data,end_time,order,special_effects,auto_use,cab_use,probability_use,jump_prop,get_source,para3,ui_route,big_icon_route,undeletable,item_source
2501906,2501906,42,,1,Army DMG Decrease,,When your Army is in battle; DMG received decreases by {0}%.,20120,20120,6,0,3,1,0,1,Lv.6,6,null,0,image/item/item_2501901,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2501907,2501907,42,,1,Army DMG Decrease,,When your Army is in battle; DMG received decreases by {0}%.,20120,20120,7,0,3,1,0,1,Lv.7,7,null,0,image/item/item_2501901,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2501908,2501908,42,,1,Army DMG Decrease,,When your Army is in battle; DMG received decreases by {0}%.,20120,20120,8,0,3,1,0,1,Lv.8,8,null,0,image/item/item_2501901,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2501909,2501909,42,,1,Army DMG Decrease,,When your Army is in battle; DMG received decreases by {0}%.,20120,20120,9,0,3,1,0,1,Lv.9,9,null,0,image/item/item_2501901,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2501910,2501910,42,,1,Army DMG Decrease,,When your Army is in battle; DMG received decreases by {0}%.,20120,20120,10,0,3,1,0,1,Lv.10,10,null,0,image/item/item_2501901,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502001,2502001,42,,1,Navy DMG Decrease,,When your Navy is in battle; DMG received decreases by {0}%.,20121,20121,1,0,3,1,0,1,Lv.1,1,null,0,image/item/item_2502001,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502002,2502002,42,,1,Navy DMG Decrease,,When your Navy is in battle; DMG received decreases by {0}%.,20121,20121,2,0,3,1,0,1,Lv.2,2,null,0,image/item/item_2502001,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502003,2502003,42,,1,Navy DMG Decrease,,When your Navy is in battle; DMG received decreases by {0}%.,20121,20121,3,0,3,1,0,1,Lv.3,3,null,0,image/item/item_2502001,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502004,2502004,42,,1,Navy DMG Decrease,,When your Navy is in battle; DMG received decreases by {0}%.,20121,20121,4,0,3,1,0,1,Lv.4,4,null,0,image/item/item_2502001,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502005,2502005,42,,1,Navy DMG Decrease,,When your Navy is in battle; DMG received decreases by {0}%.,20121,20121,5,0,3,1,0,1,Lv.5,5,null,0,image/item/item_2502001,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502006,2502006,42,,1,Navy DMG Decrease,,When your Navy is in battle; DMG received decreases by {0}%.,20121,20121,6,0,3,1,0,1,Lv.6,6,null,0,image/item/item_2502001,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502007,2502007,42,,1,Navy DMG Decrease,,When your Navy is in battle; DMG received decreases by {0}%.,20121,20121,7,0,3,1,0,1,Lv.7,7,null,0,image/item/item_2502001,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502008,2502008,42,,1,Navy DMG Decrease,,When your Navy is in battle; DMG received decreases by {0}%.,20121,20121,8,0,3,1,0,1,Lv.8,8,null,0,image/item/item_2502001,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502009,2502009,42,,1,Navy DMG Decrease,,When your Navy is in battle; DMG received decreases by {0}%.,20121,20121,9,0,3,1,0,1,Lv.9,9,null,0,image/item/item_2502001,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502010,2502010,42,,1,Navy DMG Decrease,,When your Navy is in battle; DMG received decreases by {0}%.,20121,20121,10,0,3,1,0,1,Lv.10,10,null,0,image/item/item_2502001,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502101,2502101,42,,1,Air Force DMG Decrease,,When your Air Force is in battle; DMG received decreases by {0}%.,20122,20122,1,0,3,1,0,1,Lv.1,1,null,0,image/item/item_2502101,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502102,2502102,42,,1,Air Force DMG Decrease,,When your Air Force is in battle; DMG received decreases by {0}%.,20122,20122,2,0,3,1,0,1,Lv.2,2,null,0,image/item/item_2502101,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502103,2502103,42,,1,Air Force DMG Decrease,,When your Air Force is in battle; DMG received decreases by {0}%.,20122,20122,3,0,3,1,0,1,Lv.3,3,null,0,image/item/item_2502101,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502104,2502104,42,,1,Air Force DMG Decrease,,When your Air Force is in battle; DMG received decreases by {0}%.,20122,20122,4,0,3,1,0,1,Lv.4,4,null,0,image/item/item_2502101,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502105,2502105,42,,1,Air Force DMG Decrease,,When your Air Force is in battle; DMG received decreases by {0}%.,20122,20122,5,0,3,1,0,1,Lv.5,5,null,0,image/item/item_2502101,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502106,2502106,42,,1,Air Force DMG Decrease,,When your Air Force is in battle; DMG received decreases by {0}%.,20122,20122,6,0,3,1,0,1,Lv.6,6,null,0,image/item/item_2502101,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502107,2502107,42,,1,Air Force DMG Decrease,,When your Air Force is in battle; DMG received decreases by {0}%.,20122,20122,7,0,3,1,0,1,Lv.7,7,null,0,image/item/item_2502101,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502108,2502108,42,,1,Air Force DMG Decrease,,When your Air Force is in battle; DMG received decreases by {0}%.,20122,20122,8,0,3,1,0,1,Lv.8,8,null,0,image/item/item_2502101,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502109,2502109,42,,1,Air Force DMG Decrease,,When your Air Force is in battle; DMG received decreases by {0}%.,20122,20122,9,0,3,1,0,1,Lv.9,9,null,0,image/item/item_2502101,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502110,2502110,42,,1,Air Force DMG Decrease,,When your Air Force is in battle; DMG received decreases by {0}%.,20122,20122,10,0,3,1,0,1,Lv.10,10,null,0,image/item/item_2502101,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502201,2502201,42,,1,Army Crit. DMG,,When your Army is in battle; Crit. damage increases by {0}%.,20123,20123,1,0,3,1,0,1,Lv.1,1,null,0,image/item/item_2502201,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502202,2502202,42,,1,Army Crit. DMG,,When your Army is in battle; Crit. damage increases by {0}%.,20123,20123,2,0,3,1,0,1,Lv.2,2,null,0,image/item/item_2502201,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502203,2502203,42,,1,Army Crit. DMG,,When your Army is in battle; Crit. damage increases by {0}%.,20123,20123,3,0,3,1,0,1,Lv.3,3,null,0,image/item/item_2502201,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502204,2502204,42,,1,Army Crit. DMG,,When your Army is in battle; Crit. damage increases by {0}%.,20123,20123,4,0,3,1,0,1,Lv.4,4,null,0,image/item/item_2502201,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502205,2502205,42,,1,Army Crit. DMG,,When your Army is in battle; Crit. damage increases by {0}%.,20123,20123,5,0,3,1,0,1,Lv.5,5,null,0,image/item/item_2502201,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502206,2502206,42,,1,Army Crit. DMG,,When your Army is in battle; Crit. damage increases by {0}%.,20123,20123,6,0,3,1,0,1,Lv.6,6,null,0,image/item/item_2502201,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502207,2502207,42,,1,Army Crit. DMG,,When your Army is in battle; Crit. damage increases by {0}%.,20123,20123,7,0,3,1,0,1,Lv.7,7,null,0,image/item/item_2502201,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502208,2502208,42,,1,Army Crit. DMG,,When your Army is in battle; Crit. damage increases by {0}%.,20123,20123,8,0,3,1,0,1,Lv.8,8,null,0,image/item/item_2502201,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502209,2502209,42,,1,Army Crit. DMG,,When your Army is in battle; Crit. damage increases by {0}%.,20123,20123,9,0,3,1,0,1,Lv.9,9,null,0,image/item/item_2502201,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502210,2502210,42,,1,Army Crit. DMG,,When your Army is in battle; Crit. damage increases by {0}%.,20123,20123,10,0,3,1,0,1,Lv.10,10,null,0,image/item/item_2502201,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502301,2502301,42,,1,Navy Crit. DMG,,When your Navy is in battle; Crit. damage increases by {0}%.,20124,20124,1,0,3,1,0,1,Lv.1,1,null,0,image/item/item_2502301,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502302,2502302,42,,1,Navy Crit. DMG,,When your Navy is in battle; Crit. damage increases by {0}%.,20124,20124,2,0,3,1,0,1,Lv.2,2,null,0,image/item/item_2502301,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502303,2502303,42,,1,Navy Crit. DMG,,When your Navy is in battle; Crit. damage increases by {0}%.,20124,20124,3,0,3,1,0,1,Lv.3,3,null,0,image/item/item_2502301,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502304,2502304,42,,1,Navy Crit. DMG,,When your Navy is in battle; Crit. damage increases by {0}%.,20124,20124,4,0,3,1,0,1,Lv.4,4,null,0,image/item/item_2502301,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502305,2502305,42,,1,Navy Crit. DMG,,When your Navy is in battle; Crit. damage increases by {0}%.,20124,20124,5,0,3,1,0,1,Lv.5,5,null,0,image/item/item_2502301,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502306,2502306,42,,1,Navy Crit. DMG,,When your Navy is in battle; Crit. damage increases by {0}%.,20124,20124,6,0,3,1,0,1,Lv.6,6,null,0,image/item/item_2502301,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502307,2502307,42,,1,Navy Crit. DMG,,When your Navy is in battle; Crit. damage increases by {0}%.,20124,20124,7,0,3,1,0,1,Lv.7,7,null,0,image/item/item_2502301,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502308,2502308,42,,1,Navy Crit. DMG,,When your Navy is in battle; Crit. damage increases by {0}%.,20124,20124,8,0,3,1,0,1,Lv.8,8,null,0,image/item/item_2502301,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502309,2502309,42,,1,Navy Crit. DMG,,When your Navy is in battle; Crit. damage increases by {0}%.,20124,20124,9,0,3,1,0,1,Lv.9,9,null,0,image/item/item_2502301,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502310,2502310,42,,1,Navy Crit. DMG,,When your Navy is in battle; Crit. damage increases by {0}%.,20124,20124,10,0,3,1,0,1,Lv.10,10,null,0,image/item/item_2502301,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502401,2502401,42,,1,Air Force Crit. DMG,,When your Air Force is in battle; Crit. damage increases by {0}%.,20125,20125,1,0,3,1,0,1,Lv.1,1,null,0,image/item/item_2502401,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502402,2502402,42,,1,Air Force Crit. DMG,,When your Air Force is in battle; Crit. damage increases by {0}%.,20125,20125,2,0,3,1,0,1,Lv.2,2,null,0,image/item/item_2502401,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502403,2502403,42,,1,Air Force Crit. DMG,,When your Air Force is in battle; Crit. damage increases by {0}%.,20125,20125,3,0,3,1,0,1,Lv.3,3,null,0,image/item/item_2502401,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502404,2502404,42,,1,Air Force Crit. DMG,,When your Air Force is in battle; Crit. damage increases by {0}%.,20125,20125,4,0,3,1,0,1,Lv.4,4,null,0,image/item/item_2502401,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502405,2502405,42,,1,Air Force Crit. DMG,,When your Air Force is in battle; Crit. damage increases by {0}%.,20125,20125,5,0,3,1,0,1,Lv.5,5,null,0,image/item/item_2502401,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502406,2502406,42,,1,Air Force Crit. DMG,,When your Air Force is in battle; Crit. damage increases by {0}%.,20125,20125,6,0,3,1,0,1,Lv.6,6,null,0,image/item/item_2502401,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502407,2502407,42,,1,Air Force Crit. DMG,,When your Air Force is in battle; Crit. damage increases by {0}%.,20125,20125,7,0,3,1,0,1,Lv.7,7,null,0,image/item/item_2502401,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502408,2502408,42,,1,Air Force Crit. DMG,,When your Air Force is in battle; Crit. damage increases by {0}%.,20125,20125,8,0,3,1,0,1,Lv.8,8,null,0,image/item/item_2502401,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502409,2502409,42,,1,Air Force Crit. DMG,,When your Air Force is in battle; Crit. damage increases by {0}%.,20125,20125,9,0,3,1,0,1,Lv.9,9,null,0,image/item/item_2502401,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502410,2502410,42,,1,Air Force Crit. DMG,,When your Air Force is in battle; Crit. damage increases by {0}%.,20125,20125,10,0,3,1,0,1,Lv.10,10,null,0,image/item/item_2502401,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502501,2502501,42,,1,Army INV,,When your Army is in battle; Invulnerability increases by {0}%.,20126,20126,1,0,3,1,0,1,Lv.1,1,null,0,image/item/item_2502501,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502502,2502502,42,,1,Army INV,,When your Army is in battle; Invulnerability increases by {0}%.,20126,20126,2,0,3,1,0,1,Lv.2,2,null,0,image/item/item_2502501,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502503,2502503,42,,1,Army INV,,When your Army is in battle; Invulnerability increases by {0}%.,20126,20126,3,0,3,1,0,1,Lv.3,3,null,0,image/item/item_2502501,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502504,2502504,42,,1,Army INV,,When your Army is in battle; Invulnerability increases by {0}%.,20126,20126,4,0,3,1,0,1,Lv.4,4,null,0,image/item/item_2502501,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502505,2502505,42,,1,Army INV,,When your Army is in battle; Invulnerability increases by {0}%.,20126,20126,5,0,3,1,0,1,Lv.5,5,null,0,image/item/item_2502501,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502506,2502506,42,,1,Army INV,,When your Army is in battle; Invulnerability increases by {0}%.,20126,20126,6,0,3,1,0,1,Lv.6,6,null,0,image/item/item_2502501,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502507,2502507,42,,1,Army INV,,When your Army is in battle; Invulnerability increases by {0}%.,20126,20126,7,0,3,1,0,1,Lv.7,7,null,0,image/item/item_2502501,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502508,2502508,42,,1,Army INV,,When your Army is in battle; Invulnerability increases by {0}%.,20126,20126,8,0,3,1,0,1,Lv.8,8,null,0,image/item/item_2502501,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502509,2502509,42,,1,Army INV,,When your Army is in battle; Invulnerability increases by {0}%.,20126,20126,9,0,3,1,0,1,Lv.9,9,null,0,image/item/item_2502501,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502510,2502510,42,,1,Army INV,,When your Army is in battle; Invulnerability increases by {0}%.,20126,20126,10,0,3,1,0,1,Lv.10,10,null,0,image/item/item_2502501,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502601,2502601,42,,1,Navy INV,,When your Navy is in battle; Invulnerability increases by {0}%.,20127,20127,1,0,3,1,0,1,Lv.1,1,null,0,image/item/item_2502601,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502602,2502602,42,,1,Navy INV,,When your Navy is in battle; Invulnerability increases by {0}%.,20127,20127,2,0,3,1,0,1,Lv.2,2,null,0,image/item/item_2502601,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502603,2502603,42,,1,Navy INV,,When your Navy is in battle; Invulnerability increases by {0}%.,20127,20127,3,0,3,1,0,1,Lv.3,3,null,0,image/item/item_2502601,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502604,2502604,42,,1,Navy INV,,When your Navy is in battle; Invulnerability increases by {0}%.,20127,20127,4,0,3,1,0,1,Lv.4,4,null,0,image/item/item_2502601,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502605,2502605,42,,1,Navy INV,,When your Navy is in battle; Invulnerability increases by {0}%.,20127,20127,5,0,3,1,0,1,Lv.5,5,null,0,image/item/item_2502601,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502606,2502606,42,,1,Navy INV,,When your Navy is in battle; Invulnerability increases by {0}%.,20127,20127,6,0,3,1,0,1,Lv.6,6,null,0,image/item/item_2502601,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502607,2502607,42,,1,Navy INV,,When your Navy is in battle; Invulnerability increases by {0}%.,20127,20127,7,0,3,1,0,1,Lv.7,7,null,0,image/item/item_2502601,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502608,2502608,42,,1,Navy INV,,When your Navy is in battle; Invulnerability increases by {0}%.,20127,20127,8,0,3,1,0,1,Lv.8,8,null,0,image/item/item_2502601,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502609,2502609,42,,1,Navy INV,,When your Navy is in battle; Invulnerability increases by {0}%.,20127,20127,9,0,3,1,0,1,Lv.9,9,null,0,image/item/item_2502601,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502610,2502610,42,,1,Navy INV,,When your Navy is in battle; Invulnerability increases by {0}%.,20127,20127,10,0,3,1,0,1,Lv.10,10,null,0,image/item/item_2502601,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502701,2502701,42,,1,Air Force INV,,When your Air Force is in battle; Invulnerability increases by {0}%.,20128,20128,1,0,3,1,0,1,Lv.1,1,null,0,image/item/item_2502701,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502702,2502702,42,,1,Air Force INV,,When your Air Force is in battle; Invulnerability increases by {0}%.,20128,20128,2,0,3,1,0,1,Lv.2,2,null,0,image/item/item_2502701,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502703,2502703,42,,1,Air Force INV,,When your Air Force is in battle; Invulnerability increases by {0}%.,20128,20128,3,0,3,1,0,1,Lv.3,3,null,0,image/item/item_2502701,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502704,2502704,42,,1,Air Force INV,,When your Air Force is in battle; Invulnerability increases by {0}%.,20128,20128,4,0,3,1,0,1,Lv.4,4,null,0,image/item/item_2502701,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502705,2502705,42,,1,Air Force INV,,When your Air Force is in battle; Invulnerability increases by {0}%.,20128,20128,5,0,3,1,0,1,Lv.5,5,null,0,image/item/item_2502701,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502706,2502706,42,,1,Air Force INV,,When your Air Force is in battle; Invulnerability increases by {0}%.,20128,20128,6,0,3,1,0,1,Lv.6,6,null,0,image/item/item_2502701,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502707,2502707,42,,1,Air Force INV,,When your Air Force is in battle; Invulnerability increases by {0}%.,20128,20128,7,0,3,1,0,1,Lv.7,7,null,0,image/item/item_2502701,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502708,2502708,42,,1,Air Force INV,,When your Air Force is in battle; Invulnerability increases by {0}%.,20128,20128,8,0,3,1,0,1,Lv.8,8,null,0,image/item/item_2502701,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502709,2502709,42,,1,Air Force INV,,When your Air Force is in battle; Invulnerability increases by {0}%.,20128,20128,9,0,3,1,0,1,Lv.9,9,null,0,image/item/item_2502701,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502710,2502710,42,,1,Air Force INV,,When your Air Force is in battle; Invulnerability increases by {0}%.,20128,20128,10,0,3,1,0,1,Lv.10,10,null,0,image/item/item_2502701,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502801,2502801,42,,1,Army Hit,,When your Army is in battle; Hit increases by {0}%.,20129,20129,1,0,3,1,0,1,Lv.1,1,null,0,image/item/item_2502801,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502802,2502802,42,,1,Army Hit,,When your Army is in battle; Hit increases by {0}%.,20129,20129,2,0,3,1,0,1,Lv.2,2,null,0,image/item/item_2502801,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502803,2502803,42,,1,Army Hit,,When your Army is in battle; Hit increases by {0}%.,20129,20129,3,0,3,1,0,1,Lv.3,3,null,0,image/item/item_2502801,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502804,2502804,42,,1,Army Hit,,When your Army is in battle; Hit increases by {0}%.,20129,20129,4,0,3,1,0,1,Lv.4,4,null,0,image/item/item_2502801,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502805,2502805,42,,1,Army Hit,,When your Army is in battle; Hit increases by {0}%.,20129,20129,5,0,3,1,0,1,Lv.5,5,null,0,image/item/item_2502801,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502806,2502806,42,,1,Army Hit,,When your Army is in battle; Hit increases by {0}%.,20129,20129,6,0,3,1,0,1,Lv.6,6,null,0,image/item/item_2502801,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502807,2502807,42,,1,Army Hit,,When your Army is in battle; Hit increases by {0}%.,20129,20129,7,0,3,1,0,1,Lv.7,7,null,0,image/item/item_2502801,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502808,2502808,42,,1,Army Hit,,When your Army is in battle; Hit increases by {0}%.,20129,20129,8,0,3,1,0,1,Lv.8,8,null,0,image/item/item_2502801,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502809,2502809,42,,1,Army Hit,,When your Army is in battle; Hit increases by {0}%.,20129,20129,9,0,3,1,0,1,Lv.9,9,null,0,image/item/item_2502801,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502810,2502810,42,,1,Army Hit,,When your Army is in battle; Hit increases by {0}%.,20129,20129,10,0,3,1,0,1,Lv.10,10,null,0,image/item/item_2502801,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502901,2502901,42,,1,Navy Hit,,When your Navy is in battle; Hit increases by {0}%.,20130,20130,1,0,3,1,0,1,Lv.1,1,null,0,image/item/item_2502901,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502902,2502902,42,,1,Navy Hit,,When your Navy is in battle; Hit increases by {0}%.,20130,20130,2,0,3,1,0,1,Lv.2,2,null,0,image/item/item_2502901,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502903,2502903,42,,1,Navy Hit,,When your Navy is in battle; Hit increases by {0}%.,20130,20130,3,0,3,1,0,1,Lv.3,3,null,0,image/item/item_2502901,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502904,2502904,42,,1,Navy Hit,,When your Navy is in battle; Hit increases by {0}%.,20130,20130,4,0,3,1,0,1,Lv.4,4,null,0,image/item/item_2502901,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502905,2502905,42,,1,Navy Hit,,When your Navy is in battle; Hit increases by {0}%.,20130,20130,5,0,3,1,0,1,Lv.5,5,null,0,image/item/item_2502901,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502906,2502906,42,,1,Navy Hit,,When your Navy is in battle; Hit increases by {0}%.,20130,20130,6,0,3,1,0,1,Lv.6,6,null,0,image/item/item_2502901,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502907,2502907,42,,1,Navy Hit,,When your Navy is in battle; Hit increases by {0}%.,20130,20130,7,0,3,1,0,1,Lv.7,7,null,0,image/item/item_2502901,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502908,2502908,42,,1,Navy Hit,,When your Navy is in battle; Hit increases by {0}%.,20130,20130,8,0,3,1,0,1,Lv.8,8,null,0,image/item/item_2502901,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502909,2502909,42,,1,Navy Hit,,When your Navy is in battle; Hit increases by {0}%.,20130,20130,9,0,3,1,0,1,Lv.9,9,null,0,image/item/item_2502901,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2502910,2502910,42,,1,Navy Hit,,When your Navy is in battle; Hit increases by {0}%.,20130,20130,10,0,3,1,0,1,Lv.10,10,null,0,image/item/item_2502901,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2503001,2503001,42,,1,Air Force Hit,,When your Air Force is in battle; Hit increases by {0}%.,20131,20131,1,0,3,1,0,1,Lv.1,1,null,0,image/item/item_2503001,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2503002,2503002,42,,1,Air Force Hit,,When your Air Force is in battle; Hit increases by {0}%.,20131,20131,2,0,3,1,0,1,Lv.2,2,null,0,image/item/item_2503001,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2503003,2503003,42,,1,Air Force Hit,,When your Air Force is in battle; Hit increases by {0}%.,20131,20131,3,0,3,1,0,1,Lv.3,3,null,0,image/item/item_2503001,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2503004,2503004,42,,1,Air Force Hit,,When your Air Force is in battle; Hit increases by {0}%.,20131,20131,4,0,3,1,0,1,Lv.4,4,null,0,image/item/item_2503001,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2503005,2503005,42,,1,Air Force Hit,,When your Air Force is in battle; Hit increases by {0}%.,20131,20131,5,0,3,1,0,1,Lv.5,5,null,0,image/item/item_2503001,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2503006,2503006,42,,1,Air Force Hit,,When your Air Force is in battle; Hit increases by {0}%.,20131,20131,6,0,3,1,0,1,Lv.6,6,null,0,image/item/item_2503001,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2503007,2503007,42,,1,Air Force Hit,,When your Air Force is in battle; Hit increases by {0}%.,20131,20131,7,0,3,1,0,1,Lv.7,7,null,0,image/item/item_2503001,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2503008,2503008,42,,1,Air Force Hit,,When your Air Force is in battle; Hit increases by {0}%.,20131,20131,8,0,3,1,0,1,Lv.8,8,null,0,image/item/item_2503001,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2503009,2503009,42,,1,Air Force Hit,,When your Air Force is in battle; Hit increases by {0}%.,20131,20131,9,0,3,1,0,1,Lv.9,9,null,0,image/item/item_2503001,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2503010,2503010,42,,1,Air Force Hit,,When your Air Force is in battle; Hit increases by {0}%.,20131,20131,10,0,3,1,0,1,Lv.10,10,null,0,image/item/item_2503001,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2503101,2503101,42,,1,Gold mine production,,Gold mine production increased by {0}%,20201,20201,1,0,3,1,0,1,Lv.1,1,null,0,image/item/item_2503101,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2503102,2503102,42,,1,Gold mine production,,Gold mine production increased by {0}%,20201,20201,2,0,3,1,0,1,Lv.2,2,null,0,image/item/item_2503101,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2503103,2503103,42,,1,Gold mine production,,Gold mine production increased by {0}%,20201,20201,3,0,3,1,0,1,Lv.3,3,null,0,image/item/item_2503101,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2503104,2503104,42,,1,Gold mine production,,Gold mine production increased by {0}%,20201,20201,4,0,3,1,0,1,Lv.4,4,null,0,image/item/item_2503101,,0,,,,,0,0,,,,,,,,0,,,,,,,,
2503105,2503105,42,,1,Gold mine production,,Gold mine production increased by {0}%,20201,20201,5,0,3,1,0,1,Lv.5,5,null,0,image/item/item_2503101,,0,,,,,0,0,,,,,,,,0,,,,,,,,
