id,anim,pic,army_skin,march_skin_id,sale_btn,get_pram,fragments_number,name,desc,equip_buff,own_buff,ui_cell_offset,ui_main_offset,userui_cell_offset,userui_main_offset,world_offset,is_show,is_temporarily,plat,exclude,plat_show,time,endtime,timeType,large,reward,icon_pos,only_limited,only_time,only_endtime,ui_model_offset,order,change_group,change_id,change_effect,interactive_effect,interactive_effect_id1,interactive_effect_id2,interactive_cd,city_skill_id,offsetY,special_effect_id,effect_offset,city_relation,link_city_show,city_effect_show,skin_group,skin_level,skin_up_banner,skin_up_convert_id,skin_up_level_icon,level_prefab,level_preview,skin_type,skin_level1_item,display_text,pic_new
1774000,effect/castle/castle_face_1774000_anim,image/world_unit2/castle_face_1774000,,,2,655,10,Flying Castle,skin_desc_1774000,930000;3000|930101;1500|910300;500,930100;1000|930000;1000|980204;100,12;0;0.5,0;73;0.6,0;20;0.5,0;0;1,0;0;1,1,0,,,,2021-4-8-0-0-0,2029-10-30-23-59-59,3,2,0,,1,2021-4-8-0-0-0,2021-4-21-23-59-59,20;-50;1,119,,,,,,,,2101286,160,,,,,,,,,,,,,,,,image/world_unit2/world_unit2New/castle_face_1774000
1775000,effect/castle/castle_face_1775000_anim,image/world_unit2/castle_face_1775000,,,2,668,10,Atlantis,skin_desc_1775000,930100;1500|930000;1500|930102;1500,930100;1000|930000;1000|1001001;100,12;0;0.5,0;73;0.6,-15;20;0.42,0;0;1,0;0;1,1,0,,,,2021-5-6-0-0-0,2029-10-30-23-59-59,3,2,0,,1,2021-5-6-0-0-0,2021-5-19-23-59-59,20;-50;0.85,120,,,,,,,,2101287,160,,,,,,,,,,,,,,,,image/world_unit2/world_unit2New/castle_face_1775000
1776000,effect/castle/castle_face_1776000_anim,image/world_unit2/castle_face_1776000,,,2,5520,10,Golden Pavilion,skin_desc_1776000,960012;1|930100;1000,960002;500|930000;500,12;0;0.5,0;73;0.6,5;20;0.42,0;0;1,0;0;1,1,0,,,,2021-4-8-0-0-0,2029-10-30-23-59-59,3,2,0,,1,,,20;-50;0.85,119,,,,,,,,,160,,,,,,,,,,,,,,,,image/world_unit2/world_unit2New/castle_face_1776000
1778000,effect/castle/castle_face_1778000_anim,image/world_unit2/castle_face_1778000,,,2,692,10,Acadia,skin_desc_1778000,930100;2000|930103;1500|930003;1500,930100;1000|930000;1000|960012;1,12;0;0.5,0;73;0.6,0;24;0.3,39;0;0.8,0;-20;0.9,1,0,,,,2021-6-10-0-0-0,2029-10-30-23-59-59,3,2,0,,1,,,30;-20;0.73,122,,,,,,,,2101289,220,,,,,,,,,,,,,,,,image/world_unit2/world_unit2New/castle_face_1778000
1777000,effect/castle/castle_face_1777000_anim,image/world_unit2/castle_face_1777000,,,-1,,10,Pantheon,skin_desc_1777000,930100;2000|930000;2000|990176;1500;10004,930100;1000|930000;1000|980204;100,12;0;0.5,0;73;0.6,5;20;0.6,20;-30;1.5,0;-100;1,1,0,,,,2021-4-8-0-0-0,2029-10-30-23-59-59,3,2,0,,1,,,30;-120;0.85,116,,,,,,,,,160,,,,,,,,,,,,,,,,image/world_unit2/world_unit2New/castle_face_1777000
1779000,effect/castle/castle_face_1779000_anim,image/world_unit2/castle_face_1779000,,,2,722,10,Tropical City,skin_desc_1779000,980102;800|930100;2000|930000;2000,930100;1000|930000;1000|1001001;200,12;0;0.5,0;73;0.6,0;24;0.4,39;0;0.8,0;-20;0.9,1,0,,,,2021-7-8-0-0-0,2029-10-30-23-59-59,3,2,0,,1,2021-7-8-0-0-0,2021-7-21-23-59-59,30;-20;0.73,123,,,,,,,,,160,,,,,,,,,,,,,,,,image/world_unit2/world_unit2New/castle_face_1779000
1780000,effect/castle/castle_face_1780000_anim,image/world_unit2/castle_face_1780000,,,2,801,10,Ark,skin_desc_1780000,930000;2000|930101;1500|930001;1500,930100;1000|930000;1000|980204;100,12;0;0.5,0;73;0.6,0;24;0.4,39;0;0.8,0;-20;0.9,1,0,,,,2021-8-10-0-0-0,2029-10-30-23-59-59,3,2,0,,1,,,30;-20;0.73,124,,,,,,,,2101290,160,,,,,,,,,,,,,,,,image/world_unit2/world_unit2New/castle_face_1780000
1781000,effect/castle/castle_face_1781000_anim,image/world_unit2/castle_face_1781000,,,2,809,10,Storm Factory,Skin_desc,930103;3000|930100;1000|930000;1000,930100;2000|930200;300|1131006;10,12;0;0.5,0;73;0.6,4;40;0.4,39;0;0.8,0;-20;0.9,1,0,,,,2021-9-9-0-0-0,2029-10-30-23-59-59,3,2,0,,1,,,30;-20;0.73,125,,,,,,,,2101291,160,,,,,,,,,,,,,,,,image/world_unit2/world_unit2New/castle_face_1781000
1782000,effect/castle/castle_face_1782000_anim,image/world_unit2/castle_face_1782000,,,2,825,3,Rumbling Plant,skin_desc_1782000,980101;400|930100;1000|930000;1000,930100;1200|1001002;200,12;0;0.5,0;73;0.6,0;20;0.5,39;0;0.8,0;0;1,1,0,,,,2021-9-7-0-0-0,2029-10-30-23-59-59,3,2,0,,1,,,0;5;1,126,,,,,,,,,160,,,,,,1001,1,Upgraded,6545,castle_level_1782000,level_prefab_1782000,,,,,image/world_unit2/world_unit2New/castle_face_1782000
1783000,effect/castle/castle_face_1783000_anim,image/world_unit2/castle_face_1783000,,,2,825,10,Sizzling Factory,skin_desc_1783000,980101;800|930100;2000|930000;2000,930100;2000|1001002;300|960012;1,12;0;0.5,0;73;0.6,5;25;0.5,39;0;0.8,0;0;1,1,0,,,,2021-9-7-0-0-0,2029-10-30-23-59-59,3,2,0,,1,,,,126,,,,,,,,,160,,,,,,1001,2,Upgraded,6546,castle_level_1783000,,,,,,image/world_unit2/world_unit2New/castle_face_1783000
1784000,effect/castle/castle_face_1784000_anim,image/world_unit2/castle_face_1784000,,,2,841,10,Midnight Castle,skin_desc_1784000,930100;1500|930000;1500|910300;1000,930100;500|960002;500|1131006;10,4;30;0.5,0;73;0.6,4;30;0.5,39;0;1,0;-20;0.9,1,0,,,,2021-10-28-0-0-0,2029-11-30-23-59-59,3,2,0,,1,,,30;-20;1,127,,,,,,,,,160,,,,,,,,,,,,,,,,image/world_unit2/world_unit2New/castle_face_1784000
1787000,effect/castle/castle_face_1787000_anim,image/world_unit2/castle_face_1787000,,,2,854,3,Aquaturbine,skin_desc_1787000,930100;500|930102;1000|930002;1000,930100;500|981060;5,12;0;0.5,0;73;0.6,0;20;0.5,39;0;0.8,0;0;1,1,0,,,,2021-11-11-0-0-0,2029-10-30-23-59-59,3,2,0,,0,2021-5-6-0-0-0,2021-11-30-23-59-59,0;5;1,128,,,,,,,,,160,,,,,,1003,1,Upgrade,6615,castle_level_1787000,level_prefab_1787000,,,,,image/world_unit2/world_unit2New/castle_face_1787000
1788000,effect/castle/castle_face_1788000_anim,image/world_unit2/castle_face_1788000,,,2,854,10,Hydropower,skin_desc_1788000,930100;2000|930102;1500|930002;1500,930100;1500|930200;200|981060;25,12;0;0.5,0;73;0.6,5;25;0.5,39;0;0.8,0;0;1,1,0,,,,2021-11-11-0-0-0,2029-10-30-23-59-59,3,2,0,,0,2021-5-6-0-0-0,2021-11-30-23-59-59,,128,,,,,,,,,160,,,,,,1003,2,Upgrade,6616,castle_level_1788000,level_prefab_1787000,,,,,image/world_unit2/world_unit2New/castle_face_1788000
3000000,effect/castle/castle_face_3000000_anim,,,,,,999,Snowman,,930000;2000,,12;0;0.5,1;72;0.6,16;24;0.45,68;24;1,0;0;1,0,0,,,,,,2,1,0,,1,,,,85,,,effect/castle/Change_Effect_1_anim,,,,,,160,,,,,,,,,,,,,1,,,
3000002,effect/castle/castle_face_3000001_anim,,,,,,999,Glaring Cabin,,930000;3000,,12;0;0.5,1;72;0.6,16;24;0.45,68;24;1,0;0;1,0,0,,,,,,2,2,0,,1,,,,81,,,effect/castle/Change_Effect_1_anim,,,,,,160,,,,,,,,,,,,,1,,,
3000004,effect/castle/castle_face_3000002_anim,,,,,,999,Crystal Cabin,,930100;5000,,12;0;0.5,0;73;0.6,16;24;0.45,68;24;1,0;0;1,0,0,,,,,,2,2,0,,1,,,,85,,,effect/castle/Change_Effect_1_anim,,,,,,160,,,,,,,,,,,,,1,,,
3000006,effect/castle/castle_face_3000003_anim,,,,,,999,Merry Christmas,,910300;2000,,12;0;0.5,0;73;0.6,4;24;0.5,45;8;1.1,0;0;1,0,0,,,,,,2,2,0,,1,,,,81,,,effect/castle/Change_Effect_1_anim,,,,,,160,,,,,,,,,,,,,1,,,
1789000,effect/castle/castle_face_1789000_anim,image/world_unit2/castle_face_1789000,,,2,2111291,1,Glaring Cabin,skin_desc_1789000,930103;300|930100;1200|930000;1200,930100;500|930000;500,12;0;0.5,0;73;0.6,0;20;0.5,39;0;0.8,0;0;1,1,0,,,,2021-12-15-0-0-0,2029-10-30-23-59-59,3,2,0,,1,2021-5-6-0-0-0,2021-11-30-23-59-59,0;5;1,129,,,,,,,,,160,,,,,,1004,1,Choose a base skin pack,6700,castle_level_1789000,level_prefab_1789000,1,,,,image/world_unit2/world_unit2New/castle_face_1789000
1790000,effect/castle/castle_face_1790000_anim,image/world_unit2/castle_face_1790000,,,2,907,3,Crystal Cabin,skin_desc_1790000,930103;500|930100;2300|930000;2300,930100;1000|930000;1000|980204;100|990432;5,12;0;0.5,0;73;0.6,5;30;0.45,39;0;0.8,0;0;1,1,0,,,,2021-12-15-0-0-0,2029-10-30-23-59-59,3,2,0,,1,2021-5-6-0-0-0,2021-11-30-23-59-59,0;5;1,129,,,,,,,,2101292,160,,,,,,1004,2,Choose a base skin pack,6701,castle_level_1790000,level_prefab_1789000,1,,,,image/world_unit2/world_unit2New/castle_face_1790000
1791000,effect/castle/castle_face_1791000_anim,image/world_unit2/castle_face_1791000,,,2,920016,1,Training Field,skin_desc_1791000,920800;400|930100;300|930000;300,930000;200|1131006;2|990444;2,0;0;1,0;0;1,0;0;1,0;0;1,0;0;1,1,0,,,,2021-12-25-0-0-0,2022-5-31-23-59-59,3,2,0,,0,2021-12-25-0-0-0,2022-5-31-23-59-59,0;5;1,130,,,,,,,,,160,,,,,,1005,1,Upgrade,6739,castle_level_1791000,level_prefab_1791000,1,,,,image/world_unit2/world_unit2New/castle_face_1791000
1792000,effect/castle/castle_face_1792000_anim,image/world_unit2/castle_face_1792000,,,2,920016,3,Training Camp,skin_desc_1792000,920800;800|930100;600|930000;600,930000;400|1131006;4|990444;4,0;0;1,0;0;1,0;0;1,0;0;1,0;0;1,1,0,,,,2021-12-25-0-0-0,2022-5-31-23-59-59,3,2,0,,0,2021-12-25-0-0-0,2022-5-31-23-59-59,0;5;1,130,,,,,,,,,160,,,,,,1005,2,Upgrade,6740,castle_level_1792000,level_prefab_1792000,1,,,,image/world_unit2/world_unit2New/castle_face_1792000
1793000,effect/castle/castle_face_1793000_anim,image/world_unit2/castle_face_1793000,,,2,920016,5,Training Station,skin_desc_1793000,920800;1200|930100;900|930000;900,930000;600|1131006;6|990444;6,0;0;1,0;0;1,0;0;1,0;0;1,0;0;1,1,0,,,,2021-12-25-0-0-0,2022-5-31-23-59-59,3,2,0,,0,2021-12-25-0-0-0,2022-5-31-23-59-59,0;5;1,130,,,,,,,,,160,,,,,,1005,3,Upgrade,6741,castle_level_1793000,level_prefab_1793000,1,,,,image/world_unit2/world_unit2New/castle_face_1793000
1794000,effect/castle/castle_face_1794000_anim,image/world_unit2/castle_face_1794000,,,2,920016,7,Training Hall,skin_desc_1794000,920800;1600|930100;1200|930000;1200,930000;800|1131006;8|990444;8,0;0;1,0;0;1,0;0;1,0;0;1,0;0;1,1,0,,,,2021-12-25-0-0-0,2022-5-31-23-59-59,3,2,0,,0,2021-12-25-0-0-0,2022-5-31-23-59-59,0;5;1,130,,,,,,,,,160,,,,,,1005,4,Upgrade,6742,castle_level_1794000,level_prefab_1794000,1,,,,image/world_unit2/world_unit2New/castle_face_1794000
1795000,effect/castle/castle_face_1795000_anim,image/world_unit2/castle_face_1795000,,,2,920016,10,Training Base,skin_desc_1795000,920800;2000|930100;1500|930000;1500,930000;1000|1131006;10|990444;10,0;0;1,0;0;1,0;0;1,0;0;1,0;0;1,1,0,,,,2021-12-25-0-0-0,2022-5-31-23-59-59,3,2,0,,0,2021-12-25-0-0-0,2022-5-31-23-59-59,0;5;1,130,,,,,,,,,160,,,,,,1005,5,Upgrade,6743,castle_level_1795000,level_prefab_1794000,1,,,,image/world_unit2/world_unit2New/castle_face_1795000
1796000,effect/castle/castle_face_1796000_anim,image/world_unit2/castle_face_1796000,,,3,,1,Hall of Honor,skin_desc_1796000,930100;1000|930000;1000|1001001;200,930100;500|930000;500,0;0;1,0;0;1,0;0;1,0;0;1,0;0;1,1,0,,,,2021-12-31-18-0-0,2029-10-30-23-59-59,3,2,0,,1,,,0;5;1,-1,,,,,,,,,160,,,,,,1006,1,Base Upgrade Attribute,,castle_level_1796000,level_prefab_1796000,1,,3950101,Top-star Championship Exclusive,image/world_unit2/world_unit2New/castle_face_1796000
1797000,effect/castle/castle_face_1797000_anim,image/world_unit2/castle_face_1797000,,,3,,10,Hall of Glory,skin_desc_1797000,930100;2000|930000;2000|1001001;500,930100;1000|930000;1000,0;0;1,0;0;1,0;0;1,0;0;1,0;0;1,1,0,,,,2021-12-31-18-0-0,2029-10-30-23-59-59,3,2,0,,1,,,,-1,,,,,,,,2101293,160,,,,,,1006,2,Base Upgrade Attribute,10001,castle_level_1797000,level_prefab_1796000,1,,,Top-star Championship Exclusive,image/world_unit2/world_unit2New/castle_face_1797000
1798000,effect/castle/castle_face_1798000_anim,image/world_unit2/castle_face_1798000,,,2,939,3,Brezzy House,skin_desc_1798000,930000;1000|930101;1000|980205;500,930100;500|930000;500,0;0;1,0;0;1,0;0;0.6,0;0;1,0;0;1,1,0,,,,2022-1-13-0-0-0,2029-10-30-23-59-59,3,2,0,,0,2022-1-13-0-0-0,2029-10-30-23-59-59,0;5;1,-1,,,,,,,,,160,,,,,,1007,1,Redeem,6786,castle_level_1798000,level_prefab_1798000,,,,,image/world_unit2/world_unit2New/castle_face_1798000
1799000,effect/castle/castle_face_1799000_anim,image/world_unit2/castle_face_1799000,,,2,939,10,Frezzy Castle,skin_desc_1799000,930000;2000|930101;2500|980205;3000,930100;1000|930000;1000|980204;100,0;0;1,0;0;1,0;0;0.6,0;0;1,0;0;1,1,0,,,,2022-1-13-0-0-0,2029-10-30-23-59-59,3,2,0,,0,2022-1-13-0-0-0,2029-10-30-23-59-59,,-1,,,,,,,,,160,,,,,,1007,2,Redeem,6787,castle_level_1799000,level_prefab_1798000,,,,,image/world_unit2/world_unit2New/castle_face_1799000
1800000,effect/castle/castle_face_1800000_anim,image/world_unit2/world_unit2New/castle_face_1800000,,,2,943,3,Immortal Mountain,Pop Star Event Rewards00000,930000;500|1001001;500,930100;300|930000;300,0;0;1,0;0;1,0;0;0.6,0;0;1,0;0;1,1,0,,,,2020-12-10-0-0-0,2029-10-30-23-59-59,3,2,0,,0,2021-5-6-0-0-0,2021-12-30-23-59-59,0;5;1,-1,,,,,,,,,160,,,,,,1008,1,Merge,6836,castle_level_1800000,level_prefab_1800000,,,,,image/world_unit2/world_unit2New/castle_face_1800000
1801000,effect/castle/castle_face_1801000_anim,image/world_unit2/world_unit2New/castle_face_1801000,,,2,943,10,Mountain Academy,Pop Star Event Rewards01000,930000;1000|1001001;1000,930100;600|930000;600|980204;100,0;0;1,0;0;1,0;0;0.6,0;0;1,0;0;1,1,0,,,,2020-12-10-0-0-0,2029-10-30-23-59-59,3,2,0,,0,2021-5-6-0-0-0,2021-12-30-23-59-59,,-1,,,,,,,,,160,,,,,,1008,2,Merge,6837,castle_level_1801000,level_prefab_1800000,,,,,image/world_unit2/world_unit2New/castle_face_1801000
