id,name,value
130052,airdrop_vote_level,20
130053,airdrop_vote_lord_time,12
130054,airdrop_vote_flat_addnum,5
130055,airdrop_vote_every_round_time,12
130056,airdrop_every_round_end_time,1
130057,airdrop_open_time_day,13
130059,battle_report_comparison_source,2,Hero Skills|16,Hero Bond,hero_bond|4,CPNT|5,Suppress|1,Science|3,Hero Perk|17,Mastery|8,VIP privileges|9,Class Perk|6,102635|7,Decoration|10,Mechanical Master Potion|12,Strengthening/Weakening building|13,102583|15,Tactical Master Perk|14,Great Scientist Talent|19,Medal Promotion|0,Others|20,Alliance Titles|18,Special Effect Upgrade|21,Eternal Tech
61059,trap_potion_level,65
33040,change_worldboss_activityId,265
130027,notification_level,70,8,12,25,33,46,55
61058,debuff_cooldown,200004|300,200005|300
130060,upgrade_component_box,1700019,1700018,1700017,1700016,1700015,1700014,1700013,1700012,1700011
130061,upgrade_component_box_new,1700038,1700037,1700036,1700035,1700034,1700033,1700032,1700031,1700030
130063,upgrade_component_gift,3360,3361,3362,3363,3364,3365,3366,3367,3426,3427,3428,3429,3430,3431,3432,3492,3493,3494,3495,3496,3497,3498,3569,3570,3571,3572,3573,3574,3575,3576,3577,3578,3579,3580,3581,3582,3583,3584,3585,3586,3587,3588,3589,3590,9100869,9100870,9100871,9100872,9100873,9100874,9100875,9100904,9100905,9100906,9100907,9100908,9100909,9100910,9101099,9101100,9101101,9101102,9101103,9101104,9101105
130064,upgrade_component_gift_time,24
31003,crystal_vip_unlock_level,7
111001,hurtnew_consume,98
111002,hurtnew_luck_limit,99
111003,hurtnew_free,1
31004,pop_star_VIP0_daily_limitation,5
160051,dailyTask_multiple,3
130062,Alliance_Request01,10
130066,request_level_limit,1|-2,5|-3,7|-3
130067,request_deflevel_limit,-2
130065,product_type_unlock_level,1|60|0,2|10|1
23140,flower_onboard_limitation,100
910029,eight_countries_teaser,54|73|64|78|66|82|74|93
130085,consignment_buy_num_1,3
130086,consignment_sale_num_1,3
130088,main_ui_activity_icon_change_time,60
130068,land_foundation,900001|900001|900001
130069,navy_foundation,900025|900025|900025
130070,air_foundation,900006|900006|900006
130071,normal_monster,900007|900007|900007
130072,change_level,80|200
130073,adventure_reward_time_cap,12
130074,adventure_fakeakill_prob,65
130075,adventure_itemtype_fix,1
130076,scout_foundation,900013|900018|900019
130077,adventure_herorecomm,101|102|103|104|105|106|107,201|202|203|204|205,301|302|303|304|305,102|303|201|305|307
130078,adventure_heropara_weight,0.23|0.10|0.4|0.15|0.12
130079,adventure_heroskill_weight,0.6|0.6|0.6|0.6
130080,adventure_herono,3
130081,adventure_goldmodel,900010|900011|900012
130082,adventure_waittime_reward,180
130083,adventure_fastfight_time(min),240
130084,adventure_fastfight_gems,50|100|150|200|250
130087,adventure_Level_leaderboards,100
130089,land_foundation2,900022|900022|900022
130090,navy_foundation2,900024|900024|900024
130091,air_foundation2,900005|900005|900005
130092,normal_monster2,900008|900008|900008
130093,normal_monster3,900009|900009|900009
130094,goldcar_type,1|4|8
130095,adventure_starttime,22
130096,land_foundation3,900021|900021|900021
130097,navy_foundation3,900003|900003|900003
130098,air_foundation3,900017|900017|900017
130101,easter_success,3
130102,easter_colarprobability,20|20|20|20|20
130103,easter_successprobability,82|17|1
130104,easter_failprobability,75|25
130105,easter_maxlevel,7
130106,easter_firstpay,60
131101,easter_eggpoint1,5,50,100,200,500,1000,2000
131102,easter_eggpoint2,100,200
131103,easter_eggpointid1,1700301
131104,easter_eggpointid2,1700302
1020,alliance_fort_expire_donate_countdown,24
130122,chat_block_max_num,200
130107,launch_tower_battle_day,21
130108,launch_tower_battle_duration,2
130109,launch_tower_battle_alliance_time,10
130110,launch_tower_battle_personal_kill,0.1
130111,launch_tower_battle_personal_time,10
130112,launch_tower_battle_personal_trap_get,5
130113,launch_tower_battle_personal_trap_use,20
130114,launch_tower_battle_pve_reward,9018301
130115,launch_tower_battle_recover_item,1601001,1601002,1601003
130116,launch_tower_battle_alliance_rank,5
130117,launch_tower_battle_alliance_rank_reward,1,1,9018101|2,2,9018102|3,3,9018103|4,4,9018104|5,5,9018105
130118,launch_tower_battle_personal_reward,10,9018201|50,9018202|100,9018203|200,9018204|400,9018205|700,9018206|1200,9018207
130119,launch_tower_battle_activity_id,325
130120,launch_tower_battle_helpinfo,601,604,611,615,618
130121,launch_tower_battle_helpinfo_point,618
130123,helicopter_stay,2
130124,helicopter_away,2
130125,adventure_skip_level,4
130126,adventure_reward_time_reciv,180
130127,adventure_available_level,260
130128,adventure_describe,629,631,633,635
101600,new_init_mountain,4;604|3;704|2;804|1;904|5;605|6;606|7;1008|8;508|9;1005|10;306|11;407|12;808|13;907|19;903|20;702|22;707|21;608|23;610|24;410|26;910|25;1006|27;1106|27;1108|27;1206|38;1014|39;1114|40;1214|41;1512|42;1612|43;1611|44;1511|45;1414|46;1311|47;1211
32002,arms_race_warhammer_score_captain,2
32003,arms_race_warhammer_score_member,1
32004,arms_race_warhammer_score_member_limit,50
23008,banned_emoji_number,20
28214,new_acti_ui_deploy_reward_preview,4400019|2300003|2300002|2100005|2100002
130146,alliance_level_task_train_soldier,1
130147,alliance_level_task_heal_soldier,1
130148,alliance_level_task_attack_skill_soldier,1
130149,alliance_level_task_defend_skill_soldier,1
130150,alliance_level_help,651
910020,prepare_monster_01,3501|200
910021,prepare_monster_02,3502|105
130151,alliance_defend_battle_pve_reward,9041001
130152,alliance_defend_battle_monster_group,1|2|3|41|42|43|1215001|1215101|1215201|51|52|53|9001
130153,alliance_defend_battle_rank_reward,1,1,9055001|2,2,9055002|3,3,9055003|4,6,9055004|7,10,9055005
130154,alliance_defend_battle_help,661
130155,alliance_defend_battle_total_score,0.1
137001,newislandbattle_resettime,2
130202,alliance_bp_cd,0
130203,new_player_special_gift_days,12
138001,vip_level_rewards01,5
138002,vip_level_rewards02,1
138003,vip_level_rewards03,1
138004,vip_level_rewards04,1
138005,vip_level_rewards05,2
130204,army_equip_point_table,1,1|2,3|3,9|4,27|5,81|6,243|7,729|8,2187|9,6561|10,19683
132100,video_freegem_times,20
132101,video_function_times,5
130156,corss_server_help_info,701,717,2401
130201,egg_recharge_score_item,5900001
130205,login_dubbing_pack,1001|G123,g123|5|5015|2020-06-25-00-00-00|2020-07-02-00-00-00
132102,QQmini_download_reward,90150001
132103,hammer_tips_time,30|5
910019,prepare_stage_time,1440|1440|1440
132110,emoji_maxnumber,8
132107,tank_unlocktime,180
910100,june_hero_skill_ratio,0.1
910036,kvk_country_main_ui_level,30
910011,preparation_rewards,8300011
910012,seven_weights,1|20,2|20,3|20,4|20,5|20,6|20,7|20
910013,preparation_score,200
910014,preparatio_weights,10000
910028,kvk_country_rank,1003001|1500,1003001|1200,1003001|1000,960002|800,960002|600,960002|500,960002|400,960002|300
910030,prepare_monster_reward,8301001
910034,kvk_country_rank_image,rankBuff_01|rankBuff_01|rankBuff_01|rankBuff_02|rankBuff_02|rankBuff_02|rankBuff_02|rankBuff_02
910001,base_reconstruction_1,5|50000|200|7300501,7|50000|200|7300501
910002,base_reconstruction_2,10|2000|7300502,10|2000|7300502
910003,base_reconstruction_3,3|40|7300505,4|200|7300504,5|1000|7300503
910004,base_point_1,500000
910005,base_point_2,300000
910006,base_point_3,200000
910007,base_reward_buff1,1101042|500,930000|500,980204|500
910008,base_reward_buff2,1101018|1000,960002|1000
910009,kvk_building_burning,4
910010,kvk_building_repair,3
910015,rebuild_reward_display,army_attack|army_hp|career_command_004,career_strengthen_003|career_battlemaster_004,career_battlemaster_001
910016,kvk_fire_consumption,200|200
910017,kvk_resource_output,5
910018,kvk_resource_conversion,300
910027,kvk_initial_resource,8000
910031,eight_countries_montser_star,1,5
910032,eight_countries_montser_star_level,1,1,1|2,2,2|3,3,3|4,4,4|5,5,5
910033,eight_countries_stage_name,Perimeter of the Eternal Land,Entering the Eternal Land,Deep into the Eternal Land,Battle for the Eternal Land,Claim Rewards
910035,kvk_country_level_limit,45
910038,kvk_building_repair_cd,5
910037,eveArmyLevelPass,0
133100,treasure_unlockbattle,99999,85000
132108,transfer_code,15
132109,blackwidow_level,7
132111,landforce_speedlevel,15,25
930001,pve_arena_army,31001
930002,pve_arena_navy,32001
930003,pve_arena_air,33001
930004,pve_arena_battle_num,5
930005,pve_arena_reward,270001
930006,pve_arena_damage_phase,8500000|1,17000000|1,28050000|1,42450000|1,59750000|1,80550000|1,105550000|1,135550000|1,171550000|1,214750000|1,283850000|1,394450000|1,571450000|1,854450000|1,1307450000|1,2168450000|1,3804450000|1,6914450000|1,12824450000|1,24054450000|1,57754450000|1,158854450000|1,461854450000|1,1370854450000|1,4097854450000|1,15007854450000|1,58607854450000|1,233007854450000|1,931007854450000|1,3723007854450000|1
930007,pve_arena_boss_type,101
930008,pve_arena_soldier_choose,10040|80,20040|80,30040|80
930009,arena_activity_unlock_level,5
930010,pve_arena_unlock_level,10
930011,pvp_arena_unlock_level,30
930012,cross_server_arena_unlock_level,45
930013,pve_arena_report_num,10
930014,arena_activity_page,20200624|1
132112,myLandAreasCount,62
132001,prohibited_buildingType,2,6,7,10,16,17,18
132104,unlock_the_expansionArea,68
930040,fury_heroid,1412|114|313|1401|120|216
930041,skill_defence_count_max,7
930042,skill_defence_count_use,7
130157,mail_classification_type,1|9;2|15;3|2,14,1;4|3,10,8,13,5;5|6;6|7,11,12;7|4
930055,shielded_building_type,4,5,26,27
930015,pvp_arena_base_score,1000
930016,pvp_arena_protect_score,1000
930017,pvp_arena_protect_ratio,0.6
930018,pvp_arena_score_para1,40
930019,pvp_arena_score_para2,400
930020,pvp_arena_open_day,1
930021,pvp_arena_last_time,1,5
930022,pvp_arena_topic_order,1,2
930023,pvp_arena_topic_name,Full-on,Specific hero,Navy Hero,Air Force Hero
930024,pvp_arena_battle_num_free,5
930025,pvp_arena_battle_item_price,50,80,100,150,200
930026,pvp_arena_battle_item_num,10
930027,pvp_arena_win_gold,270002
930028,pvp_arena_lose_gold,270003
930029,pvp_arena_rank_reward,1,1,270011|2,2,270012|3,3,270013|4,5,270014|6,10,270015|11,20,270016|21,30,270017|31,50,270018|51,70,270019|71,100,270020|101,200,270021
930030,pvp_arena_help_info,801,808
930051,pvp_arena_battle_item_cost,1700076
930057,pvp_arena_challenge_top_num,20
930058,pvp_arena_challenge_end_num,60
930059,pvp_arena_battle_item_get_display,0
930060,pvp_arena_report_num,20
930031,hero_return_diamond,55|500
930032,hero_return_score,25|200
930033,hero_return_score_id,5900010
930034,hero_return_orange_reward,2200027,1|2200028,1|2200025,1|2604901,1|2605001,1|2505101,1
930035,hero_return_purple_reward,2200002,1|2200003,1|2200019,1|2200008,1|2200009,1|2200014,1|2200015,1|2540002,1
930036,hero_return_blue_reward,2200001,1|2200007,1|2200013,1|2100001,1|1800001,10
930037,hero_return_task,50|300
930038,hero_return_daily_limit,1000
930121,hero_return_orange_reward_new,2200027,1|2200028,1|2200025,1|2604901,1|2605001,1|2505101,1;2200027,1|2200047,1|2200028,1|2200041,1|2200045,1|2200036,1|2604901,1|2606101,1|2605001,1|2605801,1|2605901,1|2505501,1
930122,hero_return_purple_reward_new,2200002,1|2200003,1|2200019,1|2200008,1|2200009,1|2200014,1|2200015,1|2540002,1;2200002,1|2200003,1|2200019,1|2200008,1|2200009,1|2200014,1|2200015,1|2540002,1
930123,hero_return_blue_reward_new,2200001,1|2200007,1|2200013,1|2100001,1|1800001,10;2200001,1|2200007,1|2200013,1|2100001,1|3610009,10
920001,material_production_time,9000
920002,material_production_number,10
920003,material_tear_consume,1|731352000000000000000;1|20687084000000000000000;1|727690503000000000000000;1|324790281847000000000000000
930052,server_personalleaderboard,100
930053,server_allianceleaderboard,10
930056,server_successiveleaders,10
930061,king_mark_num,1
930062,king_mark_time,-1
930063,king_mark_cd,2
16011,alliance_donation_max_score,5000000000
910039,kvk_alliance_building_inactivated_cd,600
910040,kvk_alliance_level_need,3
910041,kvk_alliance_building_fortress_cost,0,3,1000
910042,kvk_alliance_building_powerstation_cost,0,20,500|21,50,1000|51,100,1500|100,99999,2000
930046,grb_level_exp,200|400|600|800|1000|1200|1400|1600|1800|2000|2200|2400|2600|2800|3000|3200|3400|3600|3800|4000
930047,grb_combo_par,1,40|2,40|5,20
930048,grb_item_id,39200066
930049,grb_gif_jump,426
48000,treasure_map_s2_player_level,35
48001,treasure_map_s2_task_max,3
48002,treasure_map_s2_task_refresh_time,14400
48004,treasure_map_s2_shard_to_map_num,9
48005,treasure_map_s2_treasure_info_num_per_page,15
48006,treasure_map_s2_donate_boss_shop_roulette,100|140|60|100
48007,treasure_map_s2_world_info_num,10
48008,treasure_map_s2_shard_id,1700063
48009,treasure_map_s2_intro,1101
48101,treasure_map_s2_donate_item_ids,300001|301001|302001|303001|310001|311001|312001|313001|320001|321001|322001|323001
48102,treasure_map_s2_donate_item_num,100
48103,treasure_map_s2_donate_reward,216002
48104,treasure_map_s2_donate_countdown,3600
48201,treasure_map_s2_roulette_reward,216003,5|216004,10|216005,10|216006,10|216007,10|216008,10|216009,10|216010,10|216011,10|216012,10
48202,treasure_map_s2_roulette_gold_price,0|200|200|200|200|200|200|200|200|200
48203,treasure_map_s2_roulette_countdown,3600
48301,treasure_map_s2_boss_monster_id,21101|21201|21301
48302,treasure_map_s2_boss_summon_cost_coin_gold,0,0|200000000,0|200000000000,0
48303,treasure_map_s2_boss_info_delay,60
48304,treasure_map_s2_boss_reward_summon,216013|216014|216015
48305,treasure_map_s2_boss_reward_attack,216016|216017|216018
48306,treasure_map_s2_boss_reward_lv1,1,1,216019|2,2,216020|3,3,216021
48307,treasure_map_s2_boss_reward_lv2,1,1,216027|2,2,216028|3,3,216029
48308,treasure_map_s2_boss_reward_lv3,1,1,216035|2,2,216036|3,3,216037
48309,treasure_map_s2_boss_countdown,3600|3600|3600
48310,treasure_map_s2_boss_summon_countdown,1800
48311,treasure_map_s2_boss_damage_parameter,2e-06
48312,treasure_map_s2_boss_info_notice,10|3|1
48313,treasure_map_s2_boss_leaderboard_num,100
48401,treasure_map_s2_shop_info_delay,60
48402,treasure_map_s2_shop_countdown,3600
48403,treasure_map_s2_shop_type_per_group,1,2|2,2|3,2
48404,treasure_map_s2_shop_info_notice,10|3|1
930070,lucky_mall_ticket,39200067
930045,kingdom_legend_condition,100
930050,ShowHand_Lucky_conifg,7|80
930080,UnderTheSea_cooldown,21600
930081,UnderTheSea_treasure_search_weight,2008071,8000|2008072,2000|2008077,0|2008074,0
930082,UnderTheSea_slot_spend,2000|3500
930083,UnderTheSea_treasure_merge_weight,2008077,8000|2008074,2000
930084,UnderTheSea_treasure_merge_num,3
930085,UnderTheSea_notice_num,20
930086,gather_type_buff_not_work,10
920004,army_equip_level,65
36007,monster_wind_group_id_v0,1|2|3
36008,monster_warhammer_group_id_v0,5
36013,monster_wind_group_id_v1,41|42|43
36014,monster_warhammer_group_id_v1,44
5084,gold_mine_reaper_fast_reward_time,360
5085,gold_mine_reaper_free_count,1
5086,gold_mine_reaper_cost_count,5
5087,gold_mine_work_count_max,10
5088,gold_mine_reaper_cost_gem,100|150|200
8006,newbie_creat_wild_monster_area,8
8007,newbie_creat_wild_monster_level,25
8008,newbie_creat_wild_monster_player_count_max,3
8009,newbie_creat_wild_monster_area_count_max,100
8010,newbie_creat_wild_monster_server_days,20
950000,UnLockTileOrderIds,805|705|807|707|606|605
950001,functionbuilding_init_new,3901,705,0,20,16|1801,905,0|2501,907,0|4901,606,0
950002,building_init_new,1701,18,22,0|1701,16,24,0|1701,16,20,0|1041,20,28,1
950003,plot_unlock _new,805|705|906|905|907|807|707|607|507
950004,unlock_shadowtext,3901,Unlock the Tech Center here to boost your power.|1801,Auto-collects Gold for you. Simple and easy.|2201,Greatly gains gold in no time.|2501,107422|4901,Use it to enhance your units and greatly improve your combat power.
950005,unlock_herogiven,707
950006,plot_unlock _secondforce,14,606
950007,unlocklevel _arsenal,4900,key_novice_adjustments,14|3200,key_novice_adjustments,45|3300,key_novice_adjustments,45
950008,unlocklevel_bigworld,5
950009,oldscience_close,1901,key_novice_adjustments,0|2201,key_novice_adjustments,0
950010,new_version_content_login_official,659,663,680,674,675,682,684,685-3000:1.117.1|1623,1637,1639,1640,1663,1664:1.207
950011,new_version_content_login_Test,1-4017:1.0.0|4023:1.205
950012,harvester_display_status,0|1|3000|10000
15010,heterogeneous_ore_attack_number,5|5|30
15011,heterogeneous_ore_probe_cost,5|10|20|30|50
15012,heterogeneous_ore_point_set,0|200|1000|3000|8000|15000
15013,heterogeneous_ore_surprise_probability,60|30|10
15014,heterogeneous_ore_gold_times,1.8
15015,heterogeneous_ore_plunder_proportion,0.3
930087,SniperElite_drop,9010216
930088,SniperElite_dropMonsterId,1|2|3|5|41|42|43|44|60101|60201|1215001|1215101|1215201|51|52|53
930089,SniperElite_level_exp,100|210|330|460|600|750|910|1080|1260|1450|1650|1870|2110|2370|2650|2950|3250|3550|3850|4150
930090,SniperElite_combo_par,1,45|2,40|5,15
930091,SniperElite_item_id,39200079
133201,defend_personal_actitity_id,130
950014,merge_all_level,30
950013,treasure_unlockbattle_v1,99999,85000
133301,kingdom_batlle_record,{0}'s troop has arrived the Capital and it's in a combat with the Defense Troop.|{0}'s troop has arrived the Capital and supported the Capital.|{0} has conquered the Capital. Starting a {1}-minute countdown.|{0} has conquered the Capital and this Alliance has won the Capital ConTest! Congrats!
133302,cross_server_kingdom_batlle_record,Commander {1} on {0} has arrived the Capital and started fighting with the defender.|Commander {1} on {0} has arrived the Capital and provided support.|Commander {1} on {0} has conquered the Capital. Starting a {2}-minute countdown.|Warzone {0} has conquered the Capital and it has won the Cross-warzone War! Congrats!|Commander {1} on {0} conquered the Capital.
133104,broken_treasure_vein_type,27,29
133101,mineral_vein_unlock,10,10|11,11|13,13|15,15|17,17|18,18|22,22|24,24|26,26|28,28|30,30|31,31|33,33|35,35|37,37|39,39|41,41|43,43|45,45|47,47
133102,mineral_vein_id,2|3|4|8|2|5|8|8|8|9|6|4|1|1|1|6|3|5|10|10
133103,mineral_vein_rage_time,6
950015,amasstime_max,90
950016,amassitem_use,200007
950017,amassitem_use_level,30
950018,novice_marching_queue,5100302
950019,novice_marching_status,70004
2013,area_cloud_unlock,708,908,208,308,1008|1109,709,809,909,1009|810,811,713,1004,107,404,701,812,910,911,1007,1010,1105
2014,area_escape,107|701
133310,castle_change_cd,60
5089,science_type_order,0|1|2|3
2015,sea_area_level_v1,20
910045,kvk_prepare_stage3_score,100000
910046,kvk_monster_score_alliance,0
910047,kvk_gather_score_alliance,0
910048,kvk_collection_score_alliance,0
910043,kvk_full_armament_rank_mail,19043
910044,kvk_full_armament_rank_reward,1,1,8300201|2,2,8300202|3,3,8300203|4,10,8300204|11,20,8300205|21,50,8300206|51,100,8300207|101,500,8300208|501,1000,8300209
920100,month_card_ids_always_video_diamond,5003
950020,guide_quickhand_level,85|86
101700,new_cg_init_mountain,4;604|3;704|2;804|1;904|5;605|6;606|7;1008|8;508|9;1005|10;306|11;407|12;808|13;907|19;903|20;702|22;707|21;608|23;610|24;410|26;910|25;1006|27;1106|27;1108|27;1206|38;1014|39;1114|40;1214|41;1512|42;1612|43;1611|44;1511|45;1414|46;1311|47;1211|48;705
2011,area_init_default,706,806
2012,area_init_has_warguide,806,807
2016,army_init_v1,10001,19,25|10001,18,26|10001,20,26|10001,17,27|10001,19,27|10001,18,28|10002,20,24
950022,plot_unlock _new_cg,805|705|906|905|907|706|707|607|507
950021,energy_dig,14001|14002|14003|14004
950023,goldout_notice_level,35
930125,kingdom_legend_auto_add,60|20|1
930101,cross_server_arena_base_score,1000
930102,cross_server_arena_protect_score,1000
930103,cross_server_arena_protect_ratio,0.6
930104,cross_server_arena_score_para1,40
930105,cross_server_arena_score_para2,400
930106,cross_server_arena_open_day,14
930107,cross_server_arena_last_time,6,7
930108,cross_server_arena_battle_num_free,10
930109,cross_server_arena_battle_item_price,50,70,100,150,200,250,300
930110,cross_server_arena_battle_item_num,10
930111,cross_server_arena_win_gold,270031
930112,cross_server_arena_lose_gold,270032
930113,cross_server_arena_rank_reward,1,1,270041|2,2,270042|3,3,270043|4,10,270044|11,20,270045|21,50,270046|51,100,270047|101,200,270048|201,500,270049|501,1000,270050|1001,2000,270051|2001,4000,270052
930114,cross_server_arena_help_info,901,908
930115,cross_server_arena_battle_item_cost,1700078
930116,cross_server_arena_challenge_top_num,20
930117,cross_server_arena_challenge_end_num,30
930118,cross_server_arena_battle_item_get_display,1
930119,cross_server_arena_report_num,20
930120,cross_server_arena_battle_item_task_display,0
930065,pvp_arena_battle_item_task_display,0
133401,theater_armaments_mail_id,19052
133402,theater_armaments_historical_rank_num,20
950025,antiindulged_014,81
930141,wonder_open_level,15
950024,fortress_automatic_invitation,35
930150,star_adjust,10117|11117
10013,login_reward_v1,2021|2022|2023|2024|2025|2026|2027
10014,login_hero_tips,106|The legendary General Sam. The man with a bleeding eye, delivered a crushing blow against the enemies.,205|Naval officer of the Naval Operations Department. Talented in planning and initiating vessel combats
23009,private_chat_word_limit,1000
950027,merge_all_level_army,8
950028,merge_all_level_building,8
950029,adventure_ini_reward,240
133105,mineral_vein_max_num,40
10015,area_battle_lose_pop_gift_id,21501
10016,area_battle_lose_pop_gift_max_times,1
950026,unlock_herogiven_v1,705
24004,hero_unlockLevel_v1,2
10030,optional_weekly_card,3|1|1
930211,alliance_defend_min_base_level,20
950030,newislandbattle_quick_rewardre,20201028
137002,newislandbattle_quickrewardlevel,5
138006,vip_level_rewards06,12
930201,continuous_fighting_monster_level,10
930202,continuous_fighting_monster_num,5
930203,continuous_fighting_monster_rate,1
930204,continuous_fighting_monster_time,60
930205,continuous_fighting_monster_end_time,1
930206,continuous_fighting_monster_type,1,2,3,41,42,43,60101,1215001,1215101,1215201,9001,51,52,53
133107,hero_skin_display_tw,7
133108,g123_sns_delayT,10
133106,scene_gift_unlock,9,1
133109,vip_level_rewards00,916163
950050,functionlist_open_level,10
133110,app_update_version,1.214
133111,app_update_level,20
133112,app_update_time,2
1017,hero_fixed_attribute_para,50000
930301,heroskill_exclusion_id,1402|116|21402|20630
930131,herospin_times,1000
930132,herospin_price,60|600
930133,herospin_luckypoint,1|5
930134,herospin_item,5900011
452001,paypay_level,10
11112,hero_bond_unlock_level,15
42002,city_teleport_effect_default,10000
133200,ship_wait_time,720
133210,ship_common_reward,4112000
133211,ship_unit_reward,201|1|4,301|1|4
133212,ship_unit_reward_minlevel,13
133213,ship_unit_reward_maxlevel,35
133214,ship_unit_diamond_time,0.7
160003,refund_rule1_limit,10000
160004,refund_rule2_limit,50
160005,refund_rule3_limit,50000|3000|20
160006,refund_deduction,10028,3000|10029,4400|10030,7400|131001,3000|25001,2560|5003,1960|2006,5000
160001,emoji_castle_position,1,2,3,4,5,6|11,12,13,14,15,16
160002,emoji_castle_limit_level,5
930066,cross_server_arena_rank_group,1,20,1|21,50,4|51,200,20|201,500,40|501,1000,80|1001,5000,500|5001,99999,1000
930067,cross_server_arena_battle_list_num,5
930068,cross_server_arena_topic_order,2,2
930069,cross_server_arena_topic_name,Full-on,Army-type hero
170011,hero_compose_guide_level,10
170007,gp_order_tip01,5
170008,gp_order_tip02,3
170009,gp_order_tip03,3
280014,antiindulged_015,15
280015,antiindulged_016,0
280011,wonder_big_start_abTest,21
280012,wonder_vote_time_last_abTest,18
170012,refund_rule4_limit,3
280013,platform_screening_rule,googleplay|g123|G123|appiosglobal|esprit|fbgame|apphuaweiglobal
61060,thor_soldier_speedup_price,0.5
170013,winter_action_final_reward,19073|913551
170014,winter_action_FAQ,1215,1218,1223
280207,gold_army,921006|981021|921016
280101,bonfire_combo_par,1,59|2,16|5,9
280103,bonfire_building_circle,8
280102,bonfire_building_range,20|95
130160,upgrade_component_box_attack,1700209|1700208|1700207|1700206|1700205|1700204|1700203|1700202|1700201
130161,upgrade_component_box_survival,1700219|1700218|1700217|1700216|1700215|1700214|1700213|1700212|1700211
130163,upgrade_vipshop_level,4
130164,upgrade_component_free,400101
130165,upgrade_component_food,910006|910001|910005|910003|910002
130166,upgrade_component_oil,920006|920001|920005|920003|920002
130167,upgrade_component_unlock,4901
133501,cross_top_war_official_players,30
133502,cross_top_war_substitute_players,10
133503,cross_top_war_airdrop_line,13,101,64,128;13,101,64,128
133504,cross_top_war_airdrop_flight_point,120,127|0,127
133505,cross_top_war_battle_preparation_time,180
133506,cross_top_war_airdrop_cd,720|1200|1680|2160|2640|3120
133507,cross_top_war_airdrop_time,10
133508,cross_top_war_blast_car,400|1000
133509,cross_top_war_battle_score_coefficient,1|0.5
133510,cross_top_war_battle_resources_id,1401
133511,cross_top_war_battle_resources_num,40
133512,cross_top_war_battle_help_info,1305,1311,1317,1322,1337,1341
133513,cross_top_war_battle_reward,Alliance Reward;Rewards for winning Alliance (all members),8300602:Rewards for the Lost Alliance (all members),8300604|Participation;Participants of the Winner will get the following,8300601:Participants of the Losing Alliance will get the following,8300603
133514,cross_top_war_battle_score,1000,2500,8300501|2501,5000,8300502|5001,7000,8300503|7001,10000,8300504|10001,99999,8300505
133515,cross_top_war_relocate_num,20
133516,cross_top_war_win_lose_score,-9999,1999,32|2000,2399,24|2400,9999,16
133517,cross_top_war_deploy_debuff,910300,-3000
133518,cross_top_war_blast_car_kill_army,2000
133519,cross_top_war_march_speed,0.8
133520,cross_top_war_substitute_players_time,600
133521,cross_top_war_battle_help_info_01,1301,1303
133522,cross_top_war_fix_diamond,1
133523,cross_top_war_blast_car_life_percentage,0.05
133524,cross_top_war_server_day,30
133525,cross_top_war_battle_score_failure,1000,2500,8300511|2501,5000,8300512|5001,7000,8300513|7001,10000,8300514|10001,99999,8300515
133526,cross_top_war_match_failed,8300901
133527,cross_top_war_win_personal_rank,1,1,8300501
133528,cross_top_war_lose_personal_rank,1,1,8300501
133529,cross_top_war_shop_level,30
133530,cross_top_war_battle_reward_win,Alliance Reward;Rewards for winning Alliance (all members),8300602|Participation;Participants of the Winner will get the following,8300601
133531,cross_top_war_battle_reward_lose,Alliance Reward;Rewards for the Lost Alliance (all members),8300604|Participation;Participants of the Losing Alliance will get the following,8300603
133532,cross_top_war_personal_rank_total,1,1,8300801|2,2,8300802|3,3,8300803|4,10,8300804|11,30,8300805
130170,guide_area_unlockto_level,12
280208,innate_gold,3300001
131010,recommend_server_day,30
170015,score_value,1
170016,new_score_item,5900015
170017,clover_lottery_item,39200183
170018,clover_lottery_cost,1,1
130168,guard_limit,20
931001,kvk_home_Preview,8300014
173001,QQ_diamond_daily,1,10000021|2,10000022|3,10000023|4,10000024|5,10000025|6,10000026|7,10000027
173002,QQ_diamond_luxury,10000028
173003,QQ_diamond_years,10000029
173004,QQ_diamond_growing,10,10000030|20,10000031|30,10000032|40,10000033|50,10000034|60,10000035|70,10000036|80,10000037
173005,QQ_diamond_new,10000038
130220,army_autouse_level,7,50
130221,army_autouse_waittime,5
280210,transfer_server_ticket_score,80000
280211,transfer_server_enhance_rank_num,30
280212,transfer_server_hero_rank_num,9
280213,transfer_server_enhance_score,0|1|3|9|27|81|243|729|2187|6561|19683
280214,transfer_server_hero_score,0|50|5000|22500|90000|180000
280215,transfer_server_vip_exp_score_k,150000
280216,transfer_server_vip_exp_score_a,1800000
280217,transfer_server_vip_exp_score_j,60000
173007,QQ_hall_daily,10000021
173008,QQ_hall_registered,10000021
173009,QQ_hall_growing,10,10000021|20,10000021|30,10000021|40,10000021|50,10000021|60,10000021|70,10000021|80,10000021
280201,transfer_server_item,20210105
280202,transfer_server_limit_level,80
280203,transfer_server_open_day,120
280204,transfer_server_days_between,30
280205,transfer_server_days_protect,40
280206,transfer_server_days_semiopen,120
280209,transfer_server_days_power,4E28|2E29|4E29|0
280220,transfer_server_notice_back,You can't transfer to this server: your level is too high/low,Application not accepted. You have an account in the target server.
133541,launch_tower_battle_display_level,15
