id,radar_group_type,quality,type,task_id,reward,reward_v2,min_level,max_level,name,icon,des,icon_world,jump_army,exp_multiple,enemy_icon,group_id,order_num,day_group_id,day_order_num,open_contion_type,open_contion_param,close_time,radar_icon,radar_show,user_switch
608,1,1,205,10021,258113,1258113,31,40,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.0,rescue_icon_wrold,,,,,,,,,,
609,1,2,205,10022,258114,1258114,31,40,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.25,rescue_icon_wrold,,,,,,,,,,
610,1,3,205,10023,258115,1258115,31,40,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
611,1,4,205,10024,258116,1258116,31,40,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
612,1,5,205,10025,258117,1258117,31,40,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
1011,1,1,208,10031,258118,1258118,31,40,Kill Dark Forces,radarevent_task,,radarevent_task_world,,1.0,,,,,,,,,,,
1012,1,2,208,10032,258119,1258119,31,40,Kill Dark Forces,radarevent_task,,radarevent_task_world,,1.25,,,,,,,,,,,
1013,1,3,208,10033,258120,1258120,31,40,Kill Dark Forces,radarevent_task,,radarevent_task_world,,1.5,,,,,,,,,,,
1014,1,4,208,10034,258121,1258121,31,40,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.0,,,,,,,,,,,
1015,1,5,208,10035,258122,1258122,31,40,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.5,,,,,,,,,,,
618,1,3,205,10021,258123,1258123,31,40,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
619,1,3,205,10021,258124,1258124,31,40,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
620,1,3,205,10021,258125,1258125,31,40,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
621,1,3,205,10022,258126,1258126,31,40,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
622,1,3,205,10022,258127,1258127,31,40,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
623,1,3,205,10022,258128,1258128,31,40,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
624,1,3,205,10023,258129,1258129,31,40,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
625,1,3,205,10023,258130,1258130,31,40,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
626,1,3,205,10023,258131,1258131,31,40,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
627,1,4,205,10024,258132,1258132,31,40,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
628,1,5,205,10025,258133,1258133,31,40,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
1218,1,1,201,10000,258448,1258448,31,40,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.0,,,,,,,,,,,science_new_item
1219,1,2,201,10000,258449,1258449,31,40,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.25,,,,,,,,,,,science_new_item
1220,1,3,201,10000,258450,1258450,31,40,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.5,,,,,,,,,,,science_new_item
1221,1,4,201,10000,258451,1258451,31,40,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,2.0,,,,,,,,,,,science_new_item
1222,1,5,201,10000,258452,1258452,31,40,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,2.5,,,,,,,,,,,science_new_item
629,1,1,201,10000,258134,1258134,41,50,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.0,,,,,,,,,,,
630,1,2,201,10000,258135,1258135,41,50,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.25,,,,,,,,,,,
631,1,3,201,10000,258136,1258136,41,50,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.5,,,,,,,,,,,
632,1,4,201,10000,258137,1258137,41,50,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,2.0,,,,,,,,,,,
633,1,5,201,10000,258138,1258138,41,50,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,2.5,,,,,,,,,,,
634,1,1,202,10001,258139,1258139,41,50,Destroy the Dark Legion Fort,radarevent_monster,,radarevent_monster_world,,1.0,,,,,,,,,,,
635,1,2,202,10001,258140,1258140,41,50,Destroy the Dark Legion Fort,radarevent_monster,,radarevent_monster_world,,1.25,,,,,,,,,,,
636,1,3,202,10001,258141,1258141,41,50,Destroy the Dark Legion Fort,radarevent_monster,,radarevent_monster_world,,1.5,,,,,,,,,,,
637,1,4,202,10001,258142,1258142,41,50,Destroy the Dark Legion Fort,radarevent_monster,,radarevent_monster_world,,2.0,,,,,,,,,,,
638,1,5,202,10001,258143,1258143,41,50,Destroy the Dark Legion Fort,radarevent_monster,,radarevent_monster_world,,2.5,,,,,,,,,,,
639,1,1,205,10021,258144,1258144,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.0,rescue_icon_wrold,,,,,,,,,,
640,1,2,205,10022,258145,1258145,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.25,rescue_icon_wrold,,,,,,,,,,
641,1,3,205,10023,258146,1258146,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
642,1,4,205,10024,258147,1258147,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
643,1,5,205,10025,258148,1258148,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
644,1,1,205,10021,258149,1258149,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.0,rescue_icon_wrold,,,,,,,,,,
645,1,2,205,10022,258150,1258150,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.25,rescue_icon_wrold,,,,,,,,,,
646,1,3,205,10023,258151,1258151,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
647,1,4,205,10024,258152,1258152,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
648,1,5,205,10025,258153,1258153,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
649,1,1,205,10021,258154,1258154,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.0,rescue_icon_wrold,,,,,,,,,,
650,1,2,205,10022,258155,1258155,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.25,rescue_icon_wrold,,,,,,,,,,
651,1,3,205,10023,258156,1258156,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
652,1,4,205,10024,258157,1258157,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
653,1,5,205,10025,258158,1258158,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
654,1,1,205,10021,258159,1258159,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.0,rescue_icon_wrold,,,,,,,,,,
655,1,2,205,10022,258160,1258160,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.25,rescue_icon_wrold,,,,,,,,,,
656,1,3,205,10023,258161,1258161,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
657,1,4,205,10024,258162,1258162,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
658,1,5,205,10025,258163,1258163,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
1016,1,1,208,10031,258164,1258164,41,50,Kill Dark Forces,radarevent_task,,radarevent_task_world,,1.0,,,,,,,,,,,
1017,1,2,208,10032,258165,1258165,41,50,Kill Dark Forces,radarevent_task,,radarevent_task_world,,1.25,,,,,,,,,,,
1018,1,3,208,10033,258166,1258166,41,50,Kill Dark Forces,radarevent_task,,radarevent_task_world,,1.5,,,,,,,,,,,
1019,1,4,208,10034,258167,1258167,41,50,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.0,,,,,,,,,,,
1020,1,5,208,10035,258168,1258168,41,50,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.5,,,,,,,,,,,
664,1,3,205,10021,258169,1258169,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
665,1,3,205,10021,258170,1258170,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
666,1,3,205,10021,258171,1258171,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
667,1,3,205,10022,258172,1258172,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
668,1,3,205,10022,258173,1258173,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
669,1,3,205,10022,258174,1258174,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
670,1,3,205,10023,258175,1258175,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
671,1,3,205,10023,258176,1258176,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
672,1,3,205,10023,258177,1258177,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
673,1,4,205,10024,258178,1258178,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
674,1,5,205,10024,258179,1258179,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
1223,1,1,201,10000,258453,1258453,41,50,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.0,,,,,,,,,,,science_new_item
1224,1,2,201,10000,258454,1258454,41,50,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.25,,,,,,,,,,,science_new_item
1225,1,3,201,10000,258455,1258455,41,50,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.5,,,,,,,,,,,science_new_item
1226,1,4,201,10000,258456,1258456,41,50,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,2.0,,,,,,,,,,,science_new_item
1227,1,5,201,10000,258457,1258457,41,50,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,2.5,,,,,,,,,,,science_new_item
675,1,1,201,10000,258180,1258180,51,60,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.0,,,,,,,,,,,
676,1,2,201,10000,258181,1258181,51,60,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.25,,,,,,,,,,,
677,1,3,201,10000,258182,1258182,51,60,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.5,,,,,,,,,,,
678,1,4,201,10000,258183,1258183,51,60,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,2.0,,,,,,,,,,,
679,1,5,201,10000,258184,1258184,51,60,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,2.5,,,,,,,,,,,
680,1,1,202,10001,258185,1258185,51,60,Destroy the Dark Legion Fort,radarevent_monster,,radarevent_monster_world,,1.0,,,,,,,,,,,
681,1,2,202,10001,258186,1258186,51,60,Destroy the Dark Legion Fort,radarevent_monster,,radarevent_monster_world,,1.25,,,,,,,,,,,
682,1,3,202,10001,258187,1258187,51,60,Destroy the Dark Legion Fort,radarevent_monster,,radarevent_monster_world,,1.5,,,,,,,,,,,
683,1,4,202,10001,258188,1258188,51,60,Destroy the Dark Legion Fort,radarevent_monster,,radarevent_monster_world,,2.0,,,,,,,,,,,
684,1,5,202,10001,258189,1258189,51,60,Destroy the Dark Legion Fort,radarevent_monster,,radarevent_monster_world,,2.5,,,,,,,,,,,
685,1,1,205,10021,258190,1258190,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.0,rescue_icon_wrold,,,,,,,,,,
686,1,2,205,10022,258191,1258191,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.25,rescue_icon_wrold,,,,,,,,,,
687,1,3,205,10023,258192,1258192,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
688,1,4,205,10024,258193,1258193,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
689,1,5,205,10025,258194,1258194,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
690,1,1,205,10021,258195,1258195,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.0,rescue_icon_wrold,,,,,,,,,,
691,1,2,205,10022,258196,1258196,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.25,rescue_icon_wrold,,,,,,,,,,
692,1,3,205,10023,258197,1258197,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
693,1,4,205,10024,258198,1258198,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
694,1,5,205,10025,258199,1258199,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
695,1,1,205,10021,258200,1258200,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.0,rescue_icon_wrold,,,,,,,,,,
696,1,2,205,10022,258201,1258201,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.25,rescue_icon_wrold,,,,,,,,,,
697,1,3,205,10023,258202,1258202,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
698,1,4,205,10024,258203,1258203,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
699,1,5,205,10025,258204,1258204,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
700,1,1,205,10021,258205,1258205,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.0,rescue_icon_wrold,,,,,,,,,,
701,1,2,205,10022,258206,1258206,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.25,rescue_icon_wrold,,,,,,,,,,
702,1,3,205,10023,258207,1258207,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
703,1,4,205,10024,258208,1258208,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
704,1,5,205,10025,258209,1258209,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
1021,1,1,208,10031,258210,1258210,51,60,Kill Dark Forces,radarevent_task,,radarevent_task_world,,1.0,,,,,,,,,,,
1022,1,2,208,10032,258211,1258211,51,60,Kill Dark Forces,radarevent_task,,radarevent_task_world,,1.25,,,,,,,,,,,
1023,1,3,208,10033,258212,1258212,51,60,Kill Dark Forces,radarevent_task,,radarevent_task_world,,1.5,,,,,,,,,,,
1024,1,4,208,10034,258213,1258213,51,60,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.0,,,,,,,,,,,
1025,1,5,208,10035,258214,1258214,51,60,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.5,,,,,,,,,,,
710,1,3,205,10021,258215,1258215,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.0,rescue_icon_wrold,,,,,,,,,,
711,1,3,205,10021,258216,1258216,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.0,rescue_icon_wrold,,,,,,,,,,
712,1,3,205,10021,258217,1258217,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.0,rescue_icon_wrold,,,,,,,,,,
713,1,3,205,10022,258218,1258218,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.25,rescue_icon_wrold,,,,,,,,,,
714,1,3,205,10022,258219,1258219,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.25,rescue_icon_wrold,,,,,,,,,,
715,1,3,205,10022,258220,1258220,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.25,rescue_icon_wrold,,,,,,,,,,
716,1,3,205,10023,258221,1258221,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
717,1,3,205,10023,258222,1258222,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
718,1,3,205,10023,258223,1258223,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
719,1,4,205,10024,258224,1258224,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
720,1,5,205,10025,258225,1258225,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
721,1,1,203,4103,258226,1258226,51,60,Discover Dark Legion's Treasure,radarevent_treasure,,radarevent_treasure_world,,1.0,treasure_icon_world,,,,,,,,,,
722,1,2,203,4104,258227,1258227,51,60,Discover Dark Legion's Treasure,radarevent_treasure,,radarevent_treasure_world,,1.25,treasure_icon_world,,,,,,,,,,
723,1,3,203,4105,258228,1258228,51,60,Discover Dark Legion's Treasure,radarevent_treasure,,radarevent_treasure_world,,1.5,treasure_icon_world,,,,,,,,,,
724,1,4,203,4106,258229,1258229,51,60,Discover Dark Legion's Treasure,radarevent_treasure,,radarevent_treasure_world,,2.0,treasure_icon_world,,,,,,,,,,
725,1,5,203,4107,258230,1258230,51,60,Discover Dark Legion's Treasure,radarevent_treasure,,radarevent_treasure_world,,2.5,treasure_icon_world,,,,,,,,,,
1026,1,3,208,10033,258231,1258231,51,60,Kill Dark Forces,radarevent_task,,radarevent_task_world,,1.5,,,,,,,,,,,
1027,1,4,208,10034,258232,1258232,51,60,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.0,,,,,,,,,,,
1028,1,5,208,10035,258233,1258233,51,60,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.5,,,,,,,,,,,
1029,1,5,208,10035,258234,1258234,51,60,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.5,,,,,,,,,,,
1030,1,5,208,10035,258235,1258235,51,60,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.5,,,,,,,,,,,
1228,1,1,201,10000,258458,1258458,51,60,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.0,,,,,,,,,,,science_new_item
1229,1,2,201,10000,258459,1258459,51,60,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.0,,,,,,,,,,,science_new_item
1230,1,3,201,10000,258460,1258460,51,60,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.0,,,,,,,,,,,science_new_item
1231,1,4,201,10000,258461,1258461,51,60,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.0,,,,,,,,,,,science_new_item
1232,1,5,201,10000,258462,1258462,51,60,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.0,,,,,,,,,,,science_new_item
731,1,1,201,10000,258236,1258236,61,70,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.0,,,,,,,,,,,
732,1,2,201,10000,258237,1258237,61,70,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.25,,,,,,,,,,,
733,1,3,201,10000,258238,1258238,61,70,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.5,,,,,,,,,,,
734,1,4,201,10000,258239,1258239,61,70,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,2.0,,,,,,,,,,,
735,1,5,201,10000,258240,1258240,61,70,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,2.5,,,,,,,,,,,
736,1,1,202,10001,258241,1258241,61,70,Destroy the Dark Legion Fort,radarevent_monster,,radarevent_monster_world,,1.0,,,,,,,,,,,
737,1,2,202,10001,258242,1258242,61,70,Destroy the Dark Legion Fort,radarevent_monster,,radarevent_monster_world,,1.25,,,,,,,,,,,
738,1,3,202,10001,258243,1258243,61,70,Destroy the Dark Legion Fort,radarevent_monster,,radarevent_monster_world,,1.5,,,,,,,,,,,
739,1,4,202,10001,258244,1258244,61,70,Destroy the Dark Legion Fort,radarevent_monster,,radarevent_monster_world,,2.0,,,,,,,,,,,
740,1,5,202,10001,258245,1258245,61,70,Destroy the Dark Legion Fort,radarevent_monster,,radarevent_monster_world,,2.5,,,,,,,,,,,
741,1,1,205,10021,258246,1258246,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.0,rescue_icon_wrold,,,,,,,,,,
742,1,2,205,10022,258247,1258247,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.25,rescue_icon_wrold,,,,,,,,,,
743,1,3,205,10023,258248,1258248,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
744,1,4,205,10024,258249,1258249,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
745,1,5,205,10025,258250,1258250,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
746,1,1,205,10021,258251,1258251,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.0,rescue_icon_wrold,,,,,,,,,,
747,1,2,205,10022,258252,1258252,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.25,rescue_icon_wrold,,,,,,,,,,
748,1,3,205,10023,258253,1258253,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
749,1,4,205,10024,258254,1258254,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
750,1,5,205,10025,258255,1258255,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
751,1,1,205,10021,258256,1258256,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.0,rescue_icon_wrold,,,,,,,,,,
752,1,2,205,10022,258257,1258257,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.25,rescue_icon_wrold,,,,,,,,,,
753,1,3,205,10023,258258,1258258,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
754,1,4,205,10024,258259,1258259,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
755,1,5,205,10025,258260,1258260,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
756,1,1,205,10021,258261,1258261,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.0,rescue_icon_wrold,,,,,,,,,,
757,1,2,205,10022,258262,1258262,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.25,rescue_icon_wrold,,,,,,,,,,
758,1,3,205,10023,258263,1258263,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
759,1,4,205,10024,258264,1258264,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
760,1,5,205,10025,258265,1258265,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
1031,1,1,208,10031,258266,1258266,61,70,Kill Dark Forces,radarevent_task,,radarevent_task_world,,1.0,,,,,,,,,,,
1032,1,2,208,10032,258267,1258267,61,70,Kill Dark Forces,radarevent_task,,radarevent_task_world,,1.25,,,,,,,,,,,
1033,1,3,208,10033,258268,1258268,61,70,Kill Dark Forces,radarevent_task,,radarevent_task_world,,1.5,,,,,,,,,,,
1034,1,4,208,10034,258269,1258269,61,70,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.0,,,,,,,,,,,
1035,1,5,208,10035,258270,1258270,61,70,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.5,,,,,,,,,,,
766,1,3,205,10021,258271,1258271,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.0,rescue_icon_wrold,,,,,,,,,,
767,1,3,205,10021,258272,1258272,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.0,rescue_icon_wrold,,,,,,,,,,
768,1,3,205,10021,258273,1258273,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.0,rescue_icon_wrold,,,,,,,,,,
769,1,3,205,10022,258274,1258274,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.25,rescue_icon_wrold,,,,,,,,,,
770,1,3,205,10022,258275,1258275,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.25,rescue_icon_wrold,,,,,,,,,,
771,1,3,205,10022,258276,1258276,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.25,rescue_icon_wrold,,,,,,,,,,
772,1,3,205,10023,258277,1258277,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
773,1,3,205,10023,258278,1258278,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
774,1,3,205,10023,258279,1258279,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
775,1,4,205,10024,258280,1258280,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
776,1,5,205,10025,258281,1258281,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
777,1,1,203,4128,258282,1258282,61,70,Discover Dark Legion's Treasure,radarevent_treasure,,radarevent_treasure_world,,1.0,treasure_icon_world,,,,,,,,,,
778,1,2,203,4129,258283,1258283,61,70,Discover Dark Legion's Treasure,radarevent_treasure,,radarevent_treasure_world,,1.25,treasure_icon_world,,,,,,,,,,
