id,string,category,type,value_type,op,target,paraType1,para1,paraType2,para2,paraType3,para3,paraType4,para4,icon,battle_type,time_limit,effective_conditions,once_limit,group,is_minus,targetBuffType,only_effect,sustained_buff,buff_rate,para_condition
991209,buff_991009,1,174,10000,0,0,,,,,,,,,,1,1,,0,991009,,,,,,
960019,buff_960019,1,175,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
960020,buff_960019,1,191,10000,0,1,,,,,,,,,,1,0,,0,0,,,,,,
981013,Teresa Skill Active Chance,1,172,10000,0,0,IntegerType,10208,,,,,,,,1,0,,0,0,,,,,,
960021,104868,1,103,10000,0,0,MarchType,5,,,,,,,,0,0,,0,0,,,,,,
980204,Decreased DMG Taken,1,166,10000,0,0,,,,,,,,,rankBuff_04,1,0,,0,980204,,,,,,
981014,Hartman Skill Active Chance,1,172,10000,0,0,IntegerType,10308,,,,,,,,1,0,,0,0,,,,,,
1101001,Build a Gold mining facility (on World Map),2,200,1,0,0,Resource,1,,,,,,,,0,0,,0,0,,,,,,
1101002,Build an Oil refining facility (on World Map),2,200,1,0,0,Resource,5,,,,,,,,0,0,,0,0,,,,,,
1101003,Build a Barn facility (on World Map),2,200,1,0,0,Resource,7,,,,,,,,0,0,,0,0,,,,,,
1101004,Build an Upgrade facility (on World Map),2,201,1,0,0,,,,,,,,,,0,0,,0,0,,,,,,
1101005,Build a Weakening Facility (on World Map),2,202,1,0,0,,,,,,,,,,0,0,,0,0,,,,,,
1101006,Send 3 heroes to battle,2,203,1,0,0,,,,,,,,,,0,0,,0,0,,,,,,
1101007,Orange Army Hero's skill slots +1,2,204,1,0,0,HeroQuality,5,ArmyType,101,,,,,,0,0,,0,0,,,,,,
1101008,Orange Navy Hero's skill slots +1,2,204,1,0,0,HeroQuality,5,ArmyType,201,,,,,,0,0,,0,0,,,,,,
1101009,Orange Air Force Hero's skill slots +1,2,204,1,0,0,HeroQuality,5,ArmyType,301,,,,,,0,0,,0,0,,,,,,
1101010,Enable Mass Rally function,2,205,1,0,0,,,,,,,,,,0,0,,0,0,,,,,,
1101011,buff_960029,2,206,1,0,0,,,,,,,,,,0,0,,0,0,,,,,,
980104,DMG Increase when defending the base,2,165,10000,0,0,ArmyType,0,TargetArmyType,0,FightType,1002,FightSide,2,,1,0,,0,0,,,,,,
980205,Decreased DMG Taken when defending the base,2,166,10000,0,0,ArmyType,0,TargetArmyType,0,FightType,2,FightSide,2,,1,0,,0,0,,,,,,
981015,Katyusha Skill Active Chance,1,172,10000,0,0,IntegerType,10109,,,,,,,,1,0,,0,0,,,,,,
1101013,When attacking a city, troop ATK increases,1,112,10000,0,0,ArmyType,0,TargetArmyType,0,FightType,1,FightSide,1,,1,0,,0,0,,,,,,
1101014,,3,159,10000,0,0,,,,,,,,,,0,0,,0,0,,,,,,
1101015,Army Decreased DMG Taken,1,166,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,980201,,,,,,
1101016,Navy Decreased DMG Taken,1,166,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,980202,,,,,,
1101017,Air Force Decreased DMG Taken,1,166,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,980203,,,,,,
1101018,104873,1,108,10000,0,0,,,,,,,,,rankBuff_10,0,0,,0,920800,,,,,,
1101019,104983,1,131,10000,0,0,,,,,,,,,,0,0,,0,921002,,,,,,
1101020,104876,1,111,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,930001,,,,,,
1101021,104877,1,111,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,930002,,,,,,
1101022,104878,1,111,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,930003,,,,,,
1101023,ATK Bonus against Dark Forces,1,160,10000,0,2,,,,,,,,,,1,0,,0,970003,,,,,,
1101024,104888,1,112,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,930101,,,,,,
1101025,104889,1,112,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,930102,,,,,,
1101026,104890,1,112,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,930103,,,,,,
1101027,All units Crit. rate,1,113,10000,0,0,,,,,,,,,,1,0,,0,1101027,,,,,,
1101028,All units Crit DMG,1,167,10000,0,0,,,,,,,,,,1,0,,0,1001002,,,,,,
1101029,Kill the Dark Forces to get extra reward chests,4,210,1,0,0,,,,,,,,,,0,0,,0,0,,,,,,
1101030,Get extra reward chest after gathering for 1 hour,5,211,1,0,0,,,,,,,,,,0,0,,0,0,,,,,,
1101031,Increase building speed on the map,6,212,10000,0,0,,,,,,,,,,0,0,,0,0,,,,,,
1101032,Hero gains experience boost,7,213,10000,0,0,,,,,,,,,,0,0,,0,0,,,,,,
1101033,Unlock Training Titan Army,8,215,1,0,0,ArmyType,101,IntegerType,80,,,,,,0,0,,0,0,,,,,,
1101034,Unlock training Poseidon Navy,8,215,1,0,0,ArmyType,201,IntegerType,80,,,,,,0,0,,0,0,,,,,,
1101035,Unlock training Zeus Air Force,8,215,1,0,0,ArmyType,301,IntegerType,80,,,,,,0,0,,0,0,,,,,,
1101036,Increase hero's Command attributes,9,214,10000,0,0,HeroProperty,3,,,,,,,,0,0,,0,0,,,,,,
1101037,Increase hero's combat attributes,9,214,10000,0,0,HeroProperty,1,,,,,,,,0,0,,0,0,,,,,,
1101038,Increase hero's defensive attributes,9,214,10000,0,0,HeroProperty,2,,,,,,,,0,0,,0,0,,,,,,
1101039,104868,1,103,10000,0,0,MarchType,3,,,,,,,,0,0,,0,0,,,,,,
1101040,Decreased DMG Taken,1,166,10000,0,0,,,,,,,,,,1,0,,0,980204,,,,,,
1101041,All units HP bonus,1,111,10000,0,0,,,,,,,,,,1,0,,0,930000,,,,,,
1101042,All units ATK bonus,1,112,10000,0,0,,,,,,,,,rankBuff_08,1,0,,0,930100,,,,,,
1101043,Increase the multiplying number of Crit Hit in Tax Center,10,220,1,0,0,,,,,,,,,,0,0,,0,0,,,,,,
1101044,Reduce DMG received by all units in the Attack Party,1,166,10000,0,0,AssemblyNumber,1,,,,,,,,1,0,,0,0,,,,,,
1101045,Dodge of all units in the Attack Party,1,114,10000,0,0,AssemblyNumber,1,,,,,,,,1,0,,0,0,,,,,,
1101046,Increase DMG caused by all units in the Attack Party,2,165,10000,0,0,AssemblyNumber,1,,,,,,,,1,0,,0,0,,,,,,
1101047,Attack of all units in the Attack Party,1,111,10000,0,0,AssemblyNumber,1,,,,,,,,1,0,,0,0,,,,,,
1101048,Crit rate of all units in the Attack Party,1,113,10000,0,0,AssemblyNumber,1,,,,,,,,1,0,,0,0,,,,,,
1101049,Crit DMG of all units in the Attack Party,1,167,10000,0,0,AssemblyNumber,1,,,,,,,,1,0,,0,0,,,,,,
1101050,104981,1,130,10000,0,0,,,,,,,,,,0,0,,0,0,,,,,,
1101051,buff_991004,1,109,10000,0,0,,,,,,,,,,0,0,,0,920900,,,,,,
1101052,Tax Center Free Times Increase,1,221,1,0,0,,,,,,,,,,0,0,,0,0,,,,,,
981016,Nimitz Skill Effect,1,173,10000,0,0,IntegerType,10209,,,,,,,,1,0,,0,0,,,,,,
981017,,1,148,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
981018,Katyusha Skill Active Chance,1,172,10000,0,0,IntegerType,11109,,,,,,,,1,0,,0,0,,,,,,
981019,Nimitz Skill Effect,1,173,10000,0,0,IntegerType,11209,,,,,,,,1,0,,0,0,,,,,,
981022,Bradley Skill Active Chance,1,173,10000,0,0,IntegerType,10110,,,,,,,,1,0,,0,0,,,,,,
981020,Land Army battle shield,1,178,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
981023,Sauvage\nExclusive,1,172,10000,0,0,IntegerType,10309,,,,,,,,1,0,,0,0,,,,,,
981024,buff_981024,1,172,10000,0,0,IntegerType,11309,,,,,,,,,,,0,0,,,,,,
981021,Golden Plane appendage,1,134,10000,0,0,ArmyType,301,,,,,,,,0,0,,0,0,,,,,,
1101056,Allows you to build more Garages,2,300,1,0,0,ArmyType,101,,,,,,,,0,0,,0,0,,,,,,
1101057,Allows you to build more Docks,2,300,1,0,0,ArmyType,201,,,,,,,,0,0,,0,0,,,,,,
1101058,Allows you to build more Airports,2,300,1,0,0,ArmyType,301,,,,,,,,0,0,,0,0,,,,,,
981025,Land Army battle shield,1,178,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
981026,Increase the effect of Katrina's skill by {0}%,1,173,10000,0,0,IntegerType,10210,,,,,,,,1,0,,0,0,,,,,,
1201001,Shield cannot be turned on during the War fever,11,310,1,0,0,,,,,,,,,,0,1,,0,0,,,,,,
1201002,Shield cannot be turned on during the War fever,11,310,1,0,0,,,,,,,,,,0,1,,0,0,,,,,,
981027,buff_960019,1,175,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
981028,buff_981028,1,172,10000,0,0,IntegerType,10211,,,,,,,,1,0,,0,0,,,,,,
1101059,Repair slot +1,1,301,1,0,0,,,,,,,,,,0,0,,0,0,,,,,,
2000001,104888,1,112,10000,0,0,ArmyType,101,,,,,,,,1,0,,1,930101,,,,,,
2000002,104889,1,112,10000,0,0,ArmyType,201,,,,,,,,1,0,,1,930102,,,,,,
2000003,104890,1,112,10000,0,0,ArmyType,301,,,,,,,,1,0,,1,930103,,,,,,
2000004,buff_2000004,1,222,1,0,0,,,,,,,,,,0,1,,0,0,,,,,,
1201003,Maximum battle rounds +1,1,302,1,0,0,,,,,,,,,,1,0,,0,0,,,,,,
2000005,Can't teleport the base,1,224,1,0,0,,,,,,,,,,1,1,,0,0,,,,,,
2000006,buff_2000006,1,223,1,0,0,,,,,,,,,,1,1,,0,0,,,,,,
981029,buff_981029,1,172,10000,0,0,IntegerType,11210,,,,,,,,1,0,,0,0,,,,,,
1101053,Air Force Decreased DMG Taken,1,165,10000,0,0,TeamArmyLimit,2,,,,,,,,1,0,,0,991007,,,,,,
1101054,Decreased DMG Taken,1,166,10000,0,0,TeamArmyLimit,3,,,,,,,,1,0,,0,980204,,,,,,
1101055,,1,216,1,0,0,,,,,,,,,,0,0,,0,0,,,,,,
981030,buff_981030,1,180,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
981031,buff_981031,1,180,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
981032,buff_981032,1,180,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
981033,buff_981033,1,181,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
981034,buff_981034,1,172,10000,,,IntegerType,310,,,,,,,,1,0,,0,0,,,,,,
981035,buff_981035,1,172,10000,,,IntegerType,12310,,,,,,,,1,0,,0,0,,,,,,
981036,buff_981035,1,172,10000,,,IntegerType,12310,,,,,,,,1,0,,0,0,,,,,,
981037,buff_981035,1,172,10000,,,IntegerType,12310,,,,,,,,1,0,,0,0,,,,,,
981038,buff_981038,1,180,10000,0,1,TargetArmyType,301,,,,,,,,1,0,,0,0,,,,,,
981039,buff_981039,1,179,10000,0,1,TargetArmyType,301,,,,,,,,1,0,,0,0,,,,,,
981040,buff_981040,1,173,10000,0,0,IntegerType,10112,,,,,,,,1,0,,0,0,,,,,,
1201004,Increase Perk acquisition speed,2,303,10000,0,0,,,,,,,,,,0,0,,0,0,,,,,,
1201005,Reduce the Death Rate when attacking Bases,2,304,10000,0,0,,,,,,,,,,0,0,,0,0,,,,,,
1101060,All Units ATK Speed Bonus,1,115,10000,0,0,,,,,,,,,,1,0,,0,0,,,,,,
981042,buff_981042,1,183,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
981043,buff_981043,1,184,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
981044,buff_981044,1,173,10000,0,0,IntegerType,10212,,,,,,,,1,0,,0,0,,,,,,
981045,Increased ATK speed while gathering,1,186,10000,0,0,,,,,,,,,,1,0,,0,0,,,,,,
981046,Predatory maximum ATK bonus,1,187,10000,0,0,,,,,,,,,,0,0,,0,0,,,,,,
981047,buff_981047,1,188,10000,0,1,,,,,,,,,,1,0,,0,0,,,,,,
981048,104940,1,191,10000,0,1,TargetArmyType,201,,,,,,,,1,0,,0,0,,,,,,
981049,Rockfield Skill Effect,1,173,10000,0,0,IntegerType,10312,,,,,,,,1,0,,0,0,,,,,,
981050,buff_981050,1,173,10000,0,0,IntegerType,11213,,,,,,,,1,0,,0,0,,,,,,
123000,Army training time reduced (in seconds),1,400,1,0,0,BuildingGroup,1040,,,,,,,,0,0,,0,0,1,,,,,
123001,Army ATK,1,401,1,0,0,ArmyType,101,,,,,,,,1,0,,1,0,,,,,,
123002,Increase the number of rewards for killing Warhammer (as a member),1,402,1,0,0,,,,,,,,,,0,1,,0,0,,,,,,
123003,Army HP Increase,1,403,1,0,0,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
123004,Get a small number of additional tech chests for victory,1,404,1,0,0,WorldPointType,2,,,,,,,,0,1,,0,0,,,,,,
123005,Increased Gold collect from taxing,1,405,10000,0,0,,,,,,,,,,0,1,,0,0,,,,,,
123006,Reduces training time for all force types (in seconds).,1,400,1,0,0,,,,,,,,,,0,0,,0,0,1,,,,,
981060,First dock capacity,1,190,1,0,0,BuildingType,17,,,,,,,,0,0,,0,0,,,,,,
981052,Capacity of the first Garage,1,175,10000,0,0,,,,,,,,,,1,0,,0,0,,,,,,
981053,Capacity of the first Airport,1,191,10000,0,0,ArmyType,0,TargetArmyType,0,FightSide,2,SkillId,10111,,1,0,,0,0,,,,,,
981059,,1,172,10000,0,0,IntegerType,10111,,,,,,,,1,0,,0,0,,,,,,
981054,buff_981054,1,175,10000,0,0,,,,,,,,,,1,0,,0,0,,,,,,
981055,buff_981055,1,173,10000,0,0,IntegerType,10114,,,,,,,,1,0,,0,0,,,,,,
981056,buff_981056,1,184,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
981057,buff_981057,1,189,10000,0,1,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
981058,buff_981055,1,173,10000,0,0,IntegerType,11412,,,,,,,,1,0,,0,0,,,,,,
1010001,Army starting shield,1,178,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
1010002,Starting shield of navy,1,178,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
1010003,Starting shield of air force,1,178,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
1010004,DMG increase on Army's Normal Attacks on 1 target,1,165,10000,0,0,LimitTargetNum,1,ArmyType,101,,,,,,0,0,,0,1010004,,,,,,
1010005,DMG increase on Navy's Normal Attacks on 1 target,1,165,10000,0,0,LimitTargetNum,1,ArmyType,201,,,,,,0,0,,0,1010004,,,,,,
1010006,DMG increase on Air Force's Normal Attacks on 1 target,1,165,10000,0,0,LimitTargetNum,1,ArmyType,301,,,,,,0,0,,0,1010004,,,,,,
1010501,Unit ATK Bonus,1,112,10000,0,0,,,,,,,,,,1,0,,0,0,,,,,,
1010502,Unit HP bonus,1,111,10000,0,0,,,,,,,,,,1,0,,0,0,,,,,,
1010503,Unit Crit. Rate,1,113,10000,0,0,,,,,,,,,,1,0,,0,0,,,,,,
1010504,Unit Dodge Buff,1,114,10000,0,0,,,,,,,,,,1,0,,0,0,,,,,,
1010505,Unit Hit Rate,1,169,10000,0,0,,,,,,,,,,1,0,,0,0,,,,,,
1010506,DMG increase on Normal Attacks on 1 target,1,165,10000,0,0,LimitTargetNum,1,,,,,,,,1,0,,0,0,,,,,,
123007,Navy ATK,1,401,1,0,0,ArmyType,201,,,,,,,,1,0,,1,0,,,,,,
123008,Navy HP,1,403,1,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
123009,Air Force ATK,1,401,1,0,0,ArmyType,301,,,,,,,,1,0,,1,0,,,,,,
123010,Air Force HP,1,403,1,0,0,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
123011,Navy training time reduced (in seconds),1,400,1,0,0,BuildingGroup,1100,,,,,,,,0,0,,0,0,1,,,,,
123012,Air Force training time reduced (in seconds),1,400,1,0,0,BuildingGroup,1050,,,,,,,,0,0,,0,0,1,,,,,
123013,VIT cost for attacking Dark Forces on World Map -2, up to 10 times per day,1,400,1,0,0,,,,,,,,,,0,0,,0,0,,,,,,
981061,Capacity of the first Garage,1,190,1,0,0,BuildingType,16,,,,,,,,0,0,,0,0,,,,,,
981062,Capacity of the first Airport,1,190,1,0,0,BuildingType,18,,,,,,,,0,0,,0,0,,,,,,
990100,ATK bonus of all units (on the offensive),1,112,10000,0,0,FightSide,1,ArmyType,0,TargetArmyType,0,,,,1,0,,0,930100,,,,,,
990101,Basic Speed of VIT Recovery,1,192,10000,0,0,,,,,,,,,,0,0,,0,0,,,,,,
990102,,1,151,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
990103,Bassel Skill Effect,1,173,10000,0,0,IntegerType,10213,,,,,,,,1,0,,0,0,,,,,,
990104,buff_990104,1,173,10000,0,0,IntegerType,11115,,,,,,,,1,0,,0,0,,,,,,
123014,buff_123014,1,406,1,0,0,,,,,,,,,,0,0,,0,0,,,,,,
970008,Gold Harvester Quick Collect times,1,193,1,0,0,,,,,,,,,,0,0,,0,0,,,,,,
990106,buff_990106,1,407,1,0,0,,,,,,,,,,0,0,,0,0,,,,,,
981063,Repair Factory capacity,1,301,1,0,0,,,,,,,,,,0,0,,0,0,,,,,,
981064,Increases duration of the Shield,1,196,10000,0,0,,,,,,,,,,0,0,,0,0,,,,,,
990107,buff_990107,1,194,1,0,0,,,,,,,,,,0,0,,0,0,,,,,,
990105,buff_990105,1,195,1,0,0,,,,,,,,,,0,0,,0,0,,,,,,
990108,104940,1,197,10000,0,1,,,,,,,,,,1,0,,0,0,,,,,,
990109,104940,1,198,10000,0,1,ArmyType,0,TargetArmyType,0,SkillId,10313,,,,1,0,,0,0,,191,,,,
990110,buff_990110,1,173,10000,0,0,IntegerType,10313,,,,,,,,1,0,,0,0,,,,,,
990112,buff_990111,1,199,1,0,0,,,,,,,,,,0,0,,0,0,,,1,,,
990113,buff_990111,1,199,1,0,0,,,,,,,,,,0,0,,0,0,,,1,,,
990114,buff_990110,1,173,10000,0,0,IntegerType,11401,,,,,,,,1,0,,0,0,,,,,,
990115,Expedition Unit ATK Bonus,1,112,10000,0,0,FightType,16,,,,,,,,0,0,,0,0,,,,,,
990116,Expedition Unit HP Bonus,1,111,10000,0,0,FightType,16,,,,,,,,0,0,,0,0,,,,,,
990122,104940,1,198,10000,0,1,ArmyType,0,TargetArmyType,0,SkillId,11401,,,,1,0,,0,0,,191,,,,
990117,All unit ATK bonus,1,112,10000,0,0,,,,,,,,,,1,1,,0,0,,,,,,
990118,Army HP Bonus,1,111,10000,0,0,ArmyType,101,,,,,,,,1,1,,0,0,,,,,,
990119,buff_990119,1,408,1,0,0,,,,,,,,,,0,0,,0,0,,,,,,
990120,buff_990120,1,409,1,0,0,,,,,,,,,,0,0,,0,0,,,,,,
990121,Decreased DMG Taken,1,166,10000,0,0,,,,,,,,,,1,1,,0,0,,,,,,
990123,All forces ATK increase,1,151,10000,0,0,,,,,,,,,,1,0,,0,0,,,,,,
123015,buff_123015,1,218,1,0,0,,,,,,,,,,1,0,,0,0,,,,,,
1003041,Air Force DMG Increase,1,165,10000,0,0,ArmyType,301,TargetArmyType,301,,,,,,1,0,,0,980103,,,,,,
990124,Exercise unit HP bonus,1,111,10000,0,0,FightType,26,,,,,,,,1,0,,0,0,,,,,,
990125,Exercise unit ATK bonus,1,112,10000,0,0,FightType,26,,,,,,,,1,0,,0,0,,,,,,
981142,buff_981042,1,183,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
981143,buff_981043,1,184,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
981144,buff_981144,1,207,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
981145,buff_981145,1,172,10000,0,0,IntegerType,10214,,,,,,,,1,0,,0,0,,,,,,
981101,Tywin Skill Active Chance,1,172,10000,0,0,IntegerType,11104,,,,,,,,1,0,,0,0,,,,,,
981102,Alex Skill Active Chance,1,172,10000,0,0,IntegerType,11105,,,,,,,,1,0,,0,0,,,,,,
981103,Sam Skill Active Chance,1,172,10000,0,0,IntegerType,11106,,,,,,,,1,0,,0,0,,,,,,
981104,Chance of triggering Sid's Skill,1,172,10000,0,0,IntegerType,11204,,,,,,,,1,0,,0,0,,,,,,
981105,Ganso Skill Active Chance,1,173,10000,0,0,IntegerType,11205,,,,,,,,1,0,,0,0,,,,,,
981106,Merida Skill Active Chance,1,172,10000,0,0,IntegerType,11206,,,,,,,,1,0,,0,0,,,,,,
981108,Nadia Skill Active Chance,1,172,10000,0,0,IntegerType,11304,,,,,,,,1,0,,0,0,,,,,,
981109,Edward Skill Active Chance,1,172,10000,0,0,IntegerType,11305,,,,,,,,1,0,,0,0,,,,,,
981110,Lady Zizak Skill Active Chance,1,172,10000,0,0,IntegerType,11306,,,,,,,,1,0,,0,0,,,,,,
1130001,{0} {1},9,217,1,0,0,HeroProperty,1,IntegerType,1209,,,,,,0,0,,0,0,,,,,,
1130002,{0} {1},9,217,1,0,0,HeroProperty,1,IntegerType,109,,,,,,0,0,,0,0,,,,,,
1130003,{0} {1},9,217,1,0,0,HeroProperty,1,IntegerType,104,,,,,,0,0,,0,0,,,,,,
1130004,{0} {1},9,217,1,0,0,HeroProperty,2,IntegerType,110,,,,,,0,0,,0,0,,,,,,
1130005,{0} {1},9,217,1,0,0,HeroProperty,2,IntegerType,307,,,,,,0,0,,0,0,,,,,,
1130006,{0} {1},9,217,1,0,0,HeroProperty,3,IntegerType,107,,,,,,0,0,,0,0,,,,,,
1130007,{0} {1},9,217,1,0,0,HeroProperty,3,IntegerType,116,,,,,,0,0,,0,0,,,,,,
1131001,All units DMG Increase,1,165,10000,0,0,,,,,,,,,,1,0,,0,1001001,,,,,,
1131002,All units Decreased DMG Taken,1,166,10000,0,0,,,,,,,,,,1,0,,0,980204,,,,,,
1131005,All units Crit. DMG,1,167,10000,0,0,,,,,,,,,,1,0,,0,1001002,,,,,,
1131006,The capacity of the first garage, dock, Hangar,1,190,1,0,0,,,,,,,,,,0,0,,0,0,,,,,,
1131007,March Size,1,153,1,0,0,,,,,,,,,,1,0,,0,960012,,,,,,
1131008,All Units Hit Rate,1,169,10000,0,0,,,,,,,,,,1,0,,0,1131008,,,,,,
1131009,At the beginning, all units shield,1,178,10000,0,0,,,,,,,,,,1,0,,0,0,,,,,,
2101016,Navy Decreased DMG Taken,1,166,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,980202,,,1,,,
2960002,Gathering Speed-up,1,143,10000,0,0,,,,,,,,,rankBuff_02,0,0,,0,960002,,,1,,,
1130010,All heroes War increase,9,217,1,0,0,HeroProperty,1,,,,,,,,0,0,,0,0,,,,,,
1130011,All heroes DEF increase,9,217,1,0,0,HeroProperty,2,,,,,,,,0,0,,0,0,,,,,,
981146,,1,183,10000,0,0,FightSide,2,,,,,,,,1,0,,0,0,,,,,,
981147,,1,178,10000,0,0,FightSide,2,,,,,,,,1,0,,0,0,,,,,,
981148,,1,183,10000,0,0,FightSide,1,ArmyType,301,,,,,,1,0,,0,0,,,,,,
981149,,1,178,10000,0,0,FightSide,1,ArmyType,301,,,,,,1,0,,0,0,,,,,,
981150,buff_981150,1,173,10000,0,0,IntegerType,10314,,,,,,,,1,0,,0,0,,,,,,
981152,buff_981152,1,173,10000,0,0,IntegerType,11314,,,,,,,,1,0,,0,0,,,,,,
981151,buff_981151,1,179,10000,0,1,,,,,,,,,,1,0,,0,0,,,,,,
2003023,Army Crit. DMG,1,167,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,980301,,,1,,,
1010010,buff_1010010,1,178,10000,0,0,FightSide,2,,,,,,,,1,0,,0,0,,,,,,
921016,Golden Warship Arrives,1,134,10000,0,0,ArmyType,201,,,,,,,,0,0,,0,0,,,,,,
980105,DMG increases while attacking,2,165,10000,0,0,ArmyType,0,TargetArmyType,0,FightType,1002,FightSide,1,,1,0,,0,0,,,,,,
1101152,Increases number of gold chests you can claim everyday,1,227,1,0,0,FREE_LEVY,,,,,,,,,0,1,,1,0,,,,,,
1101153,Increase the Gold Chests gained by Royalty Fee,1,228,10000,0,0,ENHANCE_LEVY,,,,,,,,,0,1,,1,0,,,,,,
2980102,Navy DMG Increase,1,165,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,980102,,,1,,,
2980101,Army DMG Increase,1,165,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,980101,,,1,,,
2920802,118759,1,108,10000,0,0,BuildingGroup,1100,,,,,,,,0,0,,0,0,,,1,,,
2920803,118760,1,108,10000,0,0,BuildingGroup,1050,,,,,,,,0,0,,0,0,,,1,,,
990126,buff_990126,1,500,10000,0,0,,,,,,,,,,0,0,,0,0,,,,,,
990127,buff_990127,1,501,10000,0,0,,,,,,,,,,0,0,,0,0,,,,,,
990129,Naval units ATK bonus (on the offensive),1,112,10000,0,0,FightSide,1,ArmyType,201,TargetArmyType,0,,,,1,0,,0,930102,,,,,,
990130,Decreased DMG Taken when defending,1,166,10000,0,0,FightSide,2,,,,,,,,1,0,,0,0,,,,,,
990128,buff_990128,1,502,1,0,0,,,,,,,,,,0,0,,0,0,,,,,,
990131,buff_990131,1,183,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
990132,buff_990132,1,152,1,0,0,FightSide,1,teamFightSkill,1,,,,,,1,0,,,,,,,1,,
990133,buff_990133,1,173,10000,0,0,IntegerType,10118,,,,,,,,1,0,,0,0,,,,,,
990134,Hero shield effect bonus,1,410,10000,0,0,,,,,,,,,,1,0,,0,990134,,,,,,
990135,buff_990135,1,175,10000,0,0,,,,,,,,,,1,0,,0,0,,,,,,
990136,buff_990136,1,145,10000,0,0,ArmyType,0,SkillId,10119,,,,,,1,0,,0,0,,,,,,
990137,All units DMG Increase (Silence),1,165,10000,0,0,,,,,,,,,,1,0,,0,0,,,,,,
1000001,buff_1000001,1,166,10000,0,0,FightType,1001,FightSide,2,,,,,,1,0,,0,0,,,,,,
1000002,buff_1000002,1,165,10000,0,0,,,,,,,,,,1,0,,0,930100,,,,,,
1000003,buff_1000003,1,165,10000,0,0,,,,,,,,,,1,0,,0,930100,,,,,,
1000004,buff_1000004,1,165,10000,0,0,FightSide,1,,,,,,,,1,0,,0,930100,,,,,,
1000005,buff_1000005,1,169,10000,0,0,FightSide,1,,,,,,,,1,0,,0,930100,,,,,,
1000006,buff_1000006,1,411,10000,0,0,,,,,,,,,,1,0,,0,0,,,,,,
1000007,buff_1000001,1,111,10000,0,0,FightSide,1,,,,,,,,1,0,,0,0,,,,,,
1000008,buff_1000002,1,113,10000,0,0,,,,,,,,,,1,0,,0,930100,,,,,,
1000009,buff_1000003,1,114,10000,0,0,FightSide,2,,,,,,,,1,0,,0,930100,,,,,,
1000010,buff_1000004,1,111,10000,0,0,FightSide,2,,,,,,,,1,0,,0,930100,,,,,,
1000011,buff_1000005,1,178,10000,0,0,FightSide,2,,,,,,,,1,0,,0,930100,,,,,,
1000012,buff_1000006,1,165,10000,0,0,FightCondition,ATTACK_ROUND|<|2,,,,,,,,1,0,,0,0,,,,,,
1000013,buff_1000004,1,165,10000,0,0,,,,,,,,,,1,0,,0,930100,,,,,,
1000014,buff_1000005,1,165,10000,0,0,,,,,,,,,,1,0,,0,930100,,,,,,
1000015,buff_1000006,1,166,10000,0,0,,,,,,,,,,1,0,,0,0,,,,,,
1000016,buff_1000007,1,413,10000,0,0,,,,,,,,,,1,0,,0,0,,,,,,
1000101,buff_1000101,1,116,10000,0,0,,,,,,,,,,1,0,,0,0,,,,,,
