id,level_id,type,elite,monster_level,para1,para2,weight,add_reward,integral,icon,name,desc,buff_type,icon1,icon2,prefab,special_effects,effects_time,times,minmumber,maxnumber,notice,boxicon
103,21|22|23|24|25,3,,,1003017,800,6,,,icon_BattleIsland7,Island BUFF,Army DMG Increase,icon_army_island2,enhance_403500,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
104,21|22|23|24|25,3,,,1003018,800,6,,,icon_BattleIsland7,Island BUFF,Navy DMG Increase,icon_army_island3,enhance_403500,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
105,21|22|23|24|25,3,,,1003019,800,6,,,icon_BattleIsland7,Island BUFF,Air Force DMG Increase,icon_army_island4,enhance_403500,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
106,21|22|23|24|25,3,,,1003020,800,6,,,icon_BattleIsland7,Island BUFF,Army Decreased DMG Taken,icon_army_island2,enhance_403600,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
107,21|22|23|24|25,3,,,1003021,800,6,,,icon_BattleIsland7,Island BUFF,Navy Decreased DMG Taken,icon_army_island3,enhance_403600,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
108,21|22|23|24|25,3,,,1003022,800,6,,,icon_BattleIsland7,Island BUFF,Air Force Decreased DMG Taken,icon_army_island4,enhance_403600,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
109,21|22|23|24|25,3,,,1003023,800,6,,,icon_BattleIsland7,Island BUFF,Army Crit. DMG,icon_army_island2,enhance_403700,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
110,21|22|23|24|25,3,,,1003024,800,6,,,icon_BattleIsland7,Island BUFF,Navy Crit. DMG,icon_army_island3,enhance_403700,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
111,21|22|23|24|25,3,,,1003025,800,6,,,icon_BattleIsland7,Island BUFF,Air Force Crit. DMG,icon_army_island4,enhance_403700,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
112,21|22|23|24|25,3,,,1003026,800,6,,,icon_BattleIsland7,Island BUFF,Army INV,icon_army_island2,enhance_403800,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
113,21|22|23|24|25,3,,,1003027,800,6,,,icon_BattleIsland7,Island BUFF,Navy INV,icon_army_island3,enhance_403800,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
114,21|22|23|24|25,3,,,1003028,800,6,,,icon_BattleIsland7,Island BUFF,Air Force INV,icon_army_island4,enhance_403800,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
115,21|22|23|24|25,3,,,1003029,800,6,,,icon_BattleIsland7,Island BUFF,Army Hit,icon_army_island2,enhance_403900,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
116,21|22|23|24|25,3,,,1003030,800,6,,,icon_BattleIsland7,Island BUFF,Navy Hit,icon_army_island3,enhance_403900,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
117,21|22|23|24|25,3,,,1003031,800,6,,,icon_BattleIsland7,Island BUFF,Air Force Hit,icon_army_island4,enhance_403900,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
118,21|22|23|24|25,3,,,1003001,800,6,,,icon_BattleIsland7,Island BUFF,All units HP bonus,icon_army_island1,enhance_403400,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,0,You received {0}; the power of units has increased by {1},
119,21|22|23|24|25,3,,,1003002,800,6,,,icon_BattleIsland7,Island BUFF,All units ATK bonus,icon_army_island1,enhance_400200,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
120,21|22|23|24|25,3,,,1003003,800,6,,,icon_BattleIsland7,Island BUFF,All units Crit. rate,icon_army_island1,enhance_400300,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
121,21|22|23|24|25,3,,,1003004,800,6,,,icon_BattleIsland7,Island BUFF,All units dodge rate bonus,icon_army_island1,enhance_400400,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
122,21|22|23|24|25,3,,,1003005,800,6,,,icon_BattleIsland7,Island BUFF,104876,icon_army_island2,enhance_403400,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,0,You received {0}; the power of units has increased by {1},
123,21|22|23|24|25,3,,,1003006,800,6,,,icon_BattleIsland7,Island BUFF,104877,icon_army_island3,enhance_403400,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,0,You received {0}; the power of units has increased by {1},
124,21|22|23|24|25,3,,,1003007,800,6,,,icon_BattleIsland7,Island BUFF,104878,icon_army_island4,enhance_403400,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,0,You received {0}; the power of units has increased by {1},
125,21|22|23|24|25,3,,,1003008,800,6,,,icon_BattleIsland7,Island BUFF,104888,icon_army_island2,enhance_400200,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
126,21|22|23|24|25,3,,,1003009,800,6,,,icon_BattleIsland7,Island BUFF,104889,icon_army_island3,enhance_400200,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
127,21|22|23|24|25,3,,,1003010,800,6,,,icon_BattleIsland7,Island BUFF,104890,icon_army_island4,enhance_400200,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
128,21|22|23|24|25,3,,,1003011,800,6,,,icon_BattleIsland7,Island BUFF,107334,icon_army_island2,enhance_400300,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
129,21|22|23|24|25,3,,,1003012,800,6,,,icon_BattleIsland7,Island BUFF,107335,icon_army_island3,enhance_400300,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
130,21|22|23|24|25,3,,,1003013,800,6,,,icon_BattleIsland7,Island BUFF,107336,icon_army_island4,enhance_400300,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
131,21|22|23|24|25,3,,,1003014,800,6,,,icon_BattleIsland7,Island BUFF,107337,icon_army_island2,enhance_400400,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
132,21|22|23|24|25,3,,,1003015,800,6,,,icon_BattleIsland7,Island BUFF,107338,icon_army_island3,enhance_400400,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
133,21|22|23|24|25,3,,,1003016,800,6,,,icon_BattleIsland7,Island BUFF,107339,icon_army_island4,enhance_400400,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
134,21|22|23|24|25,3,,,1003017,800,6,,,icon_BattleIsland7,Island BUFF,Army DMG Increase,icon_army_island2,enhance_403500,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
135,21|22|23|24|25,3,,,1003018,800,6,,,icon_BattleIsland7,Island BUFF,Navy DMG Increase,icon_army_island3,enhance_403500,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
136,21|22|23|24|25,3,,,1003019,800,6,,,icon_BattleIsland7,Island BUFF,Air Force DMG Increase,icon_army_island4,enhance_403500,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
137,21|22|23|24|25,3,,,1003020,800,6,,,icon_BattleIsland7,Island BUFF,Army Decreased DMG Taken,icon_army_island2,enhance_403600,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
138,21|22|23|24|25,3,,,1003021,800,6,,,icon_BattleIsland7,Island BUFF,Navy Decreased DMG Taken,icon_army_island3,enhance_403600,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
139,21|22|23|24|25,3,,,1003022,800,6,,,icon_BattleIsland7,Island BUFF,Air Force Decreased DMG Taken,icon_army_island4,enhance_403600,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
140,21|22|23|24|25,3,,,1003023,800,6,,,icon_BattleIsland7,Island BUFF,Army Crit. DMG,icon_army_island2,enhance_403700,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
141,21|22|23|24|25,3,,,1003024,800,6,,,icon_BattleIsland7,Island BUFF,Navy Crit. DMG,icon_army_island3,enhance_403700,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
142,21|22|23|24|25,3,,,1003025,800,6,,,icon_BattleIsland7,Island BUFF,Air Force Crit. DMG,icon_army_island4,enhance_403700,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
143,21|22|23|24|25,3,,,1003026,800,6,,,icon_BattleIsland7,Island BUFF,Army INV,icon_army_island2,enhance_403800,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
144,21|22|23|24|25,3,,,1003027,800,6,,,icon_BattleIsland7,Island BUFF,Navy INV,icon_army_island3,enhance_403800,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
145,21|22|23|24|25,3,,,1003028,800,6,,,icon_BattleIsland7,Island BUFF,Air Force INV,icon_army_island4,enhance_403800,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
146,21|22|23|24|25,3,,,1003029,800,6,,,icon_BattleIsland7,Island BUFF,Army Hit,icon_army_island2,enhance_403900,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
147,21|22|23|24|25,3,,,1003030,800,6,,,icon_BattleIsland7,Island BUFF,Navy Hit,icon_army_island3,enhance_403900,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
148,21|22|23|24|25,3,,,1003031,800,6,,,icon_BattleIsland7,Island BUFF,Air Force Hit,icon_army_island4,enhance_403900,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
149,15|16|17|18|19|20|21|22|23|24|25,2,,,9220007,,15,,,icon_BattleIsland10,Island Treasure,Dig to get mysterious treasure,,item_1900002,image/IsleBattle/icon_BattleIsland10,,,1.0,,0,2,Congratulations on getting{1}{0}(s),
150,15|16|17|18|19|20|21|22|23|24|25,2,,,9220016,,15,,,icon_BattleIsland10,Island Treasure,Dig to get mysterious treasure,,item_1700030,image/IsleBattle/icon_BattleIsland10,,,1.0,,0,2,Congratulations on getting{1}{0}(s),
151,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,2,,,9220015,,15,,,icon_BattleIsland10,Island Treasure,Dig to get mysterious treasure,,item_1700030,image/IsleBattle/icon_BattleIsland10,,,1.0,,0,3,Congratulations on getting{1}{0}(s),
152,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,2,,,9220017,,15,,,icon_BattleIsland10,Island Treasure,Dig to get mysterious treasure,,item_1700039,image/IsleBattle/icon_BattleIsland10,,,1.0,,0,3,Congratulations on getting{1}{0}(s),
153,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,2,,,9220006,,15,,,icon_BattleIsland10,Island Treasure,Dig to get mysterious treasure,,item_1900001,image/IsleBattle/icon_BattleIsland10,,,1.0,,0,3,Congratulations on getting{1}{0}(s),
154,15|16|17|18|19|20|21|22|23|24|25,2,,,9220010,,15,,,icon_BattleIsland10,Island Treasure,Dig to get mysterious treasure,,item_500000,image/IsleBattle/icon_BattleIsland10,,,1.0,,0,2,Congratulations on getting{1}{0}(s),
155,15|16|17|18|19|20|21|22|23|24|25,2,,,9220011,,15,,,icon_BattleIsland10,Island Treasure,Dig to get mysterious treasure,,item_510000,image/IsleBattle/icon_BattleIsland10,,,1.0,,0,2,Congratulations on getting{1}{0}(s),
156,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,2,,,9220012,,15,,,icon_BattleIsland10,Island Treasure,Dig to get mysterious treasure,,item_chouka1,image/IsleBattle/icon_BattleIsland10,,,1.0,,0,3,Congratulations on getting{1}{0}(s),
157,15|16|17|18|19|20|21|22|23|24|25,2,,,9220013,,15,,,icon_BattleIsland10,Island Treasure,Dig to get mysterious treasure,,hero_chip_4,image/IsleBattle/icon_BattleIsland10,,,1.0,,0,2,Congratulations on getting{1}{0}(s),
158,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,2,,,9220014,,15,,,icon_BattleIsland10,Island Treasure,Dig to get mysterious treasure,,item_3200001,image/IsleBattle/icon_BattleIsland10,,,1.0,,0,3,Congratulations on getting{1}{0}(s),
159,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,2,,,9220018,,15,,,icon_BattleIsland10,Island Treasure,Dig to get mysterious treasure,,item_2520001,image/IsleBattle/icon_BattleIsland10,,,1.0,,0,3,Congratulations on getting{1}{0}(s),
160,15|16|17|18|19|20|21|22|23|24|25,2,,,9220019,,15,,,icon_BattleIsland10,Island Treasure,Dig to get mysterious treasure,,item_2560001,image/IsleBattle/icon_BattleIsland10,,,1.0,,0,2,Congratulations on getting{1}{0}(s),
161,11|12|13|14,4,,,3000,,8,,,icon_BattleIsland1,Abandoned enemy fortress,The Dark Legion used to build their backup fortress here; but it has been abandoned for years. After searching; it seems that there are many supplies and medical resources. After a short rectification break; the military's combat power has been greatly improved. All soldiers' HP restored to {0} of their total HP.,,icon_BattleIsland1,image/IsleBattle/icon_BattleIsland1,,Effect_daoyu_jiaxue,0.9,,1,1,Congratulations on finding the abandoned enemy stronghold. After help from the medic; the seriously wounded soldiers can join the battle again! All soldiers recovered HP {0},
162,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,6,,,3500,,0,,,icon_BattleIsland3,,,,icon_BattleIsland3,image/IsleBattle/icon_BattleIsland3,,Effect_daoyu_xianjing,1.2,,0,0,BOOM! Stepped into the trap! Your soldiers suffered heavy losses and lost a total of {0} HP!,
163,0,7,,,2,,0,,,icon_BattleIsland9,,,,icon_BattleIsland9,image/IsleBattle/icon_BattleIsland9,,,,,0,0,Congratulations on getting the oil supply; your mobility increased by {0},
164,11|12,5,,,1|2|26|27|28|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|151|152|153|156|158|159|161|162|174,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|24|10,1500,,,icon_BattleIsland8,Unknown Island,When you arrive at an unknown island; different elements will appear randomly after exploration. Be careful; you may encounter an enemy ambush!,,icon_BattleIsland8,image/IsleBattle/icon_BattleIsland8,,Effect_daoyu_shaizi,1.7,,2,,,
165,13|14,5,,,3|4|26|27|28|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|151|152|153|156|158|159|161|162|174,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|24|10,1500,,,icon_BattleIsland8,Unknown Island,When you arrive at an unknown island; different elements will appear randomly after exploration. Be careful; you may encounter an enemy ambush!,,icon_BattleIsland8,image/IsleBattle/icon_BattleIsland8,,Effect_daoyu_shaizi,1.7,,2,,,
166,15|16,5,,,5|6|26|27|28|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|151|152|153|156|158|159|172|162|174,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|24|10,1500,,,icon_BattleIsland8,Unknown Island,When you arrive at an unknown island; different elements will appear randomly after exploration. Be careful; you may encounter an enemy ambush!,,icon_BattleIsland8,image/IsleBattle/icon_BattleIsland8,,Effect_daoyu_shaizi,1.7,,2,,,
167,17|18,5,,,7|8|26|27|28|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|151|152|153|156|158|159|172|162|174,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|24|10,1500,,,icon_BattleIsland8,Unknown Island,When you arrive at an unknown island; different elements will appear randomly after exploration. Be careful; you may encounter an enemy ambush!,,icon_BattleIsland8,image/IsleBattle/icon_BattleIsland8,,Effect_daoyu_shaizi,1.7,,2,,,
168,19|20,5,,,9|10|26|27|28|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|151|152|153|156|158|159|172|162|174,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|45|15,1500,,,icon_BattleIsland8,Unknown Island,When you arrive at an unknown island; different elements will appear randomly after exploration. Be careful; you may encounter an enemy ambush!,,icon_BattleIsland8,image/IsleBattle/icon_BattleIsland8,,Effect_daoyu_shaizi,1.7,,2,,,
169,21|22,5,,,11|12|26|27|28|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|149|154|155|156|158|159|173|162|174,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|65|15,1500,,,icon_BattleIsland8,Unknown Island,When you arrive at an unknown island; different elements will appear randomly after exploration. Be careful; you may encounter an enemy ambush!,,icon_BattleIsland8,image/IsleBattle/icon_BattleIsland8,,Effect_daoyu_shaizi,1.7,,2,,,
170,23|24,5,,,13|14|26|27|28|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|149|154|155|156|158|159|173|162|174,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|65|15,1500,,,icon_BattleIsland8,Unknown Island,When you arrive at an unknown island; different elements will appear randomly after exploration. Be careful; you may encounter an enemy ambush!,,icon_BattleIsland8,image/IsleBattle/icon_BattleIsland8,,Effect_daoyu_shaizi,1.7,,2,,,
171,25,5,,,15|16|26|27|28|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|149|154|155|156|158|159|173|162|174,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|65|15,1500,,,icon_BattleIsland8,Unknown Island,When you arrive at an unknown island; different elements will appear randomly after exploration. Be careful; you may encounter an enemy ambush!,,icon_BattleIsland8,image/IsleBattle/icon_BattleIsland8,,Effect_daoyu_shaizi,1.7,,2,,,
172,15|16|17|18|19|20,4,,,3000,,8,,,icon_BattleIsland1,Abandoned enemy fortress,The Dark Legion used to build their backup fortress here; but it has been abandoned for years. After searching; it seems that there are many supplies and medical resources. After a short rectification break; the military's combat power has been greatly improved. All soldiers' HP restored to {0} of their total HP.,,icon_BattleIsland1,image/IsleBattle/icon_BattleIsland1,,Effect_daoyu_jiaxue,0.9,,0,1,Congratulations on finding the abandoned enemy stronghold. After help from the medic; the seriously wounded soldiers can join the battle again! All soldiers recovered HP {0},
173,21|22|23|24|25,4,,,3000,,8,,,icon_BattleIsland1,Abandoned enemy fortress,The Dark Legion used to build their backup fortress here; but it has been abandoned for years. After searching; it seems that there are many supplies and medical resources. After a short rectification break; the military's combat power has been greatly improved. All soldiers' HP restored to {0} of their total HP.,,icon_BattleIsland1,image/IsleBattle/icon_BattleIsland1,,Effect_daoyu_jiaxue,0.9,,1,2,Congratulations on finding the abandoned enemy stronghold. After help from the medic; the seriously wounded soldiers can join the battle again! All soldiers recovered HP {0},
174,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,4,,,3000,,8,,,icon_BattleIsland1,Abandoned enemy fortress,The Dark Legion used to build their backup fortress here; but it has been abandoned for years. After searching; it seems that there are many supplies and medical resources. After a short rectification break; the military's combat power has been greatly improved. All soldiers' HP restored to {0} of their total HP.,,icon_BattleIsland1,image/IsleBattle/icon_BattleIsland1,,Effect_daoyu_jiaxue,0.9,,,,Congratulations on finding the abandoned enemy stronghold. After help from the medic; the seriously wounded soldiers can join the battle again! All soldiers recovered HP {0},
